word	Malayalam-ml	emotion	emotion-intensity-score
firearms	തോക്കുകൾ	anger	0.547
ire	NO TRANSLATION	anger	0.547
preposterous	മയക്കമരുന്ന്	anger	0.547
rebel	വിമത	anger	0.547
deceive	വഞ്ചിക്കുക	anger	0.547
stolen	മോഷ്ടിച്ചു	anger	0.546
hadenough	NO TRANSLATION	anger	0.546
wanker	വാങ്കർ	anger	0.545
heated	ചൂട്	anger	0.545
ruined	നശിപ്പിച്ചു	anger	0.545
menace	ഭീഷണി	anger	0.545
humiliate	അപമാനിക്കുക	anger	0.545
tackle	എതിർത്തുനിൽക്കുക	anger	0.545
conspirator	ഗൂഢാലോചന	anger	0.545
foul	കള്ളക്കളി	anger	0.545
antagonist	വിരുദ്ധനാണ്	anger	0.545
resentful	നീരസവും	anger	0.545
prejudice	മുൻവിധി	anger	0.545
adversary	എതിരാളി	anger	0.545
argument	ആർഗ്യുമെന്റ്	anger	0.545
skirmish	വഴക്ക്	anger	0.545
callous	കാപട്യമാണ്	anger	0.545
annoyin	NO TRANSLATION	anger	0.545
entangled	ചുറ്റിക്കറങ്ങുന്നു	anger	0.544
robbery	കവർച്ച	anger	0.544
sting	സ്ട്രിംഗ്	anger	0.544
outcry	ഗർജ്ജനം	anger	0.544
grumble	പിറുപിറുക്കുക	anger	0.544
irreconcilable	അനിയന്ത്രിതമായ	anger	0.543
resistance	പ്രതിരോധം	anger	0.543
obstructive	തടസ്സം	anger	0.542
dismay	ശല്യപ്പെടുത്തുക	anger	0.540
mob	ജനക്കൂട്ടം	anger	0.538
juststop	NO TRANSLATION	anger	0.537
badness	മോശം	anger	0.536
ridicule	പരിഹാസ്യമാണ്	anger	0.534
incendiary	തീക്ഷ്ണമായ	anger	0.533
flares	തെരു	anger	0.532
degeneracy	ഡീജനനസി	anger	0.531
confinement	തടവ്	anger	0.531
exacerbation	അപസ്മാരം	anger	0.531
prejudicial	മുൻവിധി	anger	0.531
uprising	മുന്നേറ്റം	anger	0.531
twofaced	NO TRANSLATION	anger	0.531
reckless	ഉറക്കമില്ലായ്മ	anger	0.531
unbridled	ഹാനികരമായ	anger	0.531
allegation	ആരോപണം	anger	0.531
communism	കമ്മ്യൂണിസം	anger	0.531
whip	വിപ്പ്	anger	0.531
intruder	നുഴഞ്ഞുകയറുക	anger	0.531
dispute	തർക്കം	anger	0.531
belittle	പുച്ഛം	anger	0.531
bigoted	വലുതാവുക	anger	0.530
offender	കുറ്റവാളി	anger	0.530
hassle	മുഷിയാതെ	anger	0.530
dissonance	വൈരുദ്ധ്യം	anger	0.530
unjust	അനീതിയാകുന്നു	anger	0.530
dictatorial	ഏകാധിപത്യം	anger	0.530
unjustifiable	ന്യായീകരിക്കാനാവില്ല	anger	0.530
fiesty	NO TRANSLATION	anger	0.530
perversion	വക്രത	anger	0.530
tackled	കൈകാര്യം ചെയ്തു	anger	0.530
renegade	പുനരാരംഭിക്കുക	anger	0.529
hot	ചൂടുള്ള	anger	0.529
prison	തടവ്	anger	0.529
cantstandit	NO TRANSLATION	anger	0.529
trespass	അതിക്രമം	anger	0.529
suicide	ആത്മഹത്യ	anger	0.521
annoy	അലോസരപ്പെടുത്തുക	anger	0.520
leavemealone	എന്നെ ഒറ്റക്കിരിക്കാൻ അനുവദിക്കൂ	anger	0.517
idiotic	വിഡ്ഢിത്തം	anger	0.516
distrust	അവിശ്വാസം	anger	0.516
depravity	അധഃപതി	anger	0.516
cretins	ക്രറ്റിൻസ്	anger	0.516
divorce	വിവാഹമോചനം	anger	0.516
broil	ബ്രൈല്	anger	0.516
grrr	grrr	anger	0.516
venting	venting	anger	0.516
inimical	ആവശയമായ	anger	0.516
duress	കുഴപ്പം	anger	0.516
disrespectful	അനാദരവ്	anger	0.516
tortious	ക്രൂരനായ	anger	0.516
criticize	വിമർശിക്കുന്നു	anger	0.516
prisoner	തടവുകാരൻ	anger	0.516
dishonest	സത്യസന്ധതയില്ല	anger	0.516
treason	രാജ്യദ്രോഹം	anger	0.516
victimized	ഇരകളായി	anger	0.515
bile	പിത്തരസം	anger	0.515
unkind	നിര്ദ്ദയമായ	anger	0.515
unforgiving	ക്ഷമിക്കരുത്	anger	0.515
unleash	അഴിച്ചുവിടുക	anger	0.515
coercion	നിർബന്ധം	anger	0.515
scold	ശകാരിക്കുക	anger	0.515
chaos	കുഴപ്പം	anger	0.515
grump	പൊട്ടിക്കുക	anger	0.515
roar	ഗർജ്ജനം	anger	0.515
jerks	jerks	anger	0.515
poaching	വേട്ടയാടുക	anger	0.515
hangry	ഹാംഗി	anger	0.515
pow	പാവ്	anger	0.515
poachers	വഞ്ചകരെ	anger	0.515
argumentation	ആർക്കേമെൻറേഷൻ	anger	0.515
frustrating	മടുപ്പുളവാക്കുന്നു	anger	0.515
tussle	തട്ടുക	anger	0.514
bane	ബേൺ	anger	0.511
accusation	കുറ്റാരോപണം	anger	0.510
repudiation	നിഷേധിക്കുക	anger	0.510
enmity	ശത്രുത	anger	0.510
banish	പുറംതൊലി	anger	0.509
disfigured	ചിരിച്ചു	anger	0.508
storm	കൊടുങ്കാറ്റ്	anger	0.507
shun	അവഗണിക്കുക	anger	0.500
suppression	അടിച്ചമർത്തൽ	anger	0.500
unruly	വഞ്ചന	anger	0.500
intractable	ഇല്ലാത്ത	anger	0.500
ordeal	അഗ്നിപരീക്ഷ	anger	0.500
obstruct	തടസ്സപ്പെടുത്തുക	anger	0.500
derogation	നിർവ്വചനം	anger	0.500
fervor	ധീര	anger	0.500
foaming	നുണ	anger	0.500
derision	അപമാനിക്കൽ	anger	0.500
animus	ആനിമേഷൻ	anger	0.500
rejects	നിരസിക്കുന്നു	anger	0.500
bout	മത്സരം	anger	0.500
spear	കുന്തം	anger	0.500
crazy	ഭ്രാന്തൻ	anger	0.500
brazen	നാണംകെട്ട	anger	0.500
antithesis	പ്രതിവിധി	anger	0.500
injustice	അനീതി	anger	0.500
banished	നിരോധിച്ചു	anger	0.500
confined	തടഞ്ഞു	anger	0.500
frenzied	വല്ലാത്ത	anger	0.500
dominate	ആധിപത്യം പുലർത്തുക	anger	0.500
disrupting	തടസ്സപ്പെടുത്തുക	anger	0.500
hammering	ചുറ്റിക	anger	0.500
fear	പേടി	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	വേദന	anger	0.500
brunt	ബ്രണ്ട്ട്	anger	0.500
possessed	കൈവശമാക്കി	anger	0.500
defy	നിരസിക്കുക	anger	0.500
scoff	അപമാനിതൻ	anger	0.500
patronising	സംരക്ഷിക്കുന്നു	anger	0.500
delusional	വിദ്വേഷം	anger	0.500
malpractice	വഞ്ചന	anger	0.500
reject	നിരസിക്കുക	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ദൃഢത	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ഭ്രാന്തൻ	anger	0.491
sinful	പാപമുണ്ട്	anger	0.491
avarice	അമിതമായി	anger	0.490
oppress	അടിച്ചമർത്തുക	anger	0.490
disapproved	നിരാകരിച്ചു	anger	0.485
inhuman	മനുഷ്യത്വരഹിതമായ	anger	0.485
demand	ആവശ്യപ്പെടുന്നു	anger	0.485
abolish	ഇല്ലാതാക്കുക	anger	0.485
anathema	അനത്വമ	anger	0.485
fricking	കബളിപ്പിക്കൽ	anger	0.485
complaint	പരാതി	anger	0.485
disservice	അപകീർത്തിപ്പെടുത്തൽ	anger	0.485
smuggler	കള്ളക്കടത്തുകാരൻ	anger	0.485
revoke	പിൻവലിക്കുക	anger	0.485
infraction	അണുബാധ	anger	0.485
claw	നഖം	anger	0.485
dissident	നിരുത്സാഹം	anger	0.485
pervert	തെറ്റ്	anger	0.485
incest	അഗമ്യഗമനം	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	അനുസരണക്കേട്	anger	0.485
usurp	അപൂർവ്വം	anger	0.485
alienate	അന്യഗ്രഹിക്കുക	anger	0.485
avenger	പ്രതികാരൻ	anger	0.485
annoyed	വിദ്വേഷം	anger	0.485
cutting	മുറിക്കൽ	anger	0.485
disgrace	അപമാനം	anger	0.484
deceit	വഞ്ചന	anger	0.484
suspicious	സംശയാസ്പദമായ	anger	0.484
thresh	മെതിച്ചെടുക്കുക	anger	0.484
sucker	സക്കർ	anger	0.484
strained	വഷളായി	anger	0.484
blame	കുറ്റപ്പെടുത്തുക	anger	0.484
upheaval	മുന്നേറ്റം	anger	0.484
renounce	ഉപേക്ഷിക്കുക	anger	0.484
obnoxious	ശോചനീയമായ	anger	0.484
restrain	നിരോധിക്കുക	anger	0.484
oust	പുറത്തുകടക്കുക	anger	0.484
litigious	നിയമപരമായി	anger	0.484
rivalry	മത്സരം	anger	0.484
penalty	പെനാൽറ്റി	anger	0.484
imprisoned	തടവിൽ	anger	0.484
mocking	പരിഹസിക്കുക	anger	0.484
opposed	എതിർത്ത	anger	0.484
turbulence	പ്രക്ഷുബ്ധത	anger	0.483
pound	പൗണ്ട്	anger	0.481
coldness	ജലദോഷം	anger	0.477
ungrateful	നന്ദി	anger	0.472
battalion	ബറ്റാലിയൻ	anger	0.471
stoopid	കുമ്മായം	anger	0.471
hostage	അടിമത്തത്തിൽ	anger	0.470
infidel	അവിശ്വാസി	anger	0.470
ram	RAM	anger	0.470
accuser	കുറ്റാരോപിതൻ	anger	0.470
gall	ഗംഭീരം	anger	0.470
subversion	ഉപവിഭാഗം	anger	0.470
annoying	ശല്യപ്പെടുത്തുന്ന	anger	0.470
adversity	ഉപദ്രവം	anger	0.470
dispossessed	പുറംതള്ളപ്പെട്ടു	anger	0.470
friction	ഘർഷണം	anger	0.470
jealous	അസൂയ	anger	0.470
feudalism	ഫ്യൂഡലിസം	anger	0.470
armament	ആയുധം	anger	0.470
thump	തുമ്പി	anger	0.469
complain	പരാതിപ്പെടുക	anger	0.469
incite	പ്രചോദിപ്പിക്കുക	anger	0.469
steal	മോഷ്ടിക്കുക	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	അനുസരിക്കരുത്	anger	0.469
injury	മുറിവ്	anger	0.469
simmer	മാരിനേറ്റ് ചെയ്യുക	anger	0.469
distress	കഷ്ടത	anger	0.469
insanity	ഭ്രാന്ത്	anger	0.469
selfish	സ്വാർഥത	anger	0.469
huff	ഹഫ്	anger	0.469
selfishness	സ്വാർത്ഥത	anger	0.469
backoff	പുറകോട്ട്	anger	0.469
plunder	കൊള്ളുക	anger	0.469
stifled	തകരുന്നു	anger	0.469
subversive	അട്ടിമറി	anger	0.469
exile	നാടുകടത്തൽ	anger	0.469
offense	കുറ്റമായാണ്	anger	0.469
objection	എതിർപ്പ്	anger	0.469
recidivism	recidivism	anger	0.469
smother	ക്ഷമിക്കണം	anger	0.469
perpetrator	കുറ്റവാളി	anger	0.469
dislike	ഇഷ്ടപ്പെടാത്തത്	anger	0.469
disruption	തടസ്സം	anger	0.469
intolerance	അസഹിഷ്ണുത	anger	0.469
opposition	എതിർപ്പ്	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	മഗ്ല	anger	0.467
agony	യാതന	anger	0.465
arrogant	അഹങ്കാരം	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	വിദൂരസ്ഥം	anger	0.456
elimination	ഉന്മൂലനം	anger	0.456
picketing	പിക്കറ്റിംഗ്	anger	0.456
haughty	അഹങ്കാരി	anger	0.456
troublesome	പ്രയാസം	anger	0.455
clamor	കലാപം	anger	0.455
busted	തകർത്തു	anger	0.455
constraint	തടസ്സം	anger	0.455
crabby	ക്രാബ്ബി	anger	0.455
veto	വീറ്റോ	anger	0.455
stubbed	മുൾപടർപ്പു	anger	0.455
mislead	വഴിതെറ്റിക്കുക	anger	0.455
illicit	കള്ളം പറയുക	anger	0.455
dying	മരിക്കുക	anger	0.455
grated	വറ്റല്	anger	0.455
idiocy	ഇടുങ്ങിയ	anger	0.455
illegality	നിയമവിരുദ്ധമാണ്	anger	0.455
flagrant	തുറന്ന	anger	0.455
impermeable	അപകടം	anger	0.455
bad	മോശം	anger	0.453
despotism	നിസ്സംഗത	anger	0.453
usurped	പിടിച്ചെടുത്തു	anger	0.453
godless	വൃത്തികെട്ട	anger	0.453
disagreeing	വിയോജിക്കുന്നു	anger	0.453
intense	തീവ്രമായ	anger	0.453
struggle	സമരം	anger	0.453
suppress	അടിച്ചമർത്തുക	anger	0.453
disapproving	നിരാകരിക്കുക	anger	0.453
desist	ഉപേക്ഷിക്കുക	anger	0.453
bayonet	ബയണറ്റ്	anger	0.453
displeased	അപ്രതീക്ഷിതമായി	anger	0.453
hysterical	ഹിസ്റ്റീരിയൽ	anger	0.453
unlawful	നിയമവിരുദ്ധമാണ്	anger	0.451
wrongly	തെറ്റായി	anger	0.448
repellent	നിന്ദ്യമായ	anger	0.442
wasted	പാഴാക്കി	anger	0.441
foe	ശത്രുക്കൾ	anger	0.441
dishonor	അനാദരവാണ്	anger	0.441
wrongful	തെറ്റായ	anger	0.441
psychosis	സൈക്കോസിസ്	anger	0.441
aversion	വിദ്വേഷം	anger	0.440
punitive	ശിക്ഷിക്കുക	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	മുട്ടകൾ	anger	0.439
effigy	ഊർജ്ജം	anger	0.439
schism	വിഭജനം	anger	0.439
ultimatum	ആത്യന്തികം	anger	0.439
upset	അപ്സെറ്റ്	anger	0.439
worthless	വിലകെട്ട	anger	0.438
deny	നിഷേധിക്കുക	anger	0.438
ransom	വീണ്ടെടുക്കൽ	anger	0.438
fugitive	അഭയാർത്ഥി	anger	0.438
deleterious	വിഷാദം	anger	0.438
stupidity	മണ്ടത്തരങ്ങൾ	anger	0.438
abandonment	ഉപേക്ഷിക്കൽ	anger	0.438
mucked	പുഞ്ചിരി	anger	0.438
separatist	വിഘടനവാദി	anger	0.438
irritation	അസ്വസ്ഥത	anger	0.438
oblivion	ഒബ്ജിയൻ	anger	0.437
segregate	വേർതിരിക്കൽ	anger	0.437
payback	തിരിച്ചടയ്ക്കൽ	anger	0.436
incongruous	അസ്പഷ്ടമായ	anger	0.435
eviction	ഒഴിപ്പിക്കൽ	anger	0.435
collusion	കൂട്ടിയിടി	anger	0.432
rob	കവര്ച്ച	anger	0.431
infidelity	അവിശ്വസ്തത	anger	0.429
ravenous	കടങ്കഥ	anger	0.429
overrun	ഒത്തുചേരുന്നു	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	വഞ്ചി	anger	0.426
martial	യുദ്ധാനന്തരം	anger	0.426
painful	വേദനാജനകമാണ്	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	അവിശ്വസനീയമായ	anger	0.426
rejection	തിരസ്കരണം	anger	0.426
defense	പ്രതിരോധം	anger	0.425
powerful	ശക്തമായ	anger	0.424
censor	സെൻസർ	anger	0.424
indecency	നീചമായ	anger	0.424
fraudulent	വഞ്ചനാപരമായ	anger	0.424
gonorrhea	ഗൊണോറിയ	anger	0.424
fallacious	വഞ്ചനാപരമായ	anger	0.424
concealment	മറച്ചുവയ്ക്കൽ	anger	0.424
greed	അത്യാഗ്രഹം	anger	0.424
disobedience	അനുസരണക്കേട്	anger	0.424
fuss	ക്ഷീണിപ്പിക്കുക	anger	0.424
