word	Frisian-fy	emotion	emotion-intensity-score
sux	NO TRANSLATION	anger	0.456
vent	útlitklep	anger	0.456
elimination	eliminaasje	anger	0.456
picketing	pake	anger	0.456
haughty	heulend	anger	0.456
troublesome	trouwe	anger	0.455
clamor	klamor	anger	0.455
busted	busted	anger	0.455
constraint	bedriging	anger	0.455
crabby	crabby	anger	0.455
veto	veto	anger	0.455
stubbed	stutsen	anger	0.455
mislead	misleare	anger	0.455
illicit	illegaal	anger	0.455
dying	stjerre	anger	0.455
grated	grate	anger	0.455
idiocy	idiocy	anger	0.455
illegality	yllegaliteit	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	ferdielbaar	anger	0.455
bad	min	anger	0.453
despotism	despotisme	anger	0.453
usurped	usurped	anger	0.453
godless	godless	anger	0.453
disagreeing	net iens	anger	0.453
intense	fûleindich	anger	0.453
struggle	striid	anger	0.453
suppress	ûnderdrukke	anger	0.453
disapproving	ôfwikend	anger	0.453
desist	desist	anger	0.453
bayonet	Bajonet	anger	0.453
displeased	fereale	anger	0.453
hysterical	hysterysk	anger	0.453
unlawful	unlawful	anger	0.451
wrongly	ferkeard	anger	0.448
repellent	repellent	anger	0.442
wasted	ferwûne	anger	0.441
foe	foet	anger	0.441
dishonor	Wetter - Agrarwetter	anger	0.441
wrongful	ferkeard	anger	0.441
psychosis	psychosis	anger	0.441
aversion	ôfkear	anger	0.440
punitive	punitive	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	oerstjoer	anger	0.439
worthless	weardeleas	anger	0.438
deny	ûntkenne	anger	0.438
ransom	ransom	anger	0.438
fugitive	flechtling	anger	0.438
deleterious	geweldich	anger	0.438
stupidity	dommens	anger	0.438
abandonment	ferplichting	anger	0.438
mucked	mûglik	anger	0.438
separatist	separatist	anger	0.438
irritation	irritation	anger	0.438
oblivion	ferjit	anger	0.437
segregate	segregate	anger	0.437
payback	betelje	anger	0.436
incongruous	ûngemurken	anger	0.435
eviction	ôfskieding	anger	0.435
collusion	kollusion	anger	0.432
rob	rob	anger	0.431
infidelity	Ungeduld	anger	0.429
ravenous	ravenous	anger	0.429
overrun	oerrûn	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	martial	anger	0.426
painful	pynlik	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ûnregelmjittich	anger	0.426
rejection	ôfwizing	anger	0.426
defense	definsje	anger	0.425
powerful	krêftich	anger	0.424
censor	sintraal	anger	0.424
indecency	ûnôfhinklikens	anger	0.424
fraudulent	fraudulent	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	falsk	anger	0.424
concealment	ferbergje	anger	0.424
greed	griente	anger	0.424
disobedience	disobedience	anger	0.424
fuss	fuss	anger	0.424
enforce	oansette	anger	0.424
banger	banger	anger	0.424
commotion	toerisme	anger	0.424
defraud	ferrifelje	anger	0.424
discontent	Untstean	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	eksasperaasje	anger	0.424
barb	barb	anger	0.422
banishment	ferbjustering	anger	0.422
sedition	sedysje	anger	0.422
misrepresented	misrepresentearre	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetratie	anger	0.422
cracked	gekke	anger	0.422
annoyance	argewaasje	anger	0.422
duel	duel	anger	0.422
penitentiary	penitentiêre	anger	0.422
sarcasm	sarkasm	anger	0.422
deportation	deportaasje	anger	0.422
nettle	nettle	anger	0.422
scar	skar	anger	0.422
bang	bang	anger	0.422
cur	kur	anger	0.422
blatant	blatend	anger	0.420
force	krêft	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	bastion	anger	0.413
grim	bartsk	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ferkeard	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	jacht	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	swelch	anger	0.409
awful	swier	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicit	anger	0.409
contradict	tsjinstrepen	anger	0.409
supremacy	supremasy	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reproach	anger	0.409
compulsion	twang	anger	0.409
inept	inept	anger	0.409
blockade	blokkade	anger	0.409
detainee	detainee	anger	0.409
forfeit	forfeit	anger	0.409
disappoint	ûntbrekke	anger	0.409
lying	lizze	anger	0.408
epidemic	epidemy	anger	0.406
tremor	tremor	anger	0.406
rail	rail	anger	0.406
onerous	onerous	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	net te begripen	anger	0.406
forsaken	ferlitten	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	ferkeard	anger	0.406
badger	badger	anger	0.406
antipathy	antipaty	anger	0.406
inequality	Ungelikens	anger	0.406
nuisance	oerlêst	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	arguminten	anger	0.404
affront	affront	anger	0.403
traumatic	traumatysk	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	annoy	anger	0.400
watchout	Sjoch út	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	barge	anger	0.396
howl	heul	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksen	anger	0.394
untoward	untoward	anger	0.394
extinguish	ferwiderje	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	disrespect	anger	0.394
illegal	yllegaal	anger	0.394
rabble	rabble	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraude	anger	0.394
sue	sue	anger	0.394
unfriendly	unfreonlik	anger	0.394
confiscate	konfiskearje	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	reeklessiteit	anger	0.391
earthquake	ierdskodding	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolution	anger	0.391
rigged	rigele	anger	0.391
disagree	net iens	anger	0.389
lawsuit	oardiel	anger	0.386
disused	disuse	anger	0.382
immorality	ymmoraliteit	anger	0.382
despair	ferachting	anger	0.382
difficulty	swierrichheid	anger	0.379
incurable	ûnskuldich	anger	0.379
touchy	handich	anger	0.379
coerce	oansette	anger	0.379
sizzle	sizzle	anger	0.379
rifle	gewear	anger	0.379
falsification	falsifikaasje	anger	0.379
pokes	pokken	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	smaak	anger	0.379
picket	pake	anger	0.378
concussion	harsenskodding	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	pitfall	anger	0.375
infantile	infantile	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	opnij	anger	0.375
faulty	defekt	anger	0.375
cannon	kanon	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	distressing	anger	0.371
inhibit	ynteritisje	anger	0.371
vindicate	ferjaan	anger	0.371
schizophrenia	skizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	ûnreputabele	anger	0.368
forbidding	ferbean	anger	0.368
conquest	oerweldiging	anger	0.367
bark	Blaf	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	Burke	anger	0.364
challenge	útdaging	anger	0.364
disapprove	ôfbrekke	anger	0.364
unhappy	ûngelokkich	anger	0.364
retarded	ferhurde	anger	0.364
warrior	strider	anger	0.364
belt	belt	anger	0.364
controversial	kontroversjele	anger	0.359
opinionated	opfette	anger	0.359
paucity	mjitte	anger	0.359
broken	brutsen	anger	0.359
litigate	litigate	anger	0.359
polemic	polemysk	anger	0.359
aftermath	nei ôfrin	anger	0.359
disliked	ferdwûn	anger	0.359
loudness	lûd	anger	0.359
restriction	beheining	anger	0.359
cad	cad	anger	0.359
sectarian	sektarysk	anger	0.359
incompetence	ynkompetinsje	anger	0.359
interrupting	ûnderbrekke	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	gruff	anger	0.351
remove	weinimme	anger	0.351
brat	brat	anger	0.351
scarcity	kâns	anger	0.350
losing	ferliezen	anger	0.349
pest	pest	anger	0.348
defect	defekt	anger	0.348
hardened	hardened	anger	0.348
deserted	deserted	anger	0.348
lie	lizze	anger	0.348
retract	wer werom	anger	0.348
untrustworthy	ûntrouberich	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	teloarsteld	anger	0.348
disagreement	Ungelokens	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcer	anger	0.348
bias	bias	anger	0.345
negation	negaasje	anger	0.344
antisocial	antisosysk	anger	0.344
evade	ûntbrekke	anger	0.344
shoddy	shoddy	anger	0.344
bothering	stjerre	anger	0.344
impotence	ûnmooglikheid	anger	0.344
shaky	shaky	anger	0.344
misleading	misleading	anger	0.344
stripped	ôfbrekke	anger	0.344
disclaim	disclaim	anger	0.344
unsettled	ûnbeheind	anger	0.344
anxiety	eangst	anger	0.344
stingy	stingy	anger	0.344
deterioration	fersmoarging	anger	0.344
pirate	piraat	anger	0.344
unreliable	ûnbetrouber	anger	0.344
interminable	ûnminsklik	anger	0.343
disease	sykte	anger	0.341
meddle	meddle	anger	0.341
warp	warp	anger	0.340
averse	averse	anger	0.338
infamous	trouwens	anger	0.338
alcoholism	alkoholisme	anger	0.338
row	rigel	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	siik	anger	0.333
encumbrance	ferkeap	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	illegitatyf	anger	0.333
witchcraft	witchcraft	anger	0.333
interrupt	ûnderbrekke	anger	0.333
paralyzed	paralysearre	anger	0.333
sinner	sûnder	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ûnregelmjittich	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	ferhurde	anger	0.328
disqualified	disqualified	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	tsjinhâlde	anger	0.328
victim	slachtoffer	anger	0.328
scapegoat	scapegoat	anger	0.328
tighten	tichterje	anger	0.328
opponent	tsjinstander	anger	0.328
crusade	crusade	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	mulderich	anger	0.328
prohibited	ferbean	anger	0.328
inappropriate	ûnbepaald	anger	0.324
haye	haye	anger	0.324
loss	ferlies	anger	0.324
eschew	eschew	anger	0.324
trickery	trouwen	anger	0.324
neglected	ferwûne	anger	0.324
canker	canker	anger	0.323
queues	wachtrige	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	duplijkheid	anger	0.318
criticism	krityk	anger	0.318
shriek	shriek	anger	0.316
depreciate	ôfwike	anger	0.315
poverty	earmoed	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ûntslach	anger	0.312
mortality	mortality	anger	0.312
deflate	ôfbrekke	anger	0.312
carelessness	ûngelokens	anger	0.312
dumps	dumps	anger	0.312
revving	werjouwing	anger	0.309
disallowed	ûntslein	anger	0.308
thoughtless	tinzen	anger	0.307
boisterous	bjusterbaarlik	anger	0.307
burial	begraffenis	anger	0.304
theocratic	teokratysk	anger	0.303
wince	winskje	anger	0.303
sullen	sullen	anger	0.303
involution	ynlieding	anger	0.300
senseless	sinnich	anger	0.297
stalemate	bliuwend	anger	0.297
depreciated	ôfskaft	anger	0.297
wasteful	ferdoarn	anger	0.297
hoax	hoax	anger	0.297
misuse	misbrûk	anger	0.297
getyourown	getyourown	anger	0.297
taxed	stelde	anger	0.297
depressed	deprimearre	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ferlamming	anger	0.295
displaced	ferpletterje	anger	0.294
limited	beheind	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	ridlik	anger	0.289
teasing	teasing	anger	0.288
sharpen	skerp	anger	0.288
react	reagearje	anger	0.288
presumptuous	fermoedlik	anger	0.288
spine	rêch	anger	0.288
homeless	dakleas	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barriêre	anger	0.287
myopia	myopia	anger	0.283
contraband	kontraband	anger	0.281
disconnects	ôfsknept	anger	0.281
spam	spam	anger	0.281
lagging	bliuwend	anger	0.281
shiver	shiver	anger	0.281
agh	agh	anger	0.281
restitution	restitúsje	anger	0.281
flexin	flexin	anger	0.281
incompatible	ynkompatibel	anger	0.281
delinquent	delinquint	anger	0.281
noncompliance	net-kompensaasje	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	ûnrjocht	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	ûnregelmjittichheid	anger	0.273
bogus	bogus	anger	0.273
uncaring	Ungelok	anger	0.273
shock	skok	anger	0.269
feisty	feisty	anger	0.269
defendant	foarroppene	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bear	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	yn operatyf	anger	0.266
quandary	ferwiderje	anger	0.266
inconvenient	ûngeduldich	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	ûnderbrekken	anger	0.265
fluctuation	fluktuaasje	anger	0.265
exaggerate	oerdreaun	anger	0.263
lose	ferlieze	anger	0.261
patter	patter	anger	0.258
tease	tease	anger	0.258
furnace	oven	anger	0.258
stone	stien	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	soldaat	anger	0.258
incompetent	ynkompetint	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	ferhearliking	anger	0.250
falsehood	falsehood	anger	0.250
untrue	ûntrue	anger	0.250
mastery	mastering	anger	0.250
tripping	drippen	anger	0.250
nonsense	ûnsin	anger	0.250
unfollow	ûntbrekke	anger	0.250
noisy	laitsje	anger	0.250
pouting	pouting	anger	0.250
cane	gongelstok	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raket	anger	0.250
complicate	komplisjoneel	anger	0.250
socialist	sosjalist	anger	0.250
lawyer	advokaat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	fermidden	anger	0.242
obstacle	obstakel	anger	0.242
halter	halter	anger	0.242
witch	hekse	anger	0.242
vampire	vampire	anger	0.242
detract	driigje	anger	0.242
ringer	ringer	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	honger	anger	0.235
recession	resessy	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarif	anger	0.234
failing	mislearre	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	polityk	anger	0.234
undesirable	ûnwille	anger	0.231
darkness	tsjuster	anger	0.227
versus	tsjin	anger	0.227
resign	resignearje	anger	0.227
copycat	kopieare	anger	0.227
soaked	wekje	anger	0.226
unfulfilled	unfulfilled	anger	0.225
abandoned	ferlitten	anger	0.222
bankruptcy	fallisemint	anger	0.221
owing	owing	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	unhelpful	anger	0.219
twitching	twitching	anger	0.219
confusion	betizing	anger	0.219
mosquito	mosquito	anger	0.219
warden	warden	anger	0.219
misconception	misconception	anger	0.219
compress	kompresje	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	helpmiddel	anger	0.219
nosey	nosy	anger	0.213
overpriced	oerstallich	anger	0.212
harry	harry	anger	0.212
shortage	tekoart	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	oerspield	anger	0.206
possession	besit	anger	0.206
desert	woastyn	anger	0.206
pout	pout	anger	0.203
uninvited	Unbeheind	anger	0.203
arraignment	oardering	anger	0.203
inefficient	net effisjint	anger	0.203
rook	rook	anger	0.203
unlucky	ûngelok	anger	0.203
unpaid	net betelle	anger	0.203
backbone	rêchbonke	anger	0.203
sentence	sin	anger	0.203
powerless	machtich	anger	0.203
court	rjochtbank	anger	0.199
endless	einleas	anger	0.198
adverts	adverts	anger	0.197
delay	ferfal	anger	0.197
misstatement	ferklearring	anger	0.197
distracted	ôfwike	anger	0.197
misunderstanding	misferstân	anger	0.195
excite	oanfiterje	anger	0.191
inadmissible	ûnbeskikber	anger	0.191
lightning	wjerljocht	anger	0.189
incase	yn 't gefal dat	anger	0.188
preclude	útslute	anger	0.188
insecure	ûnwis	anger	0.188
mournful	trouwens	anger	0.188
rating	rating	anger	0.182
mistress	mistress	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	fraude	anger	0.182
insist	besykje	anger	0.182
distracting	distraasje	anger	0.182
opium	opium	anger	0.180
willful	wolwêzen	anger	0.176
deserve	fertsjinje	anger	0.176
insists	betinkt	anger	0.175
treat	behannelje	anger	0.175
misplace	mislearre	anger	0.172
indecisive	ûnbeskosyf	anger	0.172
gibberish	gibberish	anger	0.172
fleece	fleece	anger	0.172
fee	honorarium	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	frijlitte	anger	0.172
excitation	easkje	anger	0.172
hormonal	hormonaal	anger	0.172
mighty	geweldig	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	unyk	anger	0.167
insufficiency	insufficiency	anger	0.167
hamstring	harsels	anger	0.167
bargaining	bargaining	anger	0.167
mule	mûldier	anger	0.167
insignificant	net-weardich	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	Ungelokens	anger	0.156
rheumatism	rheumatisme	anger	0.156
coop	coop	anger	0.156
forearm	foarearm	anger	0.156
uncertain	ûnwis	anger	0.152
bee	bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	belutsenens	anger	0.152
disinformation	disinformation	anger	0.152
attorney	advokaat	anger	0.152
underpaid	underpaid	anger	0.152
pretending	pretend	anger	0.152
campaigning	kampanje	anger	0.151
hopelessness	hopelessness	anger	0.149
feeling	gefoel	anger	0.147
legalized	legalisearre	anger	0.145
caution	foarsichtigens	anger	0.145
subsidy	subsydzje	anger	0.141
obliging	ferplichting	anger	0.141
morals	moralen	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	betelje	anger	0.136
blemish	smet	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	birke	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	orkest	anger	0.132
competitive	konkurrinsje	anger	0.125
wireless	wireless	anger	0.125
standstill	standstill	anger	0.125
mosque	moskee	anger	0.122
reversal	omkearing	anger	0.121
inattention	ûngeduld	anger	0.121
lace	kant	anger	0.118
elbow	earmtakke	anger	0.117
instinctive	ynstinktiv	anger	0.112
chant	chant	anger	0.111
lonely	lonely	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerearje	anger	0.106
management	behear	anger	0.102
advocacy	advocacy	anger	0.100
moral	moreel	anger	0.094
roadworks	roadworks	anger	0.091
honest	earlik	anger	0.087
forgetful	ferjitlik	anger	0.076
gent	gent	anger	0.076
liquor	lekker	anger	0.075
money	jild	anger	0.074
hood	motorkap	anger	0.071
curriculum	learplan	anger	0.063
words	wurden	anger	0.062
smell	rûke	anger	0.061
elf	elf	anger	0.061
playful	spultsje	anger	0.061
opera	opera	anger	0.061
nurture	nurture	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	riedsman	anger	0.059
trumpet	trompet	anger	0.059
birthplace	berteplak	anger	0.051
ribbon	lint	anger	0.047
youth	jeugd	anger	0.045
vote	stim	anger	0.045
cash	cash	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	waffel	anger	0.030
buffet	buffet	anger	0.029
celebrity	beroemde	anger	0.026
autocorrect	autokorrekt	anger	0.015
sisterhood	susterhood	anger	0.015
musical	muzikaal	anger	0.011
tree	beam	anger	0.000
anticipation	anticipatie	anticipation	0.859
excited	oerémis	anticipation	0.859
anticipate	anticipate	anticipation	0.820
excitement	eksitimint	anticipation	0.820
eagerness	eager	anticipation	0.812
exciting	spannend	anticipation	0.797
expectant	ferwachting	anticipation	0.789
thrilling	spannend	anticipation	0.781
hope	hope	anticipation	0.773
quest	sykje	anticipation	0.766
expectance	ferwachting	anticipation	0.750
countdown	countdown	anticipation	0.750
start	start	anticipation	0.750
anticipatory	anticipatory	anticipation	0.750
adventure	aventoer	anticipation	0.750
eager	eager	anticipation	0.742
climax	klimaat	anticipation	0.742
excite	oanfiterje	anticipation	0.742
prophecy	profesije	anticipation	0.742
