word	Luxembourgish-lb	emotion	emotion-intensity-score
litigious	verständlech	anger	0.484
rivalry	Rivalitéit	anger	0.484
penalty	entscheet huet	anger	0.484
imprisoned	agespaart	anger	0.484
mocking	schockéiert sinn	anger	0.484
opposed	dogéint	anger	0.484
turbulence	Turbulenzen	anger	0.483
pound	Fong	anger	0.481
coldness	Kriis	anger	0.477
ungrateful	net dankbar	anger	0.472
battalion	Bataillon	anger	0.471
stoopid	stoopid	anger	0.471
hostage	Geiselen	anger	0.470
infidel	ongëlteg sinn	anger	0.470
ram	Ram	anger	0.470
accuser	Accuser	anger	0.470
gall	Gal	anger	0.470
subversion	Subversion	anger	0.470
annoying	roueg	anger	0.470
adversity	begeeschtert	anger	0.470
dispossessed	ausgeliwwert	anger	0.470
friction	Reibung	anger	0.470
jealous	jalous	anger	0.470
feudalism	Feudalismus	anger	0.470
armament	Bewaffnung	anger	0.470
thump	Daum	anger	0.469
complain	beschwéieren	anger	0.469
incite	incitéieren	anger	0.469
steal	klauen	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	net gefollegt	anger	0.469
injury	Verletzung	anger	0.469
simmer	ze liesen	anger	0.469
distress	Nout	anger	0.469
insanity	Wahnsinn	anger	0.469
selfish	Egoismus	anger	0.469
huff	Huff	anger	0.469
selfishness	Egoismus	anger	0.469
backoff	Backoff	anger	0.469
plunder	geplëmmt	anger	0.469
stifled	erem verwonnt	anger	0.469
subversive	subversiv	anger	0.469
exile	Exil	anger	0.469
offense	Ament	anger	0.469
objection	Asproch	anger	0.469
recidivism	residivismus	anger	0.469
smother	Spuerfilter	anger	0.469
perpetrator	Veruechtung	anger	0.469
dislike	net	anger	0.469
disruption	Stéierungen	anger	0.469
intolerance	Intoleranz	anger	0.469
opposition	Oppositioun	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	Clown	anger	0.467
agony	agelueden	anger	0.465
arrogant	arrogant	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ze entlaaschten	anger	0.456
elimination	Eliminatioun	anger	0.456
picketing	Picket	anger	0.456
haughty	hiirty	anger	0.456
troublesome	lästeg	anger	0.455
clamor	Gejäiz	anger	0.455
busted	gescheitert	anger	0.455
constraint	Beschränkung	anger	0.455
crabby	Crabby	anger	0.455
veto	Veto	anger	0.455
stubbed	geluet	anger	0.455
mislead	leeden	anger	0.455
illicit	illicit	anger	0.455
dying	stierwen	anger	0.455
grated	geréit	anger	0.455
idiocy	Idiokraten	anger	0.455
illegality	der Illegalitéit	anger	0.455
flagrant	gewäsch	anger	0.455
impermeable	a geféierlech	anger	0.455
bad	schlecht ass	anger	0.453
despotism	Despotismus	anger	0.453
usurped	veruersaacht	anger	0.453
godless	gottlos	anger	0.453
disagreeing	net averstane sinn	anger	0.453
intense	intensiv	anger	0.453
struggle	ze kämpfen	anger	0.453
suppress	ze drënner	anger	0.453
disapproving	Vëlofferecht	anger	0.453
desist	Ofkierzung	anger	0.453
bayonet	Bajonett	anger	0.453
displeased	gefillt	anger	0.453
hysterical	hysteresch	anger	0.453
unlawful	onerlaabt	anger	0.451
wrongly	falsch	anger	0.448
repellent	oppassen	anger	0.442
wasted	vergeesst	anger	0.441
foe	Géigner	anger	0.441
dishonor	geleiert	anger	0.441
wrongful	geféierlech	anger	0.441
psychosis	Psychose	anger	0.441
aversion	Aversioun	anger	0.440
punitive	bestrofen	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	Ruckelen	anger	0.439
effigy	gefleegt	anger	0.439
schism	Schisma	anger	0.439
ultimatum	Ultimatum	anger	0.439
upset	opbruecht	anger	0.439
worthless	wäertlos	anger	0.438
deny	verleegnen	anger	0.438
ransom	Ransom	anger	0.438
fugitive	Flüchtlingen	anger	0.438
deleterious	schlechter	anger	0.438
stupidity	Dommheet	anger	0.438
abandonment	Opruff	anger	0.438
mucked	lues getraff	anger	0.438
separatist	separatistesch sinn	anger	0.438
irritation	Reizitéit	anger	0.438
oblivion	ignoréiert	anger	0.437
segregate	ze trennen	anger	0.437
payback	Remboursement	anger	0.436
incongruous	ongülteg	anger	0.435
eviction	ausgeliwwert	anger	0.435
collusion	Kollusion	anger	0.432
rob	rob	anger	0.431
infidelity	Onfräiheet	anger	0.429
ravenous	biergop	anger	0.429
overrun	iwwerrannt ginn	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	Harbinger	anger	0.426
martial	Kampf	anger	0.426
painful	dinn	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	onheemlech	anger	0.426
rejection	Oflehnung	anger	0.426
defense	Verteideger	anger	0.425
powerful	staark	anger	0.424
censor	Zensur	anger	0.424
indecency	Onversécherung	anger	0.424
fraudulent	betrügeresch sinn	anger	0.424
gonorrhea	gonorrhoa	anger	0.424
fallacious	schéngt eis falsch	anger	0.424
concealment	Verstoppt	anger	0.424
greed	hätte gär	anger	0.424
disobedience	net gefuerdert	anger	0.424
fuss	ugeet	anger	0.424
enforce	erméiglechen	anger	0.424
banger	Bande	anger	0.424
commotion	Stëmmung	anger	0.424
defraud	ze plauderen	anger	0.424
discontent	Onzefriddenheet	anger	0.424
unsympathetic	onsympathesch	anger	0.424
exasperation	ze begeeschteren	anger	0.424
barb	Pech	anger	0.422
banishment	Verbannung	anger	0.422
sedition	Versaan	anger	0.422
misrepresented	falsch sinn	anger	0.422
snubbed	opgerappt ginn	anger	0.422
penetration	Pénétratioun	anger	0.422
cracked	ugespillt	anger	0.422
annoyance	Nervositéit	anger	0.422
duel	Duell	anger	0.422
penitentiary	Haftbezuelen	anger	0.422
sarcasm	Sarkasmus	anger	0.422
deportation	deportéieren	anger	0.422
nettle	Brennnessel	anger	0.422
scar	Narbe	anger	0.422
bang	opstinn	anger	0.422
cur	elo	anger	0.422
blatant	gewisen	anger	0.420
force	Kraaft	anger	0.418
perverse	pervers	anger	0.415
wring	réng	anger	0.415
bastion	Bastioun	anger	0.413
grim	verbonne sinn	anger	0.413
sordid	sardid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	heefeg	anger	0.412
tiff	Tiff	anger	0.412
moody	Stëmmung	anger	0.412
hunting	Juegd	anger	0.411
indenture	Auto	anger	0.410
sham	Schmaacht	anger	0.409
squelch	gedréckt huet	anger	0.409
awful	schrecklech	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implizéieren	anger	0.409
contradict	widerspriechen	anger	0.409
supremacy	Iwwerraschung	anger	0.409
sneak	geschwächt	anger	0.409
cantwin	cantwin	anger	0.409
reproach	Schauspiller	anger	0.409
compulsion	Zwang	anger	0.409
inept	ongestéiert	anger	0.409
blockade	blockade	anger	0.409
detainee	Prisonnéier	anger	0.409
forfeit	fällt	anger	0.409
disappoint	enttäuscht	anger	0.409
lying	gelunn	anger	0.408
epidemic	Epidemie	anger	0.406
tremor	Äerdbiewen	anger	0.406
rail	Schinnen	anger	0.406
onerous	onerhéiert	anger	0.406
cacophony	Kakophonie	anger	0.406
unthinkable	onwahrscheinlech	anger	0.406
forsaken	verléisst	anger	0.406
delusion	Fro	anger	0.406
wrongdoing	falsch ass	anger	0.406
badger	badger	anger	0.406
antipathy	Antipathie	anger	0.406
inequality	Ongläichheet	anger	0.406
nuisance	loung	anger	0.406
scrapie	Scrapie	anger	0.406
wop	wop	anger	0.406
arguments	Argumenter	anger	0.404
affront	Affront	anger	0.403
traumatic	traumatesch	anger	0.402
libel	der Libel	anger	0.400
sodding	a Gedrénks	anger	0.400
annoys	houfreg	anger	0.400
watchout	oppassen	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	Remise	anger	0.397
barge	Barge	anger	0.396
howl	opgeléist	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	Boxsport	anger	0.394
untoward	onentdeckt	anger	0.394
extinguish	verluer ze ginn	anger	0.394
keyed	Schlëssel	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	Veruechtung	anger	0.394
illegal	illegal	anger	0.394
rabble	Mier ginn	anger	0.394
actionable	ze machbar	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	Bedrug	anger	0.394
sue	verklot	anger	0.394
unfriendly	onfrëndlech	anger	0.394
confiscate	konfiskéieren	anger	0.394
brimstone	Fëmmert	anger	0.392
argh	argh	anger	0.391
pique	Piquet	anger	0.391
recklessness	der Suerge maachen	anger	0.391
earthquake	Äerdbiewen	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	opgeléist ginn	anger	0.391
rigged	kontrolléiert	anger	0.391
disagree	net averstanen	anger	0.389
lawsuit	Prozess	anger	0.386
disused	ausgedréckt	anger	0.382
immorality	onmoralesch sinn	anger	0.382
despair	Verzweiflung	anger	0.382
difficulty	Schwieregkeeten	anger	0.379
incurable	onzerstellen	anger	0.379
touchy	Hauch	anger	0.379
coerce	zwénge kann	anger	0.379
sizzle	zeechent	anger	0.379
rifle	Waffen	anger	0.379
falsification	Fälschung	anger	0.379
pokes	Pook	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	Wüst	anger	0.379
picket	Paus	anger	0.378
concussion	Paus	anger	0.377
pessimism	Pessimismus	anger	0.375
pitfall	Këschstänn	anger	0.375
infantile	infantile	anger	0.375
disillusionment	Enttäuschung	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	Miliz	anger	0.375
remand	Rendez - vous	anger	0.375
faulty	feelerhaft	anger	0.375
cannon	Kanoun	anger	0.375
rawr	rawr	anger	0.375
sly	sënn	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	Nepotismus	anger	0.371
distressing	beandrockt	anger	0.371
inhibit	hem	anger	0.371
vindicate	ze indikéieren	anger	0.371
schizophrenia	Schizophrenie	anger	0.369
skewed	Fändel geschnidden	anger	0.368
disreputable	Verstouss	anger	0.368
forbidding	verbueden	anger	0.368
conquest	Eruewerung	anger	0.367
bark	Schuel	anger	0.365
leukemia	Leukämie	anger	0.365
barks	Fangeren	anger	0.364
burke	burke	anger	0.364
challenge	erauszefuerderen	anger	0.364
disapprove	net verhandelen	anger	0.364
unhappy	onglécklech	anger	0.364
retarded	verlängert	anger	0.364
warrior	Kricher	anger	0.364
belt	Gürtel	anger	0.364
controversial	kontrovers ass	anger	0.359
opinionated	proposéiert sinn	anger	0.359
paucity	Manko	anger	0.359
broken	gebrach	anger	0.359
litigate	litigéiert	anger	0.359
polemic	polemësch	anger	0.359
aftermath	nozekommen	anger	0.359
disliked	gefillt	anger	0.359
loudness	Héichkraaft	anger	0.359
restriction	Restriktioun	anger	0.359
cad	Kad	anger	0.359
sectarian	Sekteur	anger	0.359
incompetence	Inkompetenz	anger	0.359
interrupting	ënnerbrach ginn	anger	0.358
fussy	bletzt	anger	0.357
wench	decisioun gitt	anger	0.353
misbehavior	geféierlech	anger	0.351
gruff	Grüb	anger	0.351
remove	ze läschen	anger	0.351
brat	Brat	anger	0.351
scarcity	knapps	anger	0.350
losing	verléieren	anger	0.349
pest	Schued	anger	0.348
defect	Mängel	anger	0.348
hardened	ausgehaal	anger	0.348
deserted	desertéiert	anger	0.348
lie	leien	anger	0.348
retract	zeréck	anger	0.348
untrustworthy	onverträglech	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	enttäuscht	anger	0.348
disagreement	Meenungsverschiddenheet	anger	0.348
stigma	Stigma	anger	0.348
ulcer	Ulzer	anger	0.348
bias	viru kuerzem	anger	0.345
negation	Negatioun	anger	0.344
antisocial	antisozial sinn	anger	0.344
evade	flüchten	anger	0.344
shoddy	schäbeg ze sinn	anger	0.344
bothering	ze stéieren	anger	0.344
impotence	Onsécherheet	anger	0.344
shaky	wackelen	anger	0.344
misleading	irféierend	anger	0.344
stripped	ergréifen	anger	0.344
disclaim	iwwerpréift	anger	0.344
unsettled	begéint	anger	0.344
anxiety	Angscht maachen	anger	0.344
stingy	knéckeg	anger	0.344
deterioration	Verschlechterung	anger	0.344
pirate	Pirat	anger	0.344
unreliable	onbedenklech	anger	0.344
interminable	ze verhënneren	anger	0.343
disease	Krankheet	anger	0.341
meddle	ze meditéieren	anger	0.341
warp	Kettelschrëft	anger	0.340
averse	Aklang	anger	0.338
infamous	gerett	anger	0.338
alcoholism	Alkoholismus	anger	0.338
row	réckelen	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	krank sinn	anger	0.333
encumbrance	Zort	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	illegitim	anger	0.333
witchcraft	Witchcraft	anger	0.333
interrupt	ze interruptéieren	anger	0.333
paralyzed	geläscht	anger	0.333
sinner	Sënner	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	iwwerdenken	anger	0.329
phony	elo	anger	0.328
spammers	Spammer mëssbraucht	anger	0.328
dashed	gestach	anger	0.328
disqualified	disqualifizéiert	anger	0.328
fib	Fibr	anger	0.328
hiss	Hären	anger	0.328
brrr	brrr	anger	0.328
resisting	widderstoen	anger	0.328
victim	Affer	anger	0.328
scapegoat	Sëndbock	anger	0.328
tighten	festleeën	anger	0.328
opponent	Géigner	anger	0.328
crusade	Kräizzuch	anger	0.328
dislocated	geläscht	anger	0.328
grumpy	Mueres	anger	0.328
prohibited	verbueden	anger	0.328
inappropriate	net passend	anger	0.324
haye	Haye	anger	0.324
loss	verléieren	anger	0.324
eschew	eschew	anger	0.324
trickery	Trikot	anger	0.324
neglected	vernoléissegt ginn	anger	0.324
canker	canker	anger	0.323
queues	Schlaangen	anger	0.318
muff	muff	anger	0.318
crunch	Crunch	anger	0.318
duplicity	Duplikatioun	anger	0.318
criticism	Kritik	anger	0.318
shriek	schreift	anger	0.316
depreciate	ageschriwen	anger	0.315
poverty	Aarmut	anger	0.312
chaff	Buedem	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	Entloossung	anger	0.312
mortality	Gerbuert	anger	0.312
deflate	ferméissen	anger	0.312
carelessness	Onglécklechkeet	anger	0.312
dumps	Dumps	anger	0.312
revving	erëmbréngen	anger	0.309
disallowed	net zougelooss	anger	0.308
thoughtless	onendlech	anger	0.307
boisterous	opfalend	anger	0.307
burial	Kierfecht	anger	0.304
theocratic	Theokratie	anger	0.303
wince	wënnt	anger	0.303
sullen	zillen	anger	0.303
involution	Involution	anger	0.300
senseless	sensibel sinn	anger	0.297
stalemate	ze bleiwen	anger	0.297
depreciated	abegraff	anger	0.297
wasteful	verwäschen	anger	0.297
hoax	Geck	anger	0.297
misuse	ze maachen	anger	0.297
getyourown	gitt	anger	0.297
taxed	ofbesteuert	anger	0.297
depressed	depriméiert	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	Lähmung	anger	0.295
displaced	verdroen	anger	0.294
limited	begrenzt sinn	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Ork	anger	0.289
ridiculous	lächerlech	anger	0.289
teasing	eraussichen	anger	0.288
sharpen	ze schaarf	anger	0.288
react	reagéiert	anger	0.288
presumptuous	packen	anger	0.288
spine	d`Rage	anger	0.288
homeless	hiert Doheem	anger	0.288
hoot	gehot	anger	0.287
twitchy	zitt	anger	0.287
barrier	Barriär	anger	0.287
myopia	Myopie	anger	0.283
contraband	Kontrabanden	anger	0.281
disconnects	ofgerappt	anger	0.281
spam	Spam	anger	0.281
lagging	zréckgezunn	anger	0.281
shiver	zitt	anger	0.281
agh	Agh	anger	0.281
restitution	Restitut	anger	0.281
flexin	flexin	anger	0.281
incompatible	inkompatibel	anger	0.281
delinquent	ze verzette ginn	anger	0.281
noncompliance	Inkompetenz	anger	0.279
troll	Troll	anger	0.279
buffering	gefiermt ginn	anger	0.279
unfairness	ongerecht	anger	0.279
foray	gefuerdert	anger	0.279
nether	net méi	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	onméiglech	anger	0.273
bogus	bogus	anger	0.273
uncaring	z'erkennen	anger	0.273
shock	Schock	anger	0.269
feisty	Feisty	anger	0.269
defendant	Verteideger	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	Ziorn	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Bier	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	net funktionnéiert	anger	0.266
quandary	Kësch	anger	0.266
inconvenient	onbequemen	anger	0.266
feminism	Feminismus	anger	0.266
humbug	Humbug	anger	0.266
interrupts	interrupts	anger	0.265
fluctuation	Fluktuatioun	anger	0.265
exaggerate	iwwerdriwen	anger	0.263
lose	verléieren	anger	0.261
patter	Puppelchen	anger	0.258
tease	ofstierzen	anger	0.258
furnace	Héichuewen	anger	0.258
stone	Steen	anger	0.258
shoplifting	Léifstéier	anger	0.258
soldier	Zaldot	anger	0.258
incompetent	onfäheg	anger	0.257
indoctrination	indoktrinéiert	anger	0.255
skid	klenge Schnéi	anger	0.250
notoriety	berouegt	anger	0.250
falsehood	falsch	anger	0.250
untrue	onpréiwen	anger	0.250
mastery	Meeschterhand	anger	0.250
tripping	ze stolperen	anger	0.250
nonsense	onnëtzt	anger	0.250
unfollow	unfollowen	anger	0.250
noisy	Kaméidi gemaach	anger	0.250
pouting	Ursaach	anger	0.250
cane	cane	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	Rakéit	anger	0.250
complicate	komplizéieren	anger	0.250
socialist	sozialistesch	anger	0.250
lawyer	Affekot	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	vereenzelt	anger	0.242
obstacle	Hinderniss	anger	0.242
halter	Halter	anger	0.242
witch	Hexe	anger	0.242
vampire	Vampir	anger	0.242
detract	vergiesse gelooss	anger	0.242
ringer	Fecht	anger	0.242
frowning	geckeg	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	Honger	anger	0.235
recession	Recessioun	anger	0.234
lava	Lavastë leien	anger	0.234
shell	Shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dubbeleg	anger	0.234
tariff	Tarif	anger	0.234
failing	net nokënnt	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	gehalen	anger	0.234
politics	Politik	anger	0.234
undesirable	ongewollt	anger	0.231
darkness	Däischtert	anger	0.227
versus	géint	anger	0.227
resign	zrécktrieden	anger	0.227
copycat	Kopie	anger	0.227
soaked	erakommen	anger	0.226
unfulfilled	net erfollegräich	anger	0.225
abandoned	verloossen	anger	0.222
bankruptcy	Faillite	anger	0.221
owing	zou	anger	0.221
unattainable	net erreeche kënnen	anger	0.221
unhelpful	onendlech	anger	0.219
twitching	gewaart	anger	0.219
confusion	Verwiesslungen	anger	0.219
mosquito	Moustique	anger	0.219
warden	warden	anger	0.219
misconception	Misconceptioun	anger	0.219
compress	ze kompriméieren	anger	0.219
whiny	Wain	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	ze benotzen	anger	0.219
nosey	nosy	anger	0.213
overpriced	iwwerpréift	anger	0.212
harry	harry	anger	0.212
shortage	Mangel	anger	0.212
adder	Adder	anger	0.212
melodrama	Melodrama	anger	0.212
overplayed	iwwergaang ass	anger	0.206
possession	Ballbesëtz haten	anger	0.206
desert	Wüst	anger	0.206
pout	Ronn	anger	0.203
uninvited	net invitéiert	anger	0.203
arraignment	Uweisung	anger	0.203
inefficient	net effikass war	anger	0.203
rook	Réischteren	anger	0.203
unlucky	Onglécksfall	anger	0.203
unpaid	onbezuelt	anger	0.203
backbone	Réckrad	anger	0.203
sentence	Saz	anger	0.203
powerless	Kraaft	anger	0.203
court	Geriicht	anger	0.199
endless	onendlech sinn	anger	0.198
adverts	Annoncen	anger	0.197
delay	Retard	anger	0.197
misstatement	falsch ass	anger	0.197
distracted	ofgelenkt ze hunn	anger	0.197
misunderstanding	Onverhënner	anger	0.195
excite	stimuléieren	anger	0.191
inadmissible	ze vervollstännegen	anger	0.191
lightning	Blitz	anger	0.189
incase	am Fall	anger	0.188
preclude	verhënnert	anger	0.188
insecure	net sécher	anger	0.188
mournful	traureg	anger	0.188
rating	Rating	anger	0.182
mistress	Meeschtesch	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	Cloche	anger	0.182
insist	insistéieren	anger	0.182
distracting	ze distractéieren	anger	0.182
opium	Opium	anger	0.180
willful	volleg	anger	0.176
deserve	verdéngt	anger	0.176
insists	insistéiert	anger	0.175
treat	ze behandelen	anger	0.175
misplace	ze maachen	anger	0.172
indecisive	onofhängeg	anger	0.172
gibberish	gibberish	anger	0.172
fleece	Fleece	anger	0.172
fee	Gage	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	befreien	anger	0.172
excitation	Erregung	anger	0.172
hormonal	hormonell	anger	0.172
mighty	mächteg	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	ongläichlech	anger	0.167
insufficiency	Insuffizéier	anger	0.167
hamstring	ze kräischen	anger	0.167
bargaining	Tariflechkeet	anger	0.167
mule	Mauldéierkierper	anger	0.167
insignificant	onbestänneg	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	Gläichgëltegkeet	anger	0.156
rheumatism	Rheuma	anger	0.156
coop	Coop	anger	0.156
forearm	Ënnerscheed	anger	0.156
uncertain	onsécher	anger	0.152
bee	bee	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	Bedeelegung	anger	0.152
disinformation	Desinformation	anger	0.152
attorney	Affekot	anger	0.152
underpaid	ënnerbezuelt	anger	0.152
pretending	z'entwéckelen	anger	0.152
campaigning	Campagne	anger	0.151
hopelessness	Hoffnungslosegkeet	anger	0.149
feeling	Gefill	anger	0.147
legalized	legaliséiert	anger	0.145
caution	virsichteg	anger	0.145
subsidy	Subventioun	anger	0.141
obliging	verpflicht	anger	0.141
morals	Moral	anger	0.141
sterling	Sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	falsch maachen	anger	0.136
saloon	Saloon	anger	0.136
repay	Remboursement	anger	0.136
blemish	Ongléck	anger	0.136
surcharge	Opschlag	anger	0.136
