word	Dutch-nl	emotion	emotion-intensity-score
stifled	verstikt	anger	0.469
subversive	subversief	anger	0.469
exile	verbanning	anger	0.469
offense	overtreding	anger	0.469
objection	bezwaar	anger	0.469
recidivism	recidive	anger	0.469
smother	smoren	anger	0.469
perpetrator	dader	anger	0.469
dislike	afkeer	anger	0.469
disruption	ontwrichting	anger	0.469
intolerance	onverdraagzaamheid	anger	0.469
opposition	oppositie	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mok	anger	0.467
agony	doodsangst	anger	0.465
arrogant	arrogant	anger	0.461
sux	Sux	anger	0.456
vent	luchten	anger	0.456
elimination	eliminatie	anger	0.456
picketing	picket	anger	0.456
haughty	hooghartig	anger	0.456
troublesome	lastig	anger	0.455
clamor	geschreeuw	anger	0.455
busted	opgepakt	anger	0.455
constraint	beperking	anger	0.455
crabby	prikkelbaar	anger	0.455
veto	veto	anger	0.455
stubbed	stubbed	anger	0.455
mislead	misleiden	anger	0.455
illicit	ongeoorloofd	anger	0.455
dying	stervende	anger	0.455
grated	geraspte	anger	0.455
idiocy	idiotie	anger	0.455
illegality	onwettigheid	anger	0.455
flagrant	flagrante	anger	0.455
impermeable	ondoordringbaar	anger	0.455
bad	slecht	anger	0.453
despotism	despotisme	anger	0.453
usurped	toegeëigend	anger	0.453
godless	goddeloos	anger	0.453
disagreeing	oneens	anger	0.453
intense	intens	anger	0.453
struggle	worstelen	anger	0.453
suppress	onderdrukken	anger	0.453
disapproving	afkeurend	anger	0.453
desist	ophouden	anger	0.453
bayonet	bajonet	anger	0.453
displeased	niet tevreden	anger	0.453
hysterical	hysterisch	anger	0.453
unlawful	onwettig	anger	0.451
wrongly	ten onrechte	anger	0.448
repellent	afstotend	anger	0.442
wasted	verspild	anger	0.441
foe	vijand	anger	0.441
dishonor	onteren	anger	0.441
wrongful	onrechtmatig	anger	0.441
psychosis	psychose	anger	0.441
aversion	afkeer	anger	0.440
punitive	straffend	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knokkels	anger	0.439
effigy	beeltenis	anger	0.439
schism	schisma	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	boos	anger	0.439
worthless	waardeloos	anger	0.438
deny	ontkennen	anger	0.438
ransom	losgeld	anger	0.438
fugitive	vluchteling	anger	0.438
deleterious	schadelijk	anger	0.438
stupidity	domheid	anger	0.438
abandonment	verlatenheid	anger	0.438
mucked	muckt	anger	0.438
separatist	separatist	anger	0.438
irritation	ergernis	anger	0.438
oblivion	vergetelheid	anger	0.437
segregate	scheiden	anger	0.437
payback	terugverdientijd	anger	0.436
incongruous	ongerijmd	anger	0.435
eviction	uitzetting	anger	0.435
collusion	geheime verstandhouding	anger	0.432
rob	beroven	anger	0.431
infidelity	ontrouw	anger	0.429
ravenous	uitgehongerd	anger	0.429
overrun	overspoeld	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	voorbode	anger	0.426
martial	krijgshaftig	anger	0.426
painful	pijnlijk	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ongelovig	anger	0.426
rejection	afwijzing	anger	0.426
defense	verdediging	anger	0.425
powerful	krachtig	anger	0.424
censor	censor	anger	0.424
indecency	onfatsoenlijkheid	anger	0.424
fraudulent	frauduleus	anger	0.424
gonorrhea	gonorroe	anger	0.424
fallacious	misleidend	anger	0.424
concealment	verborgenheid	anger	0.424
greed	hebzucht	anger	0.424
disobedience	ongehoorzaamheid	anger	0.424
fuss	ophef	anger	0.424
enforce	afdwingen	anger	0.424
banger	worstje	anger	0.424
commotion	commotie	anger	0.424
defraud	bedriegen	anger	0.424
discontent	ontevredenheid	anger	0.424
unsympathetic	niet sympathiek	anger	0.424
exasperation	ergernis	anger	0.424
barb	weerhaak	anger	0.422
banishment	verbanning	anger	0.422
sedition	opruiing	anger	0.422
misrepresented	Misrepresented	anger	0.422
snubbed	afgesnauwd	anger	0.422
penetration	doordringen	anger	0.422
cracked	gebarsten	anger	0.422
annoyance	ergernis	anger	0.422
duel	duel	anger	0.422
penitentiary	strafinrichting	anger	0.422
sarcasm	sarcasme	anger	0.422
deportation	deportatie	anger	0.422
nettle	brandnetel	anger	0.422
scar	litteken	anger	0.422
bang	knal	anger	0.422
cur	cur	anger	0.422
blatant	schreeuwerig	anger	0.420
force	dwingen	anger	0.418
perverse	pervers	anger	0.415
wring	wringen	anger	0.415
bastion	bastion	anger	0.413
grim	grimmig	anger	0.413
sordid	gemeen	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	nors	anger	0.412
tiff	tiff	anger	0.412
moody	humeurig	anger	0.412
hunting	jacht-	anger	0.411
indenture	leerkontrakt	anger	0.410
sham	schijn	anger	0.409
squelch	squelch	anger	0.409
awful	afschuwelijk	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	betrekken	anger	0.409
contradict	tegenspreken	anger	0.409
supremacy	suprematie	anger	0.409
sneak	sluipen	anger	0.409
cantwin	cantwin	anger	0.409
reproach	verwijt	anger	0.409
compulsion	dwang	anger	0.409
inept	onzinnig	anger	0.409
blockade	blokkade	anger	0.409
detainee	gedetineerde	anger	0.409
forfeit	verbeuren	anger	0.409
disappoint	teleurstellen	anger	0.409
lying	aan het liegen	anger	0.408
epidemic	epidemie	anger	0.406
tremor	tremor	anger	0.406
rail	het spoor	anger	0.406
onerous	bezwaarlijk	anger	0.406
cacophony	cacofonie	anger	0.406
unthinkable	ondenkbaar	anger	0.406
forsaken	verlaten	anger	0.406
delusion	waan	anger	0.406
wrongdoing	overtreding	anger	0.406
badger	das	anger	0.406
antipathy	antipathie	anger	0.406
inequality	ongelijkheid	anger	0.406
nuisance	overlast	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumenten	anger	0.404
affront	belediging	anger	0.403
traumatic	traumatisch	anger	0.402
libel	smaad	anger	0.400
sodding	sodding	anger	0.400
annoys	ergert	anger	0.400
watchout	kijk uit	anger	0.398
soslow	zo langzaam	anger	0.398
frenetic	razend	anger	0.397
remiss	nalatig	anger	0.397
barge	aak	anger	0.396
howl	gehuil	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boksen	anger	0.394
untoward	ongunstig	anger	0.394
extinguish	doven	anger	0.394
keyed	gesloten	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	oneerbiedigheid	anger	0.394
illegal	onwettig	anger	0.394
rabble	gespuis	anger	0.394
actionable	actiegericht	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	bedrog	anger	0.394
sue	vervolgen	anger	0.394
unfriendly	onvriendelijk	anger	0.394
confiscate	confisqueren	anger	0.394
brimstone	zwavel	anger	0.392
argh	argh	anger	0.391
pique	wrok	anger	0.391
recklessness	roekeloosheid	anger	0.391
earthquake	aardbeving	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	ontbinding	anger	0.391
rigged	opgetuigd	anger	0.391
disagree	het oneens zijn	anger	0.389
lawsuit	rechtszaak	anger	0.386
disused	onbruik geraakte	anger	0.382
immorality	onzedelijkheid	anger	0.382
despair	wanhoop	anger	0.382
difficulty	moeilijkheid	anger	0.379
incurable	ongeneeslijke	anger	0.379
touchy	gevoelig	anger	0.379
coerce	dwingen	anger	0.379
sizzle	sissen	anger	0.379
rifle	geweer-	anger	0.379
falsification	vervalsing	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	zeer	anger	0.379
picket	piket	anger	0.378
concussion	hersenschudding	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	valkuil	anger	0.375
infantile	kinderlijk	anger	0.375
disillusionment	ontgoocheling	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militie	anger	0.375
remand	terugzending	anger	0.375
faulty	defect	anger	0.375
cannon	kanon	anger	0.375
rawr	rawr	anger	0.375
sly	sluw	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	schrijnende	anger	0.371
inhibit	verhinderen	anger	0.371
vindicate	rechtvaardigen	anger	0.371
schizophrenia	schizofrenie	anger	0.369
skewed	scheef	anger	0.368
disreputable	berucht	anger	0.368
forbidding	afschrikwekkend	anger	0.368
conquest	verovering	anger	0.367
bark	schors	anger	0.365
leukemia	leukemie	anger	0.365
barks	blaft	anger	0.364
burke	Burke	anger	0.364
challenge	uitdaging	anger	0.364
disapprove	afkeuren	anger	0.364
unhappy	ongelukkig	anger	0.364
retarded	achterlijk	anger	0.364
warrior	krijger	anger	0.364
belt	riem	anger	0.364
controversial	controversieel	anger	0.359
opinionated	eigenzinnig	anger	0.359
paucity	gebrek	anger	0.359
broken	gebroken	anger	0.359
litigate	procederen	anger	0.359
polemic	polemiek	anger	0.359
aftermath	nasleep	anger	0.359
disliked	hekel	anger	0.359
loudness	loudness	anger	0.359
restriction	beperking	anger	0.359
cad	ploert	anger	0.359
sectarian	sektarisch	anger	0.359
incompetence	onbekwaamheid	anger	0.359
interrupting	onderbreken	anger	0.358
fussy	kieskeurig	anger	0.357
wench	deern	anger	0.353
misbehavior	wangedrag	anger	0.351
gruff	nors	anger	0.351
remove	verwijderen	anger	0.351
brat	kind	anger	0.351
scarcity	schaarste	anger	0.350
losing	verliezen	anger	0.349
pest	plaag	anger	0.348
defect	defect	anger	0.348
hardened	gehard	anger	0.348
deserted	uitgestorven	anger	0.348
lie	liggen	anger	0.348
retract	terugtrekken	anger	0.348
untrustworthy	onbetrouwbaar	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	teleurgesteld	anger	0.348
disagreement	meningsverschil	anger	0.348
stigma	stigma	anger	0.348
ulcer	zweer	anger	0.348
bias	vooroordeel	anger	0.345
negation	negatie	anger	0.344
antisocial	antisociaal	anger	0.344
evade	ontwijken	anger	0.344
shoddy	kitsch	anger	0.344
bothering	dwars	anger	0.344
impotence	impotentie	anger	0.344
shaky	wankel	anger	0.344
misleading	misleidend	anger	0.344
stripped	gestript	anger	0.344
disclaim	afwijzen	anger	0.344
unsettled	onbestendig	anger	0.344
anxiety	angst	anger	0.344
stingy	gierig	anger	0.344
deterioration	verslechtering	anger	0.344
pirate	piraat	anger	0.344
unreliable	onbetrouwbaar	anger	0.344
interminable	eindeloos	anger	0.343
disease	ziekte	anger	0.341
meddle	zich bemoeien	anger	0.341
warp	schering	anger	0.340
averse	afkerig	anger	0.338
infamous	berucht	anger	0.338
alcoholism	alcoholisme	anger	0.338
row	rij	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ziek	anger	0.333
encumbrance	last	anger	0.333
scorpion	schorpioen	anger	0.333
illegitimate	onwettig	anger	0.333
witchcraft	hekserij	anger	0.333
interrupt	onderbreken	anger	0.333
paralyzed	verlamd	anger	0.333
sinner	zondaar	anger	0.331
hulk	schuit	anger	0.329
inconsiderate	onbezonnen	anger	0.329
phony	onecht	anger	0.328
spammers	spammers	anger	0.328
dashed	gestippelde	anger	0.328
disqualified	gediskwalificeerd	anger	0.328
fib	jokken	anger	0.328
hiss	fluiten	anger	0.328
brrr	brrr	anger	0.328
resisting	weerstaan	anger	0.328
victim	slachtoffer	anger	0.328
scapegoat	zondebok	anger	0.328
tighten	aandraaien	anger	0.328
opponent	tegenstander	anger	0.328
crusade	kruistocht	anger	0.328
dislocated	uit de kom	anger	0.328
grumpy	knorrig	anger	0.328
prohibited	verboden	anger	0.328
inappropriate	ongepast	anger	0.324
haye	haye	anger	0.324
loss	verlies	anger	0.324
eschew	schuwen	anger	0.324
trickery	bedriegerij	anger	0.324
neglected	verwaarloosd	anger	0.324
canker	kanker	anger	0.323
queues	wachtrijen	anger	0.318
muff	mof	anger	0.318
crunch	kraken	anger	0.318
duplicity	dubbelhartigheid	anger	0.318
criticism	kritiek	anger	0.318
shriek	schreeuw	anger	0.316
depreciate	depreciëren	anger	0.315
poverty	armoede	anger	0.312
chaff	kaf	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ontslag	anger	0.312
mortality	sterfte	anger	0.312
deflate	deflatie veroorzaken	anger	0.312
carelessness	slordigheid	anger	0.312
dumps	stortplaatsen	anger	0.312
revving	revving	anger	0.309
disallowed	afgekeurd	anger	0.308
thoughtless	gedachteloos	anger	0.307
boisterous	onstuimig	anger	0.307
burial	begrafenis	anger	0.304
theocratic	theocratisch	anger	0.303
wince	huiveren	anger	0.303
sullen	nors	anger	0.303
involution	machtsverheffing	anger	0.300
senseless	zinloos	anger	0.297
stalemate	patstelling	anger	0.297
depreciated	afgeschreven	anger	0.297
wasteful	verkwistend	anger	0.297
hoax	hoax	anger	0.297
misuse	misbruik	anger	0.297
getyourown	haal je eigen	anger	0.297
taxed	belast	anger	0.297
depressed	terneergeslagen	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	verlamming	anger	0.295
displaced	verplaatste	anger	0.294
limited	beperkt	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	belachelijk	anger	0.289
teasing	plagen	anger	0.288
sharpen	verscherpen	anger	0.288
react	Reageer	anger	0.288
presumptuous	aanmatigend	anger	0.288
spine	wervelkolom	anger	0.288
homeless	dakloos	anger	0.288
hoot	toeteren	anger	0.287
twitchy	zenuwachtig	anger	0.287
barrier	barrière	anger	0.287
myopia	bijziendheid	anger	0.283
contraband	smokkelwaar	anger	0.281
disconnects	verbreekt	anger	0.281
spam	spam	anger	0.281
lagging	achterblijvende	anger	0.281
shiver	rilling	anger	0.281
agh	agh	anger	0.281
restitution	teruggave	anger	0.281
flexin	flexin	anger	0.281
incompatible	onverenigbaar	anger	0.281
delinquent	delinquent	anger	0.281
noncompliance	niet-naleving	anger	0.279
troll	trol	anger	0.279
buffering	buffering	anger	0.279
unfairness	oneerlijkheid	anger	0.279
foray	inval	anger	0.279
nether	onderwereld	anger	0.278
bugaboo	boeman	anger	0.273
immaturity	onrijpheid	anger	0.273
bogus	vals	anger	0.273
uncaring	onverschillig	anger	0.273
shock	schok	anger	0.269
feisty	pittige	anger	0.269
defendant	verweerder	anger	0.266
latent	latent	anger	0.266
rapping	rappen	anger	0.266
pry	wrikken	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	beer	anger	0.266
nopoint	geen punt	anger	0.266
inoperative	buiten werking	anger	0.266
quandary	verlegenheid	anger	0.266
inconvenient	lastig	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	interrupts	anger	0.265
fluctuation	schommeling	anger	0.265
exaggerate	overdrijven	anger	0.263
lose	verliezen	anger	0.261
patter	getrippel	anger	0.258
tease	plagen	anger	0.258
furnace	oven	anger	0.258
stone	steen	anger	0.258
shoplifting	winkeldiefstal	anger	0.258
soldier	soldaat	anger	0.258
incompetent	onbekwaam	anger	0.257
indoctrination	indoctrinatie	anger	0.255
skid	slippen	anger	0.250
notoriety	bekendheid	anger	0.250
falsehood	leugen	anger	0.250
untrue	onwaar	anger	0.250
mastery	meesterschap	anger	0.250
tripping	struikelen	anger	0.250
nonsense	onzin	anger	0.250
unfollow	unfollow	anger	0.250
noisy	luidruchtig	anger	0.250
pouting	pruilend	anger	0.250
cane	riet	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raket	anger	0.250
complicate	compliceren	anger	0.250
socialist	socialist	anger	0.250
lawyer	advocaat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	omheind	anger	0.242
obstacle	hindernis	anger	0.242
halter	halster	anger	0.242
witch	heks	anger	0.242
vampire	vampier	anger	0.242
detract	afbreuk doen aan	anger	0.242
ringer	beltoon	anger	0.242
frowning	fronsen	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	honger	anger	0.235
recession	recessie	anger	0.234
lava	lava	anger	0.234
shell	schelp	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ploeteren	anger	0.234
tariff	tarief	anger	0.234
failing	tekortkoming	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	deugniet	anger	0.234
politics	politiek	anger	0.234
undesirable	ongewenst	anger	0.231
darkness	duisternis	anger	0.227
versus	versus	anger	0.227
resign	ontslag nemen	anger	0.227
copycat	copycat	anger	0.227
soaked	geweekt	anger	0.226
unfulfilled	niet vervuld	anger	0.225
abandoned	verlaten	anger	0.222
bankruptcy	faillissement	anger	0.221
owing	onder meer omdat	anger	0.221
unattainable	onbereikbaar	anger	0.221
unhelpful	onbehulpzaam	anger	0.219
twitching	spiertrekkingen	anger	0.219
confusion	verwarring	anger	0.219
mosquito	mug	anger	0.219
warden	bewaker	anger	0.219
misconception	misvatting	anger	0.219
compress	samendrukken	anger	0.219
whiny	zeurderige	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	gereedschap	anger	0.219
nosey	nieuwsgierig	anger	0.213
overpriced	overpriced	anger	0.212
harry	harry	anger	0.212
shortage	tekort	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	bezit	anger	0.206
desert	woestijn	anger	0.206
pout	steenbolk	anger	0.203
uninvited	ongevraagd	anger	0.203
arraignment	aanklacht	anger	0.203
inefficient	inefficiënt	anger	0.203
rook	roek	anger	0.203
unlucky	ongelukkig	anger	0.203
unpaid	onbetaald	anger	0.203
backbone	ruggegraat	anger	0.203
sentence	zin	anger	0.203
powerless	machteloos	anger	0.203
court	rechtbank	anger	0.199
endless	eindeloos	anger	0.198
adverts	advertenties	anger	0.197
delay	vertraging	anger	0.197
misstatement	afwijking	anger	0.197
distracted	afgeleid	anger	0.197
misunderstanding	misverstand	anger	0.195
excite	prikkelen	anger	0.191
inadmissible	ontoelaatbaar	anger	0.191
lightning	bliksem	anger	0.189
incase	in geval dat	anger	0.188
preclude	uitsluiten	anger	0.188
insecure	onzeker	anger	0.188
mournful	treurig	anger	0.188
rating	beoordeling	anger	0.182
mistress	minnares	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	eiser	anger	0.182
insist	aandringen	anger	0.182
distracting	afleidende	anger	0.182
opium	opium	anger	0.180
willful	opzettelijk	anger	0.176
deserve	verdienen	anger	0.176
insists	dringt	anger	0.175
treat	traktatie	anger	0.175
misplace	misplaatsen	anger	0.172
indecisive	besluiteloos	anger	0.172
gibberish	koeterwaals	anger	0.172
fleece	vacht	anger	0.172
fee	honorarium	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	bevrijden	anger	0.172
excitation	opwinding	anger	0.172
hormonal	hormonale	anger	0.172
mighty	machtig	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	gekef	anger	0.168
unequal	ongelijk	anger	0.167
insufficiency	ontoereikendheid	anger	0.167
hamstring	verminken	anger	0.167
bargaining	onderhandelen	anger	0.167
mule	muildier	anger	0.167
insignificant	onbelangrijk	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	onverschilligheid	anger	0.156
rheumatism	reumatiek	anger	0.156
coop	kippenren	anger	0.156
forearm	onderarm	anger	0.156
uncertain	onzeker	anger	0.152
bee	bij	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	betrokkenheid	anger	0.152
disinformation	disinformatie	anger	0.152
attorney	advocaat	anger	0.152
underpaid	slecht betaald	anger	0.152
pretending	zogenaamd	anger	0.152
campaigning	campagne voeren	anger	0.151
hopelessness	hopeloosheid	anger	0.149
feeling	gevoel	anger	0.147
legalized	gelegaliseerd	anger	0.145
caution	voorzichtigheid	anger	0.145
subsidy	subsidie	anger	0.141
obliging	bereidwillig	anger	0.141
morals	moraal	anger	0.141
sterling	sterling	anger	0.141
wimpy	wimpy	anger	0.140
bummer	jammer	anger	0.139
misspell	Misspell	anger	0.136
saloon	salon	anger	0.136
repay	terugbetalen	anger	0.136
blemish	smet	anger	0.136
surcharge	toeslag	anger	0.136
geez	geez	anger	0.136
birch	berk	anger	0.135
noob	nieuweling	anger	0.133
honk	seinhornklonk	anger	0.133
orchestra	orkest	anger	0.132
competitive	competitief	anger	0.125
wireless	draadloze	anger	0.125
standstill	blijf staan	anger	0.125
mosque	moskee	anger	0.122
reversal	omkering	anger	0.121
inattention	onoplettendheid	anger	0.121
lace	kant	anger	0.118
elbow	elleboog	anger	0.117
instinctive	instinctief	anger	0.112
chant	zingen	anger	0.111
lonely	eenzaam	anger	0.109
gnome	kabouter	anger	0.109
tolerate	tolereren	anger	0.106
management	beheer	anger	0.102
advocacy	voorspraak	anger	0.100
moral	Moreel	anger	0.094
roadworks	wegwerkzaamheden	anger	0.091
honest	eerlijk	anger	0.087
forgetful	vergeetachtig	anger	0.076
gent	gent	anger	0.076
liquor	sterke drank	anger	0.075
money	geld	anger	0.074
hood	kap	anger	0.071
curriculum	leerplan	anger	0.063
words	woorden	anger	0.062
smell	geur	anger	0.061
elf	elf	anger	0.061
