word	Kyrgyz-ky	emotion	emotion-intensity-score
thresh	кырман	anger	0.484
sucker	тыюу салынган	anger	0.484
strained	оор	anger	0.484
blame	уяткаруу	anger	0.484
upheaval	баш аламандык	anger	0.484
renounce	баш	anger	0.484
obnoxious	ачуулуу	anger	0.484
restrain	кармоо	anger	0.484
oust	кулатуу	anger	0.484
litigious	талаш	anger	0.484
rivalry	атаандаштык	anger	0.484
penalty	жаза	anger	0.484
imprisoned	түрмөгө	anger	0.484
mocking	байкагыла	anger	0.484
opposed	каршы	anger	0.484
turbulence	дуулдоо	anger	0.483
pound	фунт	anger	0.481
coldness	кайдыгер	anger	0.477
ungrateful	жакшылыкты билбеген	anger	0.472
battalion	Батталион	anger	0.471
stoopid	Stoopid	anger	0.471
hostage	барымтадагы аял	anger	0.470
infidel	динге ишенбеген	anger	0.470
ram	RAM	anger	0.470
accuser	айыптоочу	anger	0.470
gall	өт	anger	0.470
subversion	Subversion	anger	0.470
annoying	кыжырданткан	anger	0.470
adversity	Кырсык	anger	0.470
dispossessed	кууп	anger	0.470
friction	жаңжаал	anger	0.470
jealous	кызганчаак	anger	0.470
feudalism	тын'ыыры	anger	0.470
armament	оймо	anger	0.470
thump	жатканда кагышчу	anger	0.469
complain	даттануу	anger	0.469
incite	каалоо	anger	0.469
steal	уурдоо	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	тил албай коюу	anger	0.469
injury	калыстык эмес	anger	0.469
simmer	мөөн	anger	0.469
distress	азап	anger	0.469
insanity	акылы жоктук	anger	0.469
selfish	өзүмчүл	anger	0.469
huff	Huff	anger	0.469
selfishness	өзүмчүлдүк	anger	0.469
backoff	backoff	anger	0.469
plunder	олжо	anger	0.469
stifled	сыяктанды	anger	0.469
subversive	колдо	anger	0.469
exile	куугунтуктоо	anger	0.469
offense	бузуу	anger	0.469
objection	каршылык	anger	0.469
recidivism	өнөкөт	anger	0.469
smother	муунтуу	anger	0.469
perpetrator	жооптуусу	anger	0.469
dislike	Жаккан жок	anger	0.469
disruption	жарылуу	anger	0.469
intolerance	сабырсыздык	anger	0.469
opposition	каршы	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	кружка	anger	0.467
agony	катуу оору	anger	0.465
arrogant	теңсинбеген	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	тешик	anger	0.456
elimination	жоюу	anger	0.456
picketing	пикеттер	anger	0.456
haughty	бой	anger	0.456
troublesome	оор	anger	0.455
clamor	Ызы-чуу	anger	0.455
busted	аттырып	anger	0.455
constraint	чектеме	anger	0.455
crabby	жаман кыялдуу	anger	0.455
veto	тыюу	anger	0.455
stubbed	stubbed	anger	0.455
mislead	адаштырууга	anger	0.455
illicit	мыйзамсыз	anger	0.455
dying	өлүп	anger	0.455
grated	торлуу	anger	0.455
idiocy	акмактык	anger	0.455
illegality	Мыйзамсыздыктын	anger	0.455
flagrant	одоно түрдө	anger	0.455
impermeable	өткөрбөөчү	anger	0.455
bad	жаман	anger	0.453
despotism	зордоо	anger	0.453
usurped	басып	anger	0.453
godless	эки жүздүү	anger	0.453
disagreeing	келишпөөчүлүктөрү	anger	0.453
intense	катуу	anger	0.453
struggle	күрөш	anger	0.453
suppress	басуу	anger	0.453
disapproving	Бабушка	anger	0.453
desist	тойбойт	anger	0.453
bayonet	штык	anger	0.453
displeased	нааразы	anger	0.453
hysterical	туталанган	anger	0.453
unlawful	мыйзамсыз	anger	0.451
wrongly	туура эмес	anger	0.448
repellent	курттарга каршы зат	anger	0.442
wasted	текке	anger	0.441
foe	душман	anger	0.441
dishonor	маскаралык	anger	0.441
wrongful	мыйзамсыз	anger	0.441
psychosis	психоздун	anger	0.441
aversion	жийиркенүү	anger	0.440
punitive	жазалоочу	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	муштуму	anger	0.439
effigy	Сухартонун	anger	0.439
schism	бөлүнбөш	anger	0.439
ultimatum	талабы	anger	0.439
upset	капа	anger	0.439
worthless	пайдасыз	anger	0.438
deny	баш	anger	0.438
ransom	куткаруу	anger	0.438
fugitive	качкын аял	anger	0.438
deleterious	зыяндуу	anger	0.438
stupidity	келесоолук	anger	0.438
abandonment	баш тартуу	anger	0.438
mucked	журбойм	anger	0.438
separatist	сепаратисттик	anger	0.438
irritation	кыжыр	anger	0.438
oblivion	ыр	anger	0.437
segregate	бөлүп салуу	anger	0.437
payback	өзүн-өзү актоо	anger	0.436
incongruous	деген ойдо	anger	0.435
eviction	айдап салуу	anger	0.435
collusion	бүтүм	anger	0.432
rob	уурдоо	anger	0.431
infidelity	берилбегендик	anger	0.429
ravenous	жырткыч	anger	0.429
overrun	чектен ашуу	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	таризинде	anger	0.426
martial	согуш	anger	0.426
painful	ооруткан	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ачууланган	anger	0.426
rejection	кабыл албоо	anger	0.426
defense	коргоо	anger	0.425
powerful	күчтүү	anger	0.424
censor	цензор	anger	0.424
indecency	уятсыз жүрүм-турумун	anger	0.424
fraudulent	калп	anger	0.424
gonorrhea	гонорея	anger	0.424
fallacious	жалган	anger	0.424
concealment	жашыруу	anger	0.424
greed	ач көздүк	anger	0.424
disobedience	тил укпоочулук	anger	0.424
fuss	чуу	anger	0.424
enforce	басым жасоо	anger	0.424
banger	Карт	anger	0.424
commotion	толкундоо	anger	0.424
defraud	алдоо	anger	0.424
discontent	нааразычылык	anger	0.424
unsympathetic	мээримсиз	anger	0.424
exasperation	жаман көрүүчүлүк	anger	0.424
barb	тикен	anger	0.422
banishment	сүргүнгө	anger	0.422
sedition	тазалагыч	anger	0.422
misrepresented	бурмалаган	anger	0.422
snubbed	антип	anger	0.422
penetration	киришине	anger	0.422
cracked	майдаланган	anger	0.422
annoyance	кыжырдануу	anger	0.422
duel	айтышуу	anger	0.422
penitentiary	жаза аткаруу	anger	0.422
sarcasm	какшыктап	anger	0.422
deportation	сүргүн	anger	0.422
nettle	чалкан	anger	0.422
scar	зоо	anger	0.422
bang	тук	anger	0.422
cur	учрдг	anger	0.422
blatant	ачыктан-	anger	0.420
force	күч	anger	0.418
perverse	бузуку	anger	0.415
wring	бурап,	anger	0.415
bastion	Кандагар	anger	0.413
grim	каардуу	anger	0.413
sordid	кунарсыз	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	уятсыздык	anger	0.412
tiff	Алымбек	anger	0.412
moody	Moody	anger	0.412
hunting	мергенчилик	anger	0.411
indenture	indenture	anger	0.410
sham	Курулай	anger	0.409
squelch	басуу	anger	0.409
awful	сүр көрсөткөн	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	маанисинде	anger	0.409
contradict	карама-каршы келет	anger	0.409
supremacy	артыкчылык	anger	0.409
sneak	уурданып басуу	anger	0.409
cantwin	cantwin	anger	0.409
reproach	кордук	anger	0.409
compulsion	мажбурлоо	anger	0.409
inept	татыктуу	anger	0.409
blockade	курчоо	anger	0.409
detainee	кармалган	anger	0.409
forfeit	ажыратуу	anger	0.409
disappoint	үмүт үзүү	anger	0.409
lying	калп	anger	0.408
epidemic	эпидемия	anger	0.406
tremor	жер титирөөдөн	anger	0.406
rail	тосмо	anger	0.406
onerous	түйшүктүү	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	барып турган	anger	0.406
forsaken	таштап	anger	0.406
delusion	калп	anger	0.406
wrongdoing	заалым	anger	0.406
badger	ры	anger	0.406
antipathy	жактырбаган нерселерин	anger	0.406
inequality	саа	anger	0.406
nuisance	жагымсыз	anger	0.406
scrapie	scrapie	anger	0.406
wop	Wop	anger	0.406
arguments	аргументтер	anger	0.404
affront	муунткан	anger	0.403
traumatic	оор	anger	0.402
libel	ушак	anger	0.400
sodding	sodding	anger	0.400
annoys	азар	anger	0.400
watchout	Абайла	anger	0.398
soslow	абдан жай	anger	0.398
frenetic	Журнал	anger	0.397
remiss	жанын	anger	0.397
barge	баржа	anger	0.396
howl	сыздоо	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	бокс	anger	0.394
untoward	бузулган	anger	0.394
extinguish	өчүрүү	anger	0.394
keyed	киргизилбеген	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	сыйлабастык	anger	0.394
illegal	легалсыз	anger	0.394
rabble	Жүргүлө,	anger	0.394
actionable	иш жүзүнө	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	калп	anger	0.394
sue	сот тарабынан куугунтуктоо	anger	0.394
unfriendly	душман	anger	0.394
confiscate	конфискациялоо	anger	0.394
brimstone	күкүрт	anger	0.392
argh	ARGH	anger	0.391
pique	Пике	anger	0.391
recklessness	акылсыздык	anger	0.391
earthquake	жер титирөө	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	таратуу	anger	0.391
rigged	бурмаланды	anger	0.391
disagree	макул эмес	anger	0.389
lawsuit	сотко арыз	anger	0.386
disused	брон	anger	0.382
immorality	адеп-ахлаксыздык	anger	0.382
despair	айла куруу	anger	0.382
difficulty	оордук	anger	0.379
incurable	айыкпас	anger	0.379
touchy	-жеке	anger	0.379
coerce	мажбырлоо	anger	0.379
sizzle	чытыраган	anger	0.379
rifle	мылтык	anger	0.379
falsification	бурмалоо	anger	0.379
pokes	желкабыска	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	сезгич	anger	0.379
picket	пикет	anger	0.378
concussion	контузия	anger	0.377
pessimism	пессимисттик	anger	0.375
pitfall	тузактан	anger	0.375
infantile	балдардын	anger	0.375
disillusionment	кайттык	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	куралдуу	anger	0.375
remand	СИЗОго	anger	0.375
faulty	туура эмес	anger	0.375
cannon	замбирек	anger	0.375
rawr	RAWR	anger	0.375
sly	куу	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	непотизм	anger	0.371
distressing	оор	anger	0.371
inhibit	жайлатуучу	anger	0.371
vindicate	жактоо	anger	0.371
schizophrenia	шаблон	anger	0.369
skewed	кыйгач	anger	0.368
disreputable	кезиксе	anger	0.368
forbidding	тыюу	anger	0.368
conquest	утуп алуу	anger	0.367
bark	кабык	anger	0.365
leukemia	лейкоз	anger	0.365
barks	үрө	anger	0.364
burke	Берк	anger	0.364
challenge	чакырык	anger	0.364
disapprove	жактырбоо	anger	0.364
unhappy	бактысыз	anger	0.364
retarded	кем	anger	0.364
warrior	аскер	anger	0.364
belt	бел курчоо	anger	0.364
controversial	талаш	anger	0.359
opinionated	ээнбаш	anger	0.359
paucity	азы	anger	0.359
broken	сынган	anger	0.359
litigate	соттошуу	anger	0.359
polemic	талаш-тартыш, сын	anger	0.359
aftermath	кесепеттери	anger	0.359
disliked	жаман	anger	0.359
loudness	бийиктиги	anger	0.359
restriction	чектөө	anger	0.359
cad	CAD	anger	0.359
sectarian	сектанттык	anger	0.359
incompetence	компетентсиздик,	anger	0.359
interrupting	сөзүн	anger	0.358
fussy	чоктун	anger	0.357
wench	аял	anger	0.353
misbehavior	ъзъктън	anger	0.351
gruff	суроо	anger	0.351
remove	жок кылуу	anger	0.351
brat	Brat	anger	0.351
scarcity	жетишсиздиги	anger	0.350
losing	жоготуу	anger	0.349
pest	язва	anger	0.348
defect	жетишпегендик	anger	0.348
hardened	таш	anger	0.348
deserted	ээн	anger	0.348
lie	калп	anger	0.348
retract	баш тартуу	anger	0.348
untrustworthy	кара өзгөйдүн	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	нааразы	anger	0.348
disagreement	ой келишпегендик	anger	0.348
stigma	стигма	anger	0.348
ulcer	жара	anger	0.348
bias	Азимжон	anger	0.345
negation	тескериси	anger	0.344
antisocial	коомго	anger	0.344
evade	качуу	anger	0.344
shoddy	жасалма	anger	0.344
bothering	урушуп,	anger	0.344
impotence	алсыздык	anger	0.344
shaky	начар	anger	0.344
misleading	жаңылтуу	anger	0.344
stripped	сыйрып	anger	0.344
disclaim	жаркыроо	anger	0.344
unsettled	чечилбеген	anger	0.344
anxiety	тынчсыздануу	anger	0.344
stingy	зыкымданып	anger	0.344
deterioration	начарлоосу	anger	0.344
pirate	караңгы	anger	0.344
unreliable	туура эмес	anger	0.344
interminable	түгөнбөгөн	anger	0.343
disease	оору	anger	0.341
meddle	кийлигишпейт	anger	0.341
warp	кездеменин эришиндеги	anger	0.340
averse	ойлонгон	anger	0.338
infamous	уятсыз	anger	0.338
alcoholism	алкоголизм	anger	0.338
row	катар	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	оорукчал	anger	0.333
encumbrance	оорлотуу	anger	0.333
scorpion	чаян	anger	0.333
illegitimate	мыйзамсыз	anger	0.333
witchcraft	сыйкырдык	anger	0.333
interrupt	кийлигишүү	anger	0.333
paralyzed	шал болуп	anger	0.333
sinner	күнөөкөр аял	anger	0.331
hulk	күйгөн	anger	0.329
inconsiderate	ойсуз	anger	0.329
phony	жасалма	anger	0.328
spammers	спам жасоочуларга	anger	0.328
dashed	өлтүрүлөт	anger	0.328
disqualified	жараксыз	anger	0.328
fib	зыяны жок	anger	0.328
hiss	ышкыруу	anger	0.328
brrr	brrr	anger	0.328
resisting	каршы	anger	0.328
victim	жабырлануучу	anger	0.328
scapegoat	чөлгө	anger	0.328
tighten	кысуу	anger	0.328
opponent	каршы аял	anger	0.328
crusade	кресттик жүрүш	anger	0.328
dislocated	чыгып кеткен	anger	0.328
grumpy	каардуу	anger	0.328
prohibited	тыюу салынган	anger	0.328
inappropriate	орунсуз	anger	0.324
haye	Гаага	anger	0.324
loss	жоготуу	anger	0.324
eschew	-чолодогу	anger	0.324
trickery	куулук	anger	0.324
neglected	кароосуз	anger	0.324
canker	Жаралуу	anger	0.323
queues	кезектер	anger	0.318
muff	ниетте	anger	0.318
crunch	кризис	anger	0.318
duplicity	эки жүздүүлүк	anger	0.318
criticism	сын	anger	0.318
shriek	кыйкыра баштайт	anger	0.316
depreciate	арзандашы	anger	0.315
poverty	кедейлик	anger	0.312
chaff	саманды	anger	0.312
dupe	аңкоо	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	бошотуу	anger	0.312
mortality	өлүм	anger	0.312
