word	Khmer-km	emotion	emotion-intensity-score
broil	កិន	anger	0.516
grrr	grrr	anger	0.516
venting	venting	anger	0.516
inimical	រន្ធត់	anger	0.516
duress	ការបង្ខិតបង្ខំ	anger	0.516
disrespectful	មិនគោរព	anger	0.516
tortious	tortious	anger	0.516
criticize	រិះគន់	anger	0.516
prisoner	អ្នកទោស	anger	0.516
dishonest	មិនស្មោះត្រង់	anger	0.516
treason	ការក្បត់ជាតិ	anger	0.516
victimized	រងគ្រោះ	anger	0.515
bile	bile	anger	0.515
unkind	មិនល្អ	anger	0.515
unforgiving	មិនអភ័យទោស	anger	0.515
unleash	បញ្ចេញ	anger	0.515
coercion	ការបង្ខិតបង្ខំ	anger	0.515
scold	ប្រមាថ	anger	0.515
chaos	ភាពវឹកវរ	anger	0.515
grump	កំណាត់	anger	0.515
roar	សម្រែក	anger	0.515
jerks	jerks	anger	0.515
poaching	ការប្រម៉ាញ់	anger	0.515
hangry	ព្យួរ	anger	0.515
pow	ផូ	anger	0.515
poachers	អ្នកប្រមាញ់	anger	0.515
argumentation	អាគុយម៉ង់	anger	0.515
frustrating	ខឹង	anger	0.515
tussle	តស៊ូ	anger	0.514
bane	bane	anger	0.511
accusation	ការចោទប្រកាន់	anger	0.510
repudiation	ការលះបង់	anger	0.510
enmity	ស្អប់	anger	0.510
banish	banish	anger	0.509
disfigured	ខូចទ្រង់ទ្រាយ	anger	0.508
storm	ព្យុះ	anger	0.507
shun	ជៀសវាង	anger	0.500
suppression	ការបង្ក្រាប	anger	0.500
unruly	មិនរឹងរូស	anger	0.500
intractable	ពិបាក	anger	0.500
ordeal	វេទនា	anger	0.500
obstruct	រារាំង	anger	0.500
derogation	បដិប្បញ្ញត្តិ	anger	0.500
fervor	ការខ្នះខ្នែង	anger	0.500
foaming	foaming	anger	0.500
derision	ការចំអក	anger	0.500
animus	animus	anger	0.500
rejects	បដិសេធ	anger	0.500
bout	bout	anger	0.500
spear	លំពែង	anger	0.500
crazy	ឆ្កួត	anger	0.500
brazen	brazen	anger	0.500
antithesis	antithesis	anger	0.500
injustice	ភាពអយុត្តិធម៌	anger	0.500
banished	បណ្តេញ	anger	0.500
confined	បង្ខាំង	anger	0.500
frenzied	ញញឹម	anger	0.500
dominate	គ្របដណ្តប់	anger	0.500
disrupting	រំខាន	anger	0.500
hammering	ញញឹម	anger	0.500
fear	ការភ័យខ្លាច	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	ការឈឺចាប់	anger	0.500
brunt	brunt	anger	0.500
possessed	មាន	anger	0.500
defy	defy	anger	0.500
scoff	ប្រមាថ	anger	0.500
patronising	គាំពារ	anger	0.500
delusional	delusional	anger	0.500
malpractice	អំពើខុសឆ្គង	anger	0.500
reject	បដិសេធ	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ភាពរឹងមាំ	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ឆ្កួត	anger	0.491
sinful	អំពើបាប	anger	0.491
avarice	avarice	anger	0.490
oppress	សង្កត់សង្កិន	anger	0.490
disapproved	មិនយល់ព្រម	anger	0.485
inhuman	អមនុស្សធម៌	anger	0.485
demand	តម្រូវការ	anger	0.485
abolish	លុបចោល	anger	0.485
anathema	anathema	anger	0.485
fricking	fricking	anger	0.485
complaint	ពាក្យបណ្តឹង	anger	0.485
disservice	អាក្រក់	anger	0.485
smuggler	អ្នករត់ពន្ធ	anger	0.485
revoke	ដកហូតវិញ	anger	0.485
infraction	បទល្មើស	anger	0.485
claw	ក្រញ៉ាំ	anger	0.485
dissident	អ្នកប្រឆាំង	anger	0.485
pervert	បង្ខូច	anger	0.485
incest	សាច់ញាតិ	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	មិនស្តាប់បង្គាប់	anger	0.485
usurp	usurp	anger	0.485
alienate	ឃ្លាតឆ្ងាយ	anger	0.485
avenger	អ្នកសងសឹក	anger	0.485
annoyed	រំខាន	anger	0.485
cutting	កាត់	anger	0.485
disgrace	អាម៉ាស់	anger	0.484
deceit	ការបោកបញ្ឆោត	anger	0.484
suspicious	សង្ស័យ	anger	0.484
thresh	thresh	anger	0.484
sucker	sucker	anger	0.484
strained	តឹង	anger	0.484
blame	ស្តី​បន្ទោស	anger	0.484
upheaval	ចលាចល	anger	0.484
renounce	បោះបង់	anger	0.484
obnoxious	obnoxious	anger	0.484
restrain	ទប់ស្កាត់	anger	0.484
oust	oust	anger	0.484
litigious	វិវាទ	anger	0.484
rivalry	ការប្រជែង	anger	0.484
penalty	ពិន័យ	anger	0.484
imprisoned	ដាក់ពន្ធនាគារ	anger	0.484
mocking	ចំអក	anger	0.484
opposed	ជំទាស់	anger	0.484
turbulence	ចលាចល	anger	0.483
pound	ផោន	anger	0.481
coldness	ត្រជាក់	anger	0.477
ungrateful	ungrateful	anger	0.472
battalion	កងវរសេនាតូច	anger	0.471
stoopid	stoopid	anger	0.471
hostage	ចំណាប់ខ្មាំង	anger	0.470
infidel	មិនស្មោះត្រង់	anger	0.470
ram	អង្គ​ចងចាំ	anger	0.470
accuser	អ្នកចោទប្រកាន់	anger	0.470
gall	gall	anger	0.470
subversion	ការបង្ក្រាប	anger	0.470
annoying	រំខាន	anger	0.470
adversity	ភាពមិនអនុគ្រោះ	anger	0.470
dispossessed	ខ្ចាត់ខ្ចាយ	anger	0.470
friction	ការកកិត	anger	0.470
jealous	ច្រណែន	anger	0.470
feudalism	feudalism	anger	0.470
armament	អាវុធ	anger	0.470
thump	ថប់	anger	0.469
complain	ត្អូញត្អែរ	anger	0.469
incite	ញុះញង់	anger	0.469
steal	លួច	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	មិនស្តាប់បង្គាប់	anger	0.469
injury	របួស	anger	0.469
simmer	ញុំា	anger	0.469
distress	ទុក្ខព្រួយ	anger	0.469
insanity	វិកលចរិត	anger	0.469
selfish	អាត្មានិយម	anger	0.469
huff	ស្ទិល	anger	0.469
selfishness	អាត្មានិយម	anger	0.469
backoff	ដកខ្លួន	anger	0.469
plunder	ប្លន់	anger	0.469
stifled	រារាំង	anger	0.469
subversive	វិទ្ធង្សនា	anger	0.469
exile	ការនិរទេសខ្លួន	anger	0.469
offense	បទល្មើស	anger	0.469
objection	ការជំទាស់	anger	0.469
recidivism	វិវរណៈ	anger	0.469
smother	ថើប	anger	0.469
perpetrator	ជនល្មើស	anger	0.469
dislike	មិនចូលចិត្ត	anger	0.469
disruption	ការរំខាន	anger	0.469
intolerance	មិនអត់ឱន	anger	0.469
opposition	គណបក្សប្រឆាំង	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	កាហ្វេ	anger	0.467
agony	ឈឺចាប់	anger	0.465
arrogant	អំនួត	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ខ្យល់	anger	0.456
elimination	ការលុបបំបាត់	anger	0.456
picketing	picketing	anger	0.456
haughty	អំនួត	anger	0.456
troublesome	បញ្ហា	anger	0.455
clamor	ស្រែក	anger	0.455
busted	ចាប់ខ្លួន	anger	0.455
constraint	ឧបសគ្គ	anger	0.455
crabby	ក្តាម	anger	0.455
veto	វេតូ	anger	0.455
stubbed	បានលួច	anger	0.455
mislead	បំភាន់	anger	0.455
illicit	ខុសច្បាប់	anger	0.455
dying	ស្លាប់	anger	0.455
grated	ដឹងគុណ	anger	0.455
idiocy	idiocy	anger	0.455
illegality	ខុសច្បាប់	anger	0.455
flagrant	ច្បាស់	anger	0.455
impermeable	impermeable	anger	0.455
bad	អាក្រក់	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	គ្មានព្រះ	anger	0.453
disagreeing	មិនយល់ស្រប	anger	0.453
intense	ខ្លាំង	anger	0.453
struggle	តស៊ូ	anger	0.453
suppress	បង្ក្រាប	anger	0.453
disapproving	មិនយល់ស្រប	anger	0.453
desist	លះបង់	anger	0.453
bayonet	bayonet	anger	0.453
displeased	មិនសប្បាយចិត្ត	anger	0.453
hysterical	រំជើបរំជួល	anger	0.453
unlawful	ខុសច្បាប់	anger	0.451
wrongly	ខុស	anger	0.448
repellent	ជ្រាប	anger	0.442
wasted	ខ្ជះខ្ជាយ	anger	0.441
foe	សត្រូវ	anger	0.441
dishonor	អាម៉ាស់	anger	0.441
wrongful	ខុស	anger	0.441
psychosis	ចិត្តសាស្ត្រ	anger	0.441
aversion	ការជៀងវាង	anger	0.440
punitive	ពិន័យ	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	ខកចិត្ត	anger	0.439
worthless	គ្មានតំលៃ	anger	0.438
deny	បដិសេធ	anger	0.438
ransom	តម្លៃលោះ	anger	0.438
fugitive	រត់គេច	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	ល្ងង់ខ្លៅ	anger	0.438
abandonment	បោះបង់	anger	0.438
mucked	mucked	anger	0.438
separatist	អ្នកបំបែកខ្លួន	anger	0.438
irritation	ឆាប់ខឹង	anger	0.438
oblivion	ការភ្លេចភ្លាំង	anger	0.437
segregate	segregate	anger	0.437
payback	សងត្រលប់	anger	0.436
incongruous	incongruous	anger	0.435
eviction	ការបណ្តេញចេញ	anger	0.435
collusion	ឃោសនា	anger	0.432
rob	rob	anger	0.431
infidelity	ភាពមិនស្មោះត្រង់	anger	0.429
ravenous	កាចសាហាវ	anger	0.429
overrun	លុកលុយ	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	អ្នកកំប្លែង	anger	0.426
martial	គុន	anger	0.426
painful	ឈឺចាប់	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	មិនជឿ	anger	0.426
rejection	ការបដិសេធ	anger	0.426
defense	មេធាវីការពារក្តី	anger	0.425
powerful	ដ៏មានឥទ្ធិពល	anger	0.424
censor	censor	anger	0.424
indecency	ភាពមិនសមរម្យ	anger	0.424
fraudulent	ក្លែងបន្លំ	anger	0.424
gonorrhea	ជំងឺប្រមេះ	anger	0.424
fallacious	fallacious	anger	0.424
concealment	ការលាក់បាំង	anger	0.424
greed	លោភលន់	anger	0.424
disobedience	ការមិនស្តាប់បង្គាប់	anger	0.424
fuss	ខឹង	anger	0.424
enforce	អនុវត្ត	anger	0.424
banger	អ្នកនេសាទ	anger	0.424
commotion	ចលាចល	anger	0.424
defraud	បន្លំ	anger	0.424
discontent	ការមិនសប្បាយចិត្ត	anger	0.424
unsympathetic	មិនល្អ	anger	0.424
exasperation	កំហឹង	anger	0.424
barb	បារី	anger	0.422
banishment	ហាមឃាត់	anger	0.422
sedition	ការបះបោរ	anger	0.422
misrepresented	បានបង្ហាញខុស	anger	0.422
snubbed	snubbed	anger	0.422
penetration	ជ្រៀតចូល	anger	0.422
cracked	បង្ក្រាប	anger	0.422
annoyance	ការរំខាន	anger	0.422
duel	duel	anger	0.422
penitentiary	ពន្ធនាគារ	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	ការនិរទេស	anger	0.422
nettle	nettle	anger	0.422
scar	ស្លាកស្នាម	anger	0.422
bang	Bang	anger	0.422
cur	cur	anger	0.422
blatant	ច្បាស់លាស់	anger	0.420
force	កម្លាំង	anger	0.418
perverse	perverse	anger	0.415
wring	wring	anger	0.415
bastion	បន្ទាយ	anger	0.413
grim	ក្រៀមក្រំ	anger	0.413
sordid	សើច	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	ខ្លាំង	anger	0.412
tiff	tiff	anger	0.412
moody	អារម្មណ៍	anger	0.412
hunting	ម៉ាញ់	anger	0.411
indenture	indenture	anger	0.410
sham	អាម៉ាស់	anger	0.409
squelch	squelch	anger	0.409
awful	អាក្រក់	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ជាប់ទាក់ទង	anger	0.409
contradict	ផ្ទុយ	anger	0.409
supremacy	កំពូល	anger	0.409
sneak	ជ្រៀតចូល	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ប្រមាថ	anger	0.409
compulsion	បង្ខំ	anger	0.409
inept	inept	anger	0.409
blockade	ទប់ស្កាត់	anger	0.409
detainee	អ្នកជាប់ឃុំ	anger	0.409
forfeit	បោះបង់	anger	0.409
disappoint	ខកចិត្ត	anger	0.409
lying	និយាយកុហក	anger	0.408
epidemic	ជំងឺឆ្លង	anger	0.406
tremor	រញ្ជួយ	anger	0.406
rail	ផ្លូវដែក	anger	0.406
onerous	ខ្លាំង	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	មិននឹកស្មានដល់	anger	0.406
forsaken	បោះបង់	anger	0.406
delusion	delusion	anger	0.406
wrongdoing	ការធ្វើខុស	anger	0.406
badger	badger	anger	0.406
antipathy	អាក់អន់ចិត្ត	anger	0.406
inequality	វិសមភាព	anger	0.406
nuisance	ភាពរំខាន	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	អាគុយម៉ង់	anger	0.404
affront	ការប្រមាថ	anger	0.403
traumatic	ឈឺចាប់	anger	0.402
libel	ការបះបោរ	anger	0.400
sodding	sodding	anger	0.400
annoys	ការរំខាន	anger	0.400
watchout	ប្រយ័ត្ន​	anger	0.398
soslow	យឺត​ណាស់	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	កប៉ាល់	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ប្រដាល់	anger	0.394
untoward	មិនស្មោះត្រង់	anger	0.394
extinguish	ពន្លត់ភ្លើង	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	មិនគោរព	anger	0.394
illegal	ខុសច្បាប់	anger	0.394
rabble	rabble	anger	0.394
actionable	សកម្មភាព	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	ការលួចបន្លំ	anger	0.394
sue	ប្តឹង	anger	0.394
unfriendly	មិនរាក់ទាក់	anger	0.394
confiscate	រឹបអូស	anger	0.394
brimstone	brimstone	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	មិនប្រុងប្រយ័ត្ន	anger	0.391
earthquake	ការរញ្ជួយដី	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	រំលាយ	anger	0.391
rigged	លួចបន្លំ	anger	0.391
disagree	មិនយល់ស្រប	anger	0.389
lawsuit	បណ្តឹង	anger	0.386
disused	មិនប្រើ	anger	0.382
immorality	អសីលធម៌	anger	0.382
despair	អស់សង្ឃឹម	anger	0.382
difficulty	ការលំបាក	anger	0.379
incurable	មិនអាចព្យាបាលបាន	anger	0.379
touchy	touchy	anger	0.379
coerce	បង្ខិតបង្ខំ	anger	0.379
sizzle	សិច	anger	0.379
rifle	កាំភ្លើង	anger	0.379
falsification	ក្លែងបន្លំ	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	ឈឺចាប់	anger	0.379
picket	picket	anger	0.378
concussion	ការប៉ះទង្គិច	anger	0.377
pessimism	ទុទិដ្ឋិនិយម	anger	0.375
pitfall	ចៃដន្យ	anger	0.375
infantile	ទារក	anger	0.375
disillusionment	ការបំភាន់	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	កងជីវពល	anger	0.375
remand	remand	anger	0.375
faulty	កំហុស	anger	0.375
cannon	កាណុងបាញ់	anger	0.375
rawr	rawr	anger	0.375
sly	ឆ្កួត	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	បក្ខពួកនិយម	anger	0.371
distressing	ឈឺចាប់	anger	0.371
inhibit	រារាំង	anger	0.371
vindicate	ត្រឹមត្រូវ	anger	0.371
schizophrenia	ជម្ងឺវិកលចរិក	anger	0.369
skewed	ច្រឡំ	anger	0.368
disreputable	មិនអាចបដិសេធបាន	anger	0.368
forbidding	ហាមឃាត់	anger	0.368
conquest	សញ្ជ័យ	anger	0.367
bark	សំបកឈើ	anger	0.365
