word	Myanmar (Burmese)-my	emotion	emotion-intensity-score
frustrates	စိတ်ပျက်	anger	0.547
disgraceful	ရှက်စရာကောင်းသော	anger	0.547
arghhhh	NO TRANSLATION	anger	0.547
overbearing	overbearing	anger	0.547
disparity	မညီမျှမှု	anger	0.547
confine	နယ်သတ်	anger	0.547
firearms	သေနတ်	anger	0.547
ire	NO TRANSLATION	anger	0.547
preposterous	preposterous	anger	0.547
rebel	သူပုန်	anger	0.547
deceive	လှည့်ဖြား	anger	0.547
stolen	အခိုးခံရ	anger	0.546
hadenough	NO TRANSLATION	anger	0.546
wanker	wanker	anger	0.545
heated	အပူ	anger	0.545
ruined	ပျက်စီး	anger	0.545
menace	ဆိုထားပါသည်	anger	0.545
humiliate	နျမ့်ချ	anger	0.545
tackle	ကိုင်တွယ်	anger	0.545
conspirator	ပူးပေါင်းကြံစည်	anger	0.545
foul	ပုပ်	anger	0.545
antagonist	ရန်	anger	0.545
resentful	ဒေါသမာန်ထသော	anger	0.545
prejudice	ဉပါဒါနျစှဲလနျးခွငျး	anger	0.545
adversary	ရန်သူ	anger	0.545
argument	ဆငျခွေစကား	anger	0.545
skirmish	တိုက်ပွဲမှာ	anger	0.545
callous	နှလုံးသားကင်းမဲ့	anger	0.545
annoyin	NO TRANSLATION	anger	0.545
entangled	ချည်နှောင်ခြင်းကို	anger	0.544
robbery	လုယက်ခြင်း	anger	0.544
sting	တုပ်ရာ	anger	0.544
outcry	မြည်တမ်း	anger	0.544
grumble	အပြစ်တင်လျက်မြည်တမ်း	anger	0.544
irreconcilable	ဖျက်သိမ်း	anger	0.543
resistance	ခုခံခြင်း	anger	0.543
obstructive	ပိတ်ဆို့ခြင်း	anger	0.542
dismay	စိတ်ပျက်လက်ပျက်	anger	0.540
mob	လူအုပ်စု	anger	0.538
juststop	NO TRANSLATION	anger	0.537
badness	မကောင်းမှုဒုစရိုက်	anger	0.536
ridicule	လှောင်ပြောင်	anger	0.534
incendiary	လောင်မီး	anger	0.533
flares	နေမီးတောက်	anger	0.532
degeneracy	degeneracy	anger	0.531
confinement	ကုန့်သတ်ခြင်း	anger	0.531
exacerbation	exacerbation	anger	0.531
prejudicial	prejudicial	anger	0.531
uprising	တော်လှန်ရေး	anger	0.531
twofaced	NO TRANSLATION	anger	0.531
reckless	သတိမထားသော	anger	0.531
unbridled	ထိနျးခြုပျ	anger	0.531
allegation	အဆိုရှိချက်	anger	0.531
communism	ကွန်မြူနစ်ဝါဒ	anger	0.531
whip	နှင်တံ	anger	0.531
intruder	ခဉျြးနငျးဝငျရောကျနှောငျ့ယှကျသူ	anger	0.531
dispute	ြငင်းခုံ	anger	0.531
belittle	သေးငယ်စေ	anger	0.531
bigoted	bigoted	anger	0.530
offender	ပြစ်မှုကျူးလွန်သူ	anger	0.530
hassle	လုပ်ရတဲ့	anger	0.530
dissonance	dissonance	anger	0.530
unjust	မတရားသော	anger	0.530
dictatorial	အာဏာရှင်	anger	0.530
unjustifiable	အမှန်အတိုင်းဖြစ်စေခြင်းမရှိနိုင်သော	anger	0.530
fiesty	NO TRANSLATION	anger	0.530
perversion	ဖောက်ပြန်တဲ့	anger	0.530
tackled	ဖြေရှင်း	anger	0.530
renegade	ဖောက်ပြန်သောသူငယ်	anger	0.529
hot	ပူသော	anger	0.529
prison	အကျဉ်းထောင်	anger	0.529
cantstandit	NO TRANSLATION	anger	0.529
trespass	ဒုစရိုက်ဖြေ	anger	0.529
suicide	မိမိကိုယ်မိမိသတ်သေခြင်း	anger	0.521
annoy	စိတ်ဆိုးစေ	anger	0.520
leavemealone	ငါတစ်ယောက်တည်းနေပါရစေ	anger	0.517
idiotic	ထုံသော	anger	0.516
distrust	ယုံကြည်မရှိ	anger	0.516
depravity	စာရိတ္တပျက်ပြားမှု	anger	0.516
cretins	Crétins	anger	0.516
divorce	လင်မယာကွာ	anger	0.516
broil	broil	anger	0.516
grrr	အပ္	anger	0.516
venting	နေကြပါတယ်	anger	0.516
inimical	inimical	anger	0.516
duress	duress	anger	0.516
disrespectful	မယဉျကြေးသော	anger	0.516
tortious	tortious	anger	0.516
criticize	ဝေဖန်	anger	0.516
prisoner	အကျဉ်းသား	anger	0.516
dishonest	မရိုးသားသော	anger	0.516
treason	သစ္စဖျက်ခြင်း	anger	0.516
victimized	သားကောင်	anger	0.515
bile	သည်းခြေ	anger	0.515
unkind	ရန်ငြိုးထားသော	anger	0.515
unforgiving	လွှတ်	anger	0.515
unleash	တိုက်ဖျက်မည်	anger	0.515
coercion	အကျပ်ကိုင်	anger	0.515
scold	ကျိန်ဆဲ	anger	0.515
chaos	ကမောက်ကမ	anger	0.515
grump	grump	anger	0.515
roar	အသံဗလံ	anger	0.515
jerks	လူရှုပ်	anger	0.515
poaching	မဲခိုး	anger	0.515
hangry	hangry	anger	0.515
pow	Pow	anger	0.515
poachers	တရားမဝင်ကျားဖမ်း	anger	0.515
argumentation	အငြင်းအခုံ	anger	0.515
frustrating	စိတ်ပျက်စရာ	anger	0.515
tussle	tussle	anger	0.514
bane	bane	anger	0.511
accusation	စှပျစှဲခွငျး	anger	0.510
repudiation	ငြင်းဆို	anger	0.510
enmity	ရန်ငြိုး	anger	0.510
banish	နျင်ထုတ်	anger	0.509
disfigured	အနာ	anger	0.508
storm	မုန်တိုင်း	anger	0.507
shun	ရှောင်ဖယ်	anger	0.500
suppression	ဖိနှိပ်မှု	anger	0.500
unruly	သရမ်း	anger	0.500
intractable	မထိနျးခြုပျနိုငျ	anger	0.500
ordeal	စုံစမ်းစစ်ဆေးတာကိုခံနေရ	anger	0.500
obstruct	ပိတ်ဆို့ထား	anger	0.500
derogation	derogation	anger	0.500
fervor	လုပ်ရပ်တွေဟာ	anger	0.500
foaming	မွှုပျထ	anger	0.500
derision	ကဲ့ရဲ့	anger	0.500
animus	animus	anger	0.500
rejects	ငြင်းပယ်	anger	0.500
bout	ရင်ဆိုင်တွေ့ဆုံခြင်း	anger	0.500
spear	လှံတံ	anger	0.500
crazy	စိတ်နောက်သော	anger	0.500
brazen	ကြေးဝါ	anger	0.500
antithesis	antithesis	anger	0.500
injustice	မတရားမှုကို	anger	0.500
banished	နှင်ထုတ်	anger	0.500
confined	ချုပ်ထား	anger	0.500
frenzied	ပျော်ပါး	anger	0.500
dominate	စိုးမိုး	anger	0.500
disrupting	နှောင့်ယှက်	anger	0.500
hammering	hammering	anger	0.500
fear	ကြောက်ရွံ့သောစိတ်	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	ဒုက္ခဆင်းရဲကို	anger	0.500
brunt	သောတိုက်ခိုက်မှုများကို	anger	0.500
possessed	သိမ်းယူ	anger	0.500
defy	အန်တု	anger	0.500
scoff	ကဲ့ရဲ့	anger	0.500
patronising	patronizing	anger	0.500
delusional	လှညျ့	anger	0.500
malpractice	သျောလှဲချြော	anger	0.500
reject	ပယ်ချ	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ခိုင်မာခြင်း	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ရူးသွပ်မှု	anger	0.491
sinful	အကုသိုလ်များသော	anger	0.491
avarice	လောဘ	anger	0.490
oppress	ညှင်းပန်း	anger	0.490
disapproved	အတည်မပြု	anger	0.485
inhuman	ရက်စက်သော	anger	0.485
demand	တောင်းဆိုချက်	anger	0.485
abolish	ဖျက်ပယ်	anger	0.485
anathema	ကျိန်ဆဲနိုင်သည်	anger	0.485
fricking	fricking	anger	0.485
complaint	တိုင်ကြားစာ	anger	0.485
disservice	disservice	anger	0.485
smuggler	မှောင်ခိုတင်သွင်း	anger	0.485
revoke	ပြန်ရုပ်သိမ်း	anger	0.485
infraction	infraction	anger	0.485
claw	ခြစ်	anger	0.485
dissident	အတိုက်အခံ	anger	0.485
pervert	မတရားသ	anger	0.485
incest	သှေးရငျးခငျြးကာမဆကျဆံခွငျး	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	နားမထောင်သော	anger	0.485
usurp	လု	anger	0.485
alienate	လွှဲပေး	anger	0.485
avenger	သေစားသေစေသော	anger	0.485
annoyed	မကျေမနပ်	anger	0.485
cutting	ဖြတ်တောက်ခြင်း	anger	0.485
disgrace	အရှကျကှဲခွငျး	anger	0.484
deceit	လိမ်ညာမှု	anger	0.484
suspicious	သံသယဖြစ်ဖွယ်	anger	0.484
thresh	နယ်	anger	0.484
sucker	sucker	anger	0.484
strained	တင်းမာနေ	anger	0.484
blame	အပြစ်တင်	anger	0.484
upheaval	ကသောင်းကနင်း	anger	0.484
renounce	စှနျ့လှ	anger	0.484
obnoxious	obnoxious	anger	0.484
restrain	ဟန့်ထား	anger	0.484
oust	ဖြုတ်ချ	anger	0.484
litigious	litigious	anger	0.484
rivalry	ဘက်ပြိုင်ခြင်း	anger	0.484
penalty	ပြစ်ဒဏ်	anger	0.484
imprisoned	ထောင်ချခံရ	anger	0.484
mocking	အားပျက်ရယ်ပြုထား	anger	0.484
opposed	ဆန့်ကျင်	anger	0.484
turbulence	လှုပ်ရှားထကြွခြင်း	anger	0.483
pound	ပေါင်ချိန်	anger	0.481
coldness	အအေး	anger	0.477
ungrateful	ကြေးဇူးမတငျတတျသော	anger	0.472
battalion	တပ်ရင်း	anger	0.471
stoopid	stoopid	anger	0.471
hostage	ဒါးစာခံ	anger	0.470
infidel	မယုံကြည်သူ	anger	0.470
ram	ရမ်	anger	0.470
accuser	ဘက်	anger	0.470
gall	သည်းခြေ	anger	0.470
subversion	အဖျက်သမား	anger	0.470
annoying	စိတ်ဆိုးစေသော	anger	0.470
adversity	ဒုက္ခ	anger	0.470
dispossessed	နှင်ထုတ်	anger	0.470
friction	ပှတျတိုကျခွငျး	anger	0.470
jealous	မနာလိုတတ်သော	anger	0.470
feudalism	ပဒေသရာဇ်	anger	0.470
armament	လက်နက်ကိရိယာ	anger	0.470
thump	thump	anger	0.469
complain	တိုင်ကြား	anger	0.469
incite	နှိုးဆျော	anger	0.469
steal	ခိုး	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	နားမထောင်	anger	0.469
injury	အနာ	anger	0.469
simmer	မျှတည်ထားပါ	anger	0.469
distress	ဆင်းရဲဒုက္ခဖြစ်။ ယု	anger	0.469
insanity	ရူးသွပ်ခြင်း	anger	0.469
selfish	ငါစှဲ	anger	0.469
huff	huff	anger	0.469
selfishness	တစ်ကိုယ်ကောင်းဆန်	anger	0.469
backoff	backoff	anger	0.469
plunder	လုယူသောဥစ္စာ	anger	0.469
stifled	ဖိနှိပ်ပိတ်ပင်	anger	0.469
subversive	အဖျက်သမား	anger	0.469
exile	ပြည်ပရောက်	anger	0.469
offense	ထိုးစစ်	anger	0.469
objection	ကန့်ကွက်ချက်	anger	0.469
recidivism	recidivism	anger	0.469
smother	လည်မျိုညှစ်	anger	0.469
perpetrator	ပြစ်မှုကျူးလွန်သူ	anger	0.469
dislike	မကြိုက်နှစ်သက်	anger	0.469
disruption	ကှဲခွငျး	anger	0.469
intolerance	သည်းမခံ	anger	0.469
opposition	အတိုက်အခံ	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ခွက်	anger	0.467
agony	သေခြင်းဆင်းရဲ	anger	0.465
arrogant	မောက်မာသော	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	အပေါက်	anger	0.456
elimination	ဖျက်သိမ်းရေး	anger	0.456
picketing	picketing	anger	0.456
haughty	မာနထောင်လွှား	anger	0.456
troublesome	ဒုက္ခ	anger	0.455
clamor	ဆူညံ	anger	0.455
busted	busted	anger	0.455
constraint	သတ်	anger	0.455
crabby	crabby	anger	0.455
veto	ဗိတို	anger	0.455
stubbed	stubbed	anger	0.455
mislead	လှည့်ဖြား	anger	0.455
illicit	တရားမဝင်	anger	0.455
dying	သေဆုံး	anger	0.455
grated	ခြစ်	anger	0.455
idiocy	idiocy	anger	0.455
illegality	တရားမဝင်	anger	0.455
flagrant	ပြောင်	anger	0.455
impermeable	impermeable	anger	0.455
bad	ဆိုးသော	anger	0.453
despotism	အာဏာရှင်	anger	0.453
usurped	usurped	anger	0.453
godless	အဓမ္မ	anger	0.453
disagreeing	disagreeing	anger	0.453
intense	ပြင်းထန်သော	anger	0.453
struggle	တိုကျပှဲ	anger	0.453
suppress	ဖိနှိပ်	anger	0.453
disapproving	သဘောမတူ	anger	0.453
desist	ရပ်တန့်	anger	0.453
bayonet	လှံစွပ်	anger	0.453
displeased	ညှိုး	anger	0.453
hysterical	ခြောကျခြားဖွစျပွီး	anger	0.453
unlawful	တရားဉပဒေနှင့်မညီသော	anger	0.451
wrongly	မမှန်မကန်	anger	0.448
repellent	တွန်းလှန်သော	anger	0.442
wasted	လျော့	anger	0.441
foe	ရန်သူ	anger	0.441
dishonor	အသရေရှုတ်ချ	anger	0.441
wrongful	မတရားသော	anger	0.441
psychosis	စိတ္တ	anger	0.441
aversion	မနှစ်သက်မှု	anger	0.440
punitive	ပြစ်ဒဏ်ခတ်	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	လက်	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ရာဇသံကို	anger	0.439
upset	စိတ်မကောင်းဖြစ်သည်	anger	0.439
worthless	အသုံးမရသော	anger	0.438
deny	ငြင်းပယ်	anger	0.438
ransom	ရွေးနုတ်ဖိုး	anger	0.438
fugitive	ထှကျပွေးသူ	anger	0.438
deleterious	deleterious	anger	0.438
stupidity	မိုက်မဲခြင်း	anger	0.438
abandonment	စွန့်ခွာ	anger	0.438
mucked	mucked	anger	0.438
separatist	ခွဲထွက်ရေး	anger	0.438
irritation	နာကျင်စေခြင်း	anger	0.438
oblivion	ထိုက်သည်အတိုင်းအပြစ်ပေး	anger	0.437
segregate	သီးခြားထား	anger	0.437
payback	payback	anger	0.436
incongruous	incongruous	anger	0.435
eviction	နှင်ထုတ်ခြင်း	anger	0.435
collusion	collusion	anger	0.432
rob	လုယက်	anger	0.431
infidelity	မယုံကြည်ခြင်း	anger	0.429
ravenous	တောကျီးကန်း	anger	0.429
overrun	ရေလွှမ်းမိုး	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	စစ်အုပ်ချုပ်ရေး	anger	0.426
painful	နာကျင်	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	အသင်းမကျေနပ်	anger	0.426
