word	Catalan-ca	emotion	emotion-intensity-score
despotism	despotisme	anger	0.453
usurped	Usurpat	anger	0.453
godless	godless	anger	0.453
disagreeing	en desacord	anger	0.453
intense	intens	anger	0.453
struggle	lluita	anger	0.453
suppress	suprimir	anger	0.453
disapproving	rebutjant	anger	0.453
desist	desistir	anger	0.453
bayonet	bayoneta	anger	0.453
displeased	descontent	anger	0.453
hysterical	histèrica	anger	0.453
unlawful	il·legal	anger	0.451
wrongly	erròniament	anger	0.448
repellent	repel·lent	anger	0.442
wasted	desperdiciat	anger	0.441
foe	enemic	anger	0.441
dishonor	deshonor	anger	0.441
wrongful	injust	anger	0.441
psychosis	psicosi	anger	0.441
aversion	aversió	anger	0.440
punitive	punitiu	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	nudillos	anger	0.439
effigy	efígie	anger	0.439
schism	cisma	anger	0.439
ultimatum	ultimàtum	anger	0.439
upset	molest	anger	0.439
worthless	sense valor	anger	0.438
deny	negar	anger	0.438
ransom	Rescat	anger	0.438
fugitive	fugitiu	anger	0.438
deleterious	perjudicial	anger	0.438
stupidity	estupidesa	anger	0.438
abandonment	abandó	anger	0.438
mucked	mucked	anger	0.438
separatist	separatista	anger	0.438
irritation	irritació	anger	0.438
oblivion	oblit	anger	0.437
segregate	segregar	anger	0.437
payback	retrocés	anger	0.436
incongruous	incongruent	anger	0.435
eviction	desallotjament	anger	0.435
collusion	col · lusió	anger	0.432
rob	robar	anger	0.431
infidelity	infidelitat	anger	0.429
ravenous	rabiós	anger	0.429
overrun	rebutjat	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	presoner	anger	0.426
martial	marcial	anger	0.426
painful	dolorós	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	incrèdul	anger	0.426
rejection	rebuig	anger	0.426
defense	defensa	anger	0.425
powerful	potent	anger	0.424
censor	censurar	anger	0.424
indecency	indecencia	anger	0.424
fraudulent	fraudulent	anger	0.424
gonorrhea	gonorrea	anger	0.424
fallacious	fallida	anger	0.424
concealment	ocultació	anger	0.424
greed	avidesa	anger	0.424
disobedience	desobediència	anger	0.424
fuss	escàndol	anger	0.424
enforce	fer complir	anger	0.424
banger	banger	anger	0.424
commotion	commoció	anger	0.424
defraud	defraudar	anger	0.424
discontent	descontentament	anger	0.424
unsympathetic	poc simpàtic	anger	0.424
exasperation	exasperació	anger	0.424
barb	barb	anger	0.422
banishment	banishment	anger	0.422
sedition	sedició	anger	0.422
misrepresented	mal representat	anger	0.422
snubbed	esbiaixat	anger	0.422
penetration	penetració	anger	0.422
cracked	esquerdat	anger	0.422
annoyance	molèstia	anger	0.422
duel	duel	anger	0.422
penitentiary	penitenciari	anger	0.422
sarcasm	sarcasme	anger	0.422
deportation	deportació	anger	0.422
nettle	ortiga	anger	0.422
scar	cicatriu	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	flagrant	anger	0.420
force	força	anger	0.418
perverse	pervers	anger	0.415
wring	trencament	anger	0.415
bastion	baluard	anger	0.413
grim	tèrmic	anger	0.413
sordid	sòrdid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	sorollosa	anger	0.412
tiff	tiff	anger	0.412
moody	canviant d'humor	anger	0.412
hunting	cacera	anger	0.411
indenture	indenture	anger	0.410
sham	farsa	anger	0.409
squelch	estripar	anger	0.409
awful	horrible	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implicar	anger	0.409
contradict	contradiu	anger	0.409
supremacy	supremacia	anger	0.409
sneak	colar-se	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	retret	anger	0.409
compulsion	compulsió	anger	0.409
inept	inepto	anger	0.409
blockade	bloqueig	anger	0.409
detainee	detingut	anger	0.409
forfeit	perdut	anger	0.409
disappoint	decebre	anger	0.409
lying	estirat	anger	0.408
epidemic	epidèmia	anger	0.406
tremor	tremolor	anger	0.406
rail	ferrocarril	anger	0.406
onerous	onerós	anger	0.406
cacophony	cacofonia	anger	0.406
unthinkable	impensable	anger	0.406
forsaken	abandonat	anger	0.406
delusion	engany	anger	0.406
wrongdoing	malament	anger	0.406
badger	teixó	anger	0.406
antipathy	antipatia	anger	0.406
inequality	desigualtat	anger	0.406
nuisance	molèstia	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	arguments	anger	0.404
affront	afrontament	anger	0.403
traumatic	traumàtic	anger	0.402
libel	libel	anger	0.400
sodding	raspallat	anger	0.400
annoys	molesta	anger	0.400
watchout	ves amb compte	anger	0.398
soslow	molt lent	anger	0.398
frenetic	frenètic	anger	0.397
remiss	remiss	anger	0.397
barge	barcassa	anger	0.396
howl	aullar	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxa	anger	0.394
untoward	sense compromís	anger	0.394
extinguish	extingir	anger	0.394
keyed	clauada	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	falta de respecte	anger	0.394
illegal	il·legal	anger	0.394
rabble	lladre	anger	0.394
actionable	accionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	frau	anger	0.394
sue	demandar	anger	0.394
unfriendly	hostil	anger	0.394
confiscate	confiscar	anger	0.394
brimstone	sofre	anger	0.392
argh	Argh	anger	0.391
pique	pique	anger	0.391
recklessness	imprudència	anger	0.391
earthquake	terratrèmol	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dissolució	anger	0.391
rigged	aparellat	anger	0.391
disagree	discrepar	anger	0.389
lawsuit	demanda	anger	0.386
disused	en desús	anger	0.382
immorality	immoralitat	anger	0.382
despair	desesperació	anger	0.382
difficulty	dificultat	anger	0.379
incurable	incurable	anger	0.379
touchy	tàctil	anger	0.379
coerce	coaccionar	anger	0.379
sizzle	xerraça	anger	0.379
rifle	rifle	anger	0.379
falsification	falsificació	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	Dolor	anger	0.379
picket	piquet	anger	0.378
concussion	concussió	anger	0.377
pessimism	pessimisme	anger	0.375
pitfall	trampa	anger	0.375
infantile	infantil	anger	0.375
disillusionment	desil·lusió	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milícies	anger	0.375
remand	reclam	anger	0.375
faulty	defectuós	anger	0.375
cannon	canó	anger	0.375
rawr	Rawr	anger	0.375
sly	astut	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotisme	anger	0.371
distressing	molestant	anger	0.371
inhibit	inhibir	anger	0.371
vindicate	reivindicar	anger	0.371
schizophrenia	esquizofrènia	anger	0.369
skewed	esbiaixat	anger	0.368
disreputable	indescriptible	anger	0.368
forbidding	prohibir	anger	0.368
conquest	conquesta	anger	0.367
bark	escorça	anger	0.365
leukemia	leucèmia	anger	0.365
barks	ladres	anger	0.364
burke	burke	anger	0.364
challenge	desafiament	anger	0.364
disapprove	rebutjar	anger	0.364
unhappy	infeliç	anger	0.364
retarded	retardat	anger	0.364
warrior	guerrer	anger	0.364
belt	cinturó	anger	0.364
controversial	controvertit	anger	0.359
opinionated	opinionated	anger	0.359
paucity	escassetat	anger	0.359
broken	trencat	anger	0.359
litigate	litigar	anger	0.359
polemic	polèmica	anger	0.359
aftermath	conseqüències	anger	0.359
disliked	no li agradava	anger	0.359
loudness	sonoritat	anger	0.359
restriction	restricció	anger	0.359
cad	Cad	anger	0.359
sectarian	sectari	anger	0.359
incompetence	incompetència	anger	0.359
interrupting	interrompent	anger	0.358
fussy	llepafils	anger	0.357
wench	wench	anger	0.353
misbehavior	mal comportamiento	anger	0.351
gruff	horrible	anger	0.351
remove	eliminar	anger	0.351
brat	Brat	anger	0.351
scarcity	escassetat	anger	0.350
losing	perdent	anger	0.349
pest	plaga	anger	0.348
defect	defecte	anger	0.348
hardened	endurit	anger	0.348
deserted	abandonat	anger	0.348
lie	mentir	anger	0.348
retract	retractar	anger	0.348
untrustworthy	poc fiable	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	decebut	anger	0.348
disagreement	desacord	anger	0.348
stigma	estigma	anger	0.348
ulcer	úlcera	anger	0.348
bias	parcialitat	anger	0.345
negation	negació	anger	0.344
antisocial	antisocial	anger	0.344
evade	evadir	anger	0.344
shoddy	de mala qualitat	anger	0.344
bothering	molestant	anger	0.344
impotence	impotència	anger	0.344
shaky	inestable	anger	0.344
misleading	enganyós	anger	0.344
stripped	despullat	anger	0.344
disclaim	renunciar	anger	0.344
unsettled	inestable	anger	0.344
anxiety	ansietat	anger	0.344
stingy	taca	anger	0.344
deterioration	deteriorament	anger	0.344
pirate	pirata	anger	0.344
unreliable	poc fiable	anger	0.344
interminable	interminable	anger	0.343
disease	malaltia	anger	0.341
meddle	entrometerse	anger	0.341
warp	ur	anger	0.340
averse	aversió	anger	0.338
infamous	infame	anger	0.338
alcoholism	alcoholisme	anger	0.338
row	fila	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	malalt	anger	0.333
encumbrance	gravamen	anger	0.333
scorpion	escorpí	anger	0.333
illegitimate	il·legítim	anger	0.333
witchcraft	bruixeria	anger	0.333
interrupt	interrompre	anger	0.333
paralyzed	paralitzat	anger	0.333
sinner	pecador	anger	0.331
hulk	Hulk	anger	0.329
inconsiderate	desconsiderat	anger	0.329
phony	fals	anger	0.328
spammers	Spammers	anger	0.328
dashed	va trencar	anger	0.328
disqualified	descalificada	anger	0.328
fib	FIB	anger	0.328
hiss	silenci	anger	0.328
brrr	brrr	anger	0.328
resisting	resistint	anger	0.328
victim	víctima	anger	0.328
scapegoat	chivo expiatorio	anger	0.328
tighten	estrenyi	anger	0.328
opponent	oponent	anger	0.328
crusade	croada	anger	0.328
dislocated	dislocat	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	prohibit	anger	0.328
inappropriate	inadequat	anger	0.324
haye	Haye	anger	0.324
loss	pèrdua	anger	0.324
eschew	eviteu	anger	0.324
trickery	trucs	anger	0.324
neglected	descuidat	anger	0.324
canker	canker	anger	0.323
queues	cues	anger	0.318
muff	muff	anger	0.318
crunch	cruixit	anger	0.318
duplicity	duplicitat	anger	0.318
criticism	crítica	anger	0.318
shriek	cridar	anger	0.316
depreciate	depreciar	anger	0.315
poverty	pobresa	anger	0.312
chaff	palla	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	acomiadament	anger	0.312
mortality	mortalitat	anger	0.312
deflate	desinflar	anger	0.312
carelessness	descuit	anger	0.312
dumps	abocadors	anger	0.312
revving	revving	anger	0.309
disallowed	inhabilitat	anger	0.308
thoughtless	sense pensar	anger	0.307
boisterous	boig	anger	0.307
burial	enterrament	anger	0.304
theocratic	teocràtic	anger	0.303
wince	wince	anger	0.303
sullen	indignat	anger	0.303
involution	involució	anger	0.300
senseless	sense sentit	anger	0.297
stalemate	estancament	anger	0.297
depreciated	depreciat	anger	0.297
wasteful	inútil	anger	0.297
hoax	engany	anger	0.297
misuse	mal ús	anger	0.297
getyourown	gotyouwn	anger	0.297
taxed	gravats	anger	0.297
depressed	deprimit	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paràlisi	anger	0.295
displaced	desplaçats	anger	0.294
limited	limitat	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Orc	anger	0.289
ridiculous	ridícul	anger	0.289
teasing	burlar	anger	0.288
sharpen	aguditzar	anger	0.288
react	reacciona	anger	0.288
presumptuous	presumptuós	anger	0.288
spine	columna vertebral	anger	0.288
homeless	sense llar	anger	0.288
hoot	Hoot	anger	0.287
twitchy	nerviós	anger	0.287
barrier	barrera	anger	0.287
myopia	miopia	anger	0.283
contraband	contraban	anger	0.281
disconnects	desconnecta	anger	0.281
spam	correu brossa	anger	0.281
lagging	retardat	anger	0.281
shiver	estremiment	anger	0.281
agh	agh	anger	0.281
restitution	restitució	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatible	anger	0.281
delinquent	delinqüent	anger	0.281
noncompliance	incompliment	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	injustícia	anger	0.279
foray	incursió	anger	0.279
nether	no més	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaduresa	anger	0.273
bogus	fals	anger	0.273
uncaring	sense importar	anger	0.273
shock	xoc	anger	0.269
feisty	feisty	anger	0.269
defendant	acusat	anger	0.266
latent	latent	anger	0.266
rapping	Rapping	anger	0.266
pry	picar	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	suportar	anger	0.266
nopoint	cap punt	anger	0.266
inoperative	inoperant	anger	0.266
quandary	dilema	anger	0.266
inconvenient	inconvenient	anger	0.266
feminism	feminisme	anger	0.266
humbug	humbug	anger	0.266
interrupts	interromp	anger	0.265
fluctuation	fluctuació	anger	0.265
exaggerate	exagerar	anger	0.263
lose	perdre	anger	0.261
patter	patter	anger	0.258
tease	burlar	anger	0.258
furnace	forn	anger	0.258
stone	pedra	anger	0.258
shoplifting	aixecament de botigues	anger	0.258
soldier	soldat	anger	0.258
incompetent	incompetent	anger	0.257
indoctrination	adoctrinament	anger	0.255
skid	skid	anger	0.250
notoriety	notorietat	anger	0.250
falsehood	falsedat	anger	0.250
untrue	fals	anger	0.250
mastery	domini	anger	0.250
tripping	disparar	anger	0.250
nonsense	sense sentit	anger	0.250
unfollow	deixar de seguir	anger	0.250
noisy	sorollós	anger	0.250
pouting	picant	anger	0.250
cane	canya	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	coet	anger	0.250
complicate	complicar	anger	0.250
socialist	socialista	anger	0.250
lawyer	advocat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Majúscules activades	anger	0.242
fenced	tancat	anger	0.242
obstacle	obstacle	anger	0.242
halter	halter	anger	0.242
witch	bruixa	anger	0.242
vampire	vampir	anger	0.242
detract	detriment	anger	0.242
ringer	timbre	anger	0.242
frowning	arrufat el nas	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	fam	anger	0.235
recession	recessió	anger	0.234
lava	lava	anger	0.234
shell	closca	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifa	anger	0.234
failing	fallant	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	malvat	anger	0.234
politics	política	anger	0.234
undesirable	indesitjable	anger	0.231
darkness	foscor	anger	0.227
versus	contra	anger	0.227
resign	resignar	anger	0.227
copycat	copycat	anger	0.227
soaked	mullat	anger	0.226
unfulfilled	incomplert	anger	0.225
abandoned	abandonat	anger	0.222
bankruptcy	fallida	anger	0.221
owing	degut	anger	0.221
unattainable	inabastable	anger	0.221
unhelpful	inútil	anger	0.219
twitching	tremolors	anger	0.219
confusion	confusió	anger	0.219
mosquito	mosquit	anger	0.219
warden	guardià	anger	0.219
misconception	equívoca	anger	0.219
compress	comprimir	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	eina	anger	0.219
nosey	boig	anger	0.213
overpriced	molt car	anger	0.212
harry	harry	anger	0.212
shortage	escassetat	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	Overplayed	anger	0.206
possession	possessió	anger	0.206
desert	desert	anger	0.206
pout	pout	anger	0.203
uninvited	no convidat	anger	0.203
arraignment	expedient	anger	0.203
inefficient	ineficient	anger	0.203
rook	rook	anger	0.203
unlucky	mala sort	anger	0.203
unpaid	sense pagar	anger	0.203
backbone	columna vertebral	anger	0.203
sentence	frase	anger	0.203
powerless	impotent	anger	0.203
court	tribunal	anger	0.199
endless	interminable	anger	0.198
adverts	anuncis	anger	0.197
delay	retard	anger	0.197
misstatement	equivocació incorrecta	anger	0.197
distracted	distret	anger	0.197
misunderstanding	malentès	anger	0.195
excite	excitar	anger	0.191
inadmissible	inadmissible	anger	0.191
lightning	raig	anger	0.189
incase	en cas de	anger	0.188
preclude	exclou	anger	0.188
insecure	insegur	anger	0.188
mournful	lamentable	anger	0.188
rating	qualificació	anger	0.182
mistress	amant	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	reclamant	anger	0.182
insist	insistir	anger	0.182
distracting	distreure	anger	0.182
opium	opi	anger	0.180
willful	voluntari	anger	0.176
deserve	mereixen	anger	0.176
insists	insisteix	anger	0.175
treat	tractar	anger	0.175
misplace	esborrar	anger	0.172
indecisive	indecís	anger	0.172
gibberish	gibberish	anger	0.172
fleece	vellesa	anger	0.172
fee	tarifa	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	alliberar	anger	0.172
excitation	excitació	anger	0.172
hormonal	hormonal	anger	0.172
mighty	poderós	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	desigual	anger	0.167
insufficiency	insuficiència	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	negociació	anger	0.167
mule	mula	anger	0.167
insignificant	insignificant	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferència	anger	0.156
rheumatism	reumatisme	anger	0.156
coop	coop	anger	0.156
forearm	avantbraç	anger	0.156
uncertain	incert	anger	0.152
bee	abella	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	implicació	anger	0.152
disinformation	desinformació	anger	0.152
attorney	advocat	anger	0.152
underpaid	mal pagat	anger	0.152
pretending	fingint	anger	0.152
campaigning	campanyes	anger	0.151
hopelessness	desesperança	anger	0.149
feeling	sensació	anger	0.147
legalized	legalitzat	anger	0.145
caution	precaució	anger	0.145
subsidy	subsidi	anger	0.141
obliging	obligant	anger	0.141
morals	moral	anger	0.141
sterling	esterlina	anger	0.141
wimpy	boig	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saló	anger	0.136
repay	pagar	anger	0.136
blemish	taques	anger	0.136
surcharge	recàrrec	anger	0.136
geez	geez	anger	0.136
birch	bedoll	anger	0.135
noob	Novell	anger	0.133
honk	honk	anger	0.133
orchestra	orquestra	anger	0.132
competitive	competitiu	anger	0.125
wireless	sense fils	anger	0.125
standstill	parada	anger	0.125
mosque	mesquita	anger	0.122
reversal	reversió	anger	0.121
inattention	desatenció	anger	0.121
lace	encaix	anger	0.118
elbow	colze	anger	0.117
instinctive	instintiva	anger	0.112
chant	chant	anger	0.111
lonely	solitari	anger	0.109
gnome	gnome	anger	0.109
tolerate	tolerar	anger	0.106
management	gestió	anger	0.102
advocacy	advocacia	anger	0.100
moral	moral	anger	0.094
roadworks	obres vials	anger	0.091
honest	honesta	anger	0.087
forgetful	oblidat	anger	0.076
gent	gent	anger	0.076
liquor	licor	anger	0.075
money	diners	anger	0.074
hood	caputxa	anger	0.071
curriculum	currículum	anger	0.063
words	paraules	anger	0.062
smell	olor	anger	0.061
elf	elf	anger	0.061
playful	juganer	anger	0.061
opera	òpera	anger	0.061
nurture	nodrir	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	conseller	anger	0.059
trumpet	trompeta	anger	0.059
birthplace	lloc de naixement	anger	0.051
ribbon	cinta	anger	0.047
youth	joves	anger	0.045
vote	votar	anger	0.045
cash	efectiu	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	Dame	anger	0.030
waffle	gofres	anger	0.030
buffet	bufet	anger	0.029
celebrity	celebritat	anger	0.026
autocorrect	correcció automàtica	anger	0.015
sisterhood	germanor	anger	0.015
musical	musical	anger	0.011
tree	arbre	anger	0.000
anticipation	anticipació	anticipation	0.859
excited	emocionat	anticipation	0.859
anticipate	anticipar	anticipation	0.820
excitement	emoció	anticipation	0.820
