word	Hebrew-iw	emotion	emotion-intensity-score
unforgiving	סלחנית	anger	0.515
unleash	לשחרר	anger	0.515
coercion	כְּפִיָה	anger	0.515
scold	לִנְזוֹף	anger	0.515
chaos	אי סדר	anger	0.515
grump	גניחה	anger	0.515
roar	שְׁאָגָה	anger	0.515
jerks	מטומטמים	anger	0.515
poaching	ציד	anger	0.515
hangry	תולה	anger	0.515
pow	פאו	anger	0.515
poachers	ציידים	anger	0.515
argumentation	הַנמָקָה	anger	0.515
frustrating	מתסכל	anger	0.515
tussle	לְהִתְקוֹטֵט	anger	0.514
bane	רַעַל	anger	0.511
accusation	הַאֲשָׁמָה	anger	0.510
repudiation	דחייה	anger	0.510
enmity	אֵיבָה	anger	0.510
banish	לְגַרֵשׁ	anger	0.509
disfigured	מעוות	anger	0.508
storm	סערה	anger	0.507
shun	לְהִתְרַחֵק	anger	0.500
suppression	הַדחָקָה	anger	0.500
unruly	פָּרוּעַ	anger	0.500
intractable	סוֹרֵר	anger	0.500
ordeal	מִבְחָן	anger	0.500
obstruct	לחסום	anger	0.500
derogation	גניבה	anger	0.500
fervor	לַהַט	anger	0.500
foaming	הַקצָפָה	anger	0.500
derision	לַעַג	anger	0.500
animus	עוֹיְנוּת	anger	0.500
rejects	דוחה	anger	0.500
bout	הֶתקֵף	anger	0.500
spear	חנית	anger	0.500
crazy	מְטוּרָף	anger	0.500
brazen	חוצפן	anger	0.500
antithesis	אַנְטִיתֵזָה	anger	0.500
injustice	אי צדק	anger	0.500
banished	גורש	anger	0.500
confined	מוּגבָּל	anger	0.500
frenzied	מִשׁתוֹלֵל	anger	0.500
dominate	לִשְׁלוֹט	anger	0.500
disrupting	משבש	anger	0.500
hammering	פטיש	anger	0.500
fear	פַּחַד	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	צַעַר	anger	0.500
brunt	נֵטֶל	anger	0.500
possessed	בעל	anger	0.500
defy	לְהַתְרִיס	anger	0.500
scoff	לְלַגלֵג	anger	0.500
patronising	מתנשא	anger	0.500
delusional	הוזה	anger	0.500
malpractice	הַזנָחָה פּוֹשַׁעַת	anger	0.500
reject	לִדחוֹת	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	קשיחות	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	שִׁגָעוֹן	anger	0.491
sinful	חוֹטֵא	anger	0.491
avarice	חַמדָנוּת	anger	0.490
oppress	לְדַכֵּא	anger	0.490
disapproved	לא אושרה	anger	0.485
inhuman	לֹא אֶנוֹשִׁי	anger	0.485
demand	לִדרוֹשׁ	anger	0.485
abolish	לְבַטֵל	anger	0.485
anathema	חֵרֶם	anger	0.485
fricking	אימים כאן	anger	0.485
complaint	תְלוּנָה	anger	0.485
disservice	שֵׁרוּת דוֹב	anger	0.485
smuggler	מַברִיחַ	anger	0.485
revoke	לְבַטֵל	anger	0.485
infraction	הפרה	anger	0.485
claw	טוֹפֶר	anger	0.485
dissident	פּוֹרֵשׁ	anger	0.485
pervert	סוטה	anger	0.485
incest	גילוי עריות	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	סָרְבָנִי	anger	0.485
usurp	לַחמוֹס	anger	0.485
alienate	לְהַרְחִיק	anger	0.485
avenger	נוֹקֵם	anger	0.485
annoyed	מְרוּגָז	anger	0.485
cutting	גְזִירָה	anger	0.485
disgrace	חרפה	anger	0.484
deceit	תַרמִית	anger	0.484
suspicious	חָשׁוּד	anger	0.484
thresh	לָדוּשׁ	anger	0.484
sucker	פֶּתִי	anger	0.484
strained	מָתוּחַ	anger	0.484
blame	אשמה	anger	0.484
upheaval	מַהְפָּך	anger	0.484
renounce	לְהִתְכַּחֵשׁ	anger	0.484
obnoxious	מְגוּנֶה	anger	0.484
restrain	לְרַסֵן	anger	0.484
oust	לְגַרֵשׁ	anger	0.484
litigious	דתיים	anger	0.484
rivalry	יְרִיבוּת	anger	0.484
penalty	עוֹנֶשׁ	anger	0.484
imprisoned	כָּלוּא	anger	0.484
mocking	לַעֲגָנִי	anger	0.484
opposed	מִתנַגֵד	anger	0.484
turbulence	מְעַרבּוֹלֶת	anger	0.483
pound	לִירָה	anger	0.481
coldness	קְרִירוּת	anger	0.477
ungrateful	כְּפוּי טוֹבָה	anger	0.472
battalion	גְדוּד	anger	0.471
stoopid	חמור	anger	0.471
hostage	בן ערובה	anger	0.470
infidel	כּוֹפֵר	anger	0.470
ram	RAM	anger	0.470
accuser	מַאֲשִׁים	anger	0.470
gall	חוּצפָּה	anger	0.470
subversion	חַתרָנוּת	anger	0.470
annoying	מְעַצבֵּן	anger	0.470
adversity	מְצוּקָה	anger	0.470
dispossessed	מנושל	anger	0.470
friction	חיכוך	anger	0.470
jealous	קַנָאִי	anger	0.470
feudalism	פֵאוֹדָלִיוּת	anger	0.470
armament	הְתחַמְשׁוּת	anger	0.470
thump	חֲבָטָה	anger	0.469
complain	לְהִתְלוֹנֵן	anger	0.469
incite	לְהַסִית	anger	0.469
steal	לִגנוֹב	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	לְהַמרוֹת	anger	0.469
injury	פציעה	anger	0.469
simmer	רְתִיחָה	anger	0.469
distress	מְצוּקָה	anger	0.469
insanity	אי שפיות	anger	0.469
selfish	אָנוֹכִי	anger	0.469
huff	רוֹגֶז	anger	0.469
selfishness	אָנוֹכִיוּת	anger	0.469
backoff	התרחק	anger	0.469
plunder	בְּזִיזָה	anger	0.469
stifled	חָנוּק	anger	0.469
subversive	חַתרָנִי	anger	0.469
exile	גלות	anger	0.469
offense	עבירה	anger	0.469
objection	הִתנַגְדוּת	anger	0.469
recidivism	הִשָׁנוּת	anger	0.469
smother	לְהַחנִיק	anger	0.469
perpetrator	עבריין	anger	0.469
dislike	לִשְׂנוֹא	anger	0.469
disruption	הפרעה	anger	0.469
intolerance	חוסר סובלנות	anger	0.469
opposition	הִתנַגְדוּת	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ספל	anger	0.467
agony	יסורים	anger	0.465
arrogant	יָהִיר	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	לפרוק	anger	0.456
elimination	חיסול	anger	0.456
picketing	עִגוּן	anger	0.456
haughty	יָהִיר	anger	0.456
troublesome	בעייתי	anger	0.455
clamor	צְעָקָה	anger	0.455
busted	פרוע	anger	0.455
constraint	אילוץ	anger	0.455
crabby	crabby	anger	0.455
veto	וֵטוֹ	anger	0.455
stubbed	מקומטת	anger	0.455
mislead	להוליך שולל	anger	0.455
illicit	לֹא חוּקִי	anger	0.455
dying	גְסִיסָה	anger	0.455
grated	מְגוּרָד	anger	0.455
idiocy	טִמטוּם הַמוֹחַ	anger	0.455
illegality	אִי חוּקִיוּת	anger	0.455
flagrant	מַחְפִּיר	anger	0.455
impermeable	בִּלתִי חָדִיר	anger	0.455
bad	רַע	anger	0.453
despotism	עָרִיצוּת	anger	0.453
usurped	גוזלים	anger	0.453
godless	כּוֹפֵר	anger	0.453
disagreeing	מחלוקת	anger	0.453
intense	אִינטֶנסִיבִי	anger	0.453
struggle	מַאֲבָק	anger	0.453
suppress	לדכא	anger	0.453
disapproving	שביעות רצון	anger	0.453
desist	לַחְדוֹל	anger	0.453
bayonet	כִּידוֹן	anger	0.453
displeased	לא מרוצה	anger	0.453
hysterical	הִיסטֵרִי	anger	0.453
unlawful	לֹא חוּקִי	anger	0.451
wrongly	בטעות	anger	0.448
repellent	דוֹחֶה	anger	0.442
wasted	מבוזבז	anger	0.441
foe	אוֹיֵב	anger	0.441
dishonor	חֶרפָּה	anger	0.441
wrongful	לֹא צוֹדֵק	anger	0.441
psychosis	פְּסִיכוֹזָה	anger	0.441
aversion	סְלִידָה	anger	0.440
punitive	מַעֲנִישׁ	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	פרקי אצבעות	anger	0.439
effigy	דְמוּת	anger	0.439
schism	קֶרַע	anger	0.439
ultimatum	אוּלְטִימָטוּם	anger	0.439
upset	להרגיז	anger	0.439
worthless	חסר ערך	anger	0.438
deny	לְהַכּחִישׁ	anger	0.438
ransom	כּוֹפֶר	anger	0.438
fugitive	נִמלָט	anger	0.438
deleterious	מזיק	anger	0.438
stupidity	טִפּשׁוּת	anger	0.438
abandonment	נְטִישָׁה	anger	0.438
mucked	מרופט	anger	0.438
separatist	בַּדְלָנִי	anger	0.438
irritation	הַקפָּדָה	anger	0.438
oblivion	שִׁכחָה	anger	0.437
segregate	לְבוּדֵד	anger	0.437
payback	החזר	anger	0.436
incongruous	לֹא מַתְאִים	anger	0.435
eviction	פינוי	anger	0.435
collusion	קְנוּנִיָה	anger	0.432
rob	לִשְׁדוֹד	anger	0.431
infidelity	בְּגִידָה	anger	0.429
ravenous	מוּרעָב	anger	0.429
overrun	הצפת	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	מְבַשֵׂר	anger	0.426
martial	צְבָאִי	anger	0.426
painful	כּוֹאֵב	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	סַפקָנִי	anger	0.426
rejection	דְחִיָה	anger	0.426
defense	הֲגָנָה	anger	0.425
powerful	חָזָק	anger	0.424
censor	צֶנזוֹר	anger	0.424
indecency	חוסר הגינות	anger	0.424
fraudulent	רַמַאִי	anger	0.424
gonorrhea	זִיבָה	anger	0.424
fallacious	מוּטעֶה	anger	0.424
concealment	הַסתָרָה	anger	0.424
greed	חמדנות	anger	0.424
disobedience	אי ציות	anger	0.424
fuss	מהומה	anger	0.424
enforce	לֶאֱכוֹף	anger	0.424
banger	באנגר	anger	0.424
commotion	רַחַשׁ	anger	0.424
defraud	לְהוֹנוֹת	anger	0.424
discontent	אִי שְׂבִיעוּת רָצוֹן	anger	0.424
unsympathetic	לא סימפטי	anger	0.424
exasperation	רוֹגֶז	anger	0.424
barb	עוֹקֶץ	anger	0.422
banishment	הַגלָיָה	anger	0.422
sedition	הֲסָתָה	anger	0.422
misrepresented	מייצגת	anger	0.422
snubbed	נחרד	anger	0.422
penetration	חֲדִירָה	anger	0.422
cracked	סדוק	anger	0.422
annoyance	מוֹרַת רוֹחַ	anger	0.422
duel	דוּ קְרָב	anger	0.422
penitentiary	כֵּלֵא	anger	0.422
sarcasm	סרקזם	anger	0.422
deportation	גֵרוּשׁ	anger	0.422
nettle	סִרְפָּד	anger	0.422
scar	צַלֶקֶת	anger	0.422
bang	לִדפּוֹק	anger	0.422
cur	cur	anger	0.422
blatant	גַס	anger	0.420
force	כּוֹחַ	anger	0.418
perverse	סוֹטֶה	anger	0.415
wring	לִסְחוֹט	anger	0.415
bastion	מִבצָר	anger	0.413
grim	זוֹעֵף	anger	0.413
sordid	מוּשׁחָת	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	זָעוּף	anger	0.412
tiff	רִיב	anger	0.412
moody	מְצוּבּרָח	anger	0.412
hunting	ציד	anger	0.411
indenture	-	anger	0.410
sham	בְּלוֹף	anger	0.409
squelch	לְהַשְׁתִיק	anger	0.409
awful	נורא	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	לְסַבֵּך	anger	0.409
contradict	לִסְתוֹר	anger	0.409
supremacy	עֶליוֹנוּת	anger	0.409
sneak	לְהִתְגַנֵב	anger	0.409
cantwin	קנטווין	anger	0.409
reproach	תוֹכֵחָה	anger	0.409
compulsion	כּוֹרַח	anger	0.409
inept	שׁטוּתִי	anger	0.409
blockade	הֶסגֵר	anger	0.409
detainee	עָצִיר	anger	0.409
forfeit	לְחַלֵט	anger	0.409
disappoint	לְאַכזֵב	anger	0.409
lying	שֶׁקֶר	anger	0.408
epidemic	מַגֵפָה	anger	0.406
tremor	רַעַד	anger	0.406
rail	רכבת	anger	0.406
onerous	מַכבִּיד	anger	0.406
cacophony	קָקוֹפוֹניָה	anger	0.406
unthinkable	לא יעלה על הדעת	anger	0.406
forsaken	עָזוּב	anger	0.406
delusion	אשליה	anger	0.406
wrongdoing	עוול	anger	0.406
badger	גִירִית	anger	0.406
antipathy	סְלִידָה	anger	0.406
inequality	אי שיוויון	anger	0.406
nuisance	מטרד	anger	0.406
scrapie	שטויות	anger	0.406
wop	וופ	anger	0.406
arguments	ארגומנטים	anger	0.404
affront	עֶלבּוֹן	anger	0.403
traumatic	טְרַאוּמָטִי	anger	0.402
libel	עֲלִילָה	anger	0.400
sodding	סודינג	anger	0.400
annoys	annoys	anger	0.400
watchout	היזהר	anger	0.398
soslow	כל כך לאט	anger	0.398
frenetic	יוֹצֵא מִכֵּלָיו	anger	0.397
remiss	רַשְׁלָנִי	anger	0.397
barge	דוֹבְרָה	anger	0.396
howl	יְלָלָה	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	אִגרוּף	anger	0.394
untoward	סוֹרֵר	anger	0.394
extinguish	לְכַבּוֹת	anger	0.394
keyed	המפתח	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	זִלזוּל	anger	0.394
illegal	בִּלתִי חוּקִי	anger	0.394
rabble	אֲסַפסוּף	anger	0.394
actionable	ניתנת לפעולה	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	הונאה	anger	0.394
sue	לתבוע	anger	0.394
unfriendly	לֹא יְדִידוּתִי	anger	0.394
confiscate	לְהַחרִים	anger	0.394
brimstone	גופרית	anger	0.392
argh	argh	anger	0.391
pique	טִינָה	anger	0.391
recklessness	פזיזות	anger	0.391
earthquake	רעידת אדמה	anger	0.391
grrrrr	גררר	anger	0.391
dissolution	התפרקות	anger	0.391
rigged	מְבוּיָם	anger	0.391
disagree	לא מסכים	anger	0.389
lawsuit	תביעה משפטית	anger	0.386
disused	מבולבל	anger	0.382
immorality	אִי מוּסָרִיוּת	anger	0.382
despair	יאוש	anger	0.382
difficulty	קושי	anger	0.379
incurable	חָשׁוּך מַרפֵּא	anger	0.379
touchy	רָגִישׁ	anger	0.379
coerce	לִכפּוֹת	anger	0.379
sizzle	לִרְחוֹשׁ	anger	0.379
rifle	רובה	anger	0.379
falsification	זִיוּף	anger	0.379
pokes	דוקר	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	דַלֶקֶת	anger	0.379
picket	משמרת	anger	0.378
concussion	זַעֲזוּעַ	anger	0.377
pessimism	פֶּסִימִיוּת	anger	0.375
pitfall	מִכשׁוֹל	anger	0.375
infantile	יַלדוּתִי	anger	0.375
disillusionment	הִתפַּכְּחוּת	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	מִילִיצִיָה	anger	0.375
remand	הַאֲרָכַת מַעְצָר	anger	0.375
faulty	פָּגוּם	anger	0.375
cannon	תוֹתָח	anger	0.375
rawr	rawr	anger	0.375
sly	ערמומי	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	פּרוֹטֶקצִיָה	anger	0.371
distressing	מְצַעֵר	anger	0.371
inhibit	לעכב	anger	0.371
vindicate	לְהַצְדִיק	anger	0.371
schizophrenia	סכִיזוֹפרֶנִיָה	anger	0.369
skewed	מוטה	anger	0.368
disreputable	לֹא מְכוּבָּד	anger	0.368
forbidding	מַפְחִיד	anger	0.368
conquest	כיבוש	anger	0.367
bark	לִנְבּוּחַ	anger	0.365
leukemia	לוקמיה	anger	0.365
barks	נביחות	anger	0.364
burke	בורקה	anger	0.364
challenge	אתגר	anger	0.364
disapprove	לא לאשר	anger	0.364
unhappy	אוּמלָל	anger	0.364
retarded	מְפַגֵר	anger	0.364
warrior	לוֹחֶם	anger	0.364
belt	חֲגוֹרָה	anger	0.364
controversial	שנוי במחלוקת	anger	0.359
opinionated	דוֹגמָטִי	anger	0.359
paucity	מַחְסוֹר	anger	0.359
broken	שָׁבוּר	anger	0.359
litigate	Lit מצ	anger	0.359
polemic	פּוֹלמוֹסִי	anger	0.359
aftermath	אחרי	anger	0.359
disliked	לא אהב	anger	0.359
loudness	קוֹלָנִיוּת	anger	0.359
restriction	הַגבָּלָה	anger	0.359
cad	cad	anger	0.359
sectarian	כַּת	anger	0.359
incompetence	חוֹסֶר כִּשָׁרוֹן	anger	0.359
interrupting	קוטע	anger	0.358
fussy	מַקפִּיד בִּקְטָנוֹת	anger	0.357
wench	בַּחוּרָה	anger	0.353
misbehavior	הִתְנַהֲגוּת פְּסוּלָה	anger	0.351
gruff	צָרוּד	anger	0.351
remove	לְהַסִיר	anger	0.351
brat	פִּרחָח	anger	0.351
scarcity	מַחְסוֹר	anger	0.350
losing	לאבד	anger	0.349
pest	טַרדָן	anger	0.348
defect	פְּגָם	anger	0.348
hardened	מוּקשֶׁה	anger	0.348
deserted	נָטוּשׁ	anger	0.348
lie	שקר	anger	0.348
retract	לָסֶגֶת	anger	0.348
untrustworthy	לא אמין	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	מְאוּכזָב	anger	0.348
disagreement	מחלוקת	anger	0.348
stigma	סטִיגמָה	anger	0.348
ulcer	כִּיב	anger	0.348
bias	הֲטָיָה	anger	0.345
negation	שְׁלִילָה	anger	0.344
antisocial	אַנְטִי חֵבְרָתִי	anger	0.344
evade	לְהִתְחַמֵק	anger	0.344
shoddy	זוֹל	anger	0.344
bothering	מטריד	anger	0.344
impotence	עֲקָרוּת	anger	0.344
shaky	רָעוּעַ	anger	0.344
misleading	מַטעֶה	anger	0.344
stripped	חָשׂוּף	anger	0.344
disclaim	להתכחש	anger	0.344
unsettled	לֹא יַצִיב	anger	0.344
anxiety	חֲרָדָה	anger	0.344
stingy	קַמצָן	anger	0.344
deterioration	הְתדַרדְרוּת	anger	0.344
pirate	שׁוֹדֵד יָם	anger	0.344
unreliable	לֹא מְהֵימָן	anger	0.344
interminable	נִמשָׁך לְלֹא סוֹף	anger	0.343
disease	מַחֲלָה	anger	0.341
meddle	לְהִתְעַרֵב	anger	0.341
warp	לְעַקֵם	anger	0.340
averse	מִתנַגֵד	anger	0.338
infamous	מְתוֹעָב	anger	0.338
alcoholism	כָּהֳלִיוּת	anger	0.338
row	שׁוּרָה	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	חולה	anger	0.333
encumbrance	מַעֲמָסָה	anger	0.333
scorpion	עַקרָב	anger	0.333
illegitimate	לֹא חוּקִי	anger	0.333
witchcraft	כישוף	anger	0.333
interrupt	לְהַפְרִיעַ	anger	0.333
paralyzed	מְשׁוּתָק	anger	0.333
sinner	חוֹטֵא	anger	0.331
hulk	האלק	anger	0.329
inconsiderate	לֹא מִתְחַשֵׁב	anger	0.329
phony	מְזוּיָף	anger	0.328
spammers	שולחי דואר זבל	anger	0.328
dashed	מקווקו	anger	0.328
disqualified	פָּסוּל	anger	0.328
fib	שֶׁקֶר	anger	0.328
hiss	לִלְחוֹשׁ	anger	0.328
brrr	ברר	anger	0.328
resisting	התנגדות	anger	0.328
victim	קורבן	anger	0.328
scapegoat	שָׂעִיר לַעֲזָאזֵל	anger	0.328
tighten	לְהַדֵק	anger	0.328
opponent	יָרִיב	anger	0.328
crusade	מַסָע צְלָב	anger	0.328
dislocated	נקע	anger	0.328
grumpy	מְמוּרמָר	anger	0.328
prohibited	אָסוּר	anger	0.328
inappropriate	לא ראוי	anger	0.324
haye	היי	anger	0.324
loss	הֶפסֵד	anger	0.324
eschew	לְהִמָנַע	anger	0.324
trickery	רַמָאוּת	anger	0.324
neglected	מוזנח	anger	0.324
canker	כִּיב	anger	0.323
queues	תורים	anger	0.318
muff	יְדוֹנִית	anger	0.318
crunch	לִכסוֹס	anger	0.318
duplicity	צְבִיעוּת	anger	0.318
criticism	ביקורת	anger	0.318
shriek	לִצְרוֹחַ	anger	0.316
depreciate	לָרֶדֶת בְּעֵרכּוֹ	anger	0.315
poverty	עוני	anger	0.312
chaff	מוֹץ	anger	0.312
dupe	פֶּתִי	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	הֲדָחָה	anger	0.312
mortality	תמותה	anger	0.312
deflate	לְהוֹצִיא אֲוִיר	anger	0.312
carelessness	רשלנות	anger	0.312
dumps	מזבלות	anger	0.312
revving	התנעה	anger	0.309
disallowed	אסור	anger	0.308
thoughtless	חֲסַר מַחֲשָׁבָה	anger	0.307
boisterous	שׁוֹבָב	anger	0.307
burial	קְבוּרָה	anger	0.304
theocratic	תיאוקרטית	anger	0.303
wince	להתכווץ	anger	0.303
sullen	קוֹדֵר	anger	0.303
involution	לִפּוּף	anger	0.300
senseless	חֲסַר טַעַם	anger	0.297
stalemate	מָבוֹי סָתוּם	anger	0.297
depreciated	פוחת	anger	0.297
wasteful	בַּזבְּזָנִי	anger	0.297
hoax	מתיחה	anger	0.297
misuse	שימוש לא נכון	anger	0.297
getyourown	getyourown	anger	0.297
taxed	במס	anger	0.297
depressed	מְדוּכָּא	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	שיתוק	anger	0.295
displaced	עָקוּר	anger	0.294
limited	מוגבל	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	מְגוּחָך	anger	0.289
teasing	מתגרה	anger	0.288
sharpen	לְחַדֵד	anger	0.288
react	לְהָגִיב	anger	0.288
presumptuous	יָהִיר	anger	0.288
spine	עַמוּד הַשִׁדרָה	anger	0.288
homeless	חֲסַר בַּיִת	anger	0.288
hoot	לִצְפּוֹר	anger	0.287
