word	Amharic-am	emotion	emotion-intensity-score
fervor	ትዕግስት	anger	0.500
foaming	አረፋ	anger	0.500
derision	መሳቂያ	anger	0.500
animus	ትዕቢት	anger	0.500
rejects	ይቀበላል	anger	0.500
bout	ጉልበት	anger	0.500
spear	ጦር	anger	0.500
crazy	እብድ	anger	0.500
brazen	ብርሀን	anger	0.500
antithesis	ተቀናቃኝ	anger	0.500
injustice	ኢፍትሐዊነት	anger	0.500
banished	ተባረረ	anger	0.500
confined	ተገድቧል	anger	0.500
frenzied	ፈገግታ	anger	0.500
dominate	የበላይ ነው	anger	0.500
disrupting	ጣልቃ መግባት	anger	0.500
hammering	መጮህ	anger	0.500
fear	ፍርሃት	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	የሚያስጨንቅ	anger	0.500
brunt	ጉልበተኛ	anger	0.500
possessed	የተያዘ	anger	0.500
defy	ተከላካይ	anger	0.500
scoff	ማጭበርበር	anger	0.500
patronising	መደገፍ	anger	0.500
delusional	ፍርሀት	anger	0.500
malpractice	ጉልበተኝነት	anger	0.500
reject	አትቀበል	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ጥንካሬ	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	እብድ	anger	0.491
sinful	ኃጢአተኛ	anger	0.491
avarice	አበረታች	anger	0.490
oppress	መጨቆን	anger	0.490
disapproved	አልፀደቀም	anger	0.485
inhuman	ኢሰብአዊ	anger	0.485
demand	ጥያቄ	anger	0.485
abolish	አጠፋ	anger	0.485
anathema	አስነዋሪ	anger	0.485
fricking	መቁረጥ	anger	0.485
complaint	ቅሬታ	anger	0.485
disservice	መበላሸት	anger	0.485
smuggler	አጭበርባሪ	anger	0.485
revoke	ሻር	anger	0.485
infraction	ቅጣይ	anger	0.485
claw	ጥፍር	anger	0.485
dissident	ተቃዋሚ	anger	0.485
pervert	ጠበቀ	anger	0.485
incest	ልጅ ወለደች	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	አለመታዘዝ	anger	0.485
usurp	መራቅ	anger	0.485
alienate	ተገለለ	anger	0.485
avenger	ተበዳዩ	anger	0.485
annoyed	የተናደደ	anger	0.485
cutting	መቁረጥ	anger	0.485
disgrace	ኀፍረት	anger	0.484
deceit	ማታለል	anger	0.484
suspicious	ተጠራጣሪ	anger	0.484
thresh	አረም	anger	0.484
sucker	ሱኪር	anger	0.484
strained	ተዳክሟል	anger	0.484
blame	ጥፋተኛ ነኝ	anger	0.484
upheaval	አስደንጋጭ	anger	0.484
renounce	ሰርዝ	anger	0.484
obnoxious	ወራሪዎች	anger	0.484
restrain	ተይዟል	anger	0.484
oust	አባብ	anger	0.484
litigious	ክርክር	anger	0.484
rivalry	ፉክክር	anger	0.484
penalty	ቅጣት	anger	0.484
imprisoned	ታስሯል	anger	0.484
mocking	ማሾፍ	anger	0.484
opposed	ተቃዋሚ	anger	0.484
turbulence	ሁከት	anger	0.483
pound	ፓውንድ	anger	0.481
coldness	ቅዝቃዜ	anger	0.477
ungrateful	ምስጋና ቢስ ናቸው	anger	0.472
battalion	ጥገኛ	anger	0.471
stoopid	ስቶፒድድ	anger	0.471
hostage	ታጋሽ	anger	0.470
infidel	የማይታመን	anger	0.470
ram	ራንደም አክሰስ ሜሞሪ	anger	0.470
accuser	ተከሳሽ	anger	0.470
gall	ሐሞት	anger	0.470
subversion	ማስፈራራት	anger	0.470
annoying	የሚያበሳጭ	anger	0.470
adversity	መከራ	anger	0.470
dispossessed	ተዳክሟል	anger	0.470
friction	ግጭት	anger	0.470
jealous	ቅናት	anger	0.470
feudalism	ፊውዳሊዝም	anger	0.470
armament	የጦር መሣሪያ	anger	0.470
thump	እብጠት	anger	0.469
complain	ማጉረምረም	anger	0.469
incite	ማነቅ	anger	0.469
steal	መስረቅ	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	አለመታዘዝ	anger	0.469
injury	ጉዳት	anger	0.469
simmer	ፈንጠዝ	anger	0.469
distress	ጭንቀት	anger	0.469
insanity	እብሪተኝነት	anger	0.469
selfish	ራስ ወዳድነት	anger	0.469
huff	ፍራፍሬ	anger	0.469
selfishness	ራስ ወዳድነት	anger	0.469
backoff	ዘወር በል	anger	0.469
plunder	ዘረፋ	anger	0.469
stifled	ተጎድቷል	anger	0.469
subversive	ዘረፋ	anger	0.469
exile	ግዞት	anger	0.469
offense	መሰናከል	anger	0.469
objection	ተቃውሞ	anger	0.469
recidivism	ድግግሞሽ	anger	0.469
smother	መቁረጡ	anger	0.469
perpetrator	ጠላፊ	anger	0.469
dislike	አለመውደድ	anger	0.469
disruption	መቋረጥ	anger	0.469
intolerance	አለመቻቻል	anger	0.469
opposition	ተቃዋሚ	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ማጫ	anger	0.467
agony	ሥቃይ	anger	0.465
arrogant	እብሪተኛ	anger	0.461
sux	ሱክስ	anger	0.456
vent	ፍሰት	anger	0.456
elimination	ማስወገድ	anger	0.456
picketing	ማካተት	anger	0.456
haughty	ትዕቢተኛ	anger	0.456
troublesome	አስቸጋሪ	anger	0.455
clamor	መናወጥ	anger	0.455
busted	የተጣበቀ	anger	0.455
constraint	መከላከያ	anger	0.455
crabby	ቡቢ	anger	0.455
veto	ቬቶ	anger	0.455
stubbed	ተሰክቷል	anger	0.455
mislead	አሳሳች	anger	0.455
illicit	ሕገወጥ ነው	anger	0.455
dying	እየሞተ	anger	0.455
grated	የተመሰቃቀለ	anger	0.455
idiocy	ፈላጭ ቆራጭ	anger	0.455
illegality	ሕገ-ወጥነት	anger	0.455
flagrant	ግልጽ ያልሆነ	anger	0.455
impermeable	impermeable	anger	0.455
bad	መጥፎ	anger	0.453
despotism	አምባገነንነት	anger	0.453
usurped	የተበጠበጠ	anger	0.453
godless	ጣዖት	anger	0.453
disagreeing	አለመግባባት	anger	0.453
intense	ኃይለኛ	anger	0.453
struggle	ትግል	anger	0.453
suppress	እገዳ	anger	0.453
disapproving	አልፀደቀም	anger	0.453
desist	ተው	anger	0.453
bayonet	ሳንጃ	anger	0.453
displeased	አልሰደደም	anger	0.453
hysterical	አስደንጋጭ	anger	0.453
unlawful	ህገ ወጥ	anger	0.451
wrongly	በስህተት	anger	0.448
repellent	ጠጣር	anger	0.442
wasted	ጠፍቷል	anger	0.441
foe	ጠላት	anger	0.441
dishonor	ማጭበርበር	anger	0.441
wrongful	የተሳሳተ	anger	0.441
psychosis	ሳይክሳይስ	anger	0.441
aversion	ጥላቻ	anger	0.440
punitive	ቅጣት	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	ተኩላዎች	anger	0.439
effigy	ፍጠር	anger	0.439
schism	ቅዠት	anger	0.439
ultimatum	የመጨረሻ ቀን	anger	0.439
upset	መናደድ	anger	0.439
worthless	ዋጋ የሌላቸው	anger	0.438
deny	አልቀበልም	anger	0.438
ransom	ቤዛ	anger	0.438
fugitive	ስደተኛ	anger	0.438
deleterious	እምቢተኛ	anger	0.438
stupidity	ሞኝነት	anger	0.438
abandonment	ማቋረጥ	anger	0.438
mucked	ተስገበገበ	anger	0.438
separatist	ተካፋይ	anger	0.438
irritation	ቁጣ	anger	0.438
oblivion	ተረሳ	anger	0.437
segregate	ተለያይቷል	anger	0.437
payback	መልሶ መመለስ	anger	0.436
incongruous	ያልተመረጠ	anger	0.435
eviction	ማስወጣት	anger	0.435
collusion	ግጭት	anger	0.432
rob	ዘብ	anger	0.431
infidelity	ታማኝነትን ማጣት	anger	0.429
ravenous	ቁራኛ	anger	0.429
overrun	ወረራ	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	አርቢንጀር	anger	0.426
martial	ማርሻል	anger	0.426
painful	ከባድ	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ተዓማኒነት ያለው	anger	0.426
rejection	ውድቅ	anger	0.426
defense	መከላከያ	anger	0.425
powerful	ኃይለኛ	anger	0.424
censor	ሳንሱር	anger	0.424
indecency	አለመስማማት	anger	0.424
fraudulent	ማጭበርበር	anger	0.424
gonorrhea	ጨብጥ	anger	0.424
fallacious	አሳፋሪ	anger	0.424
concealment	መደበቅ	anger	0.424
greed	ስግብግብ	anger	0.424
disobedience	አለመታዘዝ	anger	0.424
fuss	fuss	anger	0.424
enforce	ተፈጻሚነት	anger	0.424
banger	ወሬ ጠባቂ	anger	0.424
commotion	መናወጥ	anger	0.424
defraud	ማጭበርበር	anger	0.424
discontent	ቅሬታ	anger	0.424
unsympathetic	እምቢተኛ	anger	0.424
exasperation	ብስጭት	anger	0.424
barb	ባር	anger	0.422
banishment	ማባረር	anger	0.422
sedition	ግጭት	anger	0.422
misrepresented	የተሳሳተ መረጃ	anger	0.422
snubbed	ዚፍ	anger	0.422
penetration	ድብደባ	anger	0.422
cracked	የተጣደፈ	anger	0.422
annoyance	ብስጭት	anger	0.422
duel	ዱቤ	anger	0.422
penitentiary	ወህኒ ቤት	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	ማረፊያ	anger	0.422
nettle	ሾጣጣ	anger	0.422
scar	ጠባሳ	anger	0.422
bang	ድንግል	anger	0.422
cur	ቆ	anger	0.422
blatant	ግልጽ	anger	0.420
force	ኃይል	anger	0.418
perverse	ጠማማ	anger	0.415
wring	መሽተት	anger	0.415
bastion	ቤድን	anger	0.413
grim	አስቀያሚ	anger	0.413
sordid	አስቀያሚ	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	በልክ ያለፈ	anger	0.412
tiff	tiff	anger	0.412
moody	ስሜታዊ	anger	0.412
hunting	አደን	anger	0.411
indenture	ግባ	anger	0.410
sham	ሹም	anger	0.409
squelch	ተኩስ	anger	0.409
awful	አስፈሪ	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ተሳቢ	anger	0.409
contradict	ግጭት	anger	0.409
supremacy	የበላይነት	anger	0.409
sneak	ተንሸራተት	anger	0.409
cantwin	cantwin	anger	0.409
reproach	ነቀፋ	anger	0.409
compulsion	ማስገደድ	anger	0.409
inept	ያልታሰበ	anger	0.409
blockade	እገዳው	anger	0.409
detainee	ታራሚ	anger	0.409
forfeit	ማረም	anger	0.409
disappoint	ቅር አልተሰኘም	anger	0.409
lying	ውሸት	anger	0.408
epidemic	ወረርሽኝ	anger	0.406
tremor	ተንቀጠቀጠ	anger	0.406
rail	ባቡር	anger	0.406
onerous	ብርቱ	anger	0.406
cacophony	ካኮፎኒ	anger	0.406
unthinkable	ሊታሰብ የማይቻል	anger	0.406
forsaken	የተተወ	anger	0.406
delusion	ማታለል	anger	0.406
wrongdoing	መጥፎ ድርጊት	anger	0.406
badger	ብሌር	anger	0.406
antipathy	እምቢተኛ	anger	0.406
inequality	እኩልነት	anger	0.406
nuisance	አስደንጋጭ ነገር	anger	0.406
scrapie	ቁስለት	anger	0.406
wop	wop	anger	0.406
arguments	ነጋሪ እሴቶች	anger	0.404
affront	ማስፈራራት	anger	0.403
traumatic	አስደንጋጭ	anger	0.402
libel	ስም ማጥፋት	anger	0.400
sodding	መፋቅ	anger	0.400
annoys	ብስጭት	anger	0.400
watchout	ተመልከት	anger	0.398
soslow	በጣም ቀርፋፋ	anger	0.398
frenetic	ፈላጭነት	anger	0.397
remiss	ማረም	anger	0.397
barge	ጀልባ	anger	0.396
howl	ጩኸት	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	ቦክስ	anger	0.394
untoward	አስፈሪ	anger	0.394
extinguish	ይደፋል	anger	0.394
keyed	ቁልፍ ተደረገ	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	አለመታዘዝ	anger	0.394
illegal	ህገ ወጥ	anger	0.394
rabble	ዘራፊዎች	anger	0.394
actionable	ሊሰራ የሚችል	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	ማጭበርበር	anger	0.394
sue	ክስ	anger	0.394
unfriendly	ጥሩ ያልሆነ	anger	0.394
confiscate	ወረሱ	anger	0.394
brimstone	ብርሀን	anger	0.392
argh	ግሪን	anger	0.391
pique	pique	anger	0.391
recklessness	ድህነት	anger	0.391
earthquake	የመሬት መንቀጥቀጥ	anger	0.391
grrrrr	ፍርመራ	anger	0.391
dissolution	መፍረስ	anger	0.391
rigged	ተጭበረበረ	anger	0.391
disagree	አልስማማም	anger	0.389
lawsuit	ክስ	anger	0.386
disused	ውድቅ ተደርጓል	anger	0.382
immorality	ብልግና	anger	0.382
despair	ተስፋ መቁረጥ	anger	0.382
difficulty	ችግር	anger	0.379
incurable	የማይድን	anger	0.379
touchy	ልብ የሚነካ	anger	0.379
coerce	ማስገደድ	anger	0.379
sizzle	ዚፍ	anger	0.379
rifle	ጠመንጃ	anger	0.379
falsification	ማጭበርበር	anger	0.379
pokes	ምሰሶዎች	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	ሕመም	anger	0.379
picket	መረጣ	anger	0.378
concussion	በስቃቂነት	anger	0.377
pessimism	አሉታዊ አመለካከት	anger	0.375
pitfall	ጉድጓድ	anger	0.375
infantile	ህፃናት	anger	0.375
disillusionment	ግራ መጋባት	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	ሚሊሻ	anger	0.375
remand	ማዛባት	anger	0.375
faulty	የተሳሳተ	anger	0.375
cannon	መሣሪያ	anger	0.375
rawr	ጥሬ	anger	0.375
sly	ተንኮል	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	ኒፖቲዝም	anger	0.371
distressing	አስጨናቂ	anger	0.371
inhibit	አግድ	anger	0.371
vindicate	ተረጋገጠ	anger	0.371
schizophrenia	ስኪዞፈርሬንያ	anger	0.369
skewed	የተዛባ	anger	0.368
disreputable	የማይበላሽ	anger	0.368
forbidding	መከልከል	anger	0.368
conquest	ድል	anger	0.367
bark	ቅርፊት	anger	0.365
leukemia	ሉኪሚያ	anger	0.365
barks	ቡርዶ	anger	0.364
burke	burke	anger	0.364
challenge	ግጥሚያ	anger	0.364
disapprove	አልስማማም	anger	0.364
unhappy	ደስተኛ አይደሉም	anger	0.364
retarded	ዘግይቷል	anger	0.364
warrior	ተዋጊ	anger	0.364
belt	ቀበቶ	anger	0.364
controversial	አወዛጋቢ	anger	0.359
opinionated	ተመርቷል	anger	0.359
paucity	አነስተኛነት	anger	0.359
broken	ተሰበረ	anger	0.359
litigate	ሙግት	anger	0.359
polemic	ግጥም	anger	0.359
aftermath	አስደንጋጭ	anger	0.359
disliked	አልወደዱም	anger	0.359
loudness	ጮክ ብሎ	anger	0.359
restriction	ገደብ	anger	0.359
cad	መኮን	anger	0.359
sectarian	ኑፋቄ	anger	0.359
incompetence	አቅም የሌለው	anger	0.359
interrupting	አቋርጦ	anger	0.358
fussy	በጣም አሳፋሪ	anger	0.357
wench	wench	anger	0.353
misbehavior	መጥፎ ባህሪ	anger	0.351
gruff	ድካም	anger	0.351
remove	አስወግድ	anger	0.351
brat	brat	anger	0.351
scarcity	እጥረት	anger	0.350
losing	ማጣት	anger	0.349
pest	ተባይ	anger	0.348
defect	ጉድለት	anger	0.348
hardened	ጠንካራ	anger	0.348
deserted	የተተወ	anger	0.348
lie	ውሸት	anger	0.348
retract	መልሰህ አውጣ	anger	0.348
untrustworthy	የማይታመን	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	አዝናለሁ	anger	0.348
disagreement	አለመግባባት	anger	0.348
stigma	ሴቲጋማ	anger	0.348
ulcer	ቁስለት	anger	0.348
bias	ተቃውሞ	anger	0.345
negation	አሉታ	anger	0.344
antisocial	ፀረ-ማህበረሰብ	anger	0.344
evade	ተንሸራታ	anger	0.344
shoddy	ጭጋጋማ	anger	0.344
bothering	ብስጭት	anger	0.344
impotence	ድካም	anger	0.344
shaky	ተንቀጠቀጠ	anger	0.344
misleading	አሳሳች	anger	0.344
stripped	ተጭኗል	anger	0.344
disclaim	አትቀበል	anger	0.344
unsettled	ተበላሽቷል	anger	0.344
anxiety	ጭንቀት	anger	0.344
stingy	ተንኮለኛ	anger	0.344
deterioration	መበላሸት	anger	0.344
pirate	የባህር ወንበዴ	anger	0.344
unreliable	የማይታመን	anger	0.344
interminable	ሊቆራረጥ የሚችል	anger	0.343
disease	በሽታ	anger	0.341
meddle	መካከለኛ	anger	0.341
warp	ነጠብጣብ	anger	0.340
averse	ክፉኛ	anger	0.338
infamous	በጣም ዝነኛ ነው	anger	0.338
alcoholism	የአልኮል ሱሰኝነት	anger	0.338
row	ረድፍ	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ታመመ	anger	0.333
encumbrance	ጉድለት	anger	0.333
scorpion	ጊንጥ	anger	0.333
illegitimate	ህገ ወጥ	anger	0.333
witchcraft	ጥንቆላ	anger	0.333
interrupt	ማቋረጥ	anger	0.333
paralyzed	ሽባ	anger	0.333
sinner	ኃጢአተኛ	anger	0.331
hulk	ጉልበት	anger	0.329
inconsiderate	አሳቢነት የሌለው	anger	0.329
phony	ሐሰተኛ	anger	0.328
spammers	አጭበርባሪዎች	anger	0.328
dashed	ተሰበረ	anger	0.328
disqualified	ያልተገለፀ	anger	0.328
fib	ፋቢ	anger	0.328
hiss	ሳም	anger	0.328
brrr	brrr	anger	0.328
resisting	መቃወም	anger	0.328
victim	ተጠቂ	anger	0.328
scapegoat	ስካለሽ	anger	0.328
tighten	ማጥበቅ	anger	0.328
opponent	ተቃዋሚ	anger	0.328
crusade	የመስቀል ጦርነት	anger	0.328
dislocated	ተበላሽቷል	anger	0.328
grumpy	ድካም	anger	0.328
prohibited	የተከለከለ	anger	0.328
inappropriate	ተገቢ ያልሆነ	anger	0.324
haye	ሐይ	anger	0.324
loss	ኪሳራ	anger	0.324
eschew	ፈነጠቀ	anger	0.324
trickery	ማታለል	anger	0.324
neglected	ችላ ተብሏል	anger	0.324
canker	ገደል	anger	0.323
queues	ወረፋዎች	anger	0.318
muff	ሙፍ	anger	0.318
crunch	ድካም	anger	0.318
duplicity	ድብደባ	anger	0.318
criticism	ትችት	anger	0.318
shriek	ተጮኸ	anger	0.316
depreciate	አሻራ	anger	0.315
poverty	ድህነት	anger	0.312
chaff	ገለባ	anger	0.312
dupe	ዱላ	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ማሰናበት	anger	0.312
mortality	ሞት	anger	0.312
deflate	ጎደለ	anger	0.312
carelessness	ግዴለሽነት	anger	0.312
dumps	dumps	anger	0.312
revving	እንደገና መትረፍ	anger	0.309
disallowed	ተከልክሏል	anger	0.308
thoughtless	ሳያስበው	anger	0.307
boisterous	ብርቱ	anger	0.307
burial	መቀበር	anger	0.304
theocratic	ቲኦክራሲያዊ	anger	0.303
wince	እፉኝ	anger	0.303
sullen	ተዝለፈለፈ	anger	0.303
involution	ማወላወል	anger	0.300
senseless	ትርጉም የለሽ	anger	0.297
stalemate	መፈታተኛ	anger	0.297
depreciated	ተቀነሰ	anger	0.297
wasteful	ቆሻሻ	anger	0.297
hoax	የፈጠራ ወሬ	anger	0.297
misuse	አላግባብ መጠቀም	anger	0.297
getyourown	መድረስ	anger	0.297
taxed	ታክሷል	anger	0.297
depressed	የተጨቆነ	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ሽባነት	anger	0.295
displaced	ተፈናቅሏል	anger	0.294
limited	ውስን	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	ኦር	anger	0.289
ridiculous	ፌዘኝ	anger	0.289
teasing	ተኩስ	anger	0.288
sharpen	ፈገግታ	anger	0.288
react	ምላሽ ይሰጣል	anger	0.288
presumptuous	እብሪተኛ	anger	0.288
spine	አጥንት	anger	0.288
homeless	ቤት የሌላቸው	anger	0.288
hoot	ሆፕ	anger	0.287
twitchy	እፉኝት	anger	0.287
barrier	መሰናክል	anger	0.287
myopia	ማዮፒያ	anger	0.283
contraband	ኮንትራባንድ	anger	0.281
disconnects	አለያይ	anger	0.281
spam	አይፈለጌ መልዕክት	anger	0.281
lagging	እየቀረበ ነው	anger	0.281
shiver	መንቀጥቀጥ	anger	0.281
agh	agh	anger	0.281
restitution	መመለሻ	anger	0.281
flexin	flexin	anger	0.281
incompatible	ተኳኋኝ ያልሆነ	anger	0.281
delinquent	ወንጀለኛ	anger	0.281
noncompliance	አለመታዘዝ	anger	0.279
troll	ሞገስ	anger	0.279
buffering	ማቋረጥ	anger	0.279
unfairness	ፍትሃዊነት	anger	0.279
foray	አባባ	anger	0.279
nether	በጣም	anger	0.278
bugaboo	ሳንባባቦ	anger	0.273
immaturity	አለመበስ	anger	0.273
bogus	እምቢተኛ	anger	0.273
uncaring	ግዴለሽነት	anger	0.273
shock	አስደንጋጭ	anger	0.269
feisty	ታማኝ	anger	0.269
defendant	ለተከሳሽ	anger	0.266
latent	ድብቅ	anger	0.266
rapping	አስደንጋጭ	anger	0.266
pry	ፕሪዬ	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ድብ	anger	0.266
nopoint	ቀጠለ	anger	0.266
inoperative	የማይሰራ	anger	0.266
quandary	ያልተጠበቀ	anger	0.266
inconvenient	አስቸጋሪ ሁኔታ	anger	0.266
feminism	ሴትነት	anger	0.266
humbug	ትሁት	anger	0.266
interrupts	ማቋረጥ	anger	0.265
fluctuation	ጭማሬ	anger	0.265
exaggerate	አጋን	anger	0.263
lose	ጠፍቷል	anger	0.261
patter	አሻንጉሊት	anger	0.258
tease	ያፌዛ	anger	0.258
furnace	ምድጃ	anger	0.258
stone	ድንጋይ	anger	0.258
shoplifting	ግሮሰሪ	anger	0.258
soldier	ወታደር	anger	0.258
incompetent	ብቁ ያልሆነ	anger	0.257
indoctrination	ሰበከ	anger	0.255
skid	ተዘግቷል	anger	0.250
notoriety	ታዋቂነት	anger	0.250
falsehood	ውሸት	anger	0.250
untrue	እውነት ያልሆነ	anger	0.250
mastery	ሙያዊ	anger	0.250
tripping	በመጭመቅ	anger	0.250
nonsense	ትርጉምና ያልሆነ	anger	0.250
unfollow	መከተል	anger	0.250
noisy	ጩኸት	anger	0.250
pouting	ስካን	anger	0.250
cane	ዋን	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	ሮኬት	anger	0.250
complicate	ውስብስብ	anger	0.250
socialist	ሶሻሊስት	anger	0.250
