word	German-de	emotion	emotion-intensity-score
subversion	Subversion	anger	0.470
annoying	nervig	anger	0.470
adversity	Unglück	anger	0.470
dispossessed	enteignet	anger	0.470
friction	Reibung	anger	0.470
jealous	eifersüchtig	anger	0.470
feudalism	Feudalismus	anger	0.470
armament	Rüstung	anger	0.470
thump	Schlag	anger	0.469
complain	beschweren	anger	0.469
incite	anregen	anger	0.469
steal	stehlen	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ungehorsam	anger	0.469
injury	Verletzung	anger	0.469
simmer	kochen	anger	0.469
distress	Not	anger	0.469
insanity	Wahnsinn	anger	0.469
selfish	egoistisch	anger	0.469
huff	ärgerlich	anger	0.469
selfishness	Selbstsucht	anger	0.469
backoff	Zurückweichen	anger	0.469
plunder	Plunder	anger	0.469
stifled	erstickt	anger	0.469
subversive	subversiv	anger	0.469
exile	Exil	anger	0.469
offense	Delikt	anger	0.469
objection	Einwand	anger	0.469
recidivism	Rückfälligkeit	anger	0.469
smother	ersticken	anger	0.469
perpetrator	Täter	anger	0.469
dislike	nicht gefallen	anger	0.469
disruption	Störung	anger	0.469
intolerance	Intoleranz	anger	0.469
opposition	Opposition	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	Becher	anger	0.467
agony	Qual	anger	0.465
arrogant	arrogant	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	Entlüftung	anger	0.456
elimination	Beseitigung	anger	0.456
picketing	Streikposten	anger	0.456
haughty	hochmütig	anger	0.456
troublesome	lästig	anger	0.455
clamor	Geschrei	anger	0.455
busted	Gehackt	anger	0.455
constraint	Zwang	anger	0.455
crabby	mürrisch	anger	0.455
veto	Einspruch	anger	0.455
stubbed	gestempelt	anger	0.455
mislead	irreführen	anger	0.455
illicit	illegal	anger	0.455
dying	sterben	anger	0.455
grated	gerieben	anger	0.455
idiocy	Idiotie	anger	0.455
illegality	Rechtswidrigkeit	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	undurchlässig	anger	0.455
bad	Schlecht	anger	0.453
despotism	Despotismus	anger	0.453
usurped	usurpiert	anger	0.453
godless	gottlos	anger	0.453
disagreeing	nicht einverstanden	anger	0.453
intense	heftig	anger	0.453
struggle	Kampf	anger	0.453
suppress	unterdrücken	anger	0.453
disapproving	missbilligend	anger	0.453
desist	unterlassen	anger	0.453
bayonet	Bajonett	anger	0.453
displeased	unzufrieden	anger	0.453
hysterical	hysterisch	anger	0.453
unlawful	ungesetzlich	anger	0.451
wrongly	zu Unrecht	anger	0.448
repellent	abweisend	anger	0.442
wasted	verschwendet	anger	0.441
foe	Feind	anger	0.441
dishonor	entehren	anger	0.441
wrongful	ungerechtfertigt	anger	0.441
psychosis	Psychose	anger	0.441
aversion	Abneigung	anger	0.440
punitive	strafend	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	Fingerknöchel	anger	0.439
effigy	Bildnis	anger	0.439
schism	Schisma	anger	0.439
ultimatum	Ultimatum	anger	0.439
upset	verärgert	anger	0.439
worthless	wertlos	anger	0.438
deny	verweigern	anger	0.438
ransom	Lösegeld	anger	0.438
fugitive	Flüchtling	anger	0.438
deleterious	schädlich	anger	0.438
stupidity	Dummheit	anger	0.438
abandonment	Aufgabe	anger	0.438
mucked	mucked	anger	0.438
separatist	Separatist	anger	0.438
irritation	Reizung	anger	0.438
oblivion	Vergessenheit	anger	0.437
segregate	trennen	anger	0.437
payback	Rückzahlung	anger	0.436
incongruous	unpassend	anger	0.435
eviction	Vertreibung	anger	0.435
collusion	Absprache	anger	0.432
rob	rauben	anger	0.431
infidelity	Untreue	anger	0.429
ravenous	Heißhunger	anger	0.429
overrun	überrannt	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	Vorbote	anger	0.426
martial	martialisch	anger	0.426
painful	schmerzlich	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ungläubig	anger	0.426
rejection	Ablehnung	anger	0.426
defense	Verteidigung	anger	0.425
powerful	mächtig	anger	0.424
censor	zensieren	anger	0.424
indecency	Unanständigkeit	anger	0.424
fraudulent	betrügerisch	anger	0.424
gonorrhea	Tripper	anger	0.424
fallacious	trügerisch	anger	0.424
concealment	Verschleierung	anger	0.424
greed	Gier	anger	0.424
disobedience	Ungehorsam	anger	0.424
fuss	Aufregung	anger	0.424
enforce	erzwingen	anger	0.424
banger	Banger	anger	0.424
commotion	Aufregung	anger	0.424
defraud	betrügen	anger	0.424
discontent	Unzufriedenheit	anger	0.424
unsympathetic	unsympathisch	anger	0.424
exasperation	Verzweiflung	anger	0.424
barb	Widerhaken	anger	0.422
banishment	Verbannung	anger	0.422
sedition	Aufruhr	anger	0.422
misrepresented	falsch dargestellt	anger	0.422
snubbed	brüskiert	anger	0.422
penetration	Penetration	anger	0.422
cracked	geknackt	anger	0.422
annoyance	Ärger	anger	0.422
duel	Duell	anger	0.422
penitentiary	Zuchthaus	anger	0.422
sarcasm	Sarkasmus	anger	0.422
deportation	Abschiebung	anger	0.422
nettle	Nessel	anger	0.422
scar	Narbe	anger	0.422
bang	Knall	anger	0.422
cur	cur	anger	0.422
blatant	eklatant	anger	0.420
force	Macht	anger	0.418
perverse	pervers	anger	0.415
wring	wringen	anger	0.415
bastion	Bastion	anger	0.413
grim	grimmig	anger	0.413
sordid	schmutzig	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	mürrisch	anger	0.412
tiff	tiff	anger	0.412
moody	launisch	anger	0.412
hunting	Jagd	anger	0.411
indenture	Anleihe	anger	0.410
sham	Schein	anger	0.409
squelch	Rauschsperre	anger	0.409
awful	furchtbar	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implizieren	anger	0.409
contradict	widersprechen	anger	0.409
supremacy	Vorherrschaft	anger	0.409
sneak	schleichen	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	Vorwurf	anger	0.409
compulsion	Zwang	anger	0.409
inept	ungeschickt	anger	0.409
blockade	Blockade	anger	0.409
detainee	Häftling	anger	0.409
forfeit	einbüßen	anger	0.409
disappoint	enttäuschen	anger	0.409
lying	lügen	anger	0.408
epidemic	Epidemie	anger	0.406
tremor	Tremor	anger	0.406
rail	Schiene	anger	0.406
onerous	beschwerlich	anger	0.406
cacophony	Kakophonie	anger	0.406
unthinkable	undenkbar	anger	0.406
forsaken	verlassene	anger	0.406
delusion	Täuschung	anger	0.406
wrongdoing	Fehlverhalten	anger	0.406
badger	Dachs	anger	0.406
antipathy	Antipathie	anger	0.406
inequality	Ungleichheit	anger	0.406
nuisance	Ärgernis	anger	0.406
scrapie	Scrapie	anger	0.406
wop	Wop	anger	0.406
arguments	Argumente	anger	0.404
affront	Beleidigung	anger	0.403
traumatic	traumatisch	anger	0.402
libel	Verleumdung	anger	0.400
sodding	Sodomie	anger	0.400
annoys	ärgert	anger	0.400
watchout	Achtung	anger	0.398
soslow	so langsam	anger	0.398
frenetic	frenetisch	anger	0.397
remiss	nachlässig	anger	0.397
barge	Lastkahn	anger	0.396
howl	heulen	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	Boxen	anger	0.394
untoward	ungünstig	anger	0.394
extinguish	löschen	anger	0.394
keyed	eingegeben	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	Respektlosigkeit	anger	0.394
illegal	illegal	anger	0.394
rabble	Pöbel	anger	0.394
actionable	umsetzbar	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	Betrug	anger	0.394
sue	verklagen	anger	0.394
unfriendly	unfreundlich	anger	0.394
confiscate	beschlagnahmen	anger	0.394
brimstone	Schwefel	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	Leichtsinn	anger	0.391
earthquake	Erdbeben	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	Auflösung	anger	0.391
rigged	manipulierten	anger	0.391
disagree	nicht zustimmen	anger	0.389
lawsuit	Klage	anger	0.386
disused	ausgedient	anger	0.382
immorality	Unmoral	anger	0.382
despair	Verzweiflung	anger	0.382
difficulty	Schwierigkeit	anger	0.379
incurable	unheilbar	anger	0.379
touchy	empfindlich	anger	0.379
coerce	zwingen	anger	0.379
sizzle	brutzeln	anger	0.379
rifle	Gewehr	anger	0.379
falsification	Fälschung	anger	0.379
pokes	stochert	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	wund	anger	0.379
picket	Streikposten	anger	0.378
concussion	Gehirnerschütterung	anger	0.377
pessimism	Pessimismus	anger	0.375
pitfall	Falle	anger	0.375
infantile	infantil	anger	0.375
disillusionment	Ernüchterung	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	Miliz	anger	0.375
remand	Untersuchungshaft	anger	0.375
faulty	Defekt	anger	0.375
cannon	Kanone	anger	0.375
rawr	Rawr	anger	0.375
sly	schlau	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	Vetternwirtschaft	anger	0.371
distressing	peinlich	anger	0.371
inhibit	hemmen	anger	0.371
vindicate	rechtfertigen	anger	0.371
schizophrenia	Schizophrenie	anger	0.369
skewed	verzerrt	anger	0.368
disreputable	anrüchig	anger	0.368
forbidding	verbieten	anger	0.368
conquest	Eroberung	anger	0.367
bark	Borke	anger	0.365
leukemia	Leukämie	anger	0.365
barks	bellt	anger	0.364
burke	Burke	anger	0.364
challenge	Herausforderung	anger	0.364
disapprove	missbilligen	anger	0.364
unhappy	unzufrieden	anger	0.364
retarded	Verzögert	anger	0.364
warrior	Krieger	anger	0.364
belt	Gürtel	anger	0.364
controversial	umstritten	anger	0.359
opinionated	rechthaberisch	anger	0.359
paucity	Mangel	anger	0.359
broken	gebrochen	anger	0.359
litigate	prozessieren	anger	0.359
polemic	Polemik	anger	0.359
aftermath	Nachwirkungen	anger	0.359
disliked	nicht gefallen	anger	0.359
loudness	Lautstärke	anger	0.359
restriction	Beschränkung	anger	0.359
cad	cad	anger	0.359
sectarian	sektiererisch	anger	0.359
incompetence	Inkompetenz	anger	0.359
interrupting	unterbricht	anger	0.358
fussy	pingelig	anger	0.357
wench	Weibsbild	anger	0.353
misbehavior	Fehlverhalten	anger	0.351
gruff	schroff	anger	0.351
remove	Löschen	anger	0.351
brat	Gör	anger	0.351
scarcity	Knappheit	anger	0.350
losing	zu verlieren	anger	0.349
pest	Pest	anger	0.348
defect	Defekt	anger	0.348
hardened	gehärtet	anger	0.348
deserted	verlassen	anger	0.348
lie	Lüge	anger	0.348
retract	einfahren	anger	0.348
untrustworthy	unseriös	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	enttäuscht	anger	0.348
disagreement	Uneinigkeit	anger	0.348
stigma	Stigma	anger	0.348
ulcer	Geschwür	anger	0.348
bias	vorspannen	anger	0.345
negation	Negation	anger	0.344
antisocial	asozial	anger	0.344
evade	ausweichen	anger	0.344
shoddy	Shoddy	anger	0.344
bothering	stört	anger	0.344
impotence	Impotenz	anger	0.344
shaky	wackelig	anger	0.344
misleading	irreführend	anger	0.344
stripped	abgestreift	anger	0.344
disclaim	ablehnen	anger	0.344
unsettled	ungeklärt	anger	0.344
anxiety	Angst	anger	0.344
stingy	geizig	anger	0.344
deterioration	Verschlechterung	anger	0.344
pirate	Pirat	anger	0.344
unreliable	unzuverlässig	anger	0.344
interminable	endlos	anger	0.343
disease	Krankheit	anger	0.341
meddle	sich einmischen	anger	0.341
warp	Kette	anger	0.340
averse	abgeneigt	anger	0.338
infamous	berüchtigt	anger	0.338
alcoholism	Alkoholismus	anger	0.338
row	Reihe	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	krank	anger	0.333
encumbrance	Belastung	anger	0.333
scorpion	Skorpion	anger	0.333
illegitimate	illegitim	anger	0.333
witchcraft	Hexerei	anger	0.333
interrupt	unterbrechen	anger	0.333
paralyzed	gelähmt	anger	0.333
sinner	Sünder	anger	0.331
hulk	Hulk	anger	0.329
inconsiderate	rücksichtslos	anger	0.329
phony	falsch	anger	0.328
spammers	Spammer	anger	0.328
dashed	gestrichelt	anger	0.328
disqualified	disqualifiziert	anger	0.328
fib	Flunkerei	anger	0.328
hiss	zischen	anger	0.328
brrr	brrr	anger	0.328
resisting	Widerstand leisten	anger	0.328
victim	Opfer	anger	0.328
scapegoat	Sündenbock	anger	0.328
tighten	spannen	anger	0.328
opponent	Gegner	anger	0.328
crusade	Kreuzzug	anger	0.328
dislocated	disloziert	anger	0.328
grumpy	mürrisch	anger	0.328
prohibited	verboten	anger	0.328
inappropriate	ungeeignet	anger	0.324
haye	haye	anger	0.324
loss	Verlust	anger	0.324
eschew	vermeiden	anger	0.324
trickery	Trickserei	anger	0.324
neglected	vernachlässigt	anger	0.324
canker	Krebs	anger	0.323
queues	Warteschlangen	anger	0.318
muff	Muff	anger	0.318
crunch	knirschen	anger	0.318
duplicity	Duplizität	anger	0.318
criticism	Kritik	anger	0.318
shriek	Schrei	anger	0.316
depreciate	abwerten	anger	0.315
poverty	Armut	anger	0.312
chaff	Spreu	anger	0.312
dupe	betrügen	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	Entlassung	anger	0.312
mortality	Mortalität	anger	0.312
deflate	Luft ablassen	anger	0.312
carelessness	Nachlässigkeit	anger	0.312
dumps	Müllhalden	anger	0.312
revving	drehend	anger	0.309
disallowed	nicht erlaubt	anger	0.308
thoughtless	gedankenlos	anger	0.307
boisterous	ausgelassen	anger	0.307
burial	Beerdigung	anger	0.304
theocratic	theokratisch	anger	0.303
wince	zusammenzucken	anger	0.303
sullen	mürrisch	anger	0.303
involution	Involution	anger	0.300
senseless	sinnlos	anger	0.297
stalemate	Patt	anger	0.297
depreciated	abgewertet	anger	0.297
wasteful	verschwenderisch	anger	0.297
hoax	Scherz	anger	0.297
misuse	Missbrauch	anger	0.297
getyourown	Hol dir dein eigenes	anger	0.297
taxed	besteuert	anger	0.297
depressed	deprimiert	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	Lähmung	anger	0.295
displaced	versetzt	anger	0.294
limited	begrenzt	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Ork	anger	0.289
ridiculous	lächerlich	anger	0.289
teasing	Neckerei	anger	0.288
sharpen	schärfen	anger	0.288
react	reagieren	anger	0.288
presumptuous	anmaßend	anger	0.288
spine	Rücken	anger	0.288
homeless	obdachlos	anger	0.288
hoot	johlen	anger	0.287
twitchy	unruhig	anger	0.287
barrier	Barriere	anger	0.287
myopia	Kurzsichtigkeit	anger	0.283
contraband	Schmuggelware	anger	0.281
disconnects	trennt sich	anger	0.281
spam	Spam	anger	0.281
lagging	hinken	anger	0.281
shiver	Schauer	anger	0.281
agh	agh	anger	0.281
restitution	Restitution	anger	0.281
flexin	Flexin	anger	0.281
incompatible	unvereinbar	anger	0.281
delinquent	Delinquent	anger	0.281
noncompliance	Nichteinhaltung	anger	0.279
troll	Troll	anger	0.279
buffering	Pufferung	anger	0.279
unfairness	Ungerechtigkeit	anger	0.279
foray	Beutezug	anger	0.279
nether	unter	anger	0.278
bugaboo	Schreckgespenst	anger	0.273
immaturity	Unreife	anger	0.273
bogus	falsch	anger	0.273
uncaring	gleichgültig	anger	0.273
shock	Schock	anger	0.269
feisty	lebhaft	anger	0.269
defendant	Beklagte	anger	0.266
latent	latent	anger	0.266
rapping	rappen	anger	0.266
pry	neugierig sein	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	Bär	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	unwirksam	anger	0.266
quandary	Dilemma	anger	0.266
inconvenient	ungünstig	anger	0.266
feminism	Feminismus	anger	0.266
humbug	Humbug	anger	0.266
interrupts	unterbricht	anger	0.265
fluctuation	Fluktuation	anger	0.265
exaggerate	übertreiben	anger	0.263
lose	verlieren	anger	0.261
patter	prasseln	anger	0.258
tease	necken	anger	0.258
furnace	Ofen	anger	0.258
stone	Stein	anger	0.258
shoplifting	Ladendiebstahl	anger	0.258
soldier	Soldat	anger	0.258
incompetent	inkompetent	anger	0.257
indoctrination	Indoktrination	anger	0.255
skid	Schleudern	anger	0.250
notoriety	Bekanntheit	anger	0.250
falsehood	Lüge	anger	0.250
untrue	unwahr	anger	0.250
mastery	Meisterschaft	anger	0.250
tripping	Stolpern	anger	0.250
nonsense	Unsinn	anger	0.250
unfollow	nicht folgen	anger	0.250
noisy	laut	anger	0.250
pouting	schmollend	anger	0.250
cane	Stock	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	Rakete	anger	0.250
complicate	komplizieren	anger	0.250
socialist	Sozialist	anger	0.250
lawyer	Anwalt	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Feststelltaste	anger	0.242
fenced	eingezäunt	anger	0.242
obstacle	Hindernis	anger	0.242
halter	Halfter	anger	0.242
witch	Hexe	anger	0.242
vampire	Vampir	anger	0.242
detract	schmälern	anger	0.242
ringer	Klingel	anger	0.242
frowning	die Stirn runzelnd	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	Hunger	anger	0.235
recession	Rezession	anger	0.234
lava	Lava	anger	0.234
shell	Schale	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	plantschen	anger	0.234
tariff	Tarif	anger	0.234
failing	Versagen	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	Schlingel	anger	0.234
politics	Politik	anger	0.234
undesirable	unerwünscht	anger	0.231
darkness	Dunkelheit	anger	0.227
versus	gegen	anger	0.227
resign	zurücktreten	anger	0.227
copycat	Nachahmer	anger	0.227
soaked	getränkt	anger	0.226
unfulfilled	unerfüllt	anger	0.225
abandoned	verlassen	anger	0.222
bankruptcy	Konkurs	anger	0.221
owing	geschuldet	anger	0.221
unattainable	unerreichbar	anger	0.221
unhelpful	nicht hilfreich	anger	0.219
twitching	Zucken	anger	0.219
confusion	Verwechslung	anger	0.219
mosquito	Moskito	anger	0.219
warden	Aufseher	anger	0.219
misconception	Missverständnis	anger	0.219
compress	Kompresse	anger	0.219
whiny	weinerlich	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	Werkzeug	anger	0.219
nosey	neugierig	anger	0.213
overpriced	überteuert	anger	0.212
harry	Harry	anger	0.212
shortage	Mangel	anger	0.212
adder	Addierer	anger	0.212
melodrama	Melodrama	anger	0.212
overplayed	überspielt	anger	0.206
possession	Besitz	anger	0.206
desert	Wüste	anger	0.206
pout	Schmollmund	anger	0.203
uninvited	ohne Einladung	anger	0.203
arraignment	Anklage	anger	0.203
inefficient	ineffizient	anger	0.203
rook	Turm	anger	0.203
unlucky	unglücklich	anger	0.203
unpaid	unbezahlt	anger	0.203
backbone	Rückgrat	anger	0.203
sentence	Satz	anger	0.203
powerless	machtlos	anger	0.203
court	Gericht	anger	0.199
endless	endlos	anger	0.198
adverts	Werbung	anger	0.197
delay	verzögern	anger	0.197
misstatement	falsche Darstellung	anger	0.197
distracted	abgelenkt	anger	0.197
misunderstanding	Missverständnis	anger	0.195
excite	anregen	anger	0.191
inadmissible	unzulässig	anger	0.191
lightning	Blitz	anger	0.189
incase	im Fall	anger	0.188
preclude	ausschließen	anger	0.188
insecure	unsicher	anger	0.188
mournful	traurig	anger	0.188
rating	Bewertung	anger	0.182
mistress	Herrin	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	Antragsteller	anger	0.182
insist	darauf bestehen	anger	0.182
distracting	ablenkend	anger	0.182
opium	Opium	anger	0.180
willful	eigenwillig	anger	0.176
deserve	verdienen	anger	0.176
insists	besteht darauf	anger	0.175
treat	behandeln	anger	0.175
misplace	verlegen	anger	0.172
indecisive	unentschlossen	anger	0.172
gibberish	Kauderwelsch	anger	0.172
fleece	Vlies	anger	0.172
fee	Gebühr	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	befreien	anger	0.172
excitation	Erregung	anger	0.172
hormonal	hormonell	anger	0.172
mighty	mächtig	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	jaulen	anger	0.168
unequal	ungleich	anger	0.167
insufficiency	Insuffizienz	anger	0.167
hamstring	lähmen	anger	0.167
bargaining	verhandeln	anger	0.167
mule	Maultier	anger	0.167
insignificant	unbedeutend	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	Gleichgültigkeit	anger	0.156
rheumatism	Rheuma	anger	0.156
coop	Koop	anger	0.156
forearm	Unterarm	anger	0.156
uncertain	unsicher	anger	0.152
bee	Biene	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	Beteiligung	anger	0.152
disinformation	Desinformation	anger	0.152
attorney	Rechtsanwalt	anger	0.152
underpaid	unterbezahlt	anger	0.152
pretending	vortäuschen	anger	0.152
campaigning	Kampagnen	anger	0.151
hopelessness	Hoffnungslosigkeit	anger	0.149
feeling	Gefühl	anger	0.147
legalized	legalisiert	anger	0.145
caution	Vorsicht	anger	0.145
subsidy	Subvention	anger	0.141
obliging	verbindlich	anger	0.141
morals	Moral	anger	0.141
sterling	Sterling	anger	0.141
wimpy	feige	anger	0.140
bummer	Schade	anger	0.139
misspell	falsch schreiben	anger	0.136
saloon	Saloon	anger	0.136
repay	zurückzahlen	anger	0.136
blemish	Makel	anger	0.136
surcharge	Zuschlag	anger	0.136
geez	Meine Güte	anger	0.136
birch	Birke	anger	0.135
noob	Anfänger	anger	0.133
honk	hupen	anger	0.133
orchestra	Orchester	anger	0.132
competitive	wettbewerbsfähig	anger	0.125
wireless	kabellos	anger	0.125
standstill	still stehen	anger	0.125
mosque	Moschee	anger	0.122
reversal	Umkehrung	anger	0.121
inattention	Unaufmerksamkeit	anger	0.121
lace	Spitze	anger	0.118
elbow	Ellbogen	anger	0.117
instinctive	instinktiv	anger	0.112
chant	Gesang	anger	0.111
lonely	einsam	anger	0.109
gnome	Gnom	anger	0.109
tolerate	tolerieren	anger	0.106
management	Management	anger	0.102
