word	Telugu-te	emotion	emotion-intensity-score
unforgiving	క్షమించే గుణం	anger	0.515
unleash	వదులుతామని	anger	0.515
coercion	బలాత్కారానికి	anger	0.515
scold	చీవాట్లు	anger	0.515
chaos	ఖోస్	anger	0.515
grump	Grump	anger	0.515
roar	రోర్	anger	0.515
jerks	jerks	anger	0.515
poaching	ఆక్రమణల	anger	0.515
hangry	NO TRANSLATION	anger	0.515
pow	పౌ	anger	0.515
poachers	వేటగాళ్లు	anger	0.515
argumentation	వాదనా	anger	0.515
frustrating	నిరాశపరిచింది	anger	0.515
tussle	జగడము	anger	0.514
bane	బానే	anger	0.511
accusation	ఆరోపణ	anger	0.510
repudiation	అసక్తత	anger	0.510
enmity	శత్రుత్వం	anger	0.510
banish	బహిష్కరించటం	anger	0.509
disfigured	వికారమైన	anger	0.508
storm	తుఫాను	anger	0.507
shun	షున్	anger	0.500
suppression	వెలగదు	anger	0.500
unruly	వికృత	anger	0.500
intractable	తగ్గని	anger	0.500
ordeal	అగ్ని	anger	0.500
obstruct	అడ్డుకుంటుంది	anger	0.500
derogation	తక్కువ చేయుట	anger	0.500
fervor	ఆరాధనతో	anger	0.500
foaming	వేడి చేయడం వలన నురుగు	anger	0.500
derision	పరిహాస	anger	0.500
animus	దొంగిలించు	anger	0.500
rejects	తిరస్కరిస్తుంది	anger	0.500
bout	బాక్సింగ్	anger	0.500
spear	ఈటె	anger	0.500
crazy	వెర్రి	anger	0.500
brazen	ఇత్తడి	anger	0.500
antithesis	విపరీతం	anger	0.500
injustice	అన్యాయాన్ని	anger	0.500
banished	బహిష్కరించడం	anger	0.500
confined	పరిమితమై	anger	0.500
frenzied	వెర్రి	anger	0.500
dominate	ఆధిపత్యం	anger	0.500
disrupting	అంతరాయం	anger	0.500
hammering	hammering	anger	0.500
fear	భయం	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	వేదన	anger	0.500
brunt	తీవ్రతను	anger	0.500
possessed	ఇతనికి	anger	0.500
defy	అంగీకరించని	anger	0.500
scoff	వెక్కిరించు	anger	0.500
patronising	అభిమానించడం	anger	0.500
delusional	అవాస్తవ నమ్మకాలను	anger	0.500
malpractice	దుష్ప్రవర్తన	anger	0.500
reject	తిరస్కరించడానికి	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	దృఢత్వం	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	పిచ్చి	anger	0.491
sinful	పాపాత్మకమైన	anger	0.491
avarice	దురాశ	anger	0.490
oppress	హింసించు	anger	0.490
disapproved	ఆమోదించక	anger	0.485
inhuman	అమానుష	anger	0.485
demand	డిమాండ్	anger	0.485
abolish	రద్దు	anger	0.485
anathema	శాపం	anger	0.485
fricking	fricking	anger	0.485
complaint	ఫిర్యాదు	anger	0.485
disservice	అపచారం	anger	0.485
smuggler	స్మగ్లర్	anger	0.485
revoke	ఉపసంహరించుకోవచ్చు	anger	0.485
infraction	ఉల్లంఘనంగా	anger	0.485
claw	పంజా	anger	0.485
dissident	అసంతృప్త	anger	0.485
pervert	తప్పు దారి	anger	0.485
incest	వావి	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	అవిధేయులైన	anger	0.485
usurp	బలాత్కారంగా	anger	0.485
alienate	మరొకరికి	anger	0.485
avenger	అవెంజర్	anger	0.485
annoyed	కోపం	anger	0.485
cutting	కట్టింగ్	anger	0.485
disgrace	అవమానకర	anger	0.484
deceit	మోసం	anger	0.484
suspicious	అనుమానాస్పద	anger	0.484
thresh	వేయు	anger	0.484
sucker	సక్కర్	anger	0.484
strained	ఒత్తిడి	anger	0.484
blame	నింద	anger	0.484
upheaval	తిరుగుబాటు	anger	0.484
renounce	త్యజించు	anger	0.484
obnoxious	చెడ్డ	anger	0.484
restrain	అణచడానికి	anger	0.484
oust	తొలగించేందుకు	anger	0.484
litigious	తగువులమారి	anger	0.484
rivalry	శత్రుత్వం	anger	0.484
penalty	పెనాల్టీ	anger	0.484
imprisoned	ఖైదు	anger	0.484
mocking	గేలిచేస్తాడు	anger	0.484
opposed	వ్యతిరేకంగా	anger	0.484
turbulence	అల్లకల్లోలం	anger	0.483
pound	పౌండ్	anger	0.481
coldness	చల్లదనం	anger	0.477
ungrateful	ఫలితం లేని	anger	0.472
battalion	బెటాలియన్	anger	0.471
stoopid	stoopid	anger	0.471
hostage	తాకట్టు	anger	0.470
infidel	నాస్తిక	anger	0.470
ram	రామ్	anger	0.470
accuser	ఫిర్యాది	anger	0.470
gall	గాల్	anger	0.470
subversion	కూలదోయడం	anger	0.470
annoying	కోపం తెప్పించేది	anger	0.470
adversity	కష్టాలలో	anger	0.470
dispossessed	కోల్పోయిన	anger	0.470
friction	ఘర్షణ	anger	0.470
jealous	ఈర్ష్య	anger	0.470
feudalism	భూస్వామ్య	anger	0.470
armament	దండు	anger	0.470
thump	కొట్టు	anger	0.469
complain	ఫిర్యాదు	anger	0.469
incite	ప్రేరేపించారు	anger	0.469
steal	దొంగతనం	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	అంగీకరించనందుకు	anger	0.469
injury	గాయం	anger	0.469
simmer	ఆవేశమును	anger	0.469
distress	బాధ	anger	0.469
insanity	పిచ్చితనం	anger	0.469
selfish	స్వార్థ	anger	0.469
huff	హఫ్	anger	0.469
selfishness	స్వార్ధం	anger	0.469
backoff	backoff	anger	0.469
plunder	దోపిడీ	anger	0.469
stifled	అణిచి	anger	0.469
subversive	అడ్డుతగిలే	anger	0.469
exile	ప్రవాస	anger	0.469
offense	నేరం	anger	0.469
objection	అభ్యంతరం	anger	0.469
recidivism	తిరగబెట్టే	anger	0.469
smother	ఊపిరాడకుండా చేయు	anger	0.469
perpetrator	నేరస్తుడు	anger	0.469
dislike	ఇష్టపడలేదు	anger	0.469
disruption	అంతరాయం	anger	0.469
intolerance	అసహనం	anger	0.469
opposition	ప్రతిపక్ష	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	కప్పులో	anger	0.467
agony	వేదన	anger	0.465
arrogant	దురహంకారం	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	బిలం	anger	0.456
elimination	తొలగింపు	anger	0.456
picketing	నిరసనలు	anger	0.456
haughty	గర్వముగల	anger	0.456
troublesome	సమస్యాత్మకమైన	anger	0.455
clamor	సందడి	anger	0.455
busted	ఛేదించారు	anger	0.455
constraint	నిరోధ	anger	0.455
crabby	crabby	anger	0.455
veto	వీటో	anger	0.455
stubbed	stubbed	anger	0.455
mislead	తప్పుదోవ	anger	0.455
illicit	అక్రమ	anger	0.455
dying	మరణిస్తున్న	anger	0.455
grated	తురిమిన	anger	0.455
idiocy	జడత్వం	anger	0.455
illegality	అక్రమాల	anger	0.455
flagrant	ఘోరమైన	anger	0.455
impermeable	చొరబడలేని	anger	0.455
bad	చెడు	anger	0.453
despotism	నియంతృత్వాన్ని	anger	0.453
usurped	స్వాధీనం	anger	0.453
godless	పాపిష్ఠి	anger	0.453
disagreeing	అసమ్మతితో	anger	0.453
intense	తీవ్రమైన	anger	0.453
struggle	పోరాటం	anger	0.453
suppress	అణచివేయడానికి	anger	0.453
disapproving	విచారం	anger	0.453
desist	ఉండుట	anger	0.453
bayonet	బాకుతో	anger	0.453
displeased	అసంతృప్తి	anger	0.453
hysterical	వెర్రి	anger	0.453
unlawful	అశాస్త్రీయ	anger	0.451
wrongly	తప్పుగా	anger	0.448
repellent	వికర్షకం	anger	0.442
wasted	వృధా	anger	0.441
foe	శత్రువుని	anger	0.441
dishonor	అగౌరవపర్చినట్లవుతుంది	anger	0.441
wrongful	తప్పుడు	anger	0.441
psychosis	సైకోసిస్	anger	0.441
aversion	విరక్తి	anger	0.440
punitive	శిక్షాత్మక	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	మెటికలు	anger	0.439
effigy	దిష్టిబొమ్మను	anger	0.439
schism	అభిప్రాయభేదం	anger	0.439
ultimatum	అల్టిమేటం	anger	0.439
upset	కలత	anger	0.439
worthless	పని చెయ్యని	anger	0.438
deny	తిరస్కరించాలని	anger	0.438
ransom	విమోచన	anger	0.438
fugitive	ఫ్యుజిటివ్	anger	0.438
deleterious	విషతుల్య	anger	0.438
stupidity	మూర్ఖత్వం	anger	0.438
abandonment	పరిత్యాగం	anger	0.438
mucked	mucked	anger	0.438
separatist	వేర్పాటువాద	anger	0.438
irritation	చికాకు	anger	0.438
oblivion	ఉపేక్ష	anger	0.437
segregate	విడిపోతాయి	anger	0.437
payback	పునరుద్ధరణ	anger	0.436
incongruous	పొసగని	anger	0.435
eviction	తొలగింపును	anger	0.435
collusion	కుట్రల	anger	0.432
rob	దోచుకుంటున్నారని	anger	0.431
infidelity	అవిశ్వాసం	anger	0.429
ravenous	ఆకలి	anger	0.429
overrun	ఆక్రమించాయి	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	దూత	anger	0.426
martial	యుద్ధ	anger	0.426
painful	బాధాకరమైన	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	నమ్మని	anger	0.426
rejection	తిరస్కరణ	anger	0.426
defense	రక్షణ	anger	0.425
powerful	శక్తివంతమైన	anger	0.424
censor	సెన్సార్	anger	0.424
indecency	అమర్యాద	anger	0.424
fraudulent	మోసపూరిత	anger	0.424
gonorrhea	గోనేరియాతో	anger	0.424
fallacious	వైన	anger	0.424
concealment	దాగి	anger	0.424
greed	దురాశ	anger	0.424
disobedience	అవిధేయత	anger	0.424
fuss	ఫస్	anger	0.424
enforce	అమలు	anger	0.424
banger	డొక్కు కారు	anger	0.424
commotion	కల్లోలం	anger	0.424
defraud	మోసం	anger	0.424
discontent	అసంతృప్తి	anger	0.424
unsympathetic	జాలి లేకుండా	anger	0.424
exasperation	రెచ్చగొట్టడం	anger	0.424
barb	చిల్ల	anger	0.422
banishment	బహిష్కార	anger	0.422
sedition	రాజద్రోహ	anger	0.422
misrepresented	అవాస్తవంగా	anger	0.422
snubbed	అవమానించాడని	anger	0.422
penetration	వ్యాప్తి	anger	0.422
cracked	పగుళ్లు	anger	0.422
annoyance	కోపానికి	anger	0.422
duel	ద్వంద్వ	anger	0.422
penitentiary	కారాగారం	anger	0.422
sarcasm	వ్యంగ్యం	anger	0.422
deportation	బహిష్కరణకు	anger	0.422
nettle	దురదగొండి	anger	0.422
scar	మచ్చ	anger	0.422
bang	బ్యాంగ్	anger	0.422
cur	ప్రస్తు	anger	0.422
blatant	కఠోర	anger	0.420
force	ఫోర్స్	anger	0.418
perverse	హేతుబద్దమైన	anger	0.415
wring	పిండుట, మెలిపెట్టుట	anger	0.415
bastion	బురుజు	anger	0.413
grim	భయంకరమైన	anger	0.413
sordid	అనైతిక	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	మండిపడే	anger	0.412
tiff	TIFF	anger	0.412
moody	భావ	anger	0.412
hunting	వేటాడు	anger	0.411
indenture	ఒప్పంద	anger	0.410
sham	మోసం	anger	0.409
squelch	అణచివేసే	anger	0.409
awful	భయంకర	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	చిక్కుల్లో	anger	0.409
contradict	వ్యతిరేకించదు	anger	0.409
supremacy	ఆధిపత్యం	anger	0.409
sneak	స్నీక్	anger	0.409
cantwin	cantwin	anger	0.409
reproach	నిందించడానికి	anger	0.409
compulsion	బలవంతం	anger	0.409
inept	పనికిమాలినది	anger	0.409
blockade	దిగ్బంధం	anger	0.409
detainee	నిర్బంధించబడిన	anger	0.409
forfeit	వదులుకోవాల్సి	anger	0.409
disappoint	నిరాశ	anger	0.409
lying	అబద్ధం	anger	0.408
epidemic	అంటువ్యాధి	anger	0.406
tremor	ప్రకంపనం	anger	0.406
rail	రైలు	anger	0.406
onerous	భారంగా	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	ఊహించలేము	anger	0.406
forsaken	విసర్జించి	anger	0.406
delusion	మాయ	anger	0.406
wrongdoing	అపరాధాలు	anger	0.406
badger	కుక్క	anger	0.406
antipathy	ద్వేషము	anger	0.406
inequality	అసమానత	anger	0.406
nuisance	విసుగుగా	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	వాదనలు	anger	0.404
affront	అమర్యాద	anger	0.403
traumatic	బాధాకరమైన	anger	0.402
