word	Armenian-hy	emotion	emotion-intensity-score
oppress	ճնշել	anger	0.490
disapproved	չհերքեց	anger	0.485
inhuman	անմարդկային	anger	0.485
demand	պահանջարկը	anger	0.485
abolish	վերացնել	anger	0.485
anathema	անատեման	anger	0.485
fricking	շնչառություն	anger	0.485
complaint	բողոք	anger	0.485
disservice	դիվերսիֆիկացիա	anger	0.485
smuggler	մաքսանենգ	anger	0.485
revoke	անջատել	anger	0.485
infraction	խախտում	anger	0.485
claw	պատռել	anger	0.485
dissident	դավաճան	anger	0.485
pervert	շեղում	anger	0.485
incest	անզգայացում	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	անհնազանդ	anger	0.485
usurp	օգտագործողը	anger	0.485
alienate	օտարել	anger	0.485
avenger	վրեժխնդրություն	anger	0.485
annoyed	ցնցված	anger	0.485
cutting	կտրում	anger	0.485
disgrace	խայտառակություն	anger	0.484
deceit	խաբեություն	anger	0.484
suspicious	կասկածելի	anger	0.484
thresh	Թրեշ	anger	0.484
sucker	սուսեր	anger	0.484
strained	լարված	anger	0.484
blame	մեղավորը	anger	0.484
upheaval	ցնցումներ	anger	0.484
renounce	հրաժարվելուց	anger	0.484
obnoxious	անբարոյական	anger	0.484
restrain	սահմանափակել	anger	0.484
oust	դուրս գալուց	anger	0.484
litigious	դիվանագիտություն	anger	0.484
rivalry	մրցակցությունը	anger	0.484
penalty	տուգանք	anger	0.484
imprisoned	բանտարկված	anger	0.484
mocking	ծաղրում են	anger	0.484
opposed	դեմ	anger	0.484
turbulence	ցնցումներ	anger	0.483
pound	ֆունտ	anger	0.481
coldness	սառնություն	anger	0.477
ungrateful	անշնորհակալ	anger	0.472
battalion	գումարտակ	anger	0.471
stoopid	stoopid	anger	0.471
hostage	պատանդ	anger	0.470
infidel	անհավատարիմ	anger	0.470
ram	խոյ	anger	0.470
accuser	մեղադրող	anger	0.470
gall	գոլ	anger	0.470
subversion	սպանություն	anger	0.470
annoying	ցնցող	anger	0.470
adversity	դժբախտություն	anger	0.470
dispossessed	տիրապետված	anger	0.470
friction	շփում	anger	0.470
jealous	խանդը	anger	0.470
feudalism	ֆեոդալիզմ	anger	0.470
armament	սպառազինություն	anger	0.470
thump	թռիչք	anger	0.469
complain	բողոքել	anger	0.469
incite	հորդորել	anger	0.469
steal	գողանալ	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	անհնազանդություն	anger	0.469
injury	վնասվածք	anger	0.469
simmer	եփ գալ	anger	0.469
distress	աղետ	anger	0.469
insanity	խելագարություն	anger	0.469
selfish	եսասեր	anger	0.469
huff	huff	anger	0.469
selfishness	եսասիրությունը	anger	0.469
backoff	հեռու մնա	anger	0.469
plunder	թալանը	anger	0.469
stifled	բռունցքներով	anger	0.469
subversive	դիվերսանտ	anger	0.469
exile	աքսոր	anger	0.469
offense	հանցագործություն	anger	0.469
objection	առարկություն	anger	0.469
recidivism	ռեկիդիվիզմ	anger	0.469
smother	խեղդում	anger	0.469
perpetrator	հանցագործը	anger	0.469
dislike	դավաճանություն	anger	0.469
disruption	խախտում	anger	0.469
intolerance	անհանդուրժողականություն	anger	0.469
opposition	ընդդիմությունը	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ժապավեն	anger	0.467
agony	տառապանք	anger	0.465
arrogant	ամբարտավան	anger	0.461
sux	sux	anger	0.456
vent	բաց թողնել	anger	0.456
elimination	վերացնելը	anger	0.456
picketing	պիկետ	anger	0.456
haughty	ամբարտավան	anger	0.456
troublesome	դժգոհ	anger	0.455
clamor	աղմկահարույց	anger	0.455
busted	բորբոքված	anger	0.455
constraint	սահմանափակում	anger	0.455
crabby	ծանրաբեռնված	anger	0.455
veto	վետո	anger	0.455
stubbed	փխրեց	anger	0.455
mislead	մոլորեցնելով	anger	0.455
illicit	անօրինական	anger	0.455
dying	մեռնում	anger	0.455
grated	գրված	anger	0.455
idiocy	ը	anger	0.455
illegality	անօրինականություն	anger	0.455
flagrant	ամոթալի	anger	0.455
impermeable	անթափանց	anger	0.455
bad	վատ	anger	0.453
despotism	դեպրոտիզմը	anger	0.453
usurped	առեւանգել	anger	0.453
godless	անմարդկային	anger	0.453
disagreeing	անհամաձայնություն	anger	0.453
intense	ինտենսիվ	anger	0.453
struggle	պայքար	anger	0.453
suppress	ճնշել	anger	0.453
disapproving	անհարգալից վերաբերմունք	anger	0.453
desist	հեռացնել	anger	0.453
bayonet	սվին	anger	0.453
displeased	դժգոհ	anger	0.453
hysterical	հիստերիկ	anger	0.453
unlawful	անօրինական	anger	0.451
wrongly	սխալմամբ	anger	0.448
repellent	հովանավոր	anger	0.442
wasted	ապարդյուն	anger	0.441
foe	թշնամին	anger	0.441
dishonor	անպատվիրություն	anger	0.441
wrongful	սխալմամբ	anger	0.441
psychosis	հոգեբուժություն	anger	0.441
aversion	անհանգստություն	anger	0.440
punitive	պատիժը	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	կոճղերը	anger	0.439
effigy	անպիտան	anger	0.439
schism	բաժանումը	anger	0.439
ultimatum	վերջնագիր	anger	0.439
upset	խանգարեց	anger	0.439
worthless	անարժեք	anger	0.438
deny	ժխտել	anger	0.438
ransom	փրկագին	anger	0.438
fugitive	փախստական	anger	0.438
deleterious	վնասակար	anger	0.438
stupidity	հիմարություն	anger	0.438
abandonment	հրաժարվելով	anger	0.438
mucked	կեղտոտված	anger	0.438
separatist	անջատողական	anger	0.438
irritation	գրգռվածություն	anger	0.438
oblivion	մոռացության	anger	0.437
segregate	առանձին	anger	0.437
payback	փոխհատուցում	anger	0.436
incongruous	անհամատեղելի	anger	0.435
eviction	վտարում	anger	0.435
collusion	գաղութացում	anger	0.432
rob	rob	anger	0.431
infidelity	անհավատարմություն	anger	0.429
ravenous	գարշելի	anger	0.429
overrun	overrun	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	հովանավոր	anger	0.426
martial	մարտական	anger	0.426
painful	ցավոտ	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	անհավատալի	anger	0.426
rejection	մերժումը	anger	0.426
defense	պաշտպանություն	anger	0.425
powerful	հզոր	anger	0.424
censor	գրաքննիչ	anger	0.424
indecency	անպիտան	anger	0.424
fraudulent	խարդախություն	anger	0.424
gonorrhea	գոնորիա	anger	0.424
fallacious	ընկճված	anger	0.424
concealment	թաքցնում	anger	0.424
greed	ագահությունը	anger	0.424
disobedience	անհնազանդություն	anger	0.424
fuss	աղմուկը	anger	0.424
enforce	կիրառել	anger	0.424
banger	բանդեր	anger	0.424
commotion	խառնաշփոթություն	anger	0.424
defraud	խաբեություն	anger	0.424
discontent	դժգոհությունը	anger	0.424
unsympathetic	անբարեխիղճ	anger	0.424
exasperation	բարկություն	anger	0.424
barb	գորշ	anger	0.422
banishment	փախուստը	anger	0.422
sedition	խռովություն	anger	0.422
misrepresented	խեղաթյուրված	anger	0.422
snubbed	ցրված	anger	0.422
penetration	ներթափանցումը	anger	0.422
cracked	ճեղքված	anger	0.422
annoyance	ցնցում	anger	0.422
duel	մենամարտ	anger	0.422
penitentiary	քրեակատարողական հիմնարկ	anger	0.422
sarcasm	սարկազմ	anger	0.422
deportation	արտաքսումը	anger	0.422
nettle	ջայլամ	anger	0.422
scar	scar	anger	0.422
bang	բախում	anger	0.422
cur	ք	anger	0.422
blatant	անբարոյական	anger	0.420
force	ուժը	anger	0.418
perverse	խեղաթյուրված	anger	0.415
wring	սահում	anger	0.415
bastion	բաստիոն	anger	0.413
grim	խայտառակ	anger	0.413
sordid	խայտառակ	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	զարմանալիորեն	anger	0.412
tiff	tiff	anger	0.412
moody	մռայլ	anger	0.412
hunting	որսորդություն	anger	0.411
indenture	անորոշություն	anger	0.410
sham	շամ	anger	0.409
squelch	ջարդել	anger	0.409
awful	սարսափելի	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ընդհակառակը	anger	0.409
contradict	հակասություն	anger	0.409
supremacy	գերակայություն	anger	0.409
sneak	գողանալ	anger	0.409
cantwin	cantwin	anger	0.409
reproach	նախատինք	anger	0.409
compulsion	պարտադրանք	anger	0.409
inept	անթիվ	anger	0.409
blockade	շրջափակումը	anger	0.409
detainee	ձերբակալվածը	anger	0.409
forfeit	դադարեցնելու համար	anger	0.409
disappoint	հիասթափեցրեց	anger	0.409
lying	պառկած	anger	0.408
epidemic	համաճարակ	anger	0.406
tremor	ցնցում	anger	0.406
rail	երկաթուղին	anger	0.406
onerous	բարդ	anger	0.406
cacophony	կակաոֆոնիա	anger	0.406
unthinkable	անհավատալի	anger	0.406
forsaken	լքված	anger	0.406
delusion	կեղծիք	anger	0.406
wrongdoing	սխալմամբ	anger	0.406
badger	պոռնիկ	anger	0.406
antipathy	հակատիպային	anger	0.406
inequality	անհավասարություն	anger	0.406
nuisance	անհանգստություն	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	փաստարկներ	anger	0.404
affront	խաբեությամբ	anger	0.403
traumatic	տրավմատիկ	anger	0.402
libel	զրպարտություն	anger	0.400
sodding	սառեցման	anger	0.400
annoys	ցնցումներ	anger	0.400
watchout	դիտում	anger	0.398
soslow	շատ դանդաղ	anger	0.398
frenetic	գարշահոտ	anger	0.397
remiss	մաքուր	anger	0.397
barge	գմբեթը	anger	0.396
howl	երգում	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	բռնցքամարտ	anger	0.394
untoward	անբարեխիղճ	anger	0.394
extinguish	անջատում	anger	0.394
keyed	բանալին	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	անհարգալից վերաբերմունք	anger	0.394
illegal	անօրինական	anger	0.394
rabble	խռովություն	anger	0.394
actionable	կիրառելի	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	խարդախություն	anger	0.394
sue	դատական ​​գործ	anger	0.394
unfriendly	անբարեխիղճ	anger	0.394
confiscate	բռնագրավել	anger	0.394
brimstone	խնձոր	anger	0.392
argh	argh	anger	0.391
pique	Պիկե	anger	0.391
recklessness	անխոհեմություն	anger	0.391
earthquake	երկրաշարժ	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	լուծարումը	anger	0.391
rigged	կեղծված	anger	0.391
disagree	համաձայն չեմ	anger	0.389
lawsuit	դատական ​​գործը	anger	0.386
disused	չօգտագործված	anger	0.382
immorality	անբարոյականություն	anger	0.382
despair	հուսահատություն	anger	0.382
difficulty	դժվարություն	anger	0.379
incurable	անբուժելի	anger	0.379
touchy	շոշափելի	anger	0.379
coerce	պարտադրել	anger	0.379
sizzle	Դուքzle	anger	0.379
rifle	հրացան	anger	0.379
falsification	կեղծիք	anger	0.379
pokes	թաքցնում	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	ցավոտ	anger	0.379
picket	Պիկետ	anger	0.378
concussion	ցնցում	anger	0.377
pessimism	հոռետեսություն	anger	0.375
pitfall	խայծ	anger	0.375
infantile	մանկատուն	anger	0.375
disillusionment	հիասթափություն	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	միլիցիան	anger	0.375
remand	ձերբակալվածը	anger	0.375
faulty	սխալ է	anger	0.375
cannon	թնդանոթը	anger	0.375
rawr	հում	anger	0.375
sly	խաբեությամբ	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	նեպոտիզմ	anger	0.371
distressing	ցնցող	anger	0.371
inhibit	արգելել	anger	0.371
vindicate	արդարացնել	anger	0.371
schizophrenia	շիզոֆրենիա	anger	0.369
skewed	շեղվելով	anger	0.368
disreputable	անվիճելի	anger	0.368
forbidding	արգելում է	anger	0.368
conquest	նվաճում	anger	0.367
bark	հաբեր	anger	0.365
leukemia	Լեյկեմիա	anger	0.365
barks	հեծանիվներ	anger	0.364
burke	Բիրկե	anger	0.364
challenge	մարտահրավեր	anger	0.364
disapprove	չընդունեց	anger	0.364
unhappy	դժգոհ	anger	0.364
retarded	ուշացած	anger	0.364
warrior	մարտիկ	anger	0.364
belt	գոտի	anger	0.364
controversial	հակասական	anger	0.359
opinionated	ը	anger	0.359
paucity	անբավարարություն	anger	0.359
broken	կոտրված	anger	0.359
litigate	դատական ​​գործընթացը	anger	0.359
polemic	պոեմիկ	anger	0.359
aftermath	հետո	anger	0.359
disliked	չհավատաց	anger	0.359
loudness	բարձրաձայն	anger	0.359
restriction	սահմանափակում	anger	0.359
cad	կադ	anger	0.359
sectarian	աղանդավորական	anger	0.359
incompetence	անբավարարություն	anger	0.359
interrupting	ընդհատում	anger	0.358
fussy	տխուր	anger	0.357
wench	wench	anger	0.353
misbehavior	չարաշահում	anger	0.351
gruff	խռովություն	anger	0.351
remove	հեռացնել	anger	0.351
brat	brat	anger	0.351
scarcity	սակավություն	anger	0.350
losing	կորցնելով	anger	0.349
pest	վնասատու	anger	0.348
defect	արատ	anger	0.348
hardened	կարծրացած	anger	0.348
deserted	անապատում	anger	0.348
lie	ստի	anger	0.348
retract	հրաժարվելուց	anger	0.348
untrustworthy	անհավատալի	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	հիասթափված է	anger	0.348
disagreement	անհամաձայնություն	anger	0.348
stigma	սիգիգմա	anger	0.348
ulcer	խոցը	anger	0.348
bias	կողմնակալություն	anger	0.345
negation	ժխտումը	anger	0.344
antisocial	հակասոցիալական	anger	0.344
evade	խուսափել	anger	0.344
shoddy	շոտլանդական	anger	0.344
bothering	խանգարում	anger	0.344
impotence	իմպոտենցիա	anger	0.344
shaky	անկայուն	anger	0.344
misleading	մոլորեցնող	anger	0.344
stripped	գողանալ	anger	0.344
disclaim	հերքում	anger	0.344
unsettled	չբացահայտված	anger	0.344
anxiety	անհանգստություն	anger	0.344
stingy	ցնցող	anger	0.344
deterioration	վատթարացում	anger	0.344
pirate	ծովահեն	anger	0.344
unreliable	անվստահելի	anger	0.344
interminable	անընդմեջ	anger	0.343
disease	հիվանդություն	anger	0.341
meddle	միջամտել	anger	0.341
