word	Sinhala (Sinhalese)-si	emotion	emotion-intensity-score
uprising	නැඟිටීමයි	anger	0.531
twofaced	NO TRANSLATION	anger	0.531
reckless	සාහසිකයි	anger	0.531
unbridled	අසීමිතයි	anger	0.531
allegation	චෝදනාවයි	anger	0.531
communism	කොමියුනිස්ට්වාදයයි	anger	0.531
whip	කසයක්	anger	0.531
intruder	අක්රමණශීලී විය	anger	0.531
dispute	ආරවුලකි	anger	0.531
belittle	අඩු පාඩුවකි	anger	0.531
bigoted	ප්රබලයි	anger	0.530
offender	වරදකරු වේ	anger	0.530
hassle	කරදරයක්	anger	0.530
dissonance	නොගැලපීම	anger	0.530
unjust	අසාධාරණයකි	anger	0.530
dictatorial	ආඥාදායකය	anger	0.530
unjustifiable	අසාධාරණයකි	anger	0.530
fiesty	NO TRANSLATION	anger	0.530
perversion	විකෘතිය	anger	0.530
tackled	හිසරදයකි	anger	0.530
renegade	කැරලිකාරියකි	anger	0.529
hot	උණුසුම් වේ	anger	0.529
prison	බන්ධනාගාර	anger	0.529
cantstandit	NO TRANSLATION	anger	0.529
trespass	වැරදීමක්	anger	0.529
suicide	සියදිවි නසාගැනීම	anger	0.521
annoy	අපූරුය	anger	0.520
leavemealone	මට තනිවම ඉන්න දෙන්න	anger	0.517
idiotic	මෝඩයෝ	anger	0.516
distrust	අවිශ්වාසය	anger	0.516
depravity	දූෂණය	anger	0.516
cretins	ක්රීතයින්	anger	0.516
divorce	දික්කසාද වෙයි	anger	0.516
broil	සළුවේය	anger	0.516
grrr	ජී.ආර්.ආර්	anger	0.516
venting	ශෝචනීයයි	anger	0.516
inimical	චකිතය	anger	0.516
duress	තර්ජන	anger	0.516
disrespectful	අගෞරවයක්	anger	0.516
tortious	වධ හිංසා	anger	0.516
criticize	විවේචනය කරනවා	anger	0.516
prisoner	සිරකරුවා	anger	0.516
dishonest	වංක	anger	0.516
treason	ද්රෝහියෙකි	anger	0.516
victimized	ගොදුරු වූහ	anger	0.515
bile	ඉනෝකා	anger	0.515
unkind	අකාරුණික	anger	0.515
unforgiving	සමාව නොදීම	anger	0.515
unleash	මුදාහරින්න	anger	0.515
coercion	බලහත්කාරය	anger	0.515
scold	බනිනවා	anger	0.515
chaos	ව්යාකූලත්වය	anger	0.515
grump	ගුප්ත වේ	anger	0.515
roar	කෑගසනවා	anger	0.515
jerks	කරදරකාරයෝ	anger	0.515
poaching	දඩයම් කිරීම	anger	0.515
hangry	hangry	anger	0.515
pow	pow	anger	0.515
poachers	දඩයක්කරුවෝ	anger	0.515
argumentation	තර්ක කිරීමයි	anger	0.515
frustrating	කරදරයක්	anger	0.515
tussle	ටැස්ල්	anger	0.514
bane	බැනර්	anger	0.511
accusation	චෝදනාවකි	anger	0.510
repudiation	ප්රතික්ෂේප කිරීමකි	anger	0.510
enmity	සතුරුකමයි	anger	0.510
banish	නෙරපා හැරීමයි	anger	0.509
disfigured	අක්රමවත් විය	anger	0.508
storm	කුනාටුව	anger	0.507
shun	මඟහැරිය යුතුය	anger	0.500
suppression	මැඩීමය	anger	0.500
unruly	නොහික්මුණි	anger	0.500
intractable	නොහැකි ය	anger	0.500
ordeal	වේදනාකාරි විය	anger	0.500
obstruct	බාධා කරනවා	anger	0.500
derogation	අවලංගු කිරීමකි	anger	0.500
fervor	ආදරයක්	anger	0.500
foaming	පෙණ නඟිනවා	anger	0.500
derision	විහිලුවක්	anger	0.500
animus	ඇනිමස්	anger	0.500
rejects	ප්රතික්ෂේප කරයි	anger	0.500
bout	අවාසනාවකි	anger	0.500
spear	හෙල්ලය	anger	0.500
crazy	පිස්සු	anger	0.500
brazen	බාර්සිලෝනා	anger	0.500
antithesis	ප්රතිප්රහාරය	anger	0.500
injustice	අසාධාරණයක්	anger	0.500
banished	පිටුවහල් කළහ	anger	0.500
confined	පමනක් සීමා විය	anger	0.500
frenzied	භින්න වෙලා	anger	0.500
dominate	ආධිපත්යය දරයි	anger	0.500
disrupting	බාධා කරනවා	anger	0.500
hammering	හයිය	anger	0.500
fear	බිය	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	වේදනාව	anger	0.500
brunt	පීඩාව	anger	0.500
possessed	භුක්ති විඳිති	anger	0.500
defy	නොකියයි	anger	0.500
scoff	කෑගැසීමක්	anger	0.500
patronising	අනුග්රහය දක්වයි	anger	0.500
delusional	වැරදියි	anger	0.500
malpractice	අක්රමිකතා	anger	0.500
reject	ප්රතික්ෂේප කරයි	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	රළුබව	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	පිස්සුව	anger	0.491
sinful	පව්කාර ස්වභාවයයි	anger	0.491
avarice	අවාසනාවන්තයි	anger	0.490
oppress	පීඩා කරන්න	anger	0.490
disapproved	නොලැබුණි	anger	0.485
inhuman	අමානුෂික ලෙස	anger	0.485
demand	ඉල්ලුම	anger	0.485
abolish	ඉවත් කරනවා	anger	0.485
anathema	නිර්වාණය	anger	0.485
fricking	රහසින්	anger	0.485
complaint	පැමිණිල්ලක්	anger	0.485
disservice	නොගැළපීමයි	anger	0.485
smuggler	ජාවාරම්කාරයෙක්	anger	0.485
revoke	අවලංගු කරන්න	anger	0.485
infraction	උල්ලංඝනය කිරීමකි	anger	0.485
claw	නියපොතුය	anger	0.485
dissident	විසංමතිකයින්	anger	0.485
pervert	මුළාවට	anger	0.485
incest	ව්යහිවරයකි	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	අකීකරු	anger	0.485
usurp	උප්පරවැට්ටිය	anger	0.485
alienate	විරසකය	anger	0.485
avenger	පළිගන්නෝ ය	anger	0.485
annoyed	කේන්ති ගියා	anger	0.485
cutting	කැපීම	anger	0.485
disgrace	නින්දිතය	anger	0.484
deceit	වංචාව	anger	0.484
suspicious	සැකයි	anger	0.484
thresh	කඳන්	anger	0.484
sucker	සිකුරු	anger	0.484
strained	දිරාපත්වේ	anger	0.484
blame	දොස් නඟන්න	anger	0.484
upheaval	නැගිටීම	anger	0.484
renounce	ප්රතික්ෂේප කරන්න	anger	0.484
obnoxious	කතාවයි	anger	0.484
restrain	සීමා විය යුතුය	anger	0.484
oust	පන්නා දැමීමයි	anger	0.484
litigious	විවාදාත්මකය	anger	0.484
rivalry	පසමිතුරුතාවයි	anger	0.484
penalty	දඩය	anger	0.484
imprisoned	සිරගත	anger	0.484
mocking	විහිළුවකි	anger	0.484
opposed	විරුද්ධ විය	anger	0.484
turbulence	කැළඹිලි ස්වභාවයයි	anger	0.483
pound	පවුම	anger	0.481
coldness	ශීතලම වේ	anger	0.477
ungrateful	කෘතඥතාව	anger	0.472
battalion	බලකාය	anger	0.471
stoopid	බෑවීය	anger	0.471
hostage	ප්රාණ ඇපකාරයාය	anger	0.470
infidel	අවිවේකී	anger	0.470
ram	RAM	anger	0.470
accuser	චෝදනා කරති	anger	0.470
gall	ගාලේ	anger	0.470
subversion	කඩාකප්පල්කාරී ක්රියාවකි	anger	0.470
annoying	අමාරුයි	anger	0.470
adversity	විපත්ති	anger	0.470
dispossessed	බැහැර කරයි	anger	0.470
friction	ඝර්ෂණය	anger	0.470
jealous	ඊර්ෂ්යා වේ	anger	0.470
feudalism	වැඩවසම්	anger	0.470
armament	අවි ආයුධ	anger	0.470
thump	කදුළුකි	anger	0.469
complain	පැමිණිලි	anger	0.469
incite	උසිගැන්වීමයි	anger	0.469
steal	සොරකම් කරනවා	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	අකීකරු වීමයි	anger	0.469
injury	තුවාලය	anger	0.469
simmer	හිරිවැටෙයි	anger	0.469
distress	මානසික පීඩනයයි	anger	0.469
insanity	බුදුදහම	anger	0.469
selfish	ආත්මාර්ථකාමි	anger	0.469
huff	හෆී	anger	0.469
selfishness	ආත්මාර්ථකාමිත්වය	anger	0.469
backoff	අහකට වෙන්න	anger	0.469
plunder	කොල්ලකෑම	anger	0.469
stifled	ගසා දමයි	anger	0.469
subversive	කඩාකප්පල් වේ	anger	0.469
exile	පිටුවහලේය	anger	0.469
offense	වරදකි	anger	0.469
objection	විරෝධතා	anger	0.469
recidivism	ප්රතික්රියාවක්	anger	0.469
smother	ගෙල සිරකර ඇත	anger	0.469
perpetrator	වරදකරුවෙකි	anger	0.469
dislike	අකමැති	anger	0.469
disruption	බාධාවක්	anger	0.469
intolerance	අසහනකාරී බව	anger	0.469
opposition	විපක්ෂ	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	මකුණ	anger	0.467
agony	වියවුල්සහගතය	anger	0.465
arrogant	අහංකාරය	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	වාතාශ්රය	anger	0.456
elimination	අහෝසි කිරීමයි	anger	0.456
picketing	පිකට් කිරීම	anger	0.456
haughty	උඩඟු	anger	0.456
troublesome	කරදරකාරී ය	anger	0.455
clamor	ඝෝෂාකාරී විය	anger	0.455
busted	කප්පම් ගත්තා	anger	0.455
constraint	බාධකය	anger	0.455
crabby	කබ්රි	anger	0.455
veto	නිෂේධ බලය	anger	0.455
stubbed	පැටලී තිබේ	anger	0.455
mislead	නොමඟ යවනවා	anger	0.455
illicit	අනවසරෙන්	anger	0.455
dying	මැරෙනවා	anger	0.455
grated	ගානේ	anger	0.455
idiocy	මෝඩයෝ	anger	0.455
illegality	නීති විරෝධී බවය	anger	0.455
flagrant	ප්රකටය	anger	0.455
impermeable	අපාරගම්ය	anger	0.455
bad	නරක	anger	0.453
despotism	අධිරාජ්යවාදයයි	anger	0.453
usurped	උදුරාගත්හ	anger	0.453
godless	මෝඩකමකි	anger	0.453
disagreeing	එකඟ නොවනු ඇත	anger	0.453
intense	තීව්ර වේ	anger	0.453
struggle	අරගලය	anger	0.453
suppress	මර්දනය කරන්න	anger	0.453
disapproving	අනුමත නොකළේය	anger	0.453
desist	අතහැර දමන්න	anger	0.453
bayonet	බයිනෙට්	anger	0.453
displeased	අසතුටට පත්විය	anger	0.453
hysterical	හිස්ටරික්	anger	0.453
unlawful	නීති විරෝධී ය	anger	0.451
wrongly	වැරදියි	anger	0.448
repellent	පිළිකුල් සහගතයි	anger	0.442
wasted	නාස්ති කරනවා	anger	0.441
foe	සතුරා	anger	0.441
dishonor	අගෞරවයක්	anger	0.441
wrongful	වැරදියි	anger	0.441
psychosis	මානසික ආතතිය	anger	0.441
aversion	මැලිකමක් දක්වයි	anger	0.440
punitive	දන්ඩනයකි	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	නකල්ස්	anger	0.439
effigy	ආකෘතියකි	anger	0.439
schism	පල්ලිය	anger	0.439
ultimatum	අවසන් නිවේදනය	anger	0.439
upset	කලබලය	anger	0.439
worthless	වැදගැම්මක් නැත	anger	0.438
deny	ප්රතික්ෂේප කරනවා	anger	0.438
ransom	වන්දිය	anger	0.438
fugitive	පලායන්න	anger	0.438
deleterious	හානිකර වේ	anger	0.438
stupidity	මෝඩකමක්	anger	0.438
abandonment	අත්හැර දැමීම	anger	0.438
mucked	හිසරදයකි	anger	0.438
separatist	බෙදුම්වාදී	anger	0.438
irritation	කුපිත කිරීම	anger	0.438
oblivion	අන්ධකාරයයි	anger	0.437
segregate	වෙන්වෙයි	anger	0.437
payback	ආපසු ගෙවීම්	anger	0.436
incongruous	අසමසම	anger	0.435
eviction	නෙරපා හැරීමයි	anger	0.435
collusion	සංයෝජනයක්	anger	0.432
rob	මංකොල්ල කන	anger	0.431
infidelity	නොඇදහිලිකාරිය	anger	0.429
ravenous	කැළඹී ඇත	anger	0.429
overrun	අත්හැර දැමීමයි	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	වැලැක්විය	anger	0.426
martial	යුද්ධාධිකරණය	anger	0.426
painful	වේදනාකාරී	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	අවිශ්වාස	anger	0.426
rejection	ප්රතික්ෂේප කිරීමයි	anger	0.426
defense	ආරක්ෂක	anger	0.425
powerful	බලවත්	anger	0.424
censor	වාරණයකි	anger	0.424
indecency	අසමගිය	anger	0.424
fraudulent	ප්රෝඩාකාරී වේ	anger	0.424
gonorrhea	ගොනෝරියා	anger	0.424
fallacious	වැරදිය	anger	0.424
concealment	සැඟවීමයි	anger	0.424
greed	කෑදරකම	anger	0.424
disobedience	අකීකරුකම	anger	0.424
fuss	කුතුහලය	anger	0.424
enforce	ක්රියාත්මක කරන්න	anger	0.424
banger	බෑන්ගර්	anger	0.424
commotion	ඝෝෂාවයි	anger	0.424
defraud	වංචාව	anger	0.424
discontent	අතෘප්තිය	anger	0.424
unsympathetic	අනුකම්පා විරහිත ය	anger	0.424
exasperation	උත්සුකතාවයකි	anger	0.424
barb	බාර්	anger	0.422
banishment	ඉබ්බා	anger	0.422
sedition	පෙලඹවීමකි	anger	0.422
misrepresented	වැරදියට	anger	0.422
snubbed	නරකයි	anger	0.422
penetration	විනිවිදය හැක	anger	0.422
cracked	හෙලා ඇත	anger	0.422
annoyance	නොසතුට	anger	0.422
duel	දෙවැන්නයි	anger	0.422
penitentiary	බන්ධනාගාරය	anger	0.422
sarcasm	නින්දිතය	anger	0.422
deportation	පිටුවහල් කිරීම	anger	0.422
