word	Azeerbaijani-az	emotion	emotion-intensity-score
coldness	soyuqluq	anger	0.477
ungrateful	nankorluq	anger	0.472
battalion	batalyon	anger	0.471
stoopid	stoopid	anger	0.471
hostage	girov	anger	0.470
infidel	küfür	anger	0.470
ram	ram	anger	0.470
accuser	təqsirləndirən	anger	0.470
gall	keçi	anger	0.470
subversion	subversion	anger	0.470
annoying	zəhlətökən	anger	0.470
adversity	zəlzələ	anger	0.470
dispossessed	sövq edildi	anger	0.470
friction	sürtünmə	anger	0.470
jealous	qısqanc	anger	0.470
feudalism	feodalizm	anger	0.470
armament	silahlanma	anger	0.470
thump	zərbə	anger	0.469
complain	şikayət	anger	0.469
incite	həvəsləndirmək	anger	0.469
steal	oğurlamaq	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	itaətsizlik	anger	0.469
injury	yaralanma	anger	0.469
simmer	qaynamaq	anger	0.469
distress	çətinliklər	anger	0.469
insanity	dəlilik	anger	0.469
selfish	eqoist	anger	0.469
huff	huff	anger	0.469
selfishness	eqoistlik	anger	0.469
backoff	geri çəkilin	anger	0.469
plunder	yağma	anger	0.469
stifled	boğuldu	anger	0.469
subversive	dağıdıcı	anger	0.469
exile	sürgün	anger	0.469
offense	cinayət	anger	0.469
objection	etiraz	anger	0.469
recidivism	rezidivizm	anger	0.469
smother	boğmaq	anger	0.469
perpetrator	faili	anger	0.469
dislike	sevmirəm	anger	0.469
disruption	pozulması	anger	0.469
intolerance	dözümsüzlük	anger	0.469
opposition	müxalifət	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	kupa	anger	0.467
agony	aclıq	anger	0.465
arrogant	təkəbbürlü	anger	0.461
sux	sux	anger	0.456
vent	havalandırma	anger	0.456
elimination	aradan qaldırılması	anger	0.456
picketing	piket	anger	0.456
haughty	hörmətli	anger	0.456
troublesome	çətinlikli	anger	0.455
clamor	camaat	anger	0.455
busted	busted	anger	0.455
constraint	məhdudiyyət	anger	0.455
crabby	yırtıcı	anger	0.455
veto	veto	anger	0.455
stubbed	qaçırdılar	anger	0.455
mislead	aldatmaq	anger	0.455
illicit	qanunsuzdur	anger	0.455
dying	ölür	anger	0.455
grated	grated	anger	0.455
idiocy	aldadıcı	anger	0.455
illegality	qanunsuzluq	anger	0.455
flagrant	dəhşətli	anger	0.455
impermeable	keçirməyən	anger	0.455
bad	pis	anger	0.453
despotism	despotizm	anger	0.453
usurped	qəsb etdi	anger	0.453
godless	Tanrısızdır	anger	0.453
disagreeing	razılaşmır	anger	0.453
intense	sıx	anger	0.453
struggle	mübarizə	anger	0.453
suppress	bastır	anger	0.453
disapproving	razılaşmır	anger	0.453
desist	çəkinməyin	anger	0.453
bayonet	süngü	anger	0.453
displeased	xoşagəlməz	anger	0.453
hysterical	histerik	anger	0.453
unlawful	qanunsuz	anger	0.451
wrongly	səhvdir	anger	0.448
repellent	kovucu	anger	0.442
wasted	boşa çıxdı	anger	0.441
foe	düşmən	anger	0.441
dishonor	haqsızlıq	anger	0.441
wrongful	səhvdir	anger	0.441
psychosis	psikoz	anger	0.441
aversion	nifrət	anger	0.440
punitive	cəza	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	şist	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	üzdü	anger	0.439
worthless	dəyərsizdir	anger	0.438
deny	inkar et	anger	0.438
ransom	fidyə	anger	0.438
fugitive	qaçaq	anger	0.438
deleterious	zərərli	anger	0.438
stupidity	axmaqlıq	anger	0.438
abandonment	ləğv	anger	0.438
mucked	mucked	anger	0.438
separatist	separatçı	anger	0.438
irritation	qıcıqlanma	anger	0.438
oblivion	oblivion	anger	0.437
segregate	ayırmaq	anger	0.437
payback	ödəmə	anger	0.436
incongruous	uyğunsuzluq	anger	0.435
eviction	evakuasiya	anger	0.435
collusion	söhbət	anger	0.432
rob	soymaq	anger	0.431
infidelity	itaətsizlik	anger	0.429
ravenous	yırtıcı	anger	0.429
overrun	dağıtmaq	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	döyüş	anger	0.426
painful	ağrılı	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	inanılmaz	anger	0.426
rejection	imtina	anger	0.426
defense	müdafiə	anger	0.425
powerful	güclüdür	anger	0.424
censor	senzura	anger	0.424
indecency	küfr	anger	0.424
fraudulent	saxtakarlıq	anger	0.424
gonorrhea	gonoreya	anger	0.424
fallacious	səhvsiz	anger	0.424
concealment	gizlədir	anger	0.424
greed	həsəd	anger	0.424
disobedience	itaətsizlik	anger	0.424
fuss	yayılmaq	anger	0.424
enforce	tətbiq etmək	anger	0.424
banger	banger	anger	0.424
commotion	qarışıqlıq	anger	0.424
defraud	aldatma	anger	0.424
discontent	narazılıq	anger	0.424
unsympathetic	şübhəsiz	anger	0.424
exasperation	istismar	anger	0.424
barb	barb	anger	0.422
banishment	sürgün	anger	0.422
sedition	sedition	anger	0.422
misrepresented	səhv göstərilmişdir	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetrasyon	anger	0.422
cracked	çatladı	anger	0.422
annoyance	narahatlıq	anger	0.422
duel	duel	anger	0.422
penitentiary	cəzaçəkmə müəssisəsi	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportasiya	anger	0.422
nettle	ağıl	anger	0.422
scar	qorxu	anger	0.422
bang	bang	anger	0.422
cur	cır	anger	0.422
blatant	bəlli	anger	0.420
force	qüvvət	anger	0.418
perverse	Səhv	anger	0.415
wring	siqnal	anger	0.415
bastion	bastion	anger	0.413
grim	əzazil	anger	0.413
sordid	kədərli	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	hörmətli	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ovçuluq	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	söndürmək	anger	0.409
awful	dəhşətli	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ziddiyyət təşkil edir	anger	0.409
contradict	əksinə	anger	0.409
supremacy	üstünlük	anger	0.409
sneak	gizli	anger	0.409
cantwin	cantwin	anger	0.409
reproach	haqsızlıq	anger	0.409
compulsion	məcburiyyət	anger	0.409
inept	inept	anger	0.409
blockade	blokadaya	anger	0.409
detainee	məhbus	anger	0.409
forfeit	itkin düşmüşdür	anger	0.409
disappoint	xəyal qırıqlığı	anger	0.409
lying	yalançı	anger	0.408
epidemic	epidemiya	anger	0.406
tremor	tremor	anger	0.406
rail	dəmir yolu	anger	0.406
onerous	zorla	anger	0.406
cacophony	kakofoniya	anger	0.406
unthinkable	düşünülə bilməz	anger	0.406
forsaken	ləğv edildi	anger	0.406
delusion	aldanma	anger	0.406
wrongdoing	səhvən	anger	0.406
badger	porsuq	anger	0.406
antipathy	antipatiya	anger	0.406
inequality	bərabərsizlik	anger	0.406
nuisance	narahatlıq	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	arqumentlər	anger	0.404
affront	təhqir edir	anger	0.403
traumatic	travmatik	anger	0.402
libel	böhtan	anger	0.400
sodding	sadəlik	anger	0.400
annoys	narahat edir	anger	0.400
watchout	diqqətli ol	anger	0.398
soslow	çox yavaş	anger	0.398
frenetic	çaxnaşma	anger	0.397
remiss	rüsvayçılıq	anger	0.397
barge	barj	anger	0.396
howl	xeyir	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boks	anger	0.394
untoward	lütfən	anger	0.394
extinguish	söndürmək	anger	0.394
keyed	açıldı	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	hörmətsizlik	anger	0.394
illegal	qanunsuzdur	anger	0.394
rabble	dırmaşan	anger	0.394
actionable	hərəkətli	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fırıldaqçılıq	anger	0.394
sue	sue	anger	0.394
unfriendly	düşmənçilik	anger	0.394
confiscate	müsadirə et	anger	0.394
brimstone	kükürd	anger	0.392
argh	arh	anger	0.391
pique	pik	anger	0.391
recklessness	qüsursuzluq	anger	0.391
earthquake	zəlzələ	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dağılma	anger	0.391
rigged	saxta	anger	0.391
disagree	razılaşmıram	anger	0.389
lawsuit	iddia	anger	0.386
disused	istifadə edilmədi	anger	0.382
immorality	əxlaqsızlıq	anger	0.382
despair	ümidsizlik	anger	0.382
difficulty	çətinlik	anger	0.379
incurable	müalicə edilə bilməz	anger	0.379
touchy	toxunma	anger	0.379
coerce	zorla	anger	0.379
sizzle	Sizzle	anger	0.379
rifle	tüfəng	anger	0.379
falsification	saxtalaşdırma	anger	0.379
pokes	təmizlənir	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	yara	anger	0.379
picket	piket	anger	0.378
concussion	sarsıntı	anger	0.377
pessimism	pessimizm	anger	0.375
pitfall	pitfall	anger	0.375
infantile	uşaqlıq	anger	0.375
disillusionment	xəyal qırıqlığı	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	milis	anger	0.375
remand	həbs olundu	anger	0.375
faulty	səhv	anger	0.375
cannon	topa	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotizm	anger	0.371
distressing	həyəcan verici	anger	0.371
inhibit	inhibe et	anger	0.371
vindicate	haqq qazandırmaq	anger	0.371
schizophrenia	şizofreniya	anger	0.369
skewed	əyri	anger	0.368
disreputable	etibarsızdır	anger	0.368
forbidding	qadağan	anger	0.368
conquest	fəth	anger	0.367
bark	qabıq	anger	0.365
leukemia	lösemi	anger	0.365
barks	qabıqlar	anger	0.364
burke	burke	anger	0.364
challenge	çağırış	anger	0.364
disapprove	razılaşmıram	anger	0.364
unhappy	bədbəxt	anger	0.364
retarded	gecikmişdir	anger	0.364
warrior	döyüşçü	anger	0.364
belt	kəmər	anger	0.364
controversial	mübahisəli	anger	0.359
opinionated	fikirli	anger	0.359
paucity	qüsur	anger	0.359
broken	qırıq	anger	0.359
litigate	mühakimə et	anger	0.359
polemic	polemik	anger	0.359
aftermath	sonra	anger	0.359
disliked	sevmirdi	anger	0.359
loudness	səssizlik	anger	0.359
restriction	məhdudlaşdırma	anger	0.359
cad	cad	anger	0.359
sectarian	məzhəbi	anger	0.359
incompetence	bacarıqsızlıq	anger	0.359
interrupting	müdaxilə	anger	0.358
fussy	kasıtsız	anger	0.357
wench	wench	anger	0.353
misbehavior	səhv davranış	anger	0.351
gruff	qarışıqlıq	anger	0.351
remove	çıxarın	anger	0.351
brat	brat	anger	0.351
scarcity	qıtlıg	anger	0.350
losing	itirmək	anger	0.349
pest	həşərat	anger	0.348
defect	qüsur	anger	0.348
hardened	bərkimiş	anger	0.348
deserted	boş qaldı	anger	0.348
lie	yalan	anger	0.348
retract	geri çəkilmək	anger	0.348
untrustworthy	etibarsızdır	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	məyus	anger	0.348
disagreement	ixtilaf	anger	0.348
stigma	stiqma	anger	0.348
ulcer	ülser	anger	0.348
bias	bias	anger	0.345
negation	inkar	anger	0.344
antisocial	antisosyal	anger	0.344
evade	qaçmaq	anger	0.344
shoddy	kölgəli	anger	0.344
bothering	narahat edir	anger	0.344
impotence	iktidarsızlıq	anger	0.344
shaky	dəhşətli	anger	0.344
misleading	aldadıcı	anger	0.344
stripped	soyundu	anger	0.344
disclaim	imtina etmə	anger	0.344
unsettled	narahat olmadı	anger	0.344
anxiety	narahatlıq	anger	0.344
stingy	cəsarətli	anger	0.344
deterioration	pozulma	anger	0.344
pirate	pirat	anger	0.344
unreliable	etibarsızdır	anger	0.344
interminable	kəsilməz	anger	0.343
disease	xəstəlikdir	anger	0.341
meddle	müdaxilə	anger	0.341
warp	Çözgü	anger	0.340
averse	imtina edir	anger	0.338
infamous	məşhur olmayan	anger	0.338
alcoholism	alkoqolizm	anger	0.338
row	sıra	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	xəstə	anger	0.333
encumbrance	ağırlıq	anger	0.333
scorpion	akrep	anger	0.333
illegitimate	qanunsuz	anger	0.333
witchcraft	cadugərlik	anger	0.333
interrupt	kəsilmə	anger	0.333
paralyzed	iflic etdi	anger	0.333
sinner	günahkar	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	nəzakətsizdir	anger	0.329
phony	saxta	anger	0.328
spammers	spamcılar	anger	0.328
dashed	zərbə vurdu	anger	0.328
disqualified	diskvalifikasiya olunmuşdur	anger	0.328
fib	fib	anger	0.328
hiss	hiss	anger	0.328
brrr	brrr	anger	0.328
resisting	müqavimət göstərir	anger	0.328
victim	qurban	anger	0.328
scapegoat	qaçaqçılıq	anger	0.328
tighten	sıxmaq	anger	0.328
opponent	rəqib	anger	0.328
crusade	Haçlı seferi	anger	0.328
dislocated	çıxdı	anger	0.328
grumpy	hüznlü	anger	0.328
prohibited	qadağandır	anger	0.328
inappropriate	uyğunsuzdur	anger	0.324
haye	haye	anger	0.324
loss	zərər	anger	0.324
eschew	eschew	anger	0.324
trickery	hiyləgərlik	anger	0.324
neglected	baxımsız	anger	0.324
canker	canker	anger	0.323
queues	kuyruklar	anger	0.318
muff	muff	anger	0.318
crunch	çaxmaq	anger	0.318
duplicity	ikiqatlıq	anger	0.318
criticism	tənqid	anger	0.318
shriek	kədərlənmə	anger	0.316
depreciate	amortizasiya	anger	0.315
poverty	yoxsulluq	anger	0.312
chaff	saman	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	işdən çıxarılması	anger	0.312
mortality	ölüm	anger	0.312
deflate	deflate	anger	0.312
carelessness	diqqətsizlik	anger	0.312
dumps	döküntülər	anger	0.312
revving	revving	anger	0.309
disallowed	icazə verilməmişdir	anger	0.308
thoughtless	düşünmədən	anger	0.307
boisterous	qaranlıq	anger	0.307
burial	qəbir	anger	0.304
theocratic	teokratik	anger	0.303
wince	Wince	anger	0.303
sullen	sanki	anger	0.303
involution	involution	anger	0.300
senseless	mənasızdır	anger	0.297
stalemate	söndürmək	anger	0.297
depreciated	amortizasiya edildi	anger	0.297
wasteful	israfçılıq	anger	0.297
hoax	mistifikasiya	anger	0.297
misuse	sui-istifadə	anger	0.297
getyourown	getyourown	anger	0.297
taxed	vergidir	anger	0.297
depressed	məzlum	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	fəlakət	anger	0.295
displaced	məcburi köçkün	anger	0.294
limited	məhduddur	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	gülünc	anger	0.289
teasing	zəhlətökən	anger	0.288
sharpen	kəskinləşdirin	anger	0.288
react	reaksiya vermək	anger	0.288
presumptuous	möhtəşəm	anger	0.288
spine	omba	anger	0.288
homeless	evsiz	anger	0.288
hoot	hoot	anger	0.287
twitchy	sükunət	anger	0.287
barrier	baryer	anger	0.287
myopia	miyopiya	anger	0.283
contraband	qaçaqmalçılıq	anger	0.281
disconnects	ayırır	anger	0.281
spam	spam	anger	0.281
lagging	gecikmə	anger	0.281
shiver	sarsıntı	anger	0.281
agh	ağ	anger	0.281
restitution	bərpa	anger	0.281
flexin	Flexin	anger	0.281
incompatible	uyğunsuzdur	anger	0.281
delinquent	sui-qəsd	anger	0.281
noncompliance	uyğunsuzluq	anger	0.279
troll	troll	anger	0.279
buffering	buferləşdirmə	anger	0.279
unfairness	ədalətsizlik	anger	0.279
foray	foray	anger	0.279
nether	hörümçək	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	immaturity	anger	0.273
bogus	sahte	anger	0.273
uncaring	uncaring	anger	0.273
shock	şok	anger	0.269
feisty	feisty	anger	0.269
defendant	şübhəli	anger	0.266
latent	gizli	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	ayı	anger	0.266
nopoint	nopoint	anger	0.266
inoperative	işə yaramadı	anger	0.266
quandary	qışqırıq	anger	0.266
inconvenient	əlverişsiz	anger	0.266
feminism	feminizm	anger	0.266
humbug	humbug	anger	0.266
interrupts	kəsilməkdədir	anger	0.265
fluctuation	dalğalanma	anger	0.265
exaggerate	şişirtmək	anger	0.263
lose	itirmək	anger	0.261
patter	patter	anger	0.258
tease	sataşmaq	anger	0.258
furnace	soba	anger	0.258
stone	daş	anger	0.258
shoplifting	xəyanətdir	anger	0.258
soldier	əsgər	anger	0.258
incompetent	bacarıqsız	anger	0.257
indoctrination	indoctrination	anger	0.255
skid	skid	anger	0.250
notoriety	şüurlu	anger	0.250
falsehood	yalan	anger	0.250
untrue	doğrudur	anger	0.250
mastery	sənətkarlıq	anger	0.250
tripping	açma	anger	0.250
nonsense	cəfəngiyatdır	anger	0.250
unfollow	boşa çıxma	anger	0.250
noisy	səssiz	anger	0.250
pouting	pouting	anger	0.250
cane	qamış	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	raket	anger	0.250
complicate	çətinləşdirir	anger	0.250
socialist	sosialist	anger	0.250
lawyer	hüquqşünas	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	Caps Lock	anger	0.242
fenced	çarşaflıdır	anger	0.242
obstacle	maneə	anger	0.242
halter	darıxdırıcı	anger	0.242
witch	cadı	anger	0.242
vampire	vampir	anger	0.242
detract	azaldın	anger	0.242
ringer	zəng	anger	0.242
frowning	boğulma	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	aclıq	anger	0.235
recession	tənəzzül	anger	0.234
lava	lava	anger	0.234
shell	kabuk	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifi	anger	0.234
failing	uğursuzluq	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	raskal	anger	0.234
politics	siyasət	anger	0.234
undesirable	istenmeyen	anger	0.231
darkness	qaranlıq	anger	0.227
versus	qarşı	anger	0.227
resign	istefa	anger	0.227
copycat	copycat	anger	0.227
soaked	batırılmışdır	anger	0.226
unfulfilled	yerinə yetirilməmiş	anger	0.225
abandoned	tərk etdi	anger	0.222
bankruptcy	iflas	anger	0.221
owing	borcu	anger	0.221
unattainable	əlçatmaz	anger	0.221
unhelpful	yararsızdır	anger	0.219
twitching	seğirmə	anger	0.219
confusion	qarışıqlıq	anger	0.219
mosquito	ağcaqanad	anger	0.219
warden	nəzarətçi	anger	0.219
misconception	yanlış fikir	anger	0.219
compress	sıxmaq	anger	0.219
whiny	qaranlıq	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	alət	anger	0.219
nosey	meraklı	anger	0.213
overpriced	overpriced	anger	0.212
harry	Harry	anger	0.212
shortage	çətinliyi	anger	0.212
adder	tacir	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	sahiblik	anger	0.206
desert	səhra	anger	0.206
pout	pout	anger	0.203
uninvited	çağırılmamışdır	anger	0.203
arraignment	arraignment	anger	0.203
inefficient	səmərəsizdir	anger	0.203
rook	rook	anger	0.203
unlucky	şanssız	anger	0.203
unpaid	ödənilməmiş	anger	0.203
backbone	omba	anger	0.203
sentence	cümlə	anger	0.203
powerless	gücsüzdür	anger	0.203
court	məhkəmə	anger	0.199
endless	sonsuz	anger	0.198
adverts	reklamlar	anger	0.197
delay	gecikmə	anger	0.197
misstatement	səhv	anger	0.197
distracted	diqqət çəkdi	anger	0.197
misunderstanding	yanlış anlama	anger	0.195
excite	həyəcanlandıracaq	anger	0.191
inadmissible	yolverilməzdir	anger	0.191
lightning	şimşək	anger	0.189
incase	incase	anger	0.188
preclude	qadağandır	anger	0.188
insecure	etibarsızdır	anger	0.188
mournful	mədh	anger	0.188
rating	reytinqi	anger	0.182
mistress	xanım	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	iddiaçı	anger	0.182
insist	israrla	anger	0.182
distracting	diqqət çəkir	anger	0.182
opium	tiryək	anger	0.180
willful	qəsdən	anger	0.176
deserve	layiq olmaq	anger	0.176
insists	israr edir	anger	0.175
treat	müalicə etmək	anger	0.175
misplace	Səhv yer	anger	0.172
indecisive	qərarsızdır	anger	0.172
gibberish	çirkinlik	anger	0.172
fleece	qılınc	anger	0.172
fee	haqq	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	azad et	anger	0.172
excitation	həyəcan	anger	0.172
hormonal	hormonal	anger	0.172
mighty	qüdrətli	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	qeyri-bərabərdir	anger	0.167
insufficiency	çatışmazlıq	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bazarlıq	anger	0.167
mule	qatır	anger	0.167
insignificant	əhəmiyyətsizdir	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	laqeydlik	anger	0.156
rheumatism	romatizm	anger	0.156
coop	coop	anger	0.156
forearm	ön kol	anger	0.156
uncertain	qeyri-müəyyəndir	anger	0.152
bee	arı	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	cəlb	anger	0.152
disinformation	dezinformasiya	anger	0.152
attorney	müvəkkil	anger	0.152
underpaid	ödənilməmiş	anger	0.152
pretending	iddia edirlər	anger	0.152
campaigning	kampaniya	anger	0.151
hopelessness	ümidsizlik	anger	0.149
feeling	hissi	anger	0.147
legalized	qanuniləşdirilmişdir	anger	0.145
caution	ehtiyatla	anger	0.145
subsidy	subsidiya	anger	0.141
obliging	məcburi	anger	0.141
morals	əxlaq	anger	0.141
sterling	sterlinq	anger	0.141
wimpy	wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	salon	anger	0.136
repay	geri qaytarmaq	anger	0.136
blemish	ləkəsiz	anger	0.136
surcharge	surcharge	anger	0.136
geez	geez	anger	0.136
birch	huş	anger	0.135
noob	noob	anger	0.133
honk	Honq	anger	0.133
orchestra	orkestr	anger	0.132
competitive	rəqabət	anger	0.125
wireless	simsiz	anger	0.125
standstill	dayandırmaq	anger	0.125
mosque	məscid	anger	0.122
reversal	bərpa	anger	0.121
