word	Romanian-ro	emotion	emotion-intensity-score
troublesome	supărător	anger	0.455
clamor	gălăgie	anger	0.455
busted	prins	anger	0.455
constraint	constrângere	anger	0.455
crabby	ursuz	anger	0.455
veto	veto	anger	0.455
stubbed	scrantit	anger	0.455
mislead	induce în eroare	anger	0.455
illicit	ilicit	anger	0.455
dying	moarte	anger	0.455
grated	răzuită	anger	0.455
idiocy	imbecilitate	anger	0.455
illegality	nelegalitate	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	impermeabil	anger	0.455
bad	rău	anger	0.453
despotism	despotism	anger	0.453
usurped	uzurpat	anger	0.453
godless	ateu	anger	0.453
disagreeing	dezacord	anger	0.453
intense	intens	anger	0.453
struggle	lupta	anger	0.453
suppress	suprima	anger	0.453
disapproving	dezaprobator	anger	0.453
desist	se abține	anger	0.453
bayonet	baionetă	anger	0.453
displeased	nemulțumit	anger	0.453
hysterical	isteric	anger	0.453
unlawful	ilegal	anger	0.451
wrongly	în mod greșit	anger	0.448
repellent	respingător	anger	0.442
wasted	pierdut	anger	0.441
foe	duşman	anger	0.441
dishonor	dezonoare	anger	0.441
wrongful	nedrept	anger	0.441
psychosis	psihoză	anger	0.441
aversion	aversiune	anger	0.440
punitive	represiv	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	încheieturile	anger	0.439
effigy	efigie	anger	0.439
schism	schismă	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	deranjat	anger	0.439
worthless	lipsit de valoare	anger	0.438
deny	nega	anger	0.438
ransom	răscumpărare	anger	0.438
fugitive	fugar	anger	0.438
deleterious	vătămător	anger	0.438
stupidity	prostie	anger	0.438
abandonment	abandon	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	iritație	anger	0.438
oblivion	uitare	anger	0.437
segregate	separa	anger	0.437
payback	răzbunare	anger	0.436
incongruous	inarmonic	anger	0.435
eviction	evacuare	anger	0.435
collusion	înțelegere secretă	anger	0.432
rob	jefui	anger	0.431
infidelity	infidelitate	anger	0.429
ravenous	vorace	anger	0.429
overrun	depăși	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	vestitor	anger	0.426
martial	marțial	anger	0.426
painful	dureros	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	neîncrezător	anger	0.426
rejection	respingere	anger	0.426
defense	apărare	anger	0.425
powerful	puternic	anger	0.424
censor	cenzura	anger	0.424
indecency	indecenţă	anger	0.424
fraudulent	necinstit	anger	0.424
gonorrhea	gonoree	anger	0.424
fallacious	greșit	anger	0.424
concealment	ascundere	anger	0.424
greed	lăcomie	anger	0.424
disobedience	nesupunere	anger	0.424
fuss	tam-tam	anger	0.424
enforce	impune	anger	0.424
banger	Banger	anger	0.424
commotion	agitaţie	anger	0.424
defraud	frauda	anger	0.424
discontent	nemulţumire	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperare	anger	0.424
barb	Barb	anger	0.422
banishment	exilare	anger	0.422
sedition	răzvrătire	anger	0.422
misrepresented	a interpretat eronat	anger	0.422
snubbed	snubbed	anger	0.422
penetration	penetrație	anger	0.422
cracked	crăpat	anger	0.422
annoyance	supărare	anger	0.422
duel	duel	anger	0.422
penitentiary	penitenciar	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	deportare	anger	0.422
nettle	urzica	anger	0.422
scar	cicatrice	anger	0.422
bang	bubuitură	anger	0.422
cur	javră	anger	0.422
blatant	țipător	anger	0.420
force	forta	anger	0.418
perverse	îndărătnic	anger	0.415
wring	stoarce	anger	0.415
bastion	bastion	anger	0.413
grim	rău	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	posac	anger	0.412
tiff	tiff	anger	0.412
moody	cu toane	anger	0.412
hunting	vânătoare	anger	0.411
indenture	știrbitură	anger	0.410
sham	fals	anger	0.409
squelch	lipăit	anger	0.409
awful	îngrozitor	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	implica	anger	0.409
contradict	contrazice	anger	0.409
supremacy	supremaţie	anger	0.409
sneak	a strecura	anger	0.409
cantwin	cantwin	anger	0.409
reproach	reproș	anger	0.409
compulsion	constrângere	anger	0.409
inept	nepotrivit	anger	0.409
blockade	blocadă	anger	0.409
detainee	deţinut	anger	0.409
forfeit	pierdut	anger	0.409
disappoint	dezamăgi	anger	0.409
lying	minciună	anger	0.408
epidemic	epidemie	anger	0.406
tremor	tremur	anger	0.406
rail	șină	anger	0.406
onerous	oneros	anger	0.406
cacophony	cacofonie	anger	0.406
unthinkable	de necrezut	anger	0.406
forsaken	părăsit	anger	0.406
delusion	iluzie	anger	0.406
wrongdoing	faptă rea	anger	0.406
badger	bursuc	anger	0.406
antipathy	antipatie	anger	0.406
inequality	inegalitate	anger	0.406
nuisance	pacoste	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	argumente	anger	0.404
affront	afront	anger	0.403
traumatic	traumatic	anger	0.402
libel	calomnie	anger	0.400
sodding	sodding	anger	0.400
annoys	enervează	anger	0.400
watchout	ai grija	anger	0.398
soslow	atât de lent	anger	0.398
frenetic	frenetică	anger	0.397
remiss	neglijent	anger	0.397
barge	şlep	anger	0.396
howl	urla	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	box	anger	0.394
untoward	obraznic	anger	0.394
extinguish	a stinge	anger	0.394
keyed	tulburat	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	lipsă de respect	anger	0.394
illegal	ilegal	anger	0.394
rabble	gloată	anger	0.394
actionable	atacabil	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	fraudă	anger	0.394
sue	a da in judecata	anger	0.394
unfriendly	neprietenos	anger	0.394
confiscate	confisca	anger	0.394
brimstone	pucioasă	anger	0.392
argh	Argh	anger	0.391
pique	pichet	anger	0.391
recklessness	nepăsare	anger	0.391
earthquake	cutremur	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	dizolvare	anger	0.391
rigged	aranjat	anger	0.391
disagree	dezacord	anger	0.389
lawsuit	proces	anger	0.386
disused	deșucheat	anger	0.382
immorality	imoralitate	anger	0.382
despair	disperare	anger	0.382
difficulty	dificultate	anger	0.379
incurable	incurabil	anger	0.379
touchy	sensibil	anger	0.379
coerce	constrânge	anger	0.379
sizzle	sfârâi	anger	0.379
rifle	puşcă	anger	0.379
falsification	falsificare	anger	0.379
pokes	Înghiontelile	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	inflamat	anger	0.379
picket	picheta	anger	0.378
concussion	comoție	anger	0.377
pessimism	pesimism	anger	0.375
pitfall	capcană	anger	0.375
infantile	infantil	anger	0.375
disillusionment	deziluzie	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	miliţie	anger	0.375
remand	arest preventiv	anger	0.375
faulty	defect	anger	0.375
cannon	tun	anger	0.375
rawr	rawr	anger	0.375
sly	viclean	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	dureros	anger	0.371
inhibit	inhiba	anger	0.371
vindicate	reabilita	anger	0.371
schizophrenia	schizofrenie	anger	0.369
skewed	oblică	anger	0.368
disreputable	infamant	anger	0.368
forbidding	interzicere	anger	0.368
conquest	cucerire	anger	0.367
bark	latra	anger	0.365
leukemia	leucemie	anger	0.365
barks	latră	anger	0.364
burke	strangula	anger	0.364
challenge	provocare	anger	0.364
disapprove	dezaproba	anger	0.364
unhappy	nefericit	anger	0.364
retarded	retardat	anger	0.364
warrior	războinic	anger	0.364
belt	curea	anger	0.364
controversial	controversat	anger	0.359
opinionated	înfumurat	anger	0.359
paucity	număr mic	anger	0.359
broken	spart	anger	0.359
litigate	se judeca	anger	0.359
polemic	polemică	anger	0.359
aftermath	Urmări	anger	0.359
disliked	disliked	anger	0.359
loudness	intensitate	anger	0.359
restriction	restricţie	anger	0.359
cad	mitocan	anger	0.359
sectarian	sectar	anger	0.359
incompetence	incompetenţă	anger	0.359
interrupting	întrerupe	anger	0.358
fussy	agitat	anger	0.357
wench	umbla după femei	anger	0.353
misbehavior	abatere disciplinara	anger	0.351
gruff	aspru	anger	0.351
remove	elimina	anger	0.351
brat	broscoi	anger	0.351
scarcity	raritate	anger	0.350
losing	pierzând	anger	0.349
pest	dăunător	anger	0.348
defect	defect	anger	0.348
hardened	călit	anger	0.348
deserted	pustiu	anger	0.348
lie	minciună	anger	0.348
retract	retrage	anger	0.348
untrustworthy	neserios	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	dezamăgit	anger	0.348
disagreement	dezacord	anger	0.348
stigma	stigmat	anger	0.348
ulcer	ulcer	anger	0.348
bias	părtinire	anger	0.345
negation	negare	anger	0.344
antisocial	antisocial	anger	0.344
evade	se sustrage	anger	0.344
shoddy	calitate inferioara	anger	0.344
bothering	deranjează	anger	0.344
impotence	impotenţă	anger	0.344
shaky	tremurător	anger	0.344
misleading	derutant	anger	0.344
stripped	dezbrăcat	anger	0.344
disclaim	repudia	anger	0.344
unsettled	nelocuit	anger	0.344
anxiety	anxietate	anger	0.344
stingy	zgârcit	anger	0.344
deterioration	deteriorare	anger	0.344
pirate	pirat	anger	0.344
unreliable	nedemn de încredere	anger	0.344
interminable	interminabil	anger	0.343
disease	boală	anger	0.341
meddle	se amesteca	anger	0.341
warp	urzeală	anger	0.340
averse	potrivnic	anger	0.338
infamous	infam	anger	0.338
alcoholism	alcoolism	anger	0.338
row	rând	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	bolnav	anger	0.333
encumbrance	obstacol	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	nelegitim	anger	0.333
witchcraft	vrăjitorie	anger	0.333
interrupt	întrerupe	anger	0.333
paralyzed	paralizat	anger	0.333
sinner	păcătos	anger	0.331
hulk	matahală	anger	0.329
inconsiderate	nechibzuit	anger	0.329
phony	fals	anger	0.328
spammers	spam	anger	0.328
dashed	punctată	anger	0.328
disqualified	descalificat	anger	0.328
fib	născocire	anger	0.328
hiss	șuierat	anger	0.328
brrr	brrr	anger	0.328
resisting	rezistente	anger	0.328
victim	victimă	anger	0.328
scapegoat	ţap ispăşitor	anger	0.328
tighten	strânge	anger	0.328
opponent	adversar	anger	0.328
crusade	cruciadă	anger	0.328
dislocated	dislocat	anger	0.328
grumpy	morocănos	anger	0.328
prohibited	interzise	anger	0.328
inappropriate	nepotrivit	anger	0.324
haye	haye	anger	0.324
loss	pierderi	anger	0.324
eschew	se feri	anger	0.324
trickery	șmecherie	anger	0.324
neglected	uitat	anger	0.324
canker	gangrenă	anger	0.323
queues	cozi	anger	0.318
muff	manşon	anger	0.318
crunch	ronțăit	anger	0.318
duplicity	duplicitate	anger	0.318
criticism	critică	anger	0.318
shriek	ţipăt	anger	0.316
depreciate	deprecia	anger	0.315
poverty	sărăcie	anger	0.312
chaff	pleavă	anger	0.312
dupe	găgăuță	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	concediere	anger	0.312
mortality	mortalitate	anger	0.312
deflate	dezumfla	anger	0.312
carelessness	nepăsare	anger	0.312
dumps	splin	anger	0.312
revving	turatii	anger	0.309
disallowed	nepermis	anger	0.308
thoughtless	nechibzuit	anger	0.307
boisterous	turbulent	anger	0.307
burial	înmormântare	anger	0.304
theocratic	teocratic	anger	0.303
wince	tresărire	anger	0.303
sullen	trist	anger	0.303
involution	involuţie	anger	0.300
senseless	fără simțire	anger	0.297
stalemate	pat	anger	0.297
depreciated	depreciat	anger	0.297
wasteful	risipitor	anger	0.297
hoax	farsă	anger	0.297
misuse	folosire greșită	anger	0.297
getyourown	ia-ți propriul	anger	0.297
taxed	impozitate	anger	0.297
depressed	deprimat	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralizie	anger	0.295
displaced	strămutate	anger	0.294
limited	limitat	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	Orc	anger	0.289
ridiculous	ridicol	anger	0.289
teasing	destrămare	anger	0.288
sharpen	ascuţi	anger	0.288
react	reacţiona	anger	0.288
presumptuous	încrezut	anger	0.288
spine	coloană vertebrală	anger	0.288
homeless	fără adăpost	anger	0.288
hoot	huiduială	anger	0.287
twitchy	twitchy	anger	0.287
barrier	barieră	anger	0.287
myopia	miopie	anger	0.283
contraband	contrabandă	anger	0.281
disconnects	întrerupătoarele	anger	0.281
spam	spam	anger	0.281
lagging	rămâne în urmă	anger	0.281
shiver	fior	anger	0.281
agh	AGH	anger	0.281
restitution	restituire	anger	0.281
flexin	flexin	anger	0.281
incompatible	incompatibil	anger	0.281
delinquent	delincvent	anger	0.281
noncompliance	nesupunere	anger	0.279
troll	revenire	anger	0.279
buffering	tamponare	anger	0.279
unfairness	nedreptate	anger	0.279
foray	incursiune	anger	0.279
nether	de jos	anger	0.278
bugaboo	gogoriţă	anger	0.273
immaturity	imaturitate	anger	0.273
bogus	fals	anger	0.273
uncaring	nepăsătoare	anger	0.273
shock	şoc	anger	0.269
feisty	feisty	anger	0.269
defendant	pârât	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	desface	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	urs	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	inoperant	anger	0.266
quandary	dilemă	anger	0.266
inconvenient	incomod	anger	0.266
feminism	feminism	anger	0.266
humbug	farsor	anger	0.266
interrupts	întrerupe	anger	0.265
fluctuation	fluctuaţie	anger	0.265
exaggerate	exagera	anger	0.263
lose	pierde	anger	0.261
patter	răpăit	anger	0.258
tease	şicana	anger	0.258
furnace	cuptor	anger	0.258
stone	piatră	anger	0.258
shoplifting	furt din magazine	anger	0.258
soldier	soldat	anger	0.258
incompetent	incompetent	anger	0.257
indoctrination	îndoctrinare	anger	0.255
skid	derapa	anger	0.250
notoriety	notorietate	anger	0.250
falsehood	falsitate	anger	0.250
untrue	neadevărat	anger	0.250
mastery	măiestrie	anger	0.250
tripping	declanșare	anger	0.250
nonsense	Prostii	anger	0.250
unfollow	Anulați urmărirea	anger	0.250
noisy	zgomotos	anger	0.250
pouting	bosumflare	anger	0.250
cane	baston	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rachetă	anger	0.250
complicate	complica	anger	0.250
socialist	socialist	anger	0.250
lawyer	avocat	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	majuscule	anger	0.242
fenced	împrejmuită	anger	0.242
obstacle	obstacol	anger	0.242
halter	ştreang	anger	0.242
witch	vrăjitoare	anger	0.242
vampire	vampir	anger	0.242
detract	reduce	anger	0.242
ringer	clopotar	anger	0.242
frowning	încruntat	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	foame	anger	0.235
recession	recesiune	anger	0.234
lava	lavă	anger	0.234
shell	coajă	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tarifar	anger	0.234
failing	în lipsa	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	canalie	anger	0.234
politics	politică	anger	0.234
undesirable	indezirabil	anger	0.231
darkness	întuneric	anger	0.227
versus	impotriva	anger	0.227
resign	demisiona	anger	0.227
copycat	imitator	anger	0.227
soaked	ud	anger	0.226
unfulfilled	neîmplinit	anger	0.225
abandoned	abandonat	anger	0.222
bankruptcy	faliment	anger	0.221
owing	debitului;	anger	0.221
unattainable	irealizabil	anger	0.221
unhelpful	nefolositor	anger	0.219
twitching	spasm	anger	0.219
confusion	confuzie	anger	0.219
mosquito	ţânţar	anger	0.219
warden	director	anger	0.219
misconception	neînțelegere	anger	0.219
compress	comprima	anger	0.219
whiny	plângăcios	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	instrument	anger	0.219
nosey	băgăcios	anger	0.213
overpriced	prea scump	anger	0.212
harry	dezgoli	anger	0.212
shortage	deficit	anger	0.212
adder	sumator	anger	0.212
melodrama	melodramă	anger	0.212
overplayed	overplayed	anger	0.206
possession	deţinere	anger	0.206
desert	deşert	anger	0.206
pout	bosumflare	anger	0.203
uninvited	neinvitat	anger	0.203
arraignment	trimitere în judecată	anger	0.203
inefficient	ineficace	anger	0.203
rook	găgăuță	anger	0.203
unlucky	ghinionist	anger	0.203
unpaid	neplătit	anger	0.203
backbone	șira spinării	anger	0.203
sentence	propoziție	anger	0.203
powerless	fără putere	anger	0.203
court	curte	anger	0.199
endless	fără sfârşit	anger	0.198
adverts	publicitate	anger	0.197
delay	întârziere	anger	0.197
misstatement	denaturare	anger	0.197
distracted	zăpăcit	anger	0.197
misunderstanding	neînţelegere	anger	0.195
excite	excita	anger	0.191
inadmissible	inadmisibil	anger	0.191
lightning	fulger	anger	0.189
incase	in caz	anger	0.188
preclude	exclude	anger	0.188
insecure	nesigur	anger	0.188
mournful	îndoliat	anger	0.188
rating	evaluare	anger	0.182
mistress	amantă	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	reclamant	anger	0.182
insist	insista	anger	0.182
distracting	distrage atenția	anger	0.182
opium	opiu	anger	0.180
willful	intenționat	anger	0.176
deserve	merita	anger	0.176
insists	insistă	anger	0.175
treat	trata	anger	0.175
misplace	pune greșit	anger	0.172
indecisive	nehotărât	anger	0.172
gibberish	bolboroseală	anger	0.172
fleece	lână	anger	0.172
fee	taxă	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	elibera	anger	0.172
excitation	excitaţie	anger	0.172
hormonal	hormonale	anger	0.172
mighty	puternic	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	scheunat	anger	0.168
unequal	inegal	anger	0.167
insufficiency	insuficienţă	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	negociere	anger	0.167
mule	catâr	anger	0.167
insignificant	nesemnificativ	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	indiferenţă	anger	0.156
rheumatism	reumatism	anger	0.156
coop	coteț	anger	0.156
forearm	antebraț	anger	0.156
uncertain	incert	anger	0.152
bee	albină	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	implicare	anger	0.152
disinformation	dezinformare	anger	0.152
attorney	avocat	anger	0.152
underpaid	prost plătite	anger	0.152
pretending	pretinzând că	anger	0.152
campaigning	agitație	anger	0.151
hopelessness	inutilitate	anger	0.149
feeling	sentiment	anger	0.147
legalized	legalizat	anger	0.145
caution	prudență	anger	0.145
subsidy	subvenţie	anger	0.141
obliging	îndatoritor	anger	0.141
morals	morala	anger	0.141
sterling	veritabil	anger	0.141
wimpy	Wimpy	anger	0.140
bummer	păcat	anger	0.139
misspell	Scris greșit	anger	0.136
saloon	salon	anger	0.136
repay	rambursa	anger	0.136
blemish	cusur	anger	0.136
surcharge	suprataxă	anger	0.136
geez	geez	anger	0.136
birch	mesteacăn	anger	0.135
noob	începător	anger	0.133
honk	claxona	anger	0.133
orchestra	orchestră	anger	0.132
competitive	competitiv	anger	0.125
wireless	fără fir	anger	0.125
standstill	oprire	anger	0.125
mosque	moschee	anger	0.122
reversal	inversare	anger	0.121
inattention	neatenţie	anger	0.121
lace	dantelă	anger	0.118
elbow	cot	anger	0.117
instinctive	instinctiv	anger	0.112
chant	psalmodiere	anger	0.111
lonely	singuratic	anger	0.109
gnome	gnom	anger	0.109
tolerate	tolera	anger	0.106
management	administrare	anger	0.102
advocacy	susținere	anger	0.100
moral	morală	anger	0.094
roadworks	tp	anger	0.091
honest	sincer	anger	0.087
forgetful	neglijent	anger	0.076
gent	gorobete	anger	0.076
liquor	băutură	anger	0.075
money	bani	anger	0.074
hood	capotă	anger	0.071
curriculum	curriculum	anger	0.063
words	cuvinte	anger	0.062
smell	miros	anger	0.061
elf	elf	anger	0.061
playful	jucăuş	anger	0.061
opera	operă	anger	0.061
nurture	hrăni	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	consilier	anger	0.059
trumpet	trompeta	anger	0.059
birthplace	locul naşterii	anger	0.051
ribbon	panglică	anger	0.047
youth	tineret	anger	0.045
vote	vot	anger	0.045
cash	bani gheata	anger	0.039
