word	Russian-ru	emotion	emotion-intensity-score
areyoukidding	NO TRANSLATION	anger	0.468
mug	кружка	anger	0.467
agony	агония	anger	0.465
arrogant	высокомерный	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	вентиляционный	anger	0.456
elimination	устранение	anger	0.456
picketing	пикетирование	anger	0.456
haughty	надменный	anger	0.456
troublesome	хлопотный	anger	0.455
clamor	ропот	anger	0.455
busted	лопнул	anger	0.455
constraint	ограничение	anger	0.455
crabby	раздражительный	anger	0.455
veto	вето	anger	0.455
stubbed	загасил	anger	0.455
mislead	ввести в заблуждение	anger	0.455
illicit	незаконный	anger	0.455
dying	умирающий	anger	0.455
grated	тертый	anger	0.455
idiocy	идиотизм	anger	0.455
illegality	незаконность	anger	0.455
flagrant	вопиющий	anger	0.455
impermeable	непроницаемый	anger	0.455
bad	Плохо	anger	0.453
despotism	деспотизм	anger	0.453
usurped	узурпировал	anger	0.453
godless	безбожный	anger	0.453
disagreeing	несогласия	anger	0.453
intense	интенсивный	anger	0.453
struggle	борьба	anger	0.453
suppress	подавлять	anger	0.453
disapproving	неодобрительный	anger	0.453
desist	воздерживаться	anger	0.453
bayonet	штыковой	anger	0.453
displeased	недовольный	anger	0.453
hysterical	истеричный	anger	0.453
unlawful	незаконное	anger	0.451
wrongly	превратно	anger	0.448
repellent	отталкивающий	anger	0.442
wasted	впустую	anger	0.441
foe	недоброжелатель	anger	0.441
dishonor	бесчестие	anger	0.441
wrongful	противоправный	anger	0.441
psychosis	психоз	anger	0.441
aversion	антипатия	anger	0.440
punitive	карательный	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	кастет	anger	0.439
effigy	изображение	anger	0.439
schism	схизма	anger	0.439
ultimatum	ультиматум	anger	0.439
upset	рассториться	anger	0.439
worthless	бесполезный	anger	0.438
deny	Отрицать	anger	0.438
ransom	выкуп	anger	0.438
fugitive	беглец	anger	0.438
deleterious	вредный	anger	0.438
stupidity	тупость	anger	0.438
abandonment	оставление	anger	0.438
mucked	сброшенные	anger	0.438
separatist	сепаратистский	anger	0.438
irritation	раздражение	anger	0.438
oblivion	забвение	anger	0.437
segregate	разделяться	anger	0.437
payback	окупаемость	anger	0.436
incongruous	неуместный	anger	0.435
eviction	выселение	anger	0.435
collusion	сговор	anger	0.432
rob	грабить	anger	0.431
infidelity	неверность	anger	0.429
ravenous	хищный	anger	0.429
overrun	перерасход	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	предвестник	anger	0.426
martial	воинственный	anger	0.426
painful	болезненный	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	недоверчивый	anger	0.426
rejection	отказ	anger	0.426
defense	защита	anger	0.425
powerful	мощный	anger	0.424
censor	цензор	anger	0.424
indecency	непристойность	anger	0.424
fraudulent	мошеннический	anger	0.424
gonorrhea	гонорея	anger	0.424
fallacious	ошибочный	anger	0.424
concealment	маскировка	anger	0.424
greed	жадность	anger	0.424
disobedience	непослушание	anger	0.424
fuss	суетиться	anger	0.424
enforce	обеспечивать соблюдение	anger	0.424
banger	сосиска	anger	0.424
commotion	заваруха	anger	0.424
defraud	выманивать	anger	0.424
discontent	недовольство	anger	0.424
unsympathetic	несимпатичный	anger	0.424
exasperation	озлобление	anger	0.424
barb	бородка	anger	0.422
banishment	высылка	anger	0.422
sedition	крамола	anger	0.422
misrepresented	искаженный	anger	0.422
snubbed	пренебрежительно	anger	0.422
penetration	проникновение	anger	0.422
cracked	треснувший	anger	0.422
annoyance	досада	anger	0.422
duel	поединок	anger	0.422
penitentiary	исправительный	anger	0.422
sarcasm	сарказм	anger	0.422
deportation	депортация	anger	0.422
nettle	крапива	anger	0.422
scar	шрам	anger	0.422
bang	бах	anger	0.422
cur	дворняжка	anger	0.422
blatant	вопиющий	anger	0.420
force	сила	anger	0.418
perverse	извращенный	anger	0.415
wring	выжимать	anger	0.415
bastion	бастион	anger	0.413
grim	мрачный	anger	0.413
sordid	противный	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	неприветливый	anger	0.412
tiff	размолвка	anger	0.412
moody	капризный	anger	0.412
hunting	охота	anger	0.411
indenture	эмиссионное соглашение	anger	0.410
sham	фиктивный	anger	0.409
squelch	шумоподавление	anger	0.409
awful	ужасный	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	впутывать	anger	0.409
contradict	противоречить	anger	0.409
supremacy	примат	anger	0.409
sneak	ябеда	anger	0.409
cantwin	cantwin	anger	0.409
reproach	упрекать	anger	0.409
compulsion	принуждение	anger	0.409
inept	неподходящий	anger	0.409
blockade	блокада	anger	0.409
detainee	задержанный	anger	0.409
forfeit	утрачивать	anger	0.409
disappoint	разочаровывать	anger	0.409
lying	лежащий	anger	0.408
epidemic	эпидемия	anger	0.406
tremor	тремор	anger	0.406
rail	рельс	anger	0.406
onerous	обременительный	anger	0.406
cacophony	какофония	anger	0.406
unthinkable	немыслимый	anger	0.406
forsaken	покинутый	anger	0.406
delusion	наваждение	anger	0.406
wrongdoing	проступок	anger	0.406
badger	барсук	anger	0.406
antipathy	антипатия	anger	0.406
inequality	неравенство	anger	0.406
nuisance	неприятность	anger	0.406
scrapie	скрепи	anger	0.406
wop	прозвище, даваемые американцы иммигранты из Италии	anger	0.406
arguments	аргументы	anger	0.404
affront	оскорбление	anger	0.403
traumatic	травматический	anger	0.402
libel	навет	anger	0.400
sodding	чертов	anger	0.400
annoys	надоедает	anger	0.400
watchout	осторожно	anger	0.398
soslow	так медленно	anger	0.398
frenetic	неистовый	anger	0.397
remiss	непростительно	anger	0.397
barge	баржа	anger	0.396
howl	вой	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	заниматься боксом	anger	0.394
untoward	неблагоприятный	anger	0.394
extinguish	тушить	anger	0.394
keyed	ключ	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	неуважение	anger	0.394
illegal	нелегальный	anger	0.394
rabble	чернь	anger	0.394
actionable	действенные	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	мошенничество	anger	0.394
sue	Сью	anger	0.394
unfriendly	недружественный	anger	0.394
confiscate	конфисковать	anger	0.394
brimstone	сера	anger	0.392
argh	Argh	anger	0.391
pique	пикировать	anger	0.391
recklessness	безрассудство	anger	0.391
earthquake	землетрясение	anger	0.391
grrrrr	Grrrrr	anger	0.391
dissolution	растворение	anger	0.391
rigged	подстроенный	anger	0.391
disagree	не соглашаться	anger	0.389
lawsuit	судебный процесс	anger	0.386
disused	вышедший из употребления	anger	0.382
immorality	безнравственность	anger	0.382
despair	отчаяние	anger	0.382
difficulty	трудность	anger	0.379
incurable	неизлечимый	anger	0.379
touchy	обидчивый	anger	0.379
coerce	принуждать	anger	0.379
sizzle	шипение	anger	0.379
rifle	винтовка	anger	0.379
falsification	фальсификация	anger	0.379
pokes	тыкает	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	воспаленный	anger	0.379
picket	пикет	anger	0.378
concussion	сотрясение	anger	0.377
pessimism	пессимизм	anger	0.375
pitfall	западня	anger	0.375
infantile	инфантильный	anger	0.375
disillusionment	разочарованность	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	милиция	anger	0.375
remand	возвращение под стражу	anger	0.375
faulty	дефектный	anger	0.375
cannon	пушка	anger	0.375
rawr	Rawr	anger	0.375
sly	лукавый	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	семейственность	anger	0.371
distressing	огорчительный	anger	0.371
inhibit	препятствовать	anger	0.371
vindicate	реабилитировать	anger	0.371
schizophrenia	шизофрения	anger	0.369
skewed	перекос	anger	0.368
disreputable	постыдный	anger	0.368
forbidding	запрещающее	anger	0.368
conquest	покорение	anger	0.367
bark	лай	anger	0.365
leukemia	лейкемия	anger	0.365
barks	лает	anger	0.364
burke	замять	anger	0.364
challenge	вызов	anger	0.364
disapprove	не одобрять	anger	0.364
unhappy	несчастный	anger	0.364
retarded	замедленный	anger	0.364
warrior	воин	anger	0.364
belt	ремень	anger	0.364
controversial	спорный	anger	0.359
opinionated	упрямый	anger	0.359
paucity	малочисленность	anger	0.359
broken	сломанный	anger	0.359
litigate	судиться	anger	0.359
polemic	полемика	anger	0.359
aftermath	отава	anger	0.359
disliked	нелюбимое	anger	0.359
loudness	громкость	anger	0.359
restriction	ограничение	anger	0.359
cad	хам	anger	0.359
sectarian	сектант	anger	0.359
incompetence	некомпетентность	anger	0.359
interrupting	прерывающий	anger	0.358
fussy	суетливый	anger	0.357
wench	девка	anger	0.353
misbehavior	проступок	anger	0.351
gruff	грубоватый	anger	0.351
remove	Удалить	anger	0.351
brat	отродье	anger	0.351
scarcity	дефицит	anger	0.350
losing	проигрыш	anger	0.349
pest	вредитель	anger	0.348
defect	дефект	anger	0.348
hardened	закаленные	anger	0.348
deserted	пустынный	anger	0.348
lie	ложь	anger	0.348
retract	втягиваться	anger	0.348
untrustworthy	ненадежный	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	разочарованный	anger	0.348
disagreement	разногласие	anger	0.348
stigma	стигма	anger	0.348
ulcer	язва	anger	0.348
bias	смещение	anger	0.345
negation	отрицание	anger	0.344
antisocial	антиобщественный	anger	0.344
