word	Scots Gaelic-gd	emotion	emotion-intensity-score
stoopid	a dh 'fhalbh	anger	0.471
hostage	ostail	anger	0.470
infidel	neo-chreideamh	anger	0.470
ram	reithe	anger	0.470
accuser	neach-casaid	anger	0.470
gall	Gall	anger	0.470
subversion	subversion	anger	0.470
annoying	duilich	anger	0.470
adversity	duilgheadas	anger	0.470
dispossessed	àicheadh	anger	0.470
friction	briseadh	anger	0.470
jealous	eudach	anger	0.470
feudalism	feudalism	anger	0.470
armament	armachd	anger	0.470
thump	thump	anger	0.469
complain	gearanan	anger	0.469
incite	brosnaich	anger	0.469
steal	steal	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	mì-chinnt	anger	0.469
injury	leòn	anger	0.469
simmer	èigheachd	anger	0.469
distress	èiginn	anger	0.469
insanity	dìomhaireachd	anger	0.469
selfish	fèineil	anger	0.469
huff	huff	anger	0.469
selfishness	feallsanachd	anger	0.469
backoff	air ais	anger	0.469
plunder	creachadh	anger	0.469
stifled	stifled	anger	0.469
subversive	subversive	anger	0.469
exile	exile	anger	0.469
offense	eucoir	anger	0.469
objection	gearan	anger	0.469
recidivism	ath-bheothachadh	anger	0.469
smother	smother	anger	0.469
perpetrator	neach-cùraim	anger	0.469
dislike	mì-thoilichte	anger	0.469
disruption	briseadh	anger	0.469
intolerance	eas-fhulangas	anger	0.469
opposition	dùbhlanach	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	mug	anger	0.467
agony	agony	anger	0.465
arrogant	àrdanach	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	gaoth	anger	0.456
elimination	sgaoileadh	anger	0.456
picketing	piocadh	anger	0.456
haughty	sàmhach	anger	0.456
troublesome	duilich	anger	0.455
clamor	clamor	anger	0.455
busted	busted	anger	0.455
constraint	srian	anger	0.455
crabby	crabby	anger	0.455
veto	bòid	anger	0.455
stubbed	saoghail	anger	0.455
mislead	mislead	anger	0.455
illicit	mì-laghail	anger	0.455
dying	a 'bàsachadh	anger	0.455
grated	gràidhte	anger	0.455
idiocy	idioc	anger	0.455
illegality	mì-laghail	anger	0.455
flagrant	bratach	anger	0.455
impermeable	neo-thruaillte	anger	0.455
bad	dona	anger	0.453
despotism	dìomhaireachd	anger	0.453
usurped	usurped	anger	0.453
godless	diadhaidh	anger	0.453
disagreeing	ag eas-aontachadh	anger	0.453
intense	dian	anger	0.453
struggle	strì	anger	0.453
suppress	sguabadh às	anger	0.453
disapproving	mì-fhreagarrach	anger	0.453
desist	desist	anger	0.453
bayonet	bayonet	anger	0.453
displeased	mì-thoilichte	anger	0.453
hysterical	sgaoileadh	anger	0.453
unlawful	mì-laghail	anger	0.451
wrongly	ceàrr	anger	0.448
repellent	ath-dhìoladh	anger	0.442
wasted	air a chall	anger	0.441
foe	foe	anger	0.441
dishonor	mì-onair	anger	0.441
wrongful	ceàrr	anger	0.441
psychosis	psychosis	anger	0.441
aversion	aversion	anger	0.440
punitive	peanasach	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	sgianan	anger	0.439
effigy	ìomhaigh	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	troimh-chèile	anger	0.439
worthless	gun luach	anger	0.438
deny	dhiùlt	anger	0.438
ransom	fuasgladh	anger	0.438
fugitive	fògarrach	anger	0.438
deleterious	mì-thoilichte	anger	0.438
stupidity	stupidity	anger	0.438
abandonment	thrèigsinn	anger	0.438
mucked	mucked	anger	0.438
separatist	sgaradh	anger	0.438
irritation	èibhinn	anger	0.438
oblivion	iomagain	anger	0.437
segregate	sgaradh	anger	0.437
payback	pàigheadh ​​air ais	anger	0.436
incongruous	neo-chothromach	anger	0.435
eviction	fuadach	anger	0.435
collusion	sgaoileadh	anger	0.432
rob	rob	anger	0.431
infidelity	neo-chreideas	anger	0.429
ravenous	fiadhaich	anger	0.429
overrun	a 'dol thairis air	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	sgaoileadh	anger	0.426
martial	armachd	anger	0.426
painful	pianail	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	mì-chinnteach	anger	0.426
rejection	dhiùltadh	anger	0.426
defense	dìon	anger	0.425
powerful	cumhachdach	anger	0.424
censor	Còirnear	anger	0.424
indecency	èibhinn	anger	0.424
fraudulent	ceàrr	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	a 'falach	anger	0.424
greed	greed	anger	0.424
disobedience	mì-chomas	anger	0.424
fuss	èibhinn	anger	0.424
enforce	cuir an gnìomh	anger	0.424
banger	banger	anger	0.424
commotion	tubaist	anger	0.424
defraud	sàbhaladh	anger	0.424
discontent	mì-thoilichte	anger	0.424
unsympathetic	mì-fhreagarrach	anger	0.424
exasperation	gèilleadh	anger	0.424
barb	barb	anger	0.422
banishment	fuadach	anger	0.422
sedition	rèiteachadh	anger	0.422
misrepresented	mì-riochdachadh	anger	0.422
snubbed	sgaoileadh	anger	0.422
penetration	penetration	anger	0.422
cracked	air sgàin	anger	0.422
annoyance	eagal	anger	0.422
duel	duel	anger	0.422
penitentiary	dìomhaireachd	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	sgaoileadh	anger	0.422
nettle	neònach	anger	0.422
scar	sgaoileadh	anger	0.422
bang	bang	anger	0.422
cur	cur	anger	0.422
blatant	buileach	anger	0.420
force	feachd	anger	0.418
perverse	mì-fhortanach	anger	0.415
wring	aodach	anger	0.415
bastion	bastion	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	saoghail	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	sealg	anger	0.411
indenture	sgaoileadh	anger	0.410
sham	sham	anger	0.409
squelch	sgaoileadh	anger	0.409
awful	uamhasach	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ciallachadh	anger	0.409
contradict	a 'dol an aghaidh	anger	0.409
supremacy	àrd-uachdar	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	an-iochdmhor	anger	0.409
compulsion	èigneachadh	anger	0.409
inept	inept	anger	0.409
blockade	bacadh	anger	0.409
detainee	cùlaibh	anger	0.409
forfeit	forfeit	anger	0.409
disappoint	briseadh dùil	anger	0.409
lying	na laighe	anger	0.408
epidemic	epidemic	anger	0.406
tremor	cridhe	anger	0.406
rail	rèile	anger	0.406
onerous	caoidh	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	neo-thlachdmhor	anger	0.406
forsaken	thrèigte	anger	0.406
delusion	dealachadh	anger	0.406
wrongdoing	ceàrr	anger	0.406
badger	broc	anger	0.406
antipathy	mì-mhodhail	anger	0.406
inequality	neo-ionannachd	anger	0.406
nuisance	dragh	anger	0.406
scrapie	sgrapidh	anger	0.406
wop	bualadh	anger	0.406
arguments	argamaidean	anger	0.404
affront	aodach	anger	0.403
traumatic	duilich	anger	0.402
libel	dìmeas	anger	0.400
sodding	sodding	anger	0.400
annoys	annasach	anger	0.400
watchout	Thoir an aire	anger	0.398
soslow	soslow	anger	0.398
frenetic	gàire	anger	0.397
remiss	miann	anger	0.397
barge	barge	anger	0.396
howl	gràdh	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	bogsaidh	anger	0.394
untoward	gun fhiosta	anger	0.394
extinguish	sguabadh às	anger	0.394
keyed	s an Iar-	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	dìomhaireachd	anger	0.394
illegal	mì-laghail	anger	0.394
rabble	rabble	anger	0.394
actionable	gnìomhach	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	foill	anger	0.394
sue	cùis-lagha	anger	0.394
unfriendly	mì-chàirdeil	anger	0.394
confiscate	sabaid	anger	0.394
brimstone	brimstone	anger	0.392
argh	air	anger	0.391
pique	pique	anger	0.391
recklessness	iomagachd	anger	0.391
earthquake	crith-thalmhainn	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	sgaoileadh	anger	0.391
rigged	sgaoileadh	anger	0.391
disagree	ag eas-aontachadh	anger	0.389
lawsuit	iomairt laghail	anger	0.386
disused	sgaoileadh	anger	0.382
immorality	mì-bheothalachd	anger	0.382
despair	an-dòchas	anger	0.382
difficulty	duilgheadas	anger	0.379
incurable	neo-chomasach	anger	0.379
touchy	sgaoileadh	anger	0.379
coerce	coirce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	raidhfil	anger	0.379
falsification	faltadh	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sore	anger	0.379
picket	pìob	anger	0.378
concussion	s an Iar-	anger	0.377
pessimism	geamhradh	anger	0.375
pitfall	aodach	anger	0.375
infantile	leanabh	anger	0.375
disillusionment	milleadh	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	remand	anger	0.375
faulty	mì-chothromach	anger	0.375
cannon	gunnaichean	anger	0.375
rawr	rawr	anger	0.375
sly	s an Iar-	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	duilich	anger	0.371
inhibit	bacadh	anger	0.371
vindicate	dealachadh	anger	0.371
schizophrenia	sgitsophrenia	anger	0.369
skewed	sneachda	anger	0.368
disreputable	mì-chothromach	anger	0.368
forbidding	a 'cur bacadh air	anger	0.368
conquest	conquest	anger	0.367
bark	bark	anger	0.365
leukemia	leucemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	dùbhlan	anger	0.364
disapprove	mì-thoilichte	anger	0.364
unhappy	mì-thoilichte	anger	0.364
retarded	sgaoileadh	anger	0.364
warrior	gaisgeach	anger	0.364
belt	crios	anger	0.364
controversial	connspaideach	anger	0.359
opinionated	beachdan	anger	0.359
paucity	iomagain	anger	0.359
broken	briste	anger	0.359
litigate	thilgeil	anger	0.359
polemic	polemic	anger	0.359
aftermath	às dèidh sin	anger	0.359
disliked	mì-thoilichte	anger	0.359
loudness	àrdachadh	anger	0.359
restriction	cuingealachadh	anger	0.359
cad	cad	anger	0.359
sectarian	sgaoileadh	anger	0.359
incompetence	neo-chomasachd	anger	0.359
interrupting	sabaid	anger	0.358
fussy	èibhinn	anger	0.357
wench	aodach	anger	0.353
misbehavior	mì-ghiùlan	anger	0.351
gruff	gruff	anger	0.351
remove	falbh	anger	0.351
brat	brat	anger	0.351
scarcity	gainnead	anger	0.350
losing	a 'call	anger	0.349
pest	pest	anger	0.348
defect	lochd	anger	0.348
hardened	cruaidh	anger	0.348
deserted	fàsach	anger	0.348
lie	luidh	anger	0.348
retract	tarraing air ais	anger	0.348
untrustworthy	mì-thoilichte	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	briseadh dùil	anger	0.348
disagreement	eas-aonta	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcer	anger	0.348
bias	bias	anger	0.345
negation	neadachadh	anger	0.344
antisocial	mì-shòisealta	anger	0.344
evade	fuadach	anger	0.344
shoddy	shoddy	anger	0.344
bothering	dragh	anger	0.344
impotence	impotence	anger	0.344
shaky	sneachda	anger	0.344
misleading	meallta	anger	0.344
stripped	sgaoileadh	anger	0.344
disclaim	sgaoileadh	anger	0.344
unsettled	mì-thoilichte	anger	0.344
anxiety	iomagain	anger	0.344
stingy	stingy	anger	0.344
deterioration	ìsleachadh	anger	0.344
pirate	piratean	anger	0.344
unreliable	neo-earbsach	anger	0.344
interminable	neo-chrìochnach	anger	0.343
disease	galar	anger	0.341
meddle	meddle	anger	0.341
warp	ionnsaigh	anger	0.340
averse	averse	anger	0.338
infamous	mì-chliùiteach	anger	0.338
alcoholism	deoch-làidir	anger	0.338
row	sreath	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	tinn	anger	0.333
encumbrance	s an Iar-	anger	0.333
scorpion	sgorpion	anger	0.333
illegitimate	dìolain	anger	0.333
witchcraft	buidseachd	anger	0.333
interrupt	sabaid	anger	0.333
paralyzed	pairilis	anger	0.333
sinner	pheacach	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	mì-fhreagarrach	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	sgaoileadh	anger	0.328
disqualified	dì-cheadachadh	anger	0.328
fib	fib	anger	0.328
hiss	aodach	anger	0.328
brrr	brrr	anger	0.328
resisting	a 'seasamh an aghaidh	anger	0.328
victim	fulangach	anger	0.328
scapegoat	sgoltag	anger	0.328
tighten	tighten	anger	0.328
opponent	an nàmhaid	anger	0.328
crusade	còmhdhail	anger	0.328
dislocated	sgaoileadh	anger	0.328
grumpy	grumpy	anger	0.328
prohibited	toirmisgte	anger	0.328
inappropriate	neo-iomchaidh	anger	0.324
haye	haye	anger	0.324
loss	call	anger	0.324
eschew	sechew	anger	0.324
trickery	sgaoileadh	anger	0.324
neglected	air an dearmad	anger	0.324
canker	canker	anger	0.323
queues	cnuic	anger	0.318
muff	muff	anger	0.318
crunch	criseadh	anger	0.318
duplicity	dùblachadh	anger	0.318
criticism	càineadh	anger	0.318
shriek	shriek	anger	0.316
depreciate	ìsleachadh	anger	0.315
poverty	bochdainn	anger	0.312
chaff	chaff	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	dìmeas	anger	0.312
mortality	bàsachadh	anger	0.312
deflate	sguabadh às	anger	0.312
carelessness	neo-chùram	anger	0.312
dumps	trannsaichean	anger	0.312
revving	ath-bheothachadh	anger	0.309
disallowed	gun chead	anger	0.308
thoughtless	gun bheachd	anger	0.307
boisterous	bòidheach	anger	0.307
burial	adhlacadh	anger	0.304
theocratic	an-diugh	anger	0.303
wince	s an Iar-	anger	0.303
sullen	sullen	anger	0.303
involution	sgaoileadh	anger	0.300
senseless	gun mhothachadh	anger	0.297
stalemate	sneachda	anger	0.297
depreciated	ìsleachadh	anger	0.297
wasteful	sgudal	anger	0.297
hoax	duilich	anger	0.297
misuse	mì-chleachdadh	anger	0.297
getyourown	sgaoileadh	anger	0.297
taxed	cìs	anger	0.297
depressed	dona	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	paralysis	anger	0.295
displaced	sgaoileadh	anger	0.294
limited	cuingealaichte	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	amaideach	anger	0.289
teasing	sgaoileadh	anger	0.288
sharpen	giùlan	anger	0.288
react	freagairt	anger	0.288
presumptuous	sàbhaladh	anger	0.288
spine	spine	anger	0.288
homeless	gun dachaigh	anger	0.288
hoot	aodach	anger	0.287
twitchy	sneachda	anger	0.287
barrier	bacaidh	anger	0.287
myopia	myopia	anger	0.283
contraband	contraband	anger	0.281
disconnects	sgaoileadh	anger	0.281
spam	spam	anger	0.281
lagging	lùghdaichte	anger	0.281
shiver	sgaoileadh	anger	0.281
agh	agh	anger	0.281
restitution	aiseag	anger	0.281
flexin	flexin	anger	0.281
incompatible	neo-chòrdail	anger	0.281
delinquent	ciontach	anger	0.281
noncompliance	neo-chomas	anger	0.279
troll	troll	anger	0.279
buffering	buffering	anger	0.279
unfairness	neo-chothromachd	anger	0.279
foray	fiadhaich	anger	0.279
nether	nas motha	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	neo-thlachdmhor	anger	0.273
bogus	bòidheach	anger	0.273
uncaring	neo-iongantach	anger	0.273
shock	sguabadh	anger	0.269
feisty	feisty	anger	0.269
defendant	dìonach	anger	0.266
latent	fulang	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	iomair	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	neo-eisimeileach	anger	0.266
quandary	ceathramh	anger	0.266
inconvenient	mì-ghoireasach	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	eadar-theangachadh	anger	0.265
fluctuation	ag atharrachadh	anger	0.265
exaggerate	sìor-fhàsachadh	anger	0.263
lose	caill	anger	0.261
patter	s an Iar-	anger	0.258
tease	sgaoileadh	anger	0.258
furnace	àirneis	anger	0.258
stone	clach	anger	0.258
shoplifting	bùithtean	anger	0.258
soldier	saighdear	anger	0.258
incompetent	neo-chomasach	anger	0.257
indoctrination	dìtheanachadh	anger	0.255
skid	skid	anger	0.250
notoriety	iomagain	anger	0.250
falsehood	meallta	anger	0.250
untrue	neo-fhìor	anger	0.250
mastery	maighstireachd	anger	0.250
tripping	tripping	anger	0.250
nonsense	nonsense	anger	0.250
unfollow	gun a bhith a 'fuireach	anger	0.250
noisy	fuarach	anger	0.250
pouting	a 'pouting	anger	0.250
cane	canan	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocaid	anger	0.250
complicate	duilich	anger	0.250
socialist	sòisealach	anger	0.250
lawyer	neach-lagh	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	caiptean	anger	0.242
fenced	daingneachadh	anger	0.242
obstacle	cnap-starra	anger	0.242
halter	sgaoileadh	anger	0.242
witch	buidseach	anger	0.242
vampire	vampire	anger	0.242
detract	cuir stad air	anger	0.242
ringer	sneachda	anger	0.242
frowning	a 'caoineadh	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	acras	anger	0.235
recession	crìonadh	anger	0.234
lava	labha	anger	0.234
shell	sligean	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	tariff	anger	0.234
failing	fàilligeadh	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	gràdh	anger	0.234
politics	poilitigs	anger	0.234
undesirable	neo-mhiannach	anger	0.231
darkness	dorchadas	anger	0.227
versus	an aghaidh	anger	0.227
resign	Thoir suas	anger	0.227
copycat	sgaoileadh	anger	0.227
soaked	sàmhach	anger	0.226
unfulfilled	gun chrìochnachadh	anger	0.225
abandoned	thrèigte	anger	0.222
bankruptcy	briseadh	anger	0.221
owing	a dhìth	anger	0.221
unattainable	neo-sheasmhach	anger	0.221
unhelpful	gun fheum	anger	0.219
twitching	sgoltadh	anger	0.219
confusion	mearachd	anger	0.219
mosquito	mosgit	anger	0.219
warden	neach-gleidhidh	anger	0.219
misconception	mì-thuigse	anger	0.219
compress	compress	anger	0.219
whiny	cò	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	inneal	anger	0.219
nosey	oidhche	anger	0.213
overpriced	sìor-chruaidh	anger	0.212
harry	gearain	anger	0.212
shortage	gainnead	anger	0.212
adder	nathair	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	s an Iar-	anger	0.206
possession	seilbh	anger	0.206
desert	fàsach	anger	0.206
pout	pout	anger	0.203
uninvited	gun iarraidh	anger	0.203
arraignment	sìorrachd	anger	0.203
inefficient	neo-èifeachdach	anger	0.203
rook	rook	anger	0.203
unlucky	mì-shealbhach	anger	0.203
unpaid	gun phàigheadh	anger	0.203
backbone	cnàimh-droma	anger	0.203
sentence	seantans	anger	0.203
powerless	gun cumhachd	anger	0.203
court	cùirt	anger	0.199
endless	neo-chrìochnach	anger	0.198
adverts	sanasan	anger	0.197
delay	dàil	anger	0.197
misstatement	mì-aithris	anger	0.197
distracted	bualadh	anger	0.197
misunderstanding	mì-thuigse	anger	0.195
excite	èibhinn	anger	0.191
inadmissible	neo-chomasach	anger	0.191
lightning	dealanaich	anger	0.189
incase	Gun fhios	anger	0.188
preclude	bacadh	anger	0.188
insecure	neo-chinnteach	anger	0.188
mournful	caoidh	anger	0.188
rating	ìre	anger	0.182
mistress	màthair	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	neach-tagraidh	anger	0.182
insist	seasmhach	anger	0.182
distracting	a 'bualadh air	anger	0.182
opium	opium	anger	0.180
willful	toilinneach	anger	0.176
deserve	mearachd	anger	0.176
insists	a 'miannachadh	anger	0.175
treat	Cùmhnantan-cleachdaidh	anger	0.175
misplace	misplace	anger	0.172
indecisive	dìcheallach	anger	0.172
gibberish	gibberish	anger	0.172
fleece	lom	anger	0.172
fee	cìs	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	saoradh	anger	0.172
excitation	excitation	anger	0.172
hormonal	hormonal	anger	0.172
mighty	cumhachdach	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	neo-ionann	anger	0.167
insufficiency	insufficientachd	anger	0.167
hamstring	sgoltadh	anger	0.167
bargaining	bargaining	anger	0.167
mule	muile	anger	0.167
insignificant	glè bheag	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	mì-chothrom	anger	0.156
rheumatism	aodach	anger	0.156
coop	coop	anger	0.156
forearm	saoghail	anger	0.156
uncertain	neo-chinnteach	anger	0.152
bee	seillean	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	pàirteachas	anger	0.152
disinformation	mì-fhiosrachadh	anger	0.152
attorney	neach-lagha	anger	0.152
underpaid	gun phàigheadh	anger	0.152
pretending	ag èigheach	anger	0.152
campaigning	ag iomairt	anger	0.151
hopelessness	gun dòchas	anger	0.149
feeling	faireachdainn	anger	0.147
legalized	laghail	anger	0.145
caution	rabhadh	anger	0.145
subsidy	subsadaidh	anger	0.141
obliging	s an Iar-	anger	0.141
morals	moraltachd	anger	0.141
sterling	sterling	anger	0.141
wimpy	s an Iar-	anger	0.140
bummer	bummer	anger	0.139
misspell	sgaoileadh	anger	0.136
saloon	saloon	anger	0.136
repay	a phàigheadh ​​air ais	anger	0.136
blemish	gort	anger	0.136
surcharge	iomagain	anger	0.136
geez	geez	anger	0.136
birch	beithe	anger	0.135
noob	noob	anger	0.133
honk	urram	anger	0.133
orchestra	orcastra	anger	0.132
competitive	farpaiseach	anger	0.125
wireless	wireless	anger	0.125
standstill	seasamh	anger	0.125
mosque	mosque	anger	0.122
reversal	tionndadh	anger	0.121
inattention	mothachadh	anger	0.121
lace	lus	anger	0.118
elbow	uilinn	anger	0.117
instinctive	àraid	anger	0.112
chant	chant	anger	0.111
lonely	aonaranach	anger	0.109
gnome	gnome	anger	0.109
tolerate	fulang	anger	0.106
management	riaghladh	anger	0.102
advocacy	tagradh	anger	0.100
moral	moralta	anger	0.094
roadworks	obair rathaid	anger	0.091
honest	onarach	anger	0.087
forgetful	dìochuimhneach	anger	0.076
gent	gent	anger	0.076
liquor	deoch	anger	0.075
money	airgead	anger	0.074
hood	hood	anger	0.071
curriculum	curraicealam	anger	0.063
