word	Sesotho-st	emotion	emotion-intensity-score
penalty	kotlo	anger	0.484
imprisoned	ho koalloa chankaneng	anger	0.484
mocking	ho soma	anger	0.484
opposed	ba hanyetsang	anger	0.484
turbulence	moferefere	anger	0.483
pound	limilione	anger	0.481
coldness	ho bata	anger	0.477
ungrateful	a se ananele	anger	0.472
battalion	battalione	anger	0.471
stoopid	setulo	anger	0.471
hostage	hostage	anger	0.470
infidel	ho se tšepahale	anger	0.470
ram	RAM	anger	0.470
accuser	moqosi	anger	0.470
gall	nko	anger	0.470
subversion	ho senya	anger	0.470
annoying	ho nyahamisa	anger	0.470
adversity	mahlomola	anger	0.470
dispossessed	ho lelekoa	anger	0.470
friction	ho ferekana	anger	0.470
jealous	mōna	anger	0.470
feudalism	lichaba tsa lefatše	anger	0.470
armament	matsoho	anger	0.470
thump	thump	anger	0.469
complain	ho tletleba	anger	0.469
incite	tsosolosa	anger	0.469
steal	u utsoe	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	ho se mamele	anger	0.469
injury	kotsi	anger	0.469
simmer	simmer	anger	0.469
distress	mahlomola	anger	0.469
insanity	insanity	anger	0.469
selfish	boithati	anger	0.469
huff	huff	anger	0.469
selfishness	boithati	anger	0.469
backoff	mokokotlo	anger	0.469
plunder	tlatlapo	anger	0.469
stifled	e tsitsitsoe	anger	0.469
subversive	ho senya	anger	0.469
exile	kholehong	anger	0.469
offense	tlōlo ea molao	anger	0.469
objection	khanyetso	anger	0.469
recidivism	ho tsosolosoa	anger	0.469
smother	tsuba	anger	0.469
perpetrator	moetsi oa molao	anger	0.469
dislike	ha ba rate	anger	0.469
disruption	ho senya	anger	0.469
intolerance	ho hloka kutloano	anger	0.469
opposition	khanyetso	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	makhasi	anger	0.467
agony	bohloko	anger	0.465
arrogant	boikhohomoso	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	sefofane	anger	0.456
elimination	ho felisoa	anger	0.456
picketing	picketing	anger	0.456
haughty	boikhohomoso	anger	0.456
troublesome	e thata	anger	0.455
clamor	mohoo	anger	0.455
busted	e ferekane	anger	0.455
constraint	thibelo	anger	0.455
crabby	leqheka	anger	0.455
veto	veto	anger	0.455
stubbed	a hlobotse	anger	0.455
mislead	khelosa	anger	0.455
illicit	e fosahetse	anger	0.455
dying	shoa	anger	0.455
grated	e hahiloe	anger	0.455
idiocy	idiocy	anger	0.455
illegality	tlōlo ea molao	anger	0.455
flagrant	e monate	anger	0.455
impermeable	e hlokehang	anger	0.455
bad	e mpe	anger	0.453
despotism	ho hloka toka	anger	0.453
usurped	e fetotsoe	anger	0.453
godless	ba se nang bomolimo	anger	0.453
disagreeing	ha ba lumellane	anger	0.453
intense	haholo	anger	0.453
struggle	ntoa	anger	0.453
suppress	thibela	anger	0.453
disapproving	ho hana	anger	0.453
desist	tlohela	anger	0.453
bayonet	bayonet	anger	0.453
displeased	ha a thabe	anger	0.453
hysterical	e ts'oarehileng	anger	0.453
unlawful	e seng molaong	anger	0.451
wrongly	ka phoso	anger	0.448
repellent	ho iphetetsa	anger	0.442
wasted	e senyehile	anger	0.441
foe	sera	anger	0.441
dishonor	ho hlompholloa	anger	0.441
wrongful	phoso	anger	0.441
psychosis	psychosis	anger	0.441
aversion	ho ferekana	anger	0.440
punitive	ho otla	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	li-knuckles	anger	0.439
effigy	effigy	anger	0.439
schism	ho hloka toka	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	koatile	anger	0.439
worthless	e se nang thuso	anger	0.438
deny	hana	anger	0.438
ransom	thekollo	anger	0.438
fugitive	mophaphathehi	anger	0.438
deleterious	ho sa tsotellehe	anger	0.438
stupidity	ho hloka kelello	anger	0.438
abandonment	ho lahla	anger	0.438
mucked	e kene	anger	0.438
separatist	ho arohana	anger	0.438
irritation	khalefo	anger	0.438
oblivion	ho kheloha	anger	0.437
segregate	arola	anger	0.437
payback	ho khutla	anger	0.436
incongruous	ho se tsotelle	anger	0.435
eviction	ho lelekoa	anger	0.435
collusion	ho arohana	anger	0.432
rob	rob	anger	0.431
infidelity	ho se tšepahale	anger	0.429
ravenous	ho halefa	anger	0.429
overrun	ho feta	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	ho sa tsotellehe	anger	0.426
martial	ntoa	anger	0.426
painful	bohloko	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ho se tsotelle	anger	0.426
rejection	ho lahla	anger	0.426
defense	sireletsa	anger	0.425
powerful	matla	anger	0.424
censor	ho hlahloba	anger	0.424
indecency	ho se tsotelle	anger	0.424
fraudulent	bolotsana	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	lefeela	anger	0.424
concealment	ho ipata	anger	0.424
greed	meharo	anger	0.424
disobedience	ho se mamele	anger	0.424
fuss	ho ngangisana	anger	0.424
enforce	tiisa	anger	0.424
banger	banger	anger	0.424
commotion	moferefere	anger	0.424
defraud	ho qhekella	anger	0.424
discontent	ho se khotsofale	anger	0.424
unsympathetic	ea se nang kutloelo-bohloko	anger	0.424
exasperation	ho ferekana	anger	0.424
barb	barb	anger	0.422
banishment	ho lelekoa	anger	0.422
sedition	bofetoheli	anger	0.422
misrepresented	ho buuoa hampe	anger	0.422
snubbed	ho phunyeletsoa	anger	0.422
penetration	phunyeletso	anger	0.422
cracked	e phunyeletsoeng	anger	0.422
annoyance	ho nyahama	anger	0.422
duel	duel	anger	0.422
penitentiary	chankaneng	anger	0.422
sarcasm	ho phoqa	anger	0.422
deportation	ho lelekoa naheng	anger	0.422
nettle	nettle	anger	0.422
scar	letlalo	anger	0.422
bang	bang	anger	0.422
cur	khutso	anger	0.422
blatant	e hlakileng	anger	0.420
force	matlafatsa	anger	0.418
perverse	e fosahetseng	anger	0.415
wring	ho pota	anger	0.415
bastion	bastion	anger	0.413
grim	e bohale	anger	0.413
sordid	ho hlaphoheloa	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	bohale	anger	0.412
tiff	tiff	anger	0.412
moody	moody	anger	0.412
hunting	ho tsoma	anger	0.411
indenture	ho tsitsa	anger	0.410
sham	sham	anger	0.409
squelch	ho senya	anger	0.409
awful	e mpe	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	e hlahelletseng	anger	0.409
contradict	e hanyetsa	anger	0.409
supremacy	bophahamo	anger	0.409
sneak	sneak	anger	0.409
cantwin	cantwin	anger	0.409
reproach	nyeliso	anger	0.409
compulsion	ho qobelloa	anger	0.409
inept	inept	anger	0.409
blockade	thibela	anger	0.409
detainee	ho koalloa	anger	0.409
forfeit	e lahleheloa	anger	0.409
disappoint	ho nyahama	anger	0.409
lying	leshano	anger	0.408
epidemic	seoa	anger	0.406
tremor	ho thothomela	anger	0.406
rail	terene	anger	0.406
onerous	ho sa tsotellehe	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	ho sa nahaneheng	anger	0.406
forsaken	e lahliloeng	anger	0.406
delusion	leshano	anger	0.406
wrongdoing	phoso	anger	0.406
badger	badger	anger	0.406
antipathy	ho se tsotelle	anger	0.406
inequality	ho se lekane	anger	0.406
nuisance	kotsi	anger	0.406
scrapie	scrapie	anger	0.406
wop	mop	anger	0.406
arguments	likhang	anger	0.404
affront	affront	anger	0.403
traumatic	ho tšoenyeha	anger	0.402
libel	libel	anger	0.400
sodding	ho sodding	anger	0.400
annoys	e halefisa	anger	0.400
watchout	hlokomela	anger	0.398
soslow	soslow	anger	0.398
frenetic	frenetic	anger	0.397
remiss	remiss	anger	0.397
barge	morage	anger	0.396
howl	ho bokolla	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	boxing	anger	0.394
untoward	e sa lefelloeng	anger	0.394
extinguish	ho tima	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ho hloka tlhompho	anger	0.394
illegal	e seng molaong	anger	0.394
rabble	lejoe	anger	0.394
actionable	e sebetsang	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	bolotsana	anger	0.394
sue	qosa	anger	0.394
unfriendly	ba sa ratane	anger	0.394
confiscate	u amohele	anger	0.394
brimstone	sebabole	anger	0.392
argh	holimo	anger	0.391
pique	penta	anger	0.391
recklessness	ho se tsotelle	anger	0.391
earthquake	tšisinyeho ea lefatše	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	ho qhibiliha	anger	0.391
rigged	e hahiloe	anger	0.391
disagree	ha ba lumellane	anger	0.389
lawsuit	nyeoe	anger	0.386
disused	ha e sebelisoe	anger	0.382
immorality	boitšoaro bo bobe	anger	0.382
despair	ho nyahama	anger	0.382
difficulty	bothata	anger	0.379
incurable	e sa phekoleheng	anger	0.379
touchy	e amang maikutlo	anger	0.379
coerce	qobella	anger	0.379
sizzle	sizzle	anger	0.379
rifle	sethunya	anger	0.379
falsification	ho fosahetse	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	bohloko	anger	0.379
picket	picket	anger	0.378
concussion	tlhōlisano	anger	0.377
pessimism	ho hloka tšepo	anger	0.375
pitfall	phoso	anger	0.375
infantile	bana ba banyenyane	anger	0.375
disillusionment	ho nyahama	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	masole	anger	0.375
remand	remand	anger	0.375
faulty	e fosahetse	anger	0.375
cannon	kankere	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	ho ba le boipheliso	anger	0.371
distressing	e sithabetsang	anger	0.371
inhibit	thibela	anger	0.371
vindicate	netefatsa	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	ho ts'oaroa	anger	0.368
disreputable	e sa tsejoeng	anger	0.368
forbidding	ho thibela	anger	0.368
conquest	ho hlōla	anger	0.367
bark	makhapetla	anger	0.365
leukemia	leukemia	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	phephetso	anger	0.364
disapprove	hana	anger	0.364
unhappy	ha u thabe	anger	0.364
retarded	e liehile	anger	0.364
warrior	mohlabani	anger	0.364
belt	lebanta	anger	0.364
controversial	tsekisano	anger	0.359
opinionated	ba nahanang maikutlo	anger	0.359
paucity	ho hloka botsitso	anger	0.359
broken	e robehileng	anger	0.359
litigate	hlahisa	anger	0.359
polemic	e thata	anger	0.359
aftermath	ka morao	anger	0.359
disliked	ha a rate	anger	0.359
loudness	lerata	anger	0.359
restriction	thibelo	anger	0.359
cad	cad	anger	0.359
sectarian	lihlotšoana tsa bokhelohi	anger	0.359
incompetence	ho se sebetse	anger	0.359
interrupting	ho kena-kenana	anger	0.358
fussy	fussy	anger	0.357
wench	khaled	anger	0.353
misbehavior	boitšoaro bo hlephileng	anger	0.351
gruff	ho nyonya	anger	0.351
remove	tlosa	anger	0.351
brat	brat	anger	0.351
scarcity	khaello	anger	0.350
losing	ho lahleheloa	anger	0.349
pest	disenyi	anger	0.348
defect	sekoli	anger	0.348
hardened	e tiile	anger	0.348
deserted	e lahliloe	anger	0.348
lie	bua leshano	anger	0.348
retract	khutlisa	anger	0.348
untrustworthy	ea sa tšepahaleng	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	ferekane	anger	0.348
disagreement	ho se lumellane	anger	0.348
stigma	sekhobo	anger	0.348
ulcer	seso	anger	0.348
bias	khethollo	anger	0.345
negation	ho hlola	anger	0.344
antisocial	ho se tsotelle	anger	0.344
evade	qoba	anger	0.344
shoddy	shoddy	anger	0.344
bothering	ho khathatseha	anger	0.344
impotence	ho hloka matla	anger	0.344
shaky	e tsielehile	anger	0.344
misleading	ho khelosa	anger	0.344
stripped	e hlobotse	anger	0.344
disclaim	hana	anger	0.344
unsettled	e sa tsitsitseng	anger	0.344
anxiety	ho tšoenyeha	anger	0.344
stingy	e le bohloko	anger	0.344
deterioration	ho senyeha	anger	0.344
pirate	pirate	anger	0.344
unreliable	sa tšepahaleng	anger	0.344
interminable	e ke keng ea qojoa	anger	0.343
disease	maloetse	anger	0.341
meddle	qabella	anger	0.341
warp	warp	anger	0.340
averse	hanyenyane	anger	0.338
infamous	e se nang mohau	anger	0.338
alcoholism	tahi ea tahi	anger	0.338
row	mola	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	ho kula	anger	0.333
encumbrance	ho pota-pota	anger	0.333
scorpion	scorpion	anger	0.333
illegitimate	e seng molaong	anger	0.333
witchcraft	boloi	anger	0.333
interrupt	ho kena-kenana	anger	0.333
paralyzed	ba shoele litho	anger	0.333
sinner	moetsalibe	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	ho nahanela	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	e qalile	anger	0.328
disqualified	ba sa tšoanelehe	anger	0.328
fib	fiber	anger	0.328
hiss	hers	anger	0.328
brrr	brrr	anger	0.328
resisting	ho hanyetsa	anger	0.328
victim	sehlōhō	anger	0.328
scapegoat	ho hlasela	anger	0.328
tighten	tiisa	anger	0.328
opponent	mohanyetsi	anger	0.328
crusade	keresemese	anger	0.328
dislocated	ba senyehile	anger	0.328
grumpy	ho ruruha	anger	0.328
prohibited	e thibetsoe	anger	0.328
inappropriate	e sa lokelang	anger	0.324
haye	haye	anger	0.324
loss	tahlehelo	anger	0.324
eschew	eschew	anger	0.324
trickery	bolotsana	anger	0.324
neglected	ho hlokomolohuoa	anger	0.324
canker	khamera	anger	0.323
queues	mahlakoreng	anger	0.318
muff	muff	anger	0.318
crunch	crunch	anger	0.318
duplicity	ho pheta-pheta	anger	0.318
criticism	ho nyatsa	anger	0.318
shriek	shriek	anger	0.316
depreciate	e fokotseha	anger	0.315
poverty	bofutsana	anger	0.312
chaff	'mōkō	anger	0.312
dupe	ho betoa	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	ho lelekoa	anger	0.312
mortality	ho shoa	anger	0.312
deflate	deflate	anger	0.312
carelessness	ho hloka tlhokomelo	anger	0.312
dumps	ho qhalana	anger	0.312
revving	ho iphetetsa	anger	0.309
disallowed	e hanetsoe	anger	0.308
thoughtless	ho se nahane	anger	0.307
boisterous	morusu	anger	0.307
burial	ho patoa	anger	0.304
theocratic	ea puso ea Molimo	anger	0.303
wince	wince	anger	0.303
sullen	ho nyahama	anger	0.303
involution	ho fetoha	anger	0.300
senseless	e se nang kelello	anger	0.297
stalemate	ho felloa ke matla	anger	0.297
depreciated	e theohile	anger	0.297
wasteful	ho senya	anger	0.297
hoax	leqheka	anger	0.297
misuse	ho sebelisa hampe	anger	0.297
getyourown	ho hlaha	anger	0.297
taxed	e lefelloe lekhetho	anger	0.297
depressed	tepelletseng	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ho holofala	anger	0.295
displaced	ba balehileng mahaeng	anger	0.294
limited	e lekane	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	leqheka	anger	0.289
teasing	ho soma	anger	0.288
sharpen	sharpen	anger	0.288
react	arabela	anger	0.288
presumptuous	ba iketelletsang pele	anger	0.288
spine	mokokotlo	anger	0.288
homeless	ba se nang bolulo	anger	0.288
hoot	hoot	anger	0.287
twitchy	twitchy	anger	0.287
barrier	thibelo	anger	0.287
myopia	myopia	anger	0.283
contraband	ho itšireletsa	anger	0.281
disconnects	ho khetholla	anger	0.281
spam	spam	anger	0.281
lagging	ho koala	anger	0.281
shiver	qhaqha	anger	0.281
agh	agh	anger	0.281
restitution	ho tsosolosoa	anger	0.281
flexin	feto-fetoha	anger	0.281
incompatible	e sa lumellane	anger	0.281
delinquent	tlōlo ea molao	anger	0.281
noncompliance	ho se mamele	anger	0.279
troll	troll	anger	0.279
buffering	ho tsuba	anger	0.279
unfairness	ho hloka toka	anger	0.279
foray	toay	anger	0.279
nether	ka tlaase	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	ho tsamaea	anger	0.273
bogus	bohata	anger	0.273
uncaring	e sa tsotelleng	anger	0.273
shock	tšoha	anger	0.269
feisty	e tsitsitseng	anger	0.269
defendant	moqosuoa	anger	0.266
latent	latent	anger	0.266
rapping	ho senya	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bere	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	e sa sebetse	anger	0.266
quandary	ha ho sa tsotellehe	anger	0.266
inconvenient	e sa thabiseng	anger	0.266
feminism	feminism	anger	0.266
humbug	humbug	anger	0.266
interrupts	e sitisa	anger	0.265
fluctuation	ho fokotseha	anger	0.265
exaggerate	ho feteletsa	anger	0.263
lose	lahleheloa	anger	0.261
patter	patter	anger	0.258
tease	tsuba	anger	0.258
furnace	sebōpi	anger	0.258
stone	lejoe	anger	0.258
shoplifting	ho etsa mabenkeleng	anger	0.258
soldier	lesole	anger	0.258
incompetent	ba hlokang tsebo	anger	0.257
indoctrination	ho koetlisoa	anger	0.255
skid	skid	anger	0.250
notoriety	ho tsebahala	anger	0.250
falsehood	leshano	anger	0.250
untrue	e se 'nete	anger	0.250
mastery	bokhoni	anger	0.250
tripping	ho tlōla	anger	0.250
nonsense	lefeela	anger	0.250
unfollow	unfollow	anger	0.250
noisy	lerata	anger	0.250
pouting	ho tšepisa	anger	0.250
cane	mohoma	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	rocket	anger	0.250
complicate	ikhatholla	anger	0.250
socialist	setsebi	anger	0.250
lawyer	ramolao	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	senotlolo sa litlhaku tse kholo	anger	0.242
fenced	e hahiloeng ka thata	anger	0.242
obstacle	tšitiso	anger	0.242
halter	halter	anger	0.242
witch	baloi	anger	0.242
vampire	moferefere	anger	0.242
detract	thibela	anger	0.242
ringer	ringer	anger	0.242
frowning	ho ferekanya	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	tlala	anger	0.235
recession	moruo	anger	0.234
lava	lava	anger	0.234
shell	shell	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	ho qabana	anger	0.234
tariff	tariff	anger	0.234
failing	ho hlōleha	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	morabe	anger	0.234
politics	lipolotiking	anger	0.234
undesirable	e sa rateheng	anger	0.231
darkness	lefifi	anger	0.227
versus	khahlano	anger	0.227
resign	itokolla	anger	0.227
copycat	copycat	anger	0.227
soaked	soaked	anger	0.226
unfulfilled	e sa phethahaleng	anger	0.225
abandoned	e tlohetsoe	anger	0.222
bankruptcy	bankruptcy	anger	0.221
owing	ho lefa	anger	0.221
unattainable	e ke keng ea fumaneha	anger	0.221
unhelpful	u se na thuso	anger	0.219
twitching	ho senya	anger	0.219
confusion	pherekano	anger	0.219
mosquito	monoang	anger	0.219
warden	mohlokomeli	anger	0.219
misconception	maikutlo a fosahetseng	anger	0.219
compress	qobella	anger	0.219
whiny	ho hlaka	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	sesebelisoa	anger	0.219
nosey	nosy	anger	0.213
overpriced	ho fetoloa holimo	anger	0.212
harry	harry	anger	0.212
shortage	khaello	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	e feteletsoe haholo	anger	0.206
possession	ho rua	anger	0.206
desert	lehoatata	anger	0.206
pout	pout	anger	0.203
uninvited	e sa amoheloa	anger	0.203
arraignment	ho loantša	anger	0.203
inefficient	ha e na thuso	anger	0.203
rook	rook	anger	0.203
unlucky	unlucky	anger	0.203
unpaid	e sa lefelloeng	anger	0.203
backbone	morao-rao	anger	0.203
sentence	polelo	anger	0.203
powerless	ha e na matla	anger	0.203
court	lekhotla	anger	0.199
endless	ho sa feleng	anger	0.198
adverts	lipapatso	anger	0.197
delay	lieha	anger	0.197
misstatement	ho fosahetse	anger	0.197
distracted	e sitisoe	anger	0.197
misunderstanding	ho se utloisisane	anger	0.195
excite	thaba	anger	0.191
inadmissible	e sa amoheleheng	anger	0.191
lightning	lehalima	anger	0.189
incase	mohlomong	anger	0.188
preclude	thibela	anger	0.188
insecure	se sireletsehileng	anger	0.188
mournful	ho siama	anger	0.188
rating	lekanya	anger	0.182
mistress	mofumahali	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	moemeli	anger	0.182
insist	tsitlella	anger	0.182
distracting	ho sitisa	anger	0.182
opium	opium	anger	0.180
willful	ka boomo	anger	0.176
deserve	tšoaneloa	anger	0.176
insists	e tsitlella	anger	0.175
treat	tšoara	anger	0.175
misplace	beha sebakeng se fosahetseng	anger	0.172
indecisive	ho iketsetsa liqeto	anger	0.172
gibberish	ho teteka	anger	0.172
fleece	boea	anger	0.172
fee	tefiso	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	lokolla	anger	0.172
excitation	thabo	anger	0.172
hormonal	hormonal	anger	0.172
mighty	matla	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	ho se lekane	anger	0.167
insufficiency	ho se sebetse	anger	0.167
hamstring	hamstring	anger	0.167
bargaining	bargaining	anger	0.167
mule	mule	anger	0.167
insignificant	e se nang bohlokoa	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	ho iphapanyetsa	anger	0.156
rheumatism	rheumatism	anger	0.156
coop	coop	anger	0.156
forearm	forearm	anger	0.156
uncertain	ho se ts'oane	anger	0.152
bee	linotsi	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	ho kenya letsoho	anger	0.152
disinformation	ho se tsebe	anger	0.152
attorney	'muelli oa molao	anger	0.152
underpaid	e lefuoang tlaase	anger	0.152
pretending	ho iketsa eka	anger	0.152
campaigning	letšolo	anger	0.151
hopelessness	ho hloka tšepo	anger	0.149
feeling	ho ikutloa	anger	0.147
legalized	e ngotsoe ka molao	anger	0.145
caution	hlokolosi	anger	0.145
subsidy	thuso	anger	0.141
obliging	e tlamehile	anger	0.141
morals	boitšoaro	anger	0.141
sterling	sterling	anger	0.141
wimpy	e tsoetse pele	anger	0.140
bummer	ho omme	anger	0.139
misspell	ha ho joalo	anger	0.136
saloon	saloon	anger	0.136
repay	buseletsa	anger	0.136
blemish	sekoli	anger	0.136
surcharge	ho tlatsetsa	anger	0.136
geez	geez	anger	0.136
birch	birch	anger	0.135
noob	noob	anger	0.133
honk	honk	anger	0.133
orchestra	'mino oa liletsa	anger	0.132
competitive	tlhōlisano	anger	0.125
wireless	e se nang mohala	anger	0.125
standstill	ema	anger	0.125
mosque	mosque	anger	0.122
reversal	ho fetoha	anger	0.121
inattention	ho se tsotelle	anger	0.121
lace	lace	anger	0.118
