word	Sindhi-sd	emotion	emotion-intensity-score
demand	مطالبو	anger	0.485
abolish	ختم ڪرڻ	anger	0.485
anathema	Anathema	anger	0.485
fricking	ڀڃڻ	anger	0.485
complaint	شڪايت	anger	0.485
disservice	جهڙا	anger	0.485
smuggler	سمگلر	anger	0.485
revoke	ختم ڪيو	anger	0.485
infraction	ڪفايت	anger	0.485
claw	پنڌ	anger	0.485
dissident	جهڳڙو	anger	0.485
pervert	مٽايو	anger	0.485
incest	ڪوڙا	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	نافرماني ڪندڙ	anger	0.485
usurp	پيشاب	anger	0.485
alienate	ڌاريو	anger	0.485
avenger	فائبر	anger	0.485
annoyed	نڀاڳيو	anger	0.485
cutting	ڪٽڻ	anger	0.485
disgrace	خوار	anger	0.484
deceit	دوکي	anger	0.484
suspicious	مشڪوڪ	anger	0.484
thresh	ڇڪيو	anger	0.484
sucker	مرض	anger	0.484
strained	زنده	anger	0.484
blame	الزام	anger	0.484
upheaval	ڦاٽ	anger	0.484
renounce	ختم ٿيو	anger	0.484
obnoxious	هوشيار	anger	0.484
restrain	طريقو	anger	0.484
oust	پهچندي	anger	0.484
litigious	متضاد	anger	0.484
rivalry	رقابت	anger	0.484
penalty	سزا	anger	0.484
imprisoned	قيد	anger	0.484
mocking	ٺهيل	anger	0.484
opposed	مخالفت	anger	0.484
turbulence	وڳوڙ	anger	0.483
pound	پونڊ	anger	0.481
coldness	ٿڌو	anger	0.477
ungrateful	بي شڪر	anger	0.472
battalion	ڌماڪو	anger	0.471
stoopid	بيوقوف	anger	0.471
hostage	يرغمال بڻيل آهي	anger	0.470
infidel	غيرت	anger	0.470
ram	رام	anger	0.470
accuser	الزام	anger	0.470
gall	ڊگھو آهي	anger	0.470
subversion	ماتحت	anger	0.470
annoying	اجايو	anger	0.470
adversity	غمگين	anger	0.470
dispossessed	فردوس	anger	0.470
friction	رزق	anger	0.470
jealous	حسد	anger	0.470
feudalism	جاگيرداري	anger	0.470
armament	هٿ	anger	0.470
thump	ويران	anger	0.469
complain	شڪايت	anger	0.469
incite	ساڳيون	anger	0.469
steal	چوري ڪيو	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	نافرماني	anger	0.469
injury	زخم	anger	0.469
simmer	سمر	anger	0.469
distress	مصيبت	anger	0.469
insanity	لياقت	anger	0.469
selfish	خود غرق	anger	0.469
huff	huff	anger	0.469
selfishness	خودمختاري	anger	0.469
backoff	واپسي	anger	0.469
plunder	ٻوڏ	anger	0.469
stifled	ٻڏل	anger	0.469
subversive	فرائض	anger	0.469
exile	جلاوطني	anger	0.469
offense	جرم	anger	0.469
objection	اعتراض	anger	0.469
recidivism	ريڊيو	anger	0.469
smother	مرڪي	anger	0.469
perpetrator	مجرم	anger	0.469
dislike	ناپسنديده	anger	0.469
disruption	بيهڻ	anger	0.469
intolerance	بيوقوف	anger	0.469
opposition	اپوزيشن	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	ٺهيل	anger	0.467
agony	زبردست	anger	0.465
arrogant	وڏائي ڪندڙ	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	ويندڙ	anger	0.456
elimination	خاتمي	anger	0.456
picketing	ٽڪيٽ	anger	0.456
haughty	شرارت آهي	anger	0.456
troublesome	مصيبت	anger	0.455
clamor	ڪلامر	anger	0.455
busted	تيار ڪيو	anger	0.455
constraint	ٺهيل آهي	anger	0.455
crabby	ڪابينا	anger	0.455
veto	veto	anger	0.455
stubbed	ڪٽيو	anger	0.455
mislead	گمراهي	anger	0.455
illicit	غير قانوني	anger	0.455
dying	مري ويو	anger	0.455
grated	صفا	anger	0.455
idiocy	idiocy	anger	0.455
illegality	غير قانوني	anger	0.455
flagrant	معافي ڏيندڙ	anger	0.455
impermeable	اڻڄاتل	anger	0.455
bad	خراب	anger	0.453
despotism	ناپسنديده	anger	0.453
usurped	زهر ڪيو	anger	0.453
godless	خدا کان سواء	anger	0.453
disagreeing	اختلاف ناھي	anger	0.453
intense	شديد	anger	0.453
struggle	جدوجهد	anger	0.453
suppress	دٻاء	anger	0.453
disapproving	ناھي	anger	0.453
desist	نڀاڳ	anger	0.453
bayonet	بينونٽ	anger	0.453
displeased	نااهل ٿيو	anger	0.453
hysterical	ماضي	anger	0.453
unlawful	غير قانوني	anger	0.451
wrongly	غلط	anger	0.448
repellent	تمام سٺو	anger	0.442
wasted	برباد ٿيو	anger	0.441
foe	ڀلا	anger	0.441
dishonor	بي عزتي	anger	0.441
wrongful	غلط آهي	anger	0.441
psychosis	نفسيات	anger	0.441
aversion	نراس	anger	0.440
punitive	سزا ڏيڻ	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	ڪوڙا	anger	0.439
effigy	افسوس	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	پريشاني	anger	0.439
worthless	بي عيب	anger	0.438
deny	انڪار ڪيو	anger	0.438
ransom	ويران	anger	0.438
fugitive	مصلحت	anger	0.438
deleterious	بدمعاشي	anger	0.438
stupidity	بيوقوف	anger	0.438
abandonment	ڇڏيل	anger	0.438
mucked	گندم	anger	0.438
separatist	ڌار ڌار	anger	0.438
irritation	جلدي	anger	0.438
oblivion	گروي	anger	0.437
segregate	جڙيل	anger	0.437
payback	جواب ڏيڻ	anger	0.436
incongruous	سازش	anger	0.435
eviction	هيش	anger	0.435
collusion	ٺهيل	anger	0.432
rob	ڦٽو	anger	0.431
infidelity	بدانتظامي	anger	0.429
ravenous	ماهر	anger	0.429
overrun	ختم ٿي چڪو آهي	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	هارنگي	anger	0.426
martial	مارشل	anger	0.426
painful	ڏکوئيندڙ عذاب	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	غير يقيني	anger	0.426
rejection	رد	anger	0.426
defense	دفاع	anger	0.425
powerful	طاقتور	anger	0.424
censor	سينسر	anger	0.424
indecency	تڪليف	anger	0.424
fraudulent	دوکي	anger	0.424
gonorrhea	گونورريا	anger	0.424
fallacious	غريب آهي	anger	0.424
concealment	ڪوبہ	anger	0.424
greed	لالچ	anger	0.424
disobedience	نافرماني	anger	0.424
fuss	fuss	anger	0.424
enforce	لاڳو ڪرڻ	anger	0.424
banger	بيجر	anger	0.424
commotion	شروعات	anger	0.424
defraud	غداري ڪندؤ	anger	0.424
discontent	نااهل	anger	0.424
unsympathetic	اڻ وڻندڙ	anger	0.424
exasperation	تڪليف	anger	0.424
barb	باربي	anger	0.422
banishment	برانچ	anger	0.422
sedition	فڪر جو	anger	0.422
misrepresented	غلطي ڪئي	anger	0.422
snubbed	ڇڪيل	anger	0.422
penetration	پهچائڻ	anger	0.422
cracked	ڀريل	anger	0.422
annoyance	افسوس	anger	0.422
duel	ٽائيم	anger	0.422
penitentiary	عارضي طور تي	anger	0.422
sarcasm	سادات	anger	0.422
deportation	ورهاڱي	anger	0.422
nettle	ننڍڙو	anger	0.422
scar	ڳاڙهو	anger	0.422
bang	ڪري رهيو آهي	anger	0.422
cur	واھ	anger	0.422
blatant	ناحق	anger	0.420
force	قوت	anger	0.418
perverse	خوفناڪ	anger	0.415
wring	ڳائيندي	anger	0.415
bastion	ٻڌل	anger	0.413
grim	ڪريم	anger	0.413
sordid	ڳاڙهو	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	سروي	anger	0.412
tiff	ٽڪر	anger	0.412
moody	موڊ	anger	0.412
hunting	شڪار ڪرڻ	anger	0.411
indenture	نڀاڳو	anger	0.410
sham	شمس	anger	0.409
squelch	ٻيلو	anger	0.409
awful	خوفناڪ	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ضمير	anger	0.409
contradict	متضاد آهي	anger	0.409
supremacy	زبردست	anger	0.409
sneak	چپ ڪريو	anger	0.409
cantwin	ڪئانڪن	anger	0.409
reproach	افسوس	anger	0.409
compulsion	لازمي	anger	0.409
inept	جيترو آهي	anger	0.409
blockade	روڪيل	anger	0.409
detainee	قيدي	anger	0.409
forfeit	نڪتو	anger	0.409
disappoint	مايوس	anger	0.409
lying	ڪوڙ	anger	0.408
epidemic	ايپيڊيم	anger	0.406
tremor	زبردست	anger	0.406
rail	ريل	anger	0.406
onerous	ڦاسي	anger	0.406
cacophony	نفسياتي	anger	0.406
unthinkable	اڻڄاتل	anger	0.406
forsaken	زبردست	anger	0.406
delusion	ٺهيل	anger	0.406
wrongdoing	غلطي	anger	0.406
badger	خراب	anger	0.406
antipathy	اپيل	anger	0.406
inequality	تڪليف	anger	0.406
nuisance	تڪڙ	anger	0.406
scrapie	اسڪرافي	anger	0.406
wop	ويندڙ	anger	0.406
arguments	دليل	anger	0.404
affront	منهن ڏيڻ	anger	0.403
traumatic	حادثاتي	anger	0.402
libel	ليبل	anger	0.400
sodding	سوڊنگ	anger	0.400
annoys	نڀاڳ	anger	0.400
watchout	محتاط رهو	anger	0.398
soslow	تمام آهستي	anger	0.398
frenetic	جنٽيڊڪ	anger	0.397
remiss	رعايت	anger	0.397
barge	تڪڙو	anger	0.396
howl	ڪئين	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	باڪسنگ	anger	0.394
untoward	اڻڄاڻ	anger	0.394
extinguish	بجلي	anger	0.394
keyed	چاڙهيو	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	ناهن	anger	0.394
illegal	غير قانوني	anger	0.394
rabble	خرابي	anger	0.394
actionable	قابل عمل	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	دوکي	anger	0.394
sue	ٺهه	anger	0.394
unfriendly	دوستي سان	anger	0.394
confiscate	قبضو ڪيو	anger	0.394
brimstone	چمڪندڙ	anger	0.392
argh	argh	anger	0.391
pique	ٺهيل	anger	0.391
recklessness	لاقانونيت	anger	0.391
earthquake	زلزلو	anger	0.391
grrrrr	گرائونڊ	anger	0.391
dissolution	تڪرار	anger	0.391
rigged	ڏڪار	anger	0.391
disagree	نااهل	anger	0.389
lawsuit	مقدمو	anger	0.386
disused	نااهل	anger	0.382
immorality	غير اخلاقيات	anger	0.382
despair	نااميد	anger	0.382
difficulty	مشڪل	anger	0.379
incurable	غير مناسب	anger	0.379
touchy	خوشيء سان	anger	0.379
coerce	ڪوڙا	anger	0.379
sizzle	گڏايل آهي	anger	0.379
rifle	رائفل	anger	0.379
falsification	باطل	anger	0.379
pokes	پيش ڪندو	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	زخم	anger	0.379
picket	ٽڪيٽ	anger	0.378
concussion	ڪانفرنس	anger	0.377
pessimism	افلاس	anger	0.375
pitfall	گهڻا	anger	0.375
infantile	ٻارڙي	anger	0.375
disillusionment	تڪليف	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	ملڪي	anger	0.375
remand	ياد ڏياريندڙ	anger	0.375
faulty	غلط آهي	anger	0.375
cannon	تپ	anger	0.375
rawr	رهو	anger	0.375
sly	وهي	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	گجراتي	anger	0.371
distressing	ڏکيو آهي	anger	0.371
inhibit	بند ڪرڻ	anger	0.371
vindicate	گهڻائي	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	ڇڏيل	anger	0.368
disreputable	نااهل	anger	0.368
forbidding	حرام ڪرڻ	anger	0.368
conquest	فتح	anger	0.367
bark	ڪڪل	anger	0.365
leukemia	لڪيميا	anger	0.365
barks	ڪاريون	anger	0.364
burke	برڪن	anger	0.364
challenge	مسئلو	anger	0.364
disapprove	ناھي	anger	0.364
unhappy	ناهن	anger	0.364
retarded	ختم ٿي وئي	anger	0.364
warrior	وارث	anger	0.364
belt	بيلٽ	anger	0.364
controversial	جهڳڙو	anger	0.359
opinionated	راء ڏنل آهي	anger	0.359
paucity	تڪليف	anger	0.359
broken	ٽٽل	anger	0.359
litigate	لکت	anger	0.359
polemic	مثل آهي	anger	0.359
aftermath	بعد ۾	anger	0.359
disliked	ناپسنديده	anger	0.359
loudness	زور	anger	0.359
restriction	پابندي	anger	0.359
cad	ڪيڊ	anger	0.359
sectarian	فرق مذهب	anger	0.359
incompetence	تڪليف	anger	0.359
interrupting	مداخلت ڪرڻ	anger	0.358
fussy	اجايو	anger	0.357
wench	وهن	anger	0.353
misbehavior	غلطي ڏيندڙ	anger	0.351
gruff	گراف	anger	0.351
remove	ختم ڪريو	anger	0.351
brat	brat	anger	0.351
scarcity	نڀاڳ	anger	0.350
losing	وڃائڻ	anger	0.349
pest	ذليل	anger	0.348
defect	عيب	anger	0.348
hardened	سخت	anger	0.348
deserted	ويران	anger	0.348
lie	ڪوڙ ڳالهايو	anger	0.348
retract	ڇڏڻ	anger	0.348
untrustworthy	اڻ پڙهيل	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	مايوس	anger	0.348
disagreement	اختلاف	anger	0.348
stigma	اسٽگيما	anger	0.348
ulcer	السر	anger	0.348
bias	ٻيڙيون	anger	0.345
negation	نفي	anger	0.344
antisocial	غيرقانوني	anger	0.344
evade	مثل آهي	anger	0.344
shoddy	ٻيلو	anger	0.344
bothering	ٿڪجي پيو	anger	0.344
impotence	ناحق	anger	0.344
shaky	شرمي	anger	0.344
misleading	گمراهي	anger	0.344
stripped	وڙهي ڇڏيو	anger	0.344
disclaim	اعلان ڪريو	anger	0.344
unsettled	ناڪام ٿيو	anger	0.344
anxiety	ڏڪڻ	anger	0.344
stingy	مستحق	anger	0.344
deterioration	خرابي	anger	0.344
pirate	قزاق	anger	0.344
unreliable	غير يقيني	anger	0.344
interminable	وقار	anger	0.343
disease	مرض	anger	0.341
meddle	درٻار	anger	0.341
warp	جنگ	anger	0.340
averse	ٽارڻ	anger	0.338
infamous	بدنام	anger	0.338
alcoholism	شراب	anger	0.338
row	قطار	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	بيمار	anger	0.333
encumbrance	بندوبست	anger	0.333
scorpion	ٻڏل	anger	0.333
illegitimate	غير قانوني	anger	0.333
witchcraft	جادوگر	anger	0.333
interrupt	مداخلت	anger	0.333
paralyzed	ويٺل	anger	0.333
sinner	گنهگار	anger	0.331
hulk	هشڪ	anger	0.329
inconsiderate	اڻ پڙهيل	anger	0.329
phony	صوتي	anger	0.328
spammers	اسپامرز	anger	0.328
dashed	ڀڄي ويو	anger	0.328
disqualified	نااهل	anger	0.328
fib	فريب	anger	0.328
hiss	هن جي	anger	0.328
brrr	ڪمال	anger	0.328
resisting	مزاحمت	anger	0.328
victim	شڪارپور	anger	0.328
scapegoat	اسڪائيڪس	anger	0.328
tighten	سخت	anger	0.328
opponent	مخالف	anger	0.328
crusade	صليبي	anger	0.328
dislocated	ختم ٿيل	anger	0.328
grumpy	ويران	anger	0.328
prohibited	منع ٿيل آهي	anger	0.328
inappropriate	نا مناسب	anger	0.324
haye	هاي	anger	0.324
loss	نقصان	anger	0.324
eschew	رکو ٿا	anger	0.324
trickery	وڇڻ	anger	0.324
neglected	بيڪار	anger	0.324
canker	ڪينال	anger	0.323
queues	قطار	anger	0.318
muff	ايم	anger	0.318
crunch	کڙو	anger	0.318
duplicity	ٽڪر	anger	0.318
criticism	تنقيد	anger	0.318
shriek	هڪڙو	anger	0.316
depreciate	قدرتي	anger	0.315
poverty	غربت	anger	0.312
chaff	چاف	anger	0.312
dupe	دوپ	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	برطرفي	anger	0.312
mortality	مرڻ	anger	0.312
deflate	کليل	anger	0.312
carelessness	لاچار	anger	0.312
dumps	ڊمپ	anger	0.312
revving	ترميم ڪندي	anger	0.309
disallowed	ناھي	anger	0.308
thoughtless	بجاء	anger	0.307
boisterous	اجايو	anger	0.307
burial	دفن ڪيو	anger	0.304
theocratic	باهمي	anger	0.303
wince	وهنوار	anger	0.303
sullen	sullen	anger	0.303
involution	ارتقاء	anger	0.300
senseless	بيشمار	anger	0.297
stalemate	اسٽوريج	anger	0.297
depreciated	قدرتي آهي	anger	0.297
wasteful	فضيلت	anger	0.297
hoax	هوس	anger	0.297
misuse	غلط استعمال	anger	0.297
getyourown	حاصل ڪيو	anger	0.297
taxed	ٽيڪس	anger	0.297
depressed	ڏڪار	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	ٺهيل	anger	0.295
displaced	دربدر	anger	0.294
limited	محدود	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	مجازي	anger	0.289
teasing	ٽڪر	anger	0.288
sharpen	تيز	anger	0.288
react	جواب ڏنو	anger	0.288
presumptuous	پريشان آهي	anger	0.288
spine	اڇو	anger	0.288
homeless	بي گهر	anger	0.288
hoot	هٽ	anger	0.287
twitchy	ڪٽيو	anger	0.287
barrier	رڪاوٽ	anger	0.287
myopia	ميپيو	anger	0.283
contraband	تڪرار	anger	0.281
disconnects	ناھي	anger	0.281
spam	اسپام	anger	0.281
lagging	لڌل	anger	0.281
shiver	ويندڙ	anger	0.281
agh	هڪهه	anger	0.281
restitution	بحالي	anger	0.281
flexin	لوڪ	anger	0.281
incompatible	غير مناسب	anger	0.281
delinquent	مان ٺهيل	anger	0.281
noncompliance	غير ضروري	anger	0.279
troll	ٽٽل	anger	0.279
buffering	بپتسما	anger	0.279
unfairness	غير منصفانه	anger	0.279
foray	فورٽ	anger	0.279
nether	نال	anger	0.278
bugaboo	بگگتو	anger	0.273
immaturity	خرابيء سان	anger	0.273
bogus	ڦاس	anger	0.273
uncaring	اڻ کٽ	anger	0.273
shock	جھٽڪو	anger	0.269
feisty	تڪليف	anger	0.269
defendant	مدعا	anger	0.266
latent	ويڪرائي	anger	0.266
rapping	نقشه	anger	0.266
pry	Pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	کڻندو	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	مڪمل طور تي	anger	0.266
quandary	چوڪ	anger	0.266
inconvenient	تڪليف	anger	0.266
feminism	نسليات	anger	0.266
humbug	ٿلهو	anger	0.266
interrupts	مداخلت ڪري ٿو	anger	0.265
fluctuation	وهڪري	anger	0.265
exaggerate	خطرناڪ	anger	0.263
lose	وڃايو	anger	0.261
patter	ڳالهايو	anger	0.258
tease	ٽائيم	anger	0.258
furnace	فرنس	anger	0.258
stone	پٿر	anger	0.258
shoplifting	خريداري	anger	0.258
soldier	سپاهي	anger	0.258
incompetent	اڻ ڄاتل	anger	0.257
indoctrination	ذهنن جي	anger	0.255
skid	اسڪيل	anger	0.250
notoriety	نه ڏٺي	anger	0.250
falsehood	ڪوڙ ڀانيو	anger	0.250
untrue	اڻڄاڻ	anger	0.250
mastery	حاصل آهي	anger	0.250
tripping	ٽپڻ	anger	0.250
nonsense	ڪوڙين جو	anger	0.250
unfollow	اڻڄاتل	anger	0.250
noisy	شوريو	anger	0.250
pouting	ڇڪڻ	anger	0.250
cane	ڪمند	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	پٿر	anger	0.250
complicate	مشڪل	anger	0.250
socialist	سوشلسٽ	anger	0.250
lawyer	وڪيل	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	ڪئپپس	anger	0.242
fenced	ڪوڙ ڀڃي	anger	0.242
obstacle	رڪاوٽ	anger	0.242
halter	حلال	anger	0.242
witch	مچائي	anger	0.242
vampire	ویمپائر	anger	0.242
detract	تخليق ڪيو	anger	0.242
ringer	رنگر	anger	0.242
frowning	ويندڙ	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	بک	anger	0.235
recession	ورشن	anger	0.234
lava	lava	anger	0.234
shell	شيل	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	کائڻ	anger	0.234
tariff	ٽر	anger	0.234
failing	ناڪام ٿي رهيو آهي	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	راسل	anger	0.234
politics	سياست	anger	0.234
undesirable	ناپسنديده	anger	0.231
darkness	اونداهي	anger	0.227
versus	مشق	anger	0.227
resign	استعفا ڏيو	anger	0.227
copycat	ڪاپيڪٽ	anger	0.227
soaked	ٿڪل	anger	0.226
unfulfilled	اڻ ڄاتل	anger	0.225
abandoned	ڇڏيو ويو	anger	0.222
bankruptcy	بينڪ	anger	0.221
owing	ڪري ڇڏيو	anger	0.221
unattainable	اڻ ڄاتل	anger	0.221
unhelpful	غير يقيني	anger	0.219
twitching	ٽوڙڻ	anger	0.219
confusion	مونجهارو	anger	0.219
mosquito	مڪيڪو	anger	0.219
warden	وارڊ	anger	0.219
misconception	غلط آهي	anger	0.219
compress	دٻايو	anger	0.219
whiny	ننڍڙو	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	اوزار	anger	0.219
nosey	نڪتو	anger	0.213
overpriced	ختم ٿيل	anger	0.212
harry	هيري	anger	0.212
shortage	قلت	anger	0.212
adder	ايڊڊر	anger	0.212
melodrama	سرير	anger	0.212
overplayed	ختم ٿي وئي	anger	0.206
possession	قبضو ڪيو	anger	0.206
desert	ريگستان	anger	0.206
pout	کٽيو	anger	0.203
uninvited	اڻ پڙهيل	anger	0.203
arraignment	درٻار	anger	0.203
inefficient	استعمال ٿيندڙ	anger	0.203
rook	پوٽو	anger	0.203
unlucky	ناحق	anger	0.203
unpaid	اڻڄاتل	anger	0.203
backbone	پٺتي	anger	0.203
sentence	سزا	anger	0.203
powerless	بي نياز	anger	0.203
court	عدالت	anger	0.199
endless	پاسو	anger	0.198
adverts	اشتهار ڏيو	anger	0.197
delay	دير سان	anger	0.197
misstatement	غلط آهي	anger	0.197
distracted	پريشان ٿيو	anger	0.197
misunderstanding	غلط سمجھ	anger	0.195
excite	خوشخبري	anger	0.191
inadmissible	غير يقيني	anger	0.191
lightning	وڄندڙ	anger	0.189
incase	جيڪڏهن	anger	0.188
preclude	روڪيو	anger	0.188
insecure	ناڪاري	anger	0.188
