word	Marathi-mr	emotion	emotion-intensity-score
disapproved	नामंजूर	anger	0.485
inhuman	अमानुष	anger	0.485
demand	मागणी	anger	0.485
abolish	रद्द	anger	0.485
anathema	अनादर	anger	0.485
fricking	फ्रिकिंग	anger	0.485
complaint	तक्रार	anger	0.485
disservice	वाया घालवणे	anger	0.485
smuggler	तस्करी	anger	0.485
revoke	रद्द करा	anger	0.485
infraction	भंग	anger	0.485
claw	नख्या	anger	0.485
dissident	असंतुष्ट	anger	0.485
pervert	विकृत	anger	0.485
incest	कौटुंबिक व्याभिचार	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	आज्ञा न मानणारा	anger	0.485
usurp	हिरावून घेणे	anger	0.485
alienate	दुरावणे	anger	0.485
avenger	प्रतिवादी	anger	0.485
annoyed	चिडलेला	anger	0.485
cutting	पठाणला	anger	0.485
disgrace	कलंक	anger	0.484
deceit	फसवणूक	anger	0.484
suspicious	संशयास्पद	anger	0.484
thresh	मळणी	anger	0.484
sucker	शोषण करणारी व्यक्ती किंवा वस्तू	anger	0.484
strained	ओढूनताणून आणलेला	anger	0.484
blame	दोष	anger	0.484
upheaval	उलथापालथ	anger	0.484
renounce	त्याग	anger	0.484
obnoxious	नकोसा वाटणारा	anger	0.484
restrain	नियंत्रित करणे	anger	0.484
oust	काढून टाकणे	anger	0.484
litigious	विवादित	anger	0.484
rivalry	प्रतिस्पर्धीपणा	anger	0.484
penalty	दंड	anger	0.484
imprisoned	कैदेत	anger	0.484
mocking	उपहास करणे	anger	0.484
opposed	विरोध केला	anger	0.484
turbulence	गोंधळ	anger	0.483
pound	पाउंड	anger	0.481
coldness	सर्दी	anger	0.477
ungrateful	कृतघ्न	anger	0.472
battalion	बटालियन	anger	0.471
stoopid	थप्पड	anger	0.471
hostage	ओलिस	anger	0.470
infidel	नास्तिक	anger	0.470
ram	रॅम	anger	0.470
accuser	अभियोक्ता	anger	0.470
gall	पित्त	anger	0.470
subversion	उलथापालथ	anger	0.470
annoying	त्रासदायक	anger	0.470
adversity	अडचण	anger	0.470
dispossessed	बेकायदेशीर	anger	0.470
friction	घर्षण	anger	0.470
jealous	अत्यंत दक्ष	anger	0.470
feudalism	सरंजामशाही	anger	0.470
armament	शस्त्रकेंद्र	anger	0.470
thump	ठोसा	anger	0.469
complain	तक्रार करा	anger	0.469
incite	चिथावणी देणे	anger	0.469
steal	चोरी करा	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	आज्ञा न पाळणे	anger	0.469
injury	इजा	anger	0.469
simmer	उकळत असणे	anger	0.469
distress	दुःख	anger	0.469
insanity	वेडेपणा	anger	0.469
selfish	स्वार्थी	anger	0.469
huff	हफ	anger	0.469
selfishness	स्वार्थ	anger	0.469
backoff	बॅकऑफ	anger	0.469
plunder	लूट	anger	0.469
stifled	गुदमरल्यासारखे	anger	0.469
subversive	विध्वंसक	anger	0.469
exile	हद्दपारी	anger	0.469
offense	गुन्हा	anger	0.469
objection	आक्षेप	anger	0.469
recidivism	अनिश्चितता	anger	0.469
smother	दमणे	anger	0.469
perpetrator	अपराधी	anger	0.469
dislike	नापसंत	anger	0.469
disruption	व्यत्यय	anger	0.469
intolerance	असहिष्णुता	anger	0.469
opposition	विरोधी	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	घोकून घोकून तयार करणे	anger	0.467
agony	पीडा	anger	0.465
arrogant	गर्विष्ठ	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	वाटणे	anger	0.456
elimination	निर्मूलन	anger	0.456
picketing	धरणे	anger	0.456
haughty	अभिमानी	anger	0.456
troublesome	त्रासदायक	anger	0.455
clamor	ओरडणे	anger	0.455
busted	पर्दाफाश	anger	0.455
constraint	मर्यादा	anger	0.455
crabby	क्रॅबी	anger	0.455
veto	मनाई	anger	0.455
stubbed	stubbed	anger	0.455
mislead	दिशाभूल करणे	anger	0.455
illicit	बेकायदेशीर	anger	0.455
dying	संपणारा	anger	0.455
grated	किसलेले	anger	0.455
idiocy	मूर्खपणा	anger	0.455
illegality	अवैध	anger	0.455
flagrant	उघडकीस	anger	0.455
impermeable	अभेद्य	anger	0.455
bad	वाईट	anger	0.453
despotism	औपचारिकता	anger	0.453
usurped	usurped	anger	0.453
godless	निष्पाप	anger	0.453
disagreeing	असहमत	anger	0.453
intense	तीव्र	anger	0.453
struggle	संघर्ष	anger	0.453
suppress	दडपणे	anger	0.453
disapproving	नाकारणे	anger	0.453
desist	थांबवू नका	anger	0.453
bayonet	संगीन	anger	0.453
displeased	नाराज	anger	0.453
hysterical	फेपऱ्याचा	anger	0.453
unlawful	बेकायदेशीर	anger	0.451
wrongly	चुकून	anger	0.448
repellent	तिरस्करणीय	anger	0.442
wasted	वाया गेले	anger	0.441
foe	शत्रू	anger	0.441
dishonor	अपमान	anger	0.441
wrongful	अयोग्य	anger	0.441
psychosis	मानसिक आजार	anger	0.441
aversion	तिटकारा	anger	0.440
punitive	दंडात्मक	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	नॅकल	anger	0.439
effigy	प्रतिमा	anger	0.439
schism	मतभेद	anger	0.439
ultimatum	अल्टीमेटम	anger	0.439
upset	नाराज	anger	0.439
worthless	निरुपयोगी	anger	0.438
deny	नाकारा	anger	0.438
ransom	खंडणी	anger	0.438
fugitive	फरारी	anger	0.438
deleterious	हानीकारक	anger	0.438
stupidity	मूर्खपणा	anger	0.438
abandonment	विरक्ती	anger	0.438
mucked	माकड	anger	0.438
separatist	विभक्ततावादी	anger	0.438
irritation	चिडून	anger	0.438
oblivion	विस्मृती	anger	0.437
segregate	वेगळे करा	anger	0.437
payback	परतफेड	anger	0.436
incongruous	विसंगत	anger	0.435
eviction	निष्कासन	anger	0.435
collusion	मिलन	anger	0.432
rob	लुटणे	anger	0.431
infidelity	व्यभिचार	anger	0.429
ravenous	आधाशीशी	anger	0.429
overrun	चकित करणे	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	अग्रदूत	anger	0.426
martial	मार्शल	anger	0.426
painful	वेदनादायक	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	अविश्वसनीय	anger	0.426
rejection	नकार	anger	0.426
defense	संरक्षण	anger	0.425
powerful	शक्तिशाली	anger	0.424
censor	सेन्सर	anger	0.424
indecency	अश्लीलता	anger	0.424
fraudulent	कपटी	anger	0.424
gonorrhea	परमा	anger	0.424
fallacious	चुकीचा	anger	0.424
concealment	लपण्याची जागा	anger	0.424
greed	लोभ	anger	0.424
disobedience	अवज्ञा	anger	0.424
fuss	गडबड	anger	0.424
enforce	लागू करा	anger	0.424
banger	बॅन्जर	anger	0.424
commotion	गोंधळ	anger	0.424
defraud	फसवणूक	anger	0.424
discontent	असंतोष	anger	0.424
unsympathetic	अजिबात नसणारा	anger	0.424
exasperation	प्रक्षोभ	anger	0.424
barb	चिडखोर	anger	0.422
banishment	हद्दपारी	anger	0.422
sedition	राजद्रोह	anger	0.422
misrepresented	चुकीचे प्रतिनिधित्व केले	anger	0.422
snubbed	दमलेला	anger	0.422
penetration	आत प्रवेश करणे	anger	0.422
cracked	वेडसर	anger	0.422
annoyance	चीड	anger	0.422
duel	द्वदंयुद्ध	anger	0.422
penitentiary	दंडाधिकारी	anger	0.422
sarcasm	कपटी	anger	0.422
deportation	हद्दपारी	anger	0.422
nettle	चिडवणे	anger	0.422
scar	चट्टे	anger	0.422
bang	मोठा आवाज	anger	0.422
cur	कर	anger	0.422
blatant	निर्लज्ज	anger	0.420
force	सक्तीने	anger	0.418
perverse	विकृत	anger	0.415
wring	दात	anger	0.415
bastion	बुरूजावर	anger	0.413
grim	गंभीर	anger	0.413
sordid	नीच	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	झपाटयाने	anger	0.412
tiff	झुंज	anger	0.412
moody	मूडी	anger	0.412
hunting	शिकार	anger	0.411
indenture	इंडेंचर	anger	0.410
sham	खोटा	anger	0.409
squelch	गळचेपी	anger	0.409
awful	भीषण	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	गुंतागुंत करणे	anger	0.409
contradict	विरोध करणे	anger	0.409
supremacy	श्रेष्ठत्व	anger	0.409
sneak	चहाडी	anger	0.409
cantwin	कँटविन	anger	0.409
reproach	दूषण	anger	0.409
compulsion	सक्ती	anger	0.409
inept	अयोग्य	anger	0.409
blockade	नाकेबंदी	anger	0.409
detainee	बंडखोर	anger	0.409
forfeit	दंड	anger	0.409
disappoint	निराश	anger	0.409
lying	खोटे बोलणे	anger	0.408
epidemic	रोगाची साथ	anger	0.406
tremor	कंप	anger	0.406
rail	रेल्वे	anger	0.406
onerous	त्रासदायक	anger	0.406
cacophony	कर्कश गोंगाट	anger	0.406
unthinkable	असंभवनीय	anger	0.406
forsaken	सोडून दिले	anger	0.406
delusion	भ्रम	anger	0.406
wrongdoing	चूक	anger	0.406
badger	बॅजर	anger	0.406
antipathy	विषाणू	anger	0.406
inequality	असमानता	anger	0.406
nuisance	उपद्रव	anger	0.406
scrapie	स्क्रॅपे	anger	0.406
wop	वॉप	anger	0.406
arguments	वितर्क	anger	0.404
affront	अपमान करणे	anger	0.403
traumatic	अत्यंत क्लेशकारक	anger	0.402
libel	बेअब्रू करणे	anger	0.400
sodding	sodding	anger	0.400
annoys	अनागोंदी	anger	0.400
watchout	पहारेकरी	anger	0.398
soslow	सोस्लो	anger	0.398
frenetic	उन्माद	anger	0.397
remiss	क्षमा करणे	anger	0.397
barge	बागे	anger	0.396
howl	कर्कश आवाज	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	बॉक्सिंग	anger	0.394
untoward	अयोग्य	anger	0.394
extinguish	विझवणे	anger	0.394
keyed	बंद केलेले	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	अनादर	anger	0.394
illegal	बेकायदेशीर	anger	0.394
rabble	ढोंगीपणा	anger	0.394
actionable	फिर्याद	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	फसवणूक	anger	0.394
sue	दंड	anger	0.394
unfriendly	मित्रत्वाचा नसलेला	anger	0.394
confiscate	जप्त करणे	anger	0.394
brimstone	गंधक	anger	0.392
argh	argh	anger	0.391
pique	चिंतन करणे	anger	0.391
recklessness	बेपर्वाई	anger	0.391
earthquake	भूकंप	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	विघटन	anger	0.391
rigged	धाडस	anger	0.391
disagree	असहमत आहात	anger	0.389
lawsuit	खटला	anger	0.386
disused	न वापरलेले	anger	0.382
immorality	अनैतिकता	anger	0.382
despair	निराशा	anger	0.382
difficulty	अडचण	anger	0.379
incurable	असाध्य	anger	0.379
touchy	हळवे	anger	0.379
coerce	जबरदस्ती करा	anger	0.379
sizzle	चुर्र असा आवाज करणे	anger	0.379
rifle	राइफल	anger	0.379
falsification	बनावट	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	घसा	anger	0.379
picket	धडधड	anger	0.378
concussion	उत्तेजना	anger	0.377
pessimism	निराशावादी	anger	0.375
pitfall	फसण्याची	anger	0.375
infantile	लहान मूल	anger	0.375
disillusionment	मोहभंग	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	मिलिशिया	anger	0.375
remand	रिमांड	anger	0.375
faulty	सदोष	anger	0.375
cannon	तोफ	anger	0.375
rawr	कच्चे	anger	0.375
sly	लबाडी	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	नातलगांना (वृत्ती)	anger	0.371
distressing	त्रासदायक	anger	0.371
inhibit	मना करणे	anger	0.371
vindicate	निश्चित करा	anger	0.371
schizophrenia	स्किझोफ्रेनिया	anger	0.369
skewed	तिरस्करणीय	anger	0.368
disreputable	निर्भय	anger	0.368
forbidding	मना करणे	anger	0.368
conquest	विजय	anger	0.367
bark	झाडाची साल	anger	0.365
leukemia	ल्युकेमिया	anger	0.365
