word	Vietnamese-vi	emotion	emotion-intensity-score
thresh	đập	anger	0.484
sucker	người nịnh hót	anger	0.484
strained	căng	anger	0.484
blame	khiển trách	anger	0.484
upheaval	biến động	anger	0.484
renounce	từ bỏ	anger	0.484
obnoxious	đáng ghét	anger	0.484
restrain	hạn chế	anger	0.484
oust	oust	anger	0.484
litigious	uy tín	anger	0.484
rivalry	sự cạnh tranh	anger	0.484
penalty	hình phạt	anger	0.484
imprisoned	bị cầm tù	anger	0.484
mocking	chế nhạo	anger	0.484
opposed	phản đối	anger	0.484
turbulence	bất ổn	anger	0.483
pound	pao	anger	0.481
coldness	sự lạnh lùng	anger	0.477
ungrateful	vô ơn	anger	0.472
battalion	tiểu đoàn	anger	0.471
stoopid	khờ khạo	anger	0.471
hostage	con tin	anger	0.470
infidel	không tin	anger	0.470
ram	ram	anger	0.470
accuser	người tố cáo	anger	0.470
gall	túi mật	anger	0.470
subversion	lật đổ	anger	0.470
annoying	làm phiền	anger	0.470
adversity	nghịch cảnh	anger	0.470
dispossessed	phân tán	anger	0.470
friction	ma sát	anger	0.470
jealous	ghen tuông	anger	0.470
feudalism	phong kiến	anger	0.470
armament	vũ trang	anger	0.470
thump	đập	anger	0.469
complain	than phiền	anger	0.469
incite	kích động	anger	0.469
steal	lấy trộm	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	không tuân theo	anger	0.469
injury	chấn thương	anger	0.469
simmer	hơi sôi	anger	0.469
distress	phiền muộn	anger	0.469
insanity	chứng điên cuồng	anger	0.469
selfish	ích kỷ	anger	0.469
huff	huff	anger	0.469
selfishness	tính vị kỷ	anger	0.469
backoff	rút lui	anger	0.469
plunder	cướp bóc	anger	0.469
stifled	ngột ngạt	anger	0.469
subversive	lật đổ	anger	0.469
exile	lưu vong	anger	0.469
offense	xúc phạm	anger	0.469
objection	sự phản đối	anger	0.469
recidivism	tái phạm	anger	0.469
smother	smother	anger	0.469
perpetrator	thủ phạm	anger	0.469
dislike	không thích	anger	0.469
disruption	gián đoạn	anger	0.469
intolerance	không khoan dung	anger	0.469
opposition	Sự đối lập	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	chăm học	anger	0.467
agony	đau đớn	anger	0.465
arrogant	kiêu ngạo	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	lỗ thông hơi	anger	0.456
elimination	loại bỏ	anger	0.456
picketing	picketing	anger	0.456
haughty	kiêu căng	anger	0.456
troublesome	khó khăn	anger	0.455
clamor	kêu la	anger	0.455
busted	vỡ	anger	0.455
constraint	hạn chế	anger	0.455
crabby	crabby	anger	0.455
veto	phủ quyết	anger	0.455
stubbed	cứng đầu	anger	0.455
mislead	đánh lừa	anger	0.455
illicit	bất hợp pháp	anger	0.455
dying	chết	anger	0.455
grated	nạo	anger	0.455
idiocy	ngu xuẩn	anger	0.455
illegality	bất hợp pháp	anger	0.455
flagrant	cờ bạc	anger	0.455
impermeable	không thấm nước	anger	0.455
bad	xấu	anger	0.453
despotism	chủ nghĩa độc tài	anger	0.453
usurped	vô dụng	anger	0.453
godless	vô thần	anger	0.453
disagreeing	không đồng ý	anger	0.453
intense	dữ dội	anger	0.453
struggle	cuộc đấu tranh	anger	0.453
suppress	ngăn chặn	anger	0.453
disapproving	không tán thành	anger	0.453
desist	bỏ đi	anger	0.453
bayonet	lưỡi lê	anger	0.453
displeased	không hài lòng	anger	0.453
hysterical	cuồng loạn	anger	0.453
unlawful	trái pháp luật	anger	0.451
wrongly	sai	anger	0.448
repellent	thuốc đuổi	anger	0.442
wasted	lãng phí	anger	0.441
foe	kẻ thù	anger	0.441
dishonor	không trung thành	anger	0.441
wrongful	sai trái	anger	0.441
psychosis	rối loạn tâm thần	anger	0.441
aversion	ác cảm	anger	0.440
punitive	trừng phạt	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	đốt ngón tay	anger	0.439
effigy	sủi bọt	anger	0.439
schism	chủ nghĩa tôn giáo	anger	0.439
ultimatum	tối hậu thư	anger	0.439
upset	buồn bã	anger	0.439
worthless	vô giá trị	anger	0.438
deny	từ chối	anger	0.438
ransom	tiền chuộc	anger	0.438
fugitive	chạy trốn	anger	0.438
deleterious	có hại	anger	0.438
stupidity	ngu dốt	anger	0.438
abandonment	bỏ rơi	anger	0.438
mucked	mucked	anger	0.438
separatist	người ly khai	anger	0.438
irritation	kích thích	anger	0.438
oblivion	lãng quên	anger	0.437
segregate	tách biệt	anger	0.437
payback	hoàn vốn	anger	0.436
incongruous	không thích đáng	anger	0.435
eviction	trục xuất	anger	0.435
collusion	thông đồng	anger	0.432
rob	cướp	anger	0.431
infidelity	không chung thủy	anger	0.429
ravenous	rên rỉ	anger	0.429
overrun	tràn ngập	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	người bẻ khóa	anger	0.426
martial	võ	anger	0.426
painful	đau đớn	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	không tin	anger	0.426
rejection	sự từ chối	anger	0.426
defense	phòng thủ	anger	0.425
powerful	quyền lực	anger	0.424
censor	kiểm duyệt	anger	0.424
indecency	không đứng đắn	anger	0.424
fraudulent	gian lận	anger	0.424
gonorrhea	bệnh lậu	anger	0.424
fallacious	thất vọng	anger	0.424
concealment	che giấu	anger	0.424
greed	tham lam	anger	0.424
disobedience	không vâng lời	anger	0.424
fuss	ồn ào	anger	0.424
enforce	thi hành	anger	0.424
banger	banger	anger	0.424
commotion	sự hỗn loạn	anger	0.424
defraud	ăn gian	anger	0.424
discontent	bất mãn	anger	0.424
unsympathetic	không thông cảm	anger	0.424
exasperation	bực mình	anger	0.424
barb	bợ	anger	0.422
banishment	sự trục xuất	anger	0.422
sedition	sự quyến rũ	anger	0.422
misrepresented	xuyên tạc	anger	0.422
snubbed	snubbed	anger	0.422
penetration	thâm nhập	anger	0.422
cracked	nứt	anger	0.422
annoyance	làm phiền	anger	0.422
duel	duel	anger	0.422
penitentiary	nhà tù	anger	0.422
sarcasm	mỉa mai	anger	0.422
deportation	trục xuất	anger	0.422
nettle	cây tầm ma	anger	0.422
scar	vết sẹo	anger	0.422
bang	tiếng nổ	anger	0.422
cur	hay gây	anger	0.422
blatant	trắng trợn	anger	0.420
force	lực lượng	anger	0.418
perverse	ngược lại	anger	0.415
wring	vặn	anger	0.415
bastion	pháo đài	anger	0.413
grim	nghiệt ngã	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	tinh ranh	anger	0.412
tiff	tiff	anger	0.412
moody	buồn rầu	anger	0.412
hunting	săn bắn	anger	0.411
indenture	thụt lề	anger	0.410
sham	giả	anger	0.409
squelch	squelch	anger	0.409
awful	kinh khủng	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ngụ ý	anger	0.409
contradict	mâu thuẫn	anger	0.409
supremacy	uy quyền	anger	0.409
sneak	lẻn	anger	0.409
cantwin	cantwin	anger	0.409
reproach	sỉ nhục	anger	0.409
compulsion	bắt buộc	anger	0.409
inept	vô tình	anger	0.409
blockade	phong tỏa	anger	0.409
detainee	người bị giam giữ	anger	0.409
forfeit	mất tiền	anger	0.409
disappoint	thất vọng	anger	0.409
lying	nói dối	anger	0.408
epidemic	dịch bệnh	anger	0.406
tremor	run rẩy	anger	0.406
rail	đường sắt	anger	0.406
onerous	công kích	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	không thể tưởng tượng được	anger	0.406
forsaken	chối bỏ	anger	0.406
delusion	ảo tưởng	anger	0.406
wrongdoing	làm sai	anger	0.406
badger	lửng	anger	0.406
antipathy	sự phản đối	anger	0.406
inequality	sự bất bình đẳng	anger	0.406
nuisance	phiền toái	anger	0.406
scrapie	đồ cạo	anger	0.406
wop	wop	anger	0.406
arguments	lập luận	anger	0.404
affront	phản đối	anger	0.403
traumatic	đau thương	anger	0.402
libel	phỉ báng	anger	0.400
sodding	sodding	anger	0.400
annoys	làm phiền	anger	0.400
watchout	xem ra	anger	0.398
soslow	quá chậm	anger	0.398
frenetic	điên cuồng	anger	0.397
remiss	hồi tưởng	anger	0.397
barge	xà lan	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	quyền anh	anger	0.394
untoward	không được	anger	0.394
extinguish	dập tắt	anger	0.394
keyed	có khóa	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	không tôn trọng	anger	0.394
illegal	bất hợp pháp	anger	0.394
rabble	rabble	anger	0.394
actionable	có thể hành động	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	gian lận	anger	0.394
sue	kiện	anger	0.394
unfriendly	không thân thiện	anger	0.394
confiscate	tịch thu	anger	0.394
brimstone	diêm sanh	anger	0.392
argh	argh	anger	0.391
pique	khiêu gợi	anger	0.391
recklessness	sự liều lĩnh	anger	0.391
earthquake	động đất	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	giải tán	anger	0.391
rigged	gian lận	anger	0.391
disagree	không đồng ý	anger	0.389
lawsuit	vụ kiện	anger	0.386
disused	bỏ đi	anger	0.382
immorality	vô đạo đức	anger	0.382
despair	tuyệt vọng	anger	0.382
difficulty	khó khăn	anger	0.379
incurable	không thể chữa được	anger	0.379
touchy	sờ mó	anger	0.379
coerce	ép buộc	anger	0.379
sizzle	sizzle	anger	0.379
rifle	súng trường	anger	0.379
falsification	giả mạo	anger	0.379
pokes	chọc	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	đau đớn	anger	0.379
picket	cái cuốc	anger	0.378
concussion	chấn động	anger	0.377
pessimism	bi quan	anger	0.375
pitfall	cạm bẫy	anger	0.375
infantile	trẻ con	anger	0.375
disillusionment	vỡ mộng	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	dân quân	anger	0.375
remand	remand	anger	0.375
faulty	bị lỗi	anger	0.375
cannon	pháo	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	chủ nghĩa giáo dục	anger	0.371
distressing	đau khổ	anger	0.371
inhibit	ức chế	anger	0.371
vindicate	minh bạch	anger	0.371
schizophrenia	tâm thần phân liệt	anger	0.369
skewed	sai lệch	anger	0.368
disreputable	không thể chối cãi	anger	0.368
forbidding	cấm đoán	anger	0.368
conquest	sự chinh phục	anger	0.367
bark	vỏ cây	anger	0.365
leukemia	bệnh bạch cầu	anger	0.365
barks	tiếng sủa	anger	0.364
burke	burke	anger	0.364
challenge	thử thách	anger	0.364
disapprove	không chấp thuận	anger	0.364
unhappy	không vui	anger	0.364
retarded	chậm phát triển	anger	0.364
warrior	chiến binh	anger	0.364
belt	thắt lưng	anger	0.364
controversial	gây tranh cãi	anger	0.359
opinionated	khăng khăng	anger	0.359
paucity	số lượng	anger	0.359
broken	bị hỏng	anger	0.359
litigate	tranh tụng	anger	0.359
polemic	thuộc về chính trị	anger	0.359
aftermath	hậu quả	anger	0.359
disliked	không thích	anger	0.359
loudness	sự to lớn	anger	0.359
restriction	sự hạn chế	anger	0.359
cad	cad	anger	0.359
sectarian	giáo phái	anger	0.359
incompetence	không đủ năng lực	anger	0.359
interrupting	làm gián đoạn	anger	0.358
fussy	kiểu cách	anger	0.357
wench	đần độn	anger	0.353
misbehavior	hành vi sai trái	anger	0.351
gruff	gắt gỏng	anger	0.351
remove	tẩy	anger	0.351
brat	brat	anger	0.351
scarcity	sự khan hiếm	anger	0.350
losing	mất	anger	0.349
pest	côn trùng	anger	0.348
defect	khiếm khuyết	anger	0.348
hardened	cứng lại	anger	0.348
deserted	hoang vu	anger	0.348
lie	nói dối	anger	0.348
retract	rút lại	anger	0.348
untrustworthy	không đáng tin cậy	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	thất vọng	anger	0.348
disagreement	bất đồng ý kiến	anger	0.348
stigma	kỳ thị	anger	0.348
ulcer	vết loét	anger	0.348
bias	thiên vị	anger	0.345
negation	sự phủ nhận	anger	0.344
antisocial	chống đối xã hội	anger	0.344
evade	tránh né	anger	0.344
shoddy	kém chất lượng	anger	0.344
bothering	làm phiền	anger	0.344
impotence	bất lực	anger	0.344
shaky	lung lay	anger	0.344
misleading	gây hiểu lầm	anger	0.344
stripped	tước	anger	0.344
disclaim	từ chối	anger	0.344
unsettled	không ổn định	anger	0.344
anxiety	sự lo ngại	anger	0.344
stingy	keo kiệt	anger	0.344
deterioration	sự suy thoái	anger	0.344
pirate	cướp biển	anger	0.344
unreliable	không đáng tin cậy	anger	0.344
interminable	vô cùng	anger	0.343
disease	dịch bệnh	anger	0.341
meddle	can thiệp	anger	0.341
warp	làm cong	anger	0.340
averse	ngược lại	anger	0.338
infamous	khét tiếng	anger	0.338
alcoholism	nghiện rượu	anger	0.338
row	hàng	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	bệnh	anger	0.333
encumbrance	sự bao vây	anger	0.333
scorpion	bọ cạp	anger	0.333
illegitimate	bất hợp pháp	anger	0.333
witchcraft	phù thủy	anger	0.333
interrupt	làm gián đoạn	anger	0.333
paralyzed	bị tê liệt	anger	0.333
sinner	Người phạm tội	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	không quan tâm	anger	0.329
phony	giả mạo	anger	0.328
spammers	người gửi spam	anger	0.328
dashed	rạng ngời	anger	0.328
disqualified	bị loại	anger	0.328
fib	bịnh	anger	0.328
hiss	tiếng xì xì	anger	0.328
brrr	brrr	anger	0.328
resisting	chống lại	anger	0.328
victim	nạn nhân	anger	0.328
scapegoat	vật tế thần	anger	0.328
tighten	thắt chặt	anger	0.328
opponent	phản đối	anger	0.328
crusade	cuộc thập tự chinh	anger	0.328
dislocated	bị trật khớp	anger	0.328
grumpy	gắt gỏng	anger	0.328
prohibited	Cấm	anger	0.328
inappropriate	không thích hợp	anger	0.324
haye	NO TRANSLATION	anger	0.324
loss	mất mát	anger	0.324
eschew	eschew	anger	0.324
trickery	sự lừa gạt	anger	0.324
neglected	bị bỏ rơi	anger	0.324
canker	tai ương	anger	0.323
queues	NO TRANSLATION	anger	0.318
muff	người ngu ngốc	anger	0.318
crunch	khủng hoảng	anger	0.318
duplicity	sự trùng lặp	anger	0.318
criticism	sự chỉ trích	anger	0.318
shriek	tiếng rít lên	anger	0.316
depreciate	giảm giá	anger	0.315
poverty	nghèo nàn	anger	0.312
chaff	chaff	anger	0.312
dupe	lừa đảo	anger	0.312
dramaqueen	nữ hoàng nhạc kịch	anger	0.312
dismissal	sa thải	anger	0.312
mortality	tử vong	anger	0.312
deflate	xì hơi	anger	0.312
carelessness	sự bất cẩn	anger	0.312
dumps	bãi chứa	anger	0.312
revving	quay vòng	anger	0.309
disallowed	không được phép	anger	0.308
thoughtless	không suy nghĩ	anger	0.307
boisterous	náo nhiệt	anger	0.307
burial	an táng	anger	0.304
theocratic	dân chủ	anger	0.303
wince	nhăn	anger	0.303
sullen	sullen	anger	0.303
involution	sự giải thể	anger	0.300
senseless	vô tri	anger	0.297
stalemate	bế tắc	anger	0.297
depreciated	mất giá	anger	0.297
wasteful	lãng phí	anger	0.297
hoax	chơi khăm	anger	0.297
misuse	lạm dụng	anger	0.297
getyourown	getyourown	anger	0.297
taxed	bị đánh thuế	anger	0.297
depressed	suy sụp	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	tê liệt	anger	0.295
displaced	dời đi	anger	0.294
limited	hạn chế	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	nực cười	anger	0.289
teasing	trêu chọc	anger	0.288
sharpen	làm sắc nét	anger	0.288
react	phản ứng	anger	0.288
presumptuous	hờ hững	anger	0.288
spine	xương sống	anger	0.288
homeless	Vô gia cư	anger	0.288
hoot	hoot	anger	0.287
twitchy	co giật	anger	0.287
barrier	rào chắn	anger	0.287
myopia	cận thị	anger	0.283
contraband	lậu	anger	0.281
disconnects	ngắt kết nối	anger	0.281
spam	RAC	anger	0.281
lagging	tụt hậu	anger	0.281
shiver	rùng mình	anger	0.281
agh	agh	anger	0.281
restitution	sự bồi thường	anger	0.281
flexin	flexin	anger	0.281
incompatible	không tương thích	anger	0.281
delinquent	phạm tội	anger	0.281
noncompliance	sự không tuân thủ	anger	0.279
troll	chơi khăm	anger	0.279
buffering	đệm	anger	0.279
unfairness	sự bất công	anger	0.279
foray	sự đột phá	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	không chín chắn	anger	0.273
bogus	không có thật	anger	0.273
uncaring	không khoan nhượng	anger	0.273
shock	sốc	anger	0.269
feisty	hăng hái	anger	0.269
defendant	bị cáo	anger	0.266
latent	ngầm	anger	0.266
rapping	rap	anger	0.266
pry	nâng lên	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	chịu	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	không hoạt động	anger	0.266
quandary	quandary	anger	0.266
inconvenient	bất tiện	anger	0.266
feminism	nữ quyền	anger	0.266
humbug	humbug	anger	0.266
interrupts	ngắt	anger	0.265
fluctuation	sự biến động	anger	0.265
exaggerate	phóng đại	anger	0.263
lose	thua	anger	0.261
patter	patter	anger	0.258
tease	trêu chọc	anger	0.258
furnace	lò lửa	anger	0.258
stone	cục đá	anger	0.258
shoplifting	ăn cắp đồ	anger	0.258
soldier	lính	anger	0.258
incompetent	không đủ năng lực	anger	0.257
indoctrination	truyền bá	anger	0.255
skid	trượt	anger	0.250
notoriety	tai tiếng	anger	0.250
falsehood	sự giả dối	anger	0.250
untrue	không đúng	anger	0.250
mastery	làm chủ	anger	0.250
tripping	vấp ngã	anger	0.250
nonsense	vô lý	anger	0.250
unfollow	hủy theo dõi	anger	0.250
noisy	ồn ào	anger	0.250
pouting	bĩu môi	anger	0.250
cane	cây gậy	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	tên lửa	anger	0.250
complicate	phức tạp	anger	0.250
socialist	xã hội chủ nghĩa	anger	0.250
lawyer	luật sư	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	phím Caps Lock	anger	0.242
fenced	có hàng rào	anger	0.242
obstacle	trở ngại	anger	0.242
halter	dây	anger	0.242
witch	phù thủy	anger	0.242
vampire	ma cà rồng	anger	0.242
detract	làm giảm	anger	0.242
ringer	ringer	anger	0.242
frowning	cau mày	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	đói	anger	0.235
recession	suy thoái	anger	0.234
lava	dung nham	anger	0.234
shell	vỏ	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	thuế quan	anger	0.234
failing	thất bại	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	chính trị	anger	0.234
undesirable	không mong muốn	anger	0.231
darkness	bóng tối	anger	0.227
versus	đấu với	anger	0.227
resign	từ chức	anger	0.227
copycat	copycat	anger	0.227
soaked	ướt sũng	anger	0.226
unfulfilled	chưa hoàn thành	anger	0.225
abandoned	bị bỏ rơi	anger	0.222
bankruptcy	phá sản	anger	0.221
owing	owing	anger	0.221
unattainable	không thể đạt được	anger	0.221
unhelpful	vô ích	anger	0.219
twitching	co giật	anger	0.219
confusion	sự nhầm lẫn	anger	0.219
mosquito	muỗi	anger	0.219
warden	cai ngục	anger	0.219
misconception	quan niệm sai lầm	anger	0.219
compress	nén	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	dụng cụ	anger	0.219
nosey	buồn rầu	anger	0.213
overpriced	đắt đỏ	anger	0.212
harry	harry	anger	0.212
shortage	sự thiếu	anger	0.212
