word	Icelandic-is	emotion	emotion-intensity-score
areyoukidding	NO TRANSLATION	anger	0.468
mug	mál	anger	0.467
agony	kvöl	anger	0.465
arrogant	hrokafullur	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	brotthvarf	anger	0.456
picketing	picketing	anger	0.456
haughty	hrokafullur	anger	0.456
troublesome	erfiður	anger	0.455
clamor	clamor	anger	0.455
busted	gómaður	anger	0.455
constraint	þvingun	anger	0.455
crabby	crabby	anger	0.455
veto	neitunarvald	anger	0.455
stubbed	stubbed	anger	0.455
mislead	villast	anger	0.455
illicit	ólöglegt	anger	0.455
dying	að deyja	anger	0.455
grated	rifinn	anger	0.455
idiocy	fífl	anger	0.455
illegality	ólögmæti	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	óleysanleg	anger	0.455
bad	slæmt	anger	0.453
despotism	despotism	anger	0.453
usurped	usurped	anger	0.453
godless	guðlaus	anger	0.453
disagreeing	ósammála	anger	0.453
intense	ákafur	anger	0.453
struggle	baráttu	anger	0.453
suppress	bæla	anger	0.453
disapproving	afneita	anger	0.453
desist	óska	anger	0.453
bayonet	Bayonet	anger	0.453
displeased	óánægður	anger	0.453
hysterical	hysterical	anger	0.453
unlawful	ólöglegt	anger	0.451
wrongly	rangt	anger	0.448
repellent	repellent	anger	0.442
wasted	sóun	anger	0.441
foe	fjandmaður	anger	0.441
dishonor	svívirðing	anger	0.441
wrongful	óréttmætar	anger	0.441
psychosis	geðrof	anger	0.441
aversion	aversion	anger	0.440
punitive	refsandi	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	hnúi	anger	0.439
effigy	effigy	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	í uppnámi	anger	0.439
worthless	einskis virði	anger	0.438
deny	neita	anger	0.438
ransom	lausnargjalds	anger	0.438
fugitive	flóttamaður	anger	0.438
deleterious	skaðleg	anger	0.438
stupidity	heimska	anger	0.438
abandonment	yfirgefa	anger	0.438
mucked	mucked	anger	0.438
separatist	separatist	anger	0.438
irritation	erting	anger	0.438
oblivion	gleymskunnar dái	anger	0.437
segregate	segregate	anger	0.437
payback	Payback	anger	0.436
incongruous	óþægilegur	anger	0.435
eviction	eviction	anger	0.435
collusion	samráð	anger	0.432
rob	ræna	anger	0.431
infidelity	infidelity	anger	0.429
ravenous	ravenous	anger	0.429
overrun	umframmagn	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	harbinger	anger	0.426
martial	martial	anger	0.426
painful	sársaukafullt	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ótrúlegt	anger	0.426
rejection	höfnun	anger	0.426
defense	vörn	anger	0.425
powerful	öflugur	anger	0.424
censor	ritskoða	anger	0.424
indecency	indecency	anger	0.424
fraudulent	sviksamlega	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	sviksamlega	anger	0.424
concealment	leyni	anger	0.424
greed	græðgi	anger	0.424
disobedience	óhlýðni	anger	0.424
fuss	læti	anger	0.424
enforce	framfylgja	anger	0.424
banger	banger	anger	0.424
commotion	commotion	anger	0.424
defraud	svíkja	anger	0.424
discontent	óánægju	anger	0.424
unsympathetic	unsympathetic	anger	0.424
exasperation	exasperation	anger	0.424
barb	grunna	anger	0.422
banishment	bann	anger	0.422
sedition	uppþot	anger	0.422
misrepresented	misrepresented	anger	0.422
snubbed	snubbed	anger	0.422
penetration	skarpskyggni	anger	0.422
cracked	klikkaður	anger	0.422
annoyance	gremja	anger	0.422
duel	einvígi	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	kaldhæðni	anger	0.422
deportation	brottvísun	anger	0.422
nettle	netla	anger	0.422
scar	ör	anger	0.422
bang	Bang	anger	0.422
cur	cur	anger	0.422
blatant	blatant	anger	0.420
force	gildi	anger	0.418
perverse	rangsnúinn	anger	0.415
wring	veltingur	anger	0.415
bastion	bastion	anger	0.413
grim	ljótur	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	Moody	anger	0.412
hunting	veiða	anger	0.411
indenture	indenture	anger	0.410
sham	sham	anger	0.409
squelch	squelch	anger	0.409
awful	hræðilegt	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	fela í sér	anger	0.409
contradict	mótmæla	anger	0.409
supremacy	yfirráð	anger	0.409
sneak	laumast	anger	0.409
cantwin	Cantwin	anger	0.409
reproach	ásakanir	anger	0.409
compulsion	þvingun	anger	0.409
inept	óviturlegur	anger	0.409
blockade	blokkun	anger	0.409
detainee	fangi	anger	0.409
forfeit	tapa	anger	0.409
disappoint	vonbrigði	anger	0.409
lying	liggja	anger	0.408
epidemic	faraldur	anger	0.406
tremor	skjálfti	anger	0.406
rail	járnbrautum	anger	0.406
onerous	íþyngjandi	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	óhugsandi	anger	0.406
forsaken	yfirgefin	anger	0.406
delusion	blekking	anger	0.406
wrongdoing	misgjörð	anger	0.406
badger	skjöldur	anger	0.406
antipathy	gegnheill	anger	0.406
inequality	misrétti	anger	0.406
nuisance	óþægindi	anger	0.406
scrapie	scrapie	anger	0.406
wop	wop	anger	0.406
arguments	rök	anger	0.404
affront	affront	anger	0.403
traumatic	áverka	anger	0.402
libel	libel	anger	0.400
sodding	sótthreinsun	anger	0.400
annoys	pirrandi	anger	0.400
watchout	Passaðu þig	anger	0.398
soslow	svo hægt	anger	0.398
frenetic	frenetic	anger	0.397
remiss	tilvísun	anger	0.397
barge	pramma	anger	0.396
howl	hrópa	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	box	anger	0.394
untoward	ótrúlegt	anger	0.394
extinguish	slökkva	anger	0.394
keyed	innsláttur	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	vanvirðing	anger	0.394
illegal	ólöglegt	anger	0.394
rabble	rabble	anger	0.394
actionable	virkjanlegt	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	svik	anger	0.394
sue	Sue	anger	0.394
unfriendly	óvingjarnlegur	anger	0.394
confiscate	upptaka	anger	0.394
brimstone	brennisteini	anger	0.392
argh	argh	anger	0.391
pique	pique	anger	0.391
recklessness	recklessness	anger	0.391
earthquake	jarðskjálfti	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	upplausn	anger	0.391
rigged	rigged	anger	0.391
disagree	ósammála	anger	0.389
lawsuit	málsókn	anger	0.386
disused	ónotuð	anger	0.382
immorality	siðleysi	anger	0.382
despair	örvæntingu	anger	0.382
difficulty	erfiðleikar	anger	0.379
incurable	ólæknandi	anger	0.379
touchy	snjallt	anger	0.379
coerce	samvinna	anger	0.379
sizzle	sizzle	anger	0.379
rifle	riffill	anger	0.379
falsification	fölsun	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	sár	anger	0.379
picket	picket	anger	0.378
concussion	heilahristingur	anger	0.377
pessimism	svartsýni	anger	0.375
pitfall	pitfall	anger	0.375
infantile	ungbarna	anger	0.375
disillusionment	disillusionment	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	militia	anger	0.375
remand	fyrirvara	anger	0.375
faulty	gallaður	anger	0.375
cannon	fallbyssu	anger	0.375
rawr	Rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	kvíða	anger	0.371
inhibit	hamla	anger	0.371
vindicate	staðfesta	anger	0.371
schizophrenia	geðklofa	anger	0.369
skewed	skekkt	anger	0.368
disreputable	óviðunandi	anger	0.368
forbidding	bannað	anger	0.368
conquest	sigra	anger	0.367
bark	gelta	anger	0.365
leukemia	hvítblæði	anger	0.365
barks	barks	anger	0.364
burke	burke	anger	0.364
challenge	áskorun	anger	0.364
disapprove	hafna	anger	0.364
unhappy	óhamingjusamur	anger	0.364
retarded	þroskaheftur	anger	0.364
warrior	kappi	anger	0.364
belt	belti	anger	0.364
controversial	umdeild	anger	0.359
opinionated	álitið	anger	0.359
paucity	paucity	anger	0.359
broken	brotið	anger	0.359
litigate	málsmeðferð	anger	0.359
polemic	polemic	anger	0.359
aftermath	eftirfylgni	anger	0.359
disliked	mislíkaði það	anger	0.359
loudness	hávær	anger	0.359
restriction	Takmarkanir	anger	0.359
cad	cad	anger	0.359
sectarian	sectarian	anger	0.359
incompetence	vanhæfni	anger	0.359
interrupting	trufla	anger	0.358
fussy	kvíðinn	anger	0.357
wench	wench	anger	0.353
misbehavior	misbehavior	anger	0.351
gruff	gruff	anger	0.351
remove	fjarlægja	anger	0.351
brat	brat	anger	0.351
scarcity	skortur	anger	0.350
losing	tapa	anger	0.349
pest	skaðvalda	anger	0.348
defect	galla	anger	0.348
hardened	hert	anger	0.348
deserted	yfirgefin	anger	0.348
lie	ljúga	anger	0.348
retract	draga inn	anger	0.348
untrustworthy	óáreiðanlegt	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	vonsvikinn	anger	0.348
disagreement	ósammála	anger	0.348
stigma	stigma	anger	0.348
ulcer	sár	anger	0.348
bias	hlutdrægni	anger	0.345
negation	neitun	anger	0.344
antisocial	andfélagsleg	anger	0.344
evade	komast hjá	anger	0.344
shoddy	shoddy	anger	0.344
bothering	trufla	anger	0.344
impotence	getuleysi	anger	0.344
shaky	skjálfta	anger	0.344
misleading	villandi	anger	0.344
stripped	fjarlægt	anger	0.344
disclaim	afneita	anger	0.344
unsettled	óbyggð	anger	0.344
anxiety	kvíði	anger	0.344
stingy	göfugt	anger	0.344
deterioration	versnun	anger	0.344
pirate	sjóræningi	anger	0.344
unreliable	óáreiðanlegur	anger	0.344
interminable	interminable	anger	0.343
disease	sjúkdómur	anger	0.341
meddle	blanda	anger	0.341
warp	undið	anger	0.340
averse	averse	anger	0.338
infamous	frægi	anger	0.338
alcoholism	áfengissýki	anger	0.338
row	röð	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	illa	anger	0.333
encumbrance	kvöl	anger	0.333
scorpion	Sporðdrekinn	anger	0.333
illegitimate	óviðurkenndur	anger	0.333
witchcraft	galdra	anger	0.333
interrupt	trufla	anger	0.333
paralyzed	lama	anger	0.333
sinner	syndari	anger	0.331
hulk	hulk	anger	0.329
inconsiderate	óhugsandi	anger	0.329
phony	phony	anger	0.328
spammers	spammers	anger	0.328
dashed	hljóp	anger	0.328
disqualified	vanhæfur	anger	0.328
fib	fib	anger	0.328
hiss	hvæs	anger	0.328
brrr	brrr	anger	0.328
resisting	standast	anger	0.328
victim	fórnarlamb	anger	0.328
scapegoat	sverðsbak	anger	0.328
tighten	herða	anger	0.328
opponent	andstæðingurinn	anger	0.328
crusade	krossferð	anger	0.328
dislocated	dislocated	anger	0.328
grumpy	hrokafullur	anger	0.328
prohibited	bannað	anger	0.328
inappropriate	óviðeigandi	anger	0.324
haye	haye	anger	0.324
loss	tap	anger	0.324
eschew	eschew	anger	0.324
trickery	trickery	anger	0.324
neglected	vanrækt	anger	0.324
canker	canker	anger	0.323
queues	biðröð	anger	0.318
muff	muff	anger	0.318
crunch	marr	anger	0.318
duplicity	tvíverknað	anger	0.318
criticism	gagnrýni	anger	0.318
shriek	shriek	anger	0.316
depreciate	lækka	anger	0.315
poverty	fátækt	anger	0.312
chaff	kaf	anger	0.312
dupe	dupe	anger	0.312
dramaqueen	NO TRANSLATION	anger	0.312
dismissal	uppsögn	anger	0.312
mortality	dánartíðni	anger	0.312
deflate	deflate	anger	0.312
carelessness	kæruleysi	anger	0.312
dumps	hugarangur	anger	0.312
revving	revving	anger	0.309
disallowed	óheimilt	anger	0.308
thoughtless	hugslaus	anger	0.307
boisterous	boisterous	anger	0.307
burial	greftrun	anger	0.304
theocratic	Theocratic	anger	0.303
wince	víkja	anger	0.303
sullen	sullen	anger	0.303
involution	involution	anger	0.300
senseless	skynsamlegt	anger	0.297
stalemate	lágan tíma	anger	0.297
depreciated	afskrifuð	anger	0.297
wasteful	sóun	anger	0.297
hoax	hósti	anger	0.297
misuse	misnotkun	anger	0.297
getyourown	Getyourown	anger	0.297
taxed	skattlagður	anger	0.297
depressed	þunglyndi	anger	0.297
talons	NO TRANSLATION	anger	0.297
paralysis	lömun	anger	0.295
displaced	fluttur	anger	0.294
limited	takmörkuð	anger	0.292
disapointment	NO TRANSLATION	anger	0.290
orc	orc	anger	0.289
ridiculous	fáránlegt	anger	0.289
teasing	stríðni	anger	0.288
sharpen	skerpa	anger	0.288
react	bregðast við	anger	0.288
presumptuous	fyrirlítið	anger	0.288
spine	hrygg	anger	0.288
homeless	heimilislaus	anger	0.288
hoot	hoot	anger	0.287
twitchy	kvaðst	anger	0.287
barrier	hindrun	anger	0.287
myopia	nærsýni	anger	0.283
contraband	smygl	anger	0.281
disconnects	aftengir	anger	0.281
spam	ruslpóstur	anger	0.281
lagging	lagging	anger	0.281
shiver	hrista	anger	0.281
agh	agh	anger	0.281
restitution	endurgreiðsla	anger	0.281
flexin	flexin	anger	0.281
incompatible	ósamrýmanleg	anger	0.281
delinquent	slæmt	anger	0.281
noncompliance	noncompliance	anger	0.279
troll	tröll	anger	0.279
buffering	biðminni	anger	0.279
unfairness	ósanngjarnt	anger	0.279
foray	foray	anger	0.279
nether	nether	anger	0.278
bugaboo	bugaboo	anger	0.273
immaturity	óþroska	anger	0.273
bogus	svikinn	anger	0.273
uncaring	uncaring	anger	0.273
shock	áfall	anger	0.269
feisty	feisty	anger	0.269
defendant	stefndi	anger	0.266
latent	latent	anger	0.266
rapping	rapping	anger	0.266
pry	pry	anger	0.266
notamorningperson	NO TRANSLATION	anger	0.266
bear	bera	anger	0.266
nopoint	NO TRANSLATION	anger	0.266
inoperative	óvirk	anger	0.266
quandary	þráhyggju	anger	0.266
inconvenient	óþægilegur	anger	0.266
feminism	Femínismi	anger	0.266
humbug	humbug	anger	0.266
interrupts	truflar	anger	0.265
fluctuation	sveiflur	anger	0.265
exaggerate	ýkja	anger	0.263
lose	tapa	anger	0.261
patter	patter	anger	0.258
tease	stríða	anger	0.258
furnace	ofni	anger	0.258
stone	steinn	anger	0.258
shoplifting	shoplifting	anger	0.258
soldier	hermaður	anger	0.258
incompetent	óhæfur	anger	0.257
indoctrination	indoktrínering	anger	0.255
skid	renna	anger	0.250
notoriety	frægð	anger	0.250
falsehood	lygi	anger	0.250
untrue	ósatt	anger	0.250
mastery	leikni	anger	0.250
tripping	slátrun	anger	0.250
nonsense	bull	anger	0.250
unfollow	afgreiða	anger	0.250
noisy	hávær	anger	0.250
pouting	pouting	anger	0.250
cane	reyr	anger	0.250
attentionseeker	NO TRANSLATION	anger	0.250
rocket	eldflaugar	anger	0.250
complicate	flækja	anger	0.250
socialist	sósíalista	anger	0.250
lawyer	lögfræðingur	anger	0.250
dontunderstand	NO TRANSLATION	anger	0.242
capslock	capslock	anger	0.242
fenced	afgirt	anger	0.242
obstacle	hindrun	anger	0.242
halter	halter	anger	0.242
witch	norn	anger	0.242
vampire	vampíru	anger	0.242
detract	draga úr	anger	0.242
ringer	hringir	anger	0.242
frowning	frowning	anger	0.239
saber	NO TRANSLATION	anger	0.238
hunger	hungur	anger	0.235
recession	kreppa	anger	0.234
lava	hraun	anger	0.234
shell	skel	anger	0.234
wokemeup	NO TRANSLATION	anger	0.234
dabbling	dabbling	anger	0.234
tariff	gjaldskrá	anger	0.234
failing	mistakast	anger	0.234
imtryingtosleep	NO TRANSLATION	anger	0.234
rascal	rascal	anger	0.234
politics	stjórnmál	anger	0.234
undesirable	óæskilegt	anger	0.231
darkness	myrkur	anger	0.227
versus	á móti	anger	0.227
resign	segja af sér	anger	0.227
copycat	copycat	anger	0.227
soaked	Liggja í bleyti	anger	0.226
unfulfilled	ófullnægjandi	anger	0.225
abandoned	yfirgefinn	anger	0.222
bankruptcy	gjaldþrot	anger	0.221
owing	vegna	anger	0.221
unattainable	unattainable	anger	0.221
unhelpful	óhjákvæmilegt	anger	0.219
twitching	rifja	anger	0.219
confusion	rugl	anger	0.219
mosquito	fluga	anger	0.219
warden	Warden	anger	0.219
misconception	misskilningur	anger	0.219
compress	þjappa	anger	0.219
whiny	whiny	anger	0.219
somethingigetalot	NO TRANSLATION	anger	0.219
tool	tól	anger	0.219
nosey	nefnt	anger	0.213
overpriced	overpriced	anger	0.212
harry	Harry	anger	0.212
shortage	skortur	anger	0.212
adder	adder	anger	0.212
melodrama	melodrama	anger	0.212
overplayed	overplayed	anger	0.206
possession	eignarhald	anger	0.206
desert	eyðimörk	anger	0.206
pout	pout	anger	0.203
uninvited	óboðinn	anger	0.203
arraignment	afskipti	anger	0.203
inefficient	óhagkvæm	anger	0.203
rook	rook	anger	0.203
unlucky	óheppinn	anger	0.203
unpaid	ógreiddur	anger	0.203
backbone	burðarás	anger	0.203
sentence	setning	anger	0.203
powerless	máttleysi	anger	0.203
court	dómi	anger	0.199
endless	endalaus	anger	0.198
adverts	auglýsingar	anger	0.197
delay	tefja	anger	0.197
misstatement	rangar upplýsingar	anger	0.197
distracted	afvegaleiddur	anger	0.197
misunderstanding	misskilningur	anger	0.195
excite	kveikja á	anger	0.191
inadmissible	óheimilt	anger	0.191
lightning	eldingar	anger	0.189
incase	incase	anger	0.188
preclude	útiloka	anger	0.188
insecure	óörugg	anger	0.188
mournful	mournful	anger	0.188
rating	einkunn	anger	0.182
mistress	húsfreyja	anger	0.182
pare	NO TRANSLATION	anger	0.182
mutter	NO TRANSLATION	anger	0.182
claimant	kröfuhafi	anger	0.182
insist	heimta	anger	0.182
distracting	truflandi	anger	0.182
opium	ópíum	anger	0.180
willful	vísvitandi	anger	0.176
deserve	verðskulda	anger	0.176
insists	heimta	anger	0.175
treat	skemmtun	anger	0.175
misplace	misplace	anger	0.172
indecisive	indecisive	anger	0.172
gibberish	gibberish	anger	0.172
fleece	fleece	anger	0.172
fee	gjald	anger	0.172
peice	NO TRANSLATION	anger	0.172
liberate	frelsa	anger	0.172
excitation	örvun	anger	0.172
hormonal	hormóna	anger	0.172
mighty	sterkur	anger	0.172
thanksalot	NO TRANSLATION	anger	0.172
yelp	yelp	anger	0.168
unequal	ójöfn	anger	0.167
insufficiency	ófullnægjandi	anger	0.167
hamstring	hamstur	anger	0.167
bargaining	samningaviðræður	anger	0.167
mule	mule	anger	0.167
insignificant	óveruleg	anger	0.167
attentionseekers	NO TRANSLATION	anger	0.163
indifference	afskiptaleysi	anger	0.156
rheumatism	gigt	anger	0.156
coop	coop	anger	0.156
forearm	framhandleggur	anger	0.156
uncertain	óviss	anger	0.152
bee	bí	anger	0.152
justthebeginning	NO TRANSLATION	anger	0.152
involvement	þátttöku	anger	0.152
disinformation	disinformation	anger	0.152
attorney	lögfræðingur	anger	0.152
underpaid	undirborgað	anger	0.152
pretending	þykjast	anger	0.152
campaigning	berjast	anger	0.151
hopelessness	vonleysi	anger	0.149
feeling	tilfinning	anger	0.147
legalized	lögleitt	anger	0.145
caution	Varúð	anger	0.145
subsidy	styrki	anger	0.141
obliging	skylda	anger	0.141
morals	siðferði	anger	0.141
sterling	Sterling	anger	0.141
wimpy	Wimpy	anger	0.140
bummer	bummer	anger	0.139
misspell	misspell	anger	0.136
saloon	saloon	anger	0.136
repay	endurgreiða	anger	0.136
blemish	galli	anger	0.136
surcharge	aukagjald	anger	0.136
geez	geez	anger	0.136
birch	birki	anger	0.135
noob	byrjandi	anger	0.133
honk	basa	anger	0.133
orchestra	hljómsveit	anger	0.132
competitive	samkeppnishæf	anger	0.125
wireless	þráðlaus	anger	0.125
standstill	kyrrstöðu	anger	0.125
mosque	moskan	anger	0.122
reversal	afturköllun	anger	0.121
inattention	óánægju	anger	0.121
lace	blúndur	anger	0.118
elbow	olnboga	anger	0.117
instinctive	instinctive	anger	0.112
chant	söngur	anger	0.111
lonely	einmana	anger	0.109
gnome	gnome	anger	0.109
tolerate	þola	anger	0.106
management	stjórnun	anger	0.102
advocacy	málsvörn	anger	0.100
moral	siðferðileg	anger	0.094
roadworks	vegagerð	anger	0.091
honest	heiðarlegur	anger	0.087
forgetful	gleymt	anger	0.076
gent	gent	anger	0.076
liquor	áfengi	anger	0.075
money	peninga	anger	0.074
hood	hettu	anger	0.071
curriculum	námskrá	anger	0.063
words	orð	anger	0.062
smell	lykt	anger	0.061
elf	álfur	anger	0.061
playful	fjörugur	anger	0.061
opera	ópera	anger	0.061
nurture	nurture	anger	0.059
asleeep	NO TRANSLATION	anger	0.059
counsellor	ráðgjafi	anger	0.059
trumpet	trompet	anger	0.059
birthplace	fæðingarstaður	anger	0.051
ribbon	borði	anger	0.047
youth	æsku	anger	0.045
vote	atkvæði	anger	0.045
cash	reiðufé	anger	0.039
wannasleep	NO TRANSLATION	anger	0.031
dame	dame	anger	0.030
waffle	vöffla	anger	0.030
buffet	hlaðborð	anger	0.029
celebrity	orðstír	anger	0.026
autocorrect	autocorrect	anger	0.015
sisterhood	systkini	anger	0.015
musical	söngleikur	anger	0.011
tree	tré	anger	0.000
anticipation	væntingar	anticipation	0.859
excited	spenntur	anticipation	0.859
anticipate	sjá fyrir	anticipation	0.820
excitement	spennu	anticipation	0.820
eagerness	eagerness	anticipation	0.812
exciting	spennandi	anticipation	0.797
expectant	væntanlegur	anticipation	0.789
thrilling	spennandi	anticipation	0.781
hope	von	anticipation	0.773
quest	leit	anticipation	0.766
