word	Nepali-ne	emotion	emotion-intensity-score
annoyed	घमन्ड	anger	0.485
cutting	काट्ने	anger	0.485
disgrace	घृणा गर्नुहोस्	anger	0.484
deceit	छल	anger	0.484
suspicious	संदिग्ध	anger	0.484
thresh	ताल	anger	0.484
sucker	sucker	anger	0.484
strained	तनाव	anger	0.484
blame	दोषी	anger	0.484
upheaval	upheaval	anger	0.484
renounce	त्याग्नुहोस्	anger	0.484
obnoxious	विनोद	anger	0.484
restrain	रोक्नुहोस्	anger	0.484
oust	बाहिर	anger	0.484
litigious	litigious	anger	0.484
rivalry	प्रतिस्पर्धा	anger	0.484
penalty	जरिवाना	anger	0.484
imprisoned	कैद	anger	0.484
mocking	मजाक	anger	0.484
opposed	विरोध	anger	0.484
turbulence	अशांति	anger	0.483
pound	पाउन्ड	anger	0.481
coldness	चिसो	anger	0.477
ungrateful	कृतज्ञता	anger	0.472
battalion	बटालियन	anger	0.471
stoopid	स्टूपड	anger	0.471
hostage	बंधक	anger	0.470
infidel	बेपत्ता	anger	0.470
ram	ram	anger	0.470
accuser	दोषी	anger	0.470
gall	गल	anger	0.470
subversion	subversion	anger	0.470
annoying	कष्टप्रद	anger	0.470
adversity	विपत्ति	anger	0.470
dispossessed	dispossessed	anger	0.470
friction	घर्षण	anger	0.470
jealous	ईर्ष्या	anger	0.470
feudalism	सामन्तवाद	anger	0.470
armament	armament	anger	0.470
thump	थम्बनेल	anger	0.469
complain	शिकायत	anger	0.469
incite	उत्तेजित	anger	0.469
steal	चोरी	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	अनाज्ञा	anger	0.469
injury	चोट	anger	0.469
simmer	उकालो	anger	0.469
distress	संकट	anger	0.469
insanity	पागलपन	anger	0.469
selfish	स्वार्थी	anger	0.469
huff	हफ	anger	0.469
selfishness	स्वार्थीपन	anger	0.469
backoff	backoff	anger	0.469
plunder	लन्डन	anger	0.469
stifled	ठुलो	anger	0.469
subversive	विपरित	anger	0.469
exile	निर्वासन	anger	0.469
offense	अपराध	anger	0.469
objection	आपत्तिजनक	anger	0.469
recidivism	पुनर्गठन	anger	0.469
smother	हाँसो	anger	0.469
perpetrator	सतावट	anger	0.469
dislike	मनन नदिनुहोस्	anger	0.469
disruption	अवरोध	anger	0.469
intolerance	असंतोष	anger	0.469
opposition	विरोध	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	मग	anger	0.467
agony	पीडा	anger	0.465
arrogant	घमण्डी	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	vent	anger	0.456
elimination	उन्मूलन	anger	0.456
picketing	टिकट	anger	0.456
haughty	शरारती	anger	0.456
troublesome	परेशानी	anger	0.455
clamor	clamor	anger	0.455
busted	बगैंचा	anger	0.455
constraint	बाधा	anger	0.455
crabby	क्रैबी	anger	0.455
veto	veto	anger	0.455
stubbed	चुरोट	anger	0.455
mislead	mislead	anger	0.455
illicit	अवैध	anger	0.455
dying	मर्ने	anger	0.455
grated	पीडा भयो	anger	0.455
idiocy	idiocy	anger	0.455
illegality	illegality	anger	0.455
flagrant	flagrant	anger	0.455
impermeable	अयोग्य	anger	0.455
bad	खराब	anger	0.453
despotism	निराशावाद	anger	0.453
usurped	खपत भयो	anger	0.453
godless	देवता	anger	0.453
disagreeing	असहमत	anger	0.453
intense	तीव्र	anger	0.453
struggle	संघर्ष	anger	0.453
suppress	थिच्नुहोस्	anger	0.453
disapproving	अस्वीकृत	anger	0.453
desist	बिचरा	anger	0.453
bayonet	बेनेट	anger	0.453
displeased	असन्तुष्ट	anger	0.453
hysterical	हिसाब	anger	0.453
unlawful	अवैध	anger	0.451
wrongly	गलत	anger	0.448
repellent	उत्कृष्ट	anger	0.442
wasted	बर्बाद भयो	anger	0.441
foe	दु: ख	anger	0.441
dishonor	बेइमानी	anger	0.441
wrongful	गलत	anger	0.441
psychosis	psychosis	anger	0.441
aversion	विच्छेद गर्नुहोस्	anger	0.440
punitive	दमदार	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	कुकुर	anger	0.439
effigy	प्रभावकारी	anger	0.439
schism	schism	anger	0.439
ultimatum	ultimatum	anger	0.439
upset	उदास	anger	0.439
worthless	बेकार	anger	0.438
deny	अस्वीकार	anger	0.438
ransom	छुडौती	anger	0.438
fugitive	असुरक्षित	anger	0.438
deleterious	विलुप्त	anger	0.438
stupidity	मूर्खता	anger	0.438
abandonment	त्याग	anger	0.438
mucked	मक्खन	anger	0.438
separatist	अलगाववादी	anger	0.438
irritation	जलन	anger	0.438
oblivion	मोहम्मद	anger	0.437
segregate	अलग	anger	0.437
payback	फिर्ता	anger	0.436
incongruous	अपमानजनक	anger	0.435
eviction	बहिष्कार	anger	0.435
collusion	भ्रम	anger	0.432
rob	चोटि	anger	0.431
infidelity	बेपत्ता	anger	0.429
ravenous	स्वर्गीय	anger	0.429
overrun	ओभरराइन	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	हर्बिंगर	anger	0.426
martial	मार्शल	anger	0.426
painful	दुखाइ	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	अविश्वसनीय	anger	0.426
rejection	अस्वीकार	anger	0.426
defense	रक्षा	anger	0.425
powerful	शक्तिशाली	anger	0.424
censor	सेंसर	anger	0.424
indecency	अनैतिकता	anger	0.424
fraudulent	धोखाधडी	anger	0.424
gonorrhea	gonorrhea	anger	0.424
fallacious	fallacious	anger	0.424
concealment	लुकाउने	anger	0.424
greed	लोभ	anger	0.424
disobedience	अनाज्ञाकारी	anger	0.424
fuss	fuss	anger	0.424
enforce	लागू गर्नुहोस्	anger	0.424
banger	बेंजर	anger	0.424
commotion	भक्ति	anger	0.424
defraud	खराबी	anger	0.424
discontent	असहमति	anger	0.424
unsympathetic	निराशाजनक	anger	0.424
exasperation	अपवाद	anger	0.424
barb	बारम्बार	anger	0.422
banishment	निर्वासन	anger	0.422
sedition	अपहरण	anger	0.422
misrepresented	गलत छ	anger	0.422
snubbed	चुरोट	anger	0.422
penetration	प्रवेश	anger	0.422
cracked	बिस्तृत	anger	0.422
annoyance	कष्टप्रद	anger	0.422
duel	दुल्हन	anger	0.422
penitentiary	penitentiary	anger	0.422
sarcasm	sarcasm	anger	0.422
deportation	निर्वासन	anger	0.422
nettle	nettle	anger	0.422
scar	अनुहार	anger	0.422
bang	बुबा	anger	0.422
cur	cur	anger	0.422
blatant	बेरोजगार	anger	0.420
force	बलियो	anger	0.418
perverse	घाँस	anger	0.415
wring	wring	anger	0.415
bastion	गजल	anger	0.413
grim	grim	anger	0.413
sordid	sordid	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	surly	anger	0.412
tiff	tiff	anger	0.412
moody	मुड	anger	0.412
hunting	शिकार	anger	0.411
indenture	इन्डेन्ट	anger	0.410
sham	शम	anger	0.409
squelch	झलक	anger	0.409
awful	डरलाग्दो	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	प्रभावकारी	anger	0.409
contradict	विरोधाभास	anger	0.409
supremacy	सर्वोच्चता	anger	0.409
sneak	चुरोट	anger	0.409
cantwin	cantwin	anger	0.409
reproach	अपमानजनक	anger	0.409
compulsion	बाध्यता	anger	0.409
inept	अयोग्य	anger	0.409
blockade	अवरोध	anger	0.409
detainee	कैदी	anger	0.409
forfeit	फर्काउनुहोस्	anger	0.409
disappoint	निराश	anger	0.409
lying	झूट	anger	0.408
epidemic	महामारी	anger	0.406
tremor	कम्पन	anger	0.406
rail	रेल	anger	0.406
onerous	घृणित	anger	0.406
cacophony	cacophony	anger	0.406
unthinkable	अज्ञात	anger	0.406
forsaken	त्यागिएको	anger	0.406
delusion	भ्रम	anger	0.406
wrongdoing	गलत	anger	0.406
badger	बिगर	anger	0.406
antipathy	antipathy	anger	0.406
inequality	असमानता	anger	0.406
nuisance	अत्याचार	anger	0.406
scrapie	स्क्रैप	anger	0.406
wop	wop	anger	0.406
arguments	तर्कहरू	anger	0.404
affront	अनुहार	anger	0.403
traumatic	संक्रामक	anger	0.402
libel	libel	anger	0.400
sodding	sodding	anger	0.400
annoys	कष्टप्रद	anger	0.400
watchout	दायाँ बायाँ हेर्नुहोस्	anger	0.398
soslow	soslow	anger	0.398
frenetic	उन्मुख	anger	0.397
remiss	सम्झौता	anger	0.397
barge	बर्ज	anger	0.396
howl	howl	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	बक्सिङ	anger	0.394
untoward	अवार्ड	anger	0.394
extinguish	बुझाई	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	अनावरण	anger	0.394
illegal	अवैध	anger	0.394
rabble	खरायो	anger	0.394
actionable	actionable	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	धोखाधडी	anger	0.394
sue	मुकदमा	anger	0.394
unfriendly	अनैतिक रूपमा	anger	0.394
confiscate	भत्किएको	anger	0.394
brimstone	ब्रेकस्टोन	anger	0.392
argh	argh	anger	0.391
pique	पिक	anger	0.391
recklessness	बेरोजगारता	anger	0.391
earthquake	भूकंप	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	विघटन	anger	0.391
rigged	घटेको छ	anger	0.391
disagree	असहमत	anger	0.389
lawsuit	मुकदमा	anger	0.386
disused	दुरुपयोग	anger	0.382
immorality	अनैतिकता	anger	0.382
despair	निराश	anger	0.382
difficulty	कठिनाई	anger	0.379
incurable	अयोग्य	anger	0.379
touchy	छुट्याउने	anger	0.379
coerce	coerce	anger	0.379
sizzle	sizzle	anger	0.379
rifle	राइफल	anger	0.379
falsification	falsification	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	पीडा	anger	0.379
picket	टिकट	anger	0.378
concussion	concussion	anger	0.377
pessimism	निराशावाद	anger	0.375
pitfall	खतरा	anger	0.375
infantile	शिशु	anger	0.375
disillusionment	विलुप्तता	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	मलेसिया	anger	0.375
remand	रिमन्ड	anger	0.375
faulty	गलत	anger	0.375
cannon	तोप	anger	0.375
rawr	rawr	anger	0.375
sly	sly	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	nepotism	anger	0.371
distressing	संकट	anger	0.371
inhibit	रोक लगाउनुहोस्	anger	0.371
vindicate	भेदभाव	anger	0.371
schizophrenia	schizophrenia	anger	0.369
skewed	skewed	anger	0.368
disreputable	विवेक	anger	0.368
forbidding	मनाउने	anger	0.368
conquest	विजय	anger	0.367
bark	छाल	anger	0.365
leukemia	लेक्कैमिया	anger	0.365
barks	बार्क	anger	0.364
burke	बर्क	anger	0.364
challenge	चुनौती	anger	0.364
disapprove	अस्वीकृत	anger	0.364
unhappy	दुखी	anger	0.364
retarded	हटाइयो	anger	0.364
warrior	योद्धा	anger	0.364
belt	बेल्ट	anger	0.364
controversial	विवादास्पद	anger	0.359
opinionated	माईकिएको	anger	0.359
paucity	कमी	anger	0.359
broken	टूटेको छ	anger	0.359
litigate	अभियोग गर्नुहोस्	anger	0.359
polemic	धमनी	anger	0.359
aftermath	पछि	anger	0.359
disliked	मनपर्यो	anger	0.359
loudness	बलियो	anger	0.359
restriction	प्रतिबन्ध	anger	0.359
cad	सीड	anger	0.359
sectarian	शास्त्रीय	anger	0.359
incompetence	असुविधा	anger	0.359
interrupting	अवरोध	anger	0.358
fussy	fussy	anger	0.357
wench	wench	anger	0.353
misbehavior	दुर्व्यवहारकर्ता	anger	0.351
gruff	gruff	anger	0.351
remove	हटाउनुहोस्	anger	0.351
brat	brat	anger	0.351
scarcity	कमी	anger	0.350
losing	हराउँदै	anger	0.349
pest	कीट	anger	0.348
defect	दोष	anger	0.348
hardened	कठोर	anger	0.348
deserted	बस्थे	anger	0.348
lie	झूटो	anger	0.348
retract	फिर्ता लिनुहोस्	anger	0.348
untrustworthy	अविश्वसनीय	anger	0.348
timewasters	NO TRANSLATION	anger	0.348
disappointed	निराश	anger	0.348
disagreement	असहमति	anger	0.348
stigma	stigma	anger	0.348
ulcer	ulcer	anger	0.348
bias	पूर्वाग्रह	anger	0.345
negation	नमन	anger	0.344
antisocial	antisocial	anger	0.344
evade	बचाउनु	anger	0.344
shoddy	shoddy	anger	0.344
bothering	चिन्ता गर्दै	anger	0.344
impotence	अभिप्राय	anger	0.344
shaky	shaky	anger	0.344
misleading	भ्रामक	anger	0.344
stripped	स्ट्रिङ	anger	0.344
disclaim	अस्वीकार गर्नुहोस्	anger	0.344
unsettled	असंभव	anger	0.344
anxiety	चिन्ता	anger	0.344
stingy	अनुहार	anger	0.344
deterioration	विपरित	anger	0.344
pirate	समुद्री डाकू	anger	0.344
unreliable	अविश्वसनीय	anger	0.344
interminable	अस्थायी	anger	0.343
disease	रोग	anger	0.341
meddle	हस्तक्षेप गर्नुहोस्	anger	0.341
warp	warp	anger	0.340
averse	विपरित	anger	0.338
infamous	कुख्यात	anger	0.338
alcoholism	रक्सी	anger	0.338
row	पंक्ति	anger	0.337
staticky	NO TRANSLATION	anger	0.336
ill	बिरामी	anger	0.333
encumbrance	बन्दोबस्त	anger	0.333
scorpion	बिस्कुट	anger	0.333
illegitimate	illegitimate	anger	0.333
witchcraft	जादूगर	anger	0.333
interrupt	अवरोध	anger	0.333
paralyzed	विलय	anger	0.333
sinner	पापी	anger	0.331
