word	Gujarati-gu	emotion	emotion-intensity-score
poachers	શિકારીઓ	anger	0.515
argumentation	દલીલ	anger	0.515
frustrating	નિરાશાજનક	anger	0.515
tussle	ઝઘડો	anger	0.514
bane	ઝેર	anger	0.511
accusation	આરોપ	anger	0.510
repudiation	પ્રતિનિધિત્વ	anger	0.510
enmity	દુશ્મની	anger	0.510
banish	દેશનિકાલ કરવું	anger	0.509
disfigured	ઢંગધડા	anger	0.508
storm	તોફાન	anger	0.507
shun	દૂર	anger	0.500
suppression	દમન	anger	0.500
unruly	બેકાબૂ	anger	0.500
intractable	જિદ્દી	anger	0.500
ordeal	અગ્નિ પરીક્ષા	anger	0.500
obstruct	અવરોધવું	anger	0.500
derogation	અપમાન	anger	0.500
fervor	ઉત્સાહ	anger	0.500
foaming	ફૉમિંગ	anger	0.500
derision	મજાક	anger	0.500
animus	ત્રાસ	anger	0.500
rejects	નકારી કાઢે છે	anger	0.500
bout	વારો	anger	0.500
spear	ભાલા	anger	0.500
crazy	ઉન્મત્ત	anger	0.500
brazen	બેશરમ	anger	0.500
antithesis	વિરોધાભાસ	anger	0.500
injustice	અન્યાય	anger	0.500
banished	દેશનિકાલ કર્યો	anger	0.500
confined	મર્યાદિત	anger	0.500
frenzied	ઉશ્કેરાયેલી	anger	0.500
dominate	વર્ચસ્વ	anger	0.500
disrupting	છળકપટથી	anger	0.500
hammering	હેમરિંગ	anger	0.500
fear	ભય	anger	0.500
nobodycares	NO TRANSLATION	anger	0.500
anguish	કઢાપો	anger	0.500
brunt	બટવો	anger	0.500
possessed	કબજામાં	anger	0.500
defy	અવજ્ઞા કરવી	anger	0.500
scoff	હાંસી	anger	0.500
patronising	આશ્રય આપવો	anger	0.500
delusional	ભ્રામક	anger	0.500
malpractice	ગેરરીતિ	anger	0.500
reject	નકારો	anger	0.500
getoveryourself	NO TRANSLATION	anger	0.495
toughness	ખડતલપણું	anger	0.492
stupidpeople	NO TRANSLATION	anger	0.492
madness	ગાંડપણ	anger	0.491
sinful	પાપી	anger	0.491
avarice	લાલચ	anger	0.490
oppress	દમન	anger	0.490
disapproved	નામંજૂર	anger	0.485
inhuman	અમાનુષી	anger	0.485
demand	માંગ	anger	0.485
abolish	નાબૂદ કરો	anger	0.485
anathema	અશક્તતા	anger	0.485
fricking	fricking	anger	0.485
complaint	ફરિયાદ	anger	0.485
disservice	અહિત	anger	0.485
smuggler	દાણચોરો	anger	0.485
revoke	રદ કરો	anger	0.485
infraction	ઉલ્લંઘન	anger	0.485
claw	ક્લો	anger	0.485
dissident	અસંતુષ્ટ	anger	0.485
pervert	બગાડવું	anger	0.485
incest	વ્યભિચાર	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	અવગણના કરનારું	anger	0.485
usurp	પચાવી પાડવું	anger	0.485
alienate	વિમુખ થવું	anger	0.485
avenger	બદલો લેનાર	anger	0.485
annoyed	નારાજ	anger	0.485
cutting	કટિંગ	anger	0.485
disgrace	અપમાન	anger	0.484
deceit	છેતરપિંડી	anger	0.484
suspicious	શંકાસ્પદ	anger	0.484
thresh	થ્રેશ	anger	0.484
sucker	સકર	anger	0.484
strained	વણસેલા	anger	0.484
blame	દોષ	anger	0.484
upheaval	ઉથલપાથલ	anger	0.484
renounce	ત્યાગ કરવો	anger	0.484
obnoxious	ઘૃણાજનક	anger	0.484
restrain	નિયંત્રણમાં રાખવું	anger	0.484
oust	કાઢી મૂકવું	anger	0.484
litigious	વિવાદાસ્પદ	anger	0.484
rivalry	હરીફાઈ	anger	0.484
penalty	દંડ	anger	0.484
imprisoned	જેલમાં	anger	0.484
mocking	ઉપહાસ	anger	0.484
opposed	વિરોધ	anger	0.484
turbulence	તોફાન	anger	0.483
pound	પાઉન્ડ	anger	0.481
coldness	ઠંડક	anger	0.477
ungrateful	અસ્વીકાર્ય	anger	0.472
battalion	બટાલિયન	anger	0.471
stoopid	સ્ટૂપીડ	anger	0.471
hostage	બાન	anger	0.470
infidel	નાસ્તિક	anger	0.470
ram	રામ	anger	0.470
accuser	આરોપ મૂકનાર	anger	0.470
gall	પિત્ત	anger	0.470
subversion	વિધ્વંસ	anger	0.470
annoying	નકામી	anger	0.470
adversity	પ્રતિકૂળતા	anger	0.470
dispossessed	વંચિત	anger	0.470
friction	ઘર્ષણ	anger	0.470
jealous	ઇર્ષ્યા	anger	0.470
feudalism	સામંતશાહી	anger	0.470
armament	શસ્ત્રાગાર	anger	0.470
thump	મુક્કો	anger	0.469
complain	ફરિયાદ	anger	0.469
incite	ઉશ્કેરવું	anger	0.469
steal	ચોરી	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	અનાદર	anger	0.469
injury	ઇજા	anger	0.469
simmer	સણસણવું	anger	0.469
distress	તકલીફ	anger	0.469
insanity	ગાંડપણ	anger	0.469
selfish	સ્વાર્થી	anger	0.469
huff	હફ	anger	0.469
selfishness	સ્વાર્થ	anger	0.469
backoff	પાછા બંધ	anger	0.469
plunder	લૂંટ	anger	0.469
stifled	અટવાયું	anger	0.469
subversive	વિધ્વંસક	anger	0.469
exile	દેશનિકાલ	anger	0.469
offense	અપરાધ	anger	0.469
objection	વાંધો	anger	0.469
recidivism	પુનરુત્થાનવાદ	anger	0.469
smother	સ્મોથ	anger	0.469
perpetrator	ગુનેગાર	anger	0.469
dislike	અણગમો	anger	0.469
disruption	ભંગાણ	anger	0.469
intolerance	અસહિષ્ણુતા	anger	0.469
opposition	વિરોધ	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	મોઢું	anger	0.467
agony	યાતના	anger	0.465
arrogant	ઘમંડી	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	વેન્ટ	anger	0.456
elimination	દૂર	anger	0.456
picketing	ધરણાં	anger	0.456
haughty	અભિમાની	anger	0.456
troublesome	તોફાની	anger	0.455
clamor	કોલાહલ	anger	0.455
busted	ભાંગેલું	anger	0.455
constraint	અવરોધ	anger	0.455
crabby	કરચલો	anger	0.455
veto	વીટો	anger	0.455
stubbed	stubbed	anger	0.455
mislead	ગેરમાર્ગે	anger	0.455
illicit	ગેરકાયદે	anger	0.455
dying	મૃત્યુ	anger	0.455
grated	લોખંડની જાળીવાળું	anger	0.455
idiocy	મૂર્ખતા	anger	0.455
illegality	ગેરકાયદેસરતા	anger	0.455
flagrant	ખુશામત	anger	0.455
impermeable	અભેદ્ય	anger	0.455
bad	ખરાબ	anger	0.453
despotism	આપખુદશાહી	anger	0.453
usurped	પચાવી પાડ્યું	anger	0.453
godless	અધમ	anger	0.453
disagreeing	અસંમત	anger	0.453
intense	તીવ્ર	anger	0.453
struggle	સંઘર્ષ	anger	0.453
suppress	દબાવો	anger	0.453
disapproving	નામંજૂર કરવું	anger	0.453
desist	અવગણવું	anger	0.453
bayonet	બેયોનેટ	anger	0.453
displeased	નારાજ	anger	0.453
hysterical	વાતોન્માદ	anger	0.453
unlawful	ગેરકાનૂની	anger	0.451
wrongly	ખોટી રીતે	anger	0.448
repellent	જીવડાં	anger	0.442
wasted	વેડફાઇ જતી	anger	0.441
foe	શત્રુ	anger	0.441
dishonor	અપમાન	anger	0.441
wrongful	અન્યાયી	anger	0.441
psychosis	મનોવિકૃતિ	anger	0.441
aversion	અણગમો	anger	0.440
punitive	શિક્ષાત્મક	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	નકલ્સ	anger	0.439
effigy	પૂતળું	anger	0.439
schism	મતભેદ	anger	0.439
ultimatum	આખરીનામું	anger	0.439
upset	ઉદાસ	anger	0.439
worthless	નકામું	anger	0.438
deny	નામંજૂર	anger	0.438
ransom	ખંડણી	anger	0.438
fugitive	ભાગેડુ	anger	0.438
deleterious	હાનિકારક	anger	0.438
stupidity	મૂર્ખતા	anger	0.438
abandonment	પરિત્યાગ	anger	0.438
mucked	mucked	anger	0.438
separatist	અલગતાવાદી	anger	0.438
irritation	બળતરા	anger	0.438
oblivion	વિસ્મૃતિ	anger	0.437
segregate	અલગ	anger	0.437
payback	વળતરપ્રાપ્તિ	anger	0.436
incongruous	અસંબદ્ધ	anger	0.435
eviction	ઉગારવા	anger	0.435
collusion	મેળાપ	anger	0.432
rob	લૂંટ	anger	0.431
infidelity	બેવફાઈ	anger	0.429
ravenous	અતિલોભી	anger	0.429
overrun	હદ વટાવવી	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	અગ્રદૂત	anger	0.426
martial	માર્શલ	anger	0.426
painful	પીડાદાયક	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	ઈનક્રેડિબલ	anger	0.426
rejection	અસ્વીકાર	anger	0.426
defense	સંરક્ષણ	anger	0.425
powerful	શક્તિશાળી	anger	0.424
censor	સેન્સર	anger	0.424
indecency	અશ્લીલતા	anger	0.424
fraudulent	કપટપૂર્ણ	anger	0.424
gonorrhea	ગોનોરીઆ	anger	0.424
fallacious	ભ્રામક	anger	0.424
concealment	સંતાપ	anger	0.424
greed	લોભ	anger	0.424
disobedience	આજ્ઞાભંગ	anger	0.424
fuss	ઉપહાસ	anger	0.424
enforce	દબાણ	anger	0.424
banger	બેન્જર	anger	0.424
commotion	ખળભળાટ	anger	0.424
defraud	છેતરપિંડી	anger	0.424
discontent	અસંતુષ્ટ	anger	0.424
unsympathetic	અનિશ્ચિત	anger	0.424
exasperation	પ્રકોપ	anger	0.424
barb	બાર્બ	anger	0.422
banishment	દેશનિકાલ	anger	0.422
sedition	દેશદ્રોહ	anger	0.422
misrepresented	ખોટી રજૂઆત	anger	0.422
snubbed	સ્નબબેડ	anger	0.422
penetration	ઘૂંસપેંઠ	anger	0.422
cracked	તિરાડ	anger	0.422
annoyance	ચીડ	anger	0.422
duel	દ્વંદ્વયુદ્ધ	anger	0.422
penitentiary	તિરસ્કાર	anger	0.422
sarcasm	કટાક્ષ	anger	0.422
deportation	દેશનિકાલ	anger	0.422
nettle	ખીજવવું	anger	0.422
scar	ડાઘ	anger	0.422
bang	બેંગ	anger	0.422
cur	cur	anger	0.422
blatant	નિર્લજ્જ	anger	0.420
force	બળ	anger	0.418
perverse	પ્રતિકૂળ	anger	0.415
wring	દાબવું	anger	0.415
bastion	ગઢ	anger	0.413
grim	ગંભીર	anger	0.413
sordid	નિરાશાજનક	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	અસ્પષ્ટપણે	anger	0.412
tiff	ઝઘડો	anger	0.412
moody	મૂડી	anger	0.412
hunting	શિકાર	anger	0.411
indenture	ઇન્ડેન્ચર	anger	0.410
sham	છીણી	anger	0.409
squelch	ખીજવવું	anger	0.409
awful	ભીષણ	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	ગૂંચવવું	anger	0.409
contradict	વિરોધાભાસ	anger	0.409
supremacy	સર્વોચ્ચતા	anger	0.409
sneak	ઝલક	anger	0.409
cantwin	કેન્ટવિન	anger	0.409
reproach	નિંદા	anger	0.409
compulsion	મજબૂરી	anger	0.409
inept	અયોગ્ય	anger	0.409
blockade	નાકાબંધી	anger	0.409
detainee	અટકાયતી	anger	0.409
forfeit	જપ્ત	anger	0.409
disappoint	નિરાશ કરવું	anger	0.409
lying	ખોટું બોલવું	anger	0.408
epidemic	રોગચાળો	anger	0.406
tremor	ધ્રુજારી	anger	0.406
rail	રેલ	anger	0.406
onerous	ભારે	anger	0.406
cacophony	અણગમતો ધ્વનિ	anger	0.406
unthinkable	અશક્ય	anger	0.406
forsaken	છોડી દીધું	anger	0.406
delusion	ભ્રામકતા	anger	0.406
wrongdoing	ખોટું કર્યું	anger	0.406
badger	બેજર	anger	0.406
antipathy	વેદના	anger	0.406
inequality	અસમાનતા	anger	0.406
nuisance	ઉપદ્રવ	anger	0.406
scrapie	સ્ક્રેપી	anger	0.406
wop	wop	anger	0.406
arguments	દલીલો	anger	0.404
affront	અપમાન કરવું	anger	0.403
traumatic	આઘાતજનક	anger	0.402
libel	બદનક્ષી	anger	0.400
sodding	સદ્ગુણ	anger	0.400
annoys	નકામી	anger	0.400
watchout	સાવધાની	anger	0.398
soslow	ઘણું ધીમું	anger	0.398
frenetic	ભ્રામક	anger	0.397
remiss	દૂર	anger	0.397
barge	બાજ	anger	0.396
howl	કિકિયારી કરવી	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	બોક્સિંગ	anger	0.394
untoward	અનુચિત	anger	0.394
extinguish	ઓચિંતી	anger	0.394
keyed	keyed	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	અનાદર	anger	0.394
illegal	ગેરકાયદેસર	anger	0.394
rabble	ભીડ	anger	0.394
actionable	દાવાપાત્ર	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	છેતરપિંડી	anger	0.394
sue	દાવો માંડવો	anger	0.394
unfriendly	મૈત્રીભર્યું	anger	0.394
confiscate	જપ્ત	anger	0.394
brimstone	ગુંદર	anger	0.392
argh	અર્ઘ	anger	0.391
pique	રોશની	anger	0.391
recklessness	બેપરવાઈ	anger	0.391
earthquake	ધરતીકંપ	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	વિસર્જન	anger	0.391
rigged	સજ્જ	anger	0.391
disagree	અસંમત થાઓ	anger	0.389
lawsuit	મુકદ્દમો	anger	0.386
disused	અવગણના	anger	0.382
immorality	અનૈતિકતા	anger	0.382
despair	નિરાશા	anger	0.382
difficulty	મુશ્કેલી	anger	0.379
incurable	અસાધ્ય	anger	0.379
touchy	આળું	anger	0.379
coerce	દબાણ કરવું	anger	0.379
sizzle	સિવલે	anger	0.379
rifle	રાઈફલ	anger	0.379
falsification	બનાવટ	anger	0.379
pokes	પોક્સ	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	વ્રણ	anger	0.379
picket	ધરણાં	anger	0.378
concussion	ઉશ્કેરાટ	anger	0.377
pessimism	નિરાશાવાદ	anger	0.375
pitfall	ખાડો	anger	0.375
infantile	શિશુ	anger	0.375
disillusionment	ભ્રમનિરસન	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	લશ્કરી દળ	anger	0.375
remand	રિમાન્ડ	anger	0.375
faulty	ખામીયુક્ત	anger	0.375
cannon	તોપ	anger	0.375
rawr	કાચ	anger	0.375
sly	ચકિત	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	નાપ્યતાવાદ	anger	0.371
distressing	દુ: ખદાયી	anger	0.371
inhibit	અવરોધવું	anger	0.371
vindicate	સમર્થન આપવું	anger	0.371
schizophrenia	સ્કિઝોફ્રેનિઆ	anger	0.369
skewed	સ્ક્યુડ	anger	0.368
disreputable	અવ્યવહારુ	anger	0.368
forbidding	પ્રતિબંધ	anger	0.368
conquest	વિજય	anger	0.367
bark	છાલ	anger	0.365
leukemia	લ્યુકેમિયા	anger	0.365
barks	છાલ	anger	0.364
burke	બર્ક	anger	0.364
challenge	પડકાર	anger	0.364
disapprove	નામંજૂર કરો	anger	0.364
unhappy	દુ: ખી	anger	0.364
retarded	ઢોંગી	anger	0.364
warrior	યોદ્ધા	anger	0.364
belt	બેલ્ટ	anger	0.364
controversial	વિવાદાસ્પદ	anger	0.359
opinionated	અભિપ્રાય	anger	0.359
paucity	તંગી	anger	0.359
broken	ભાંગી	anger	0.359
litigate	દાવો કરવો	anger	0.359
polemic	વિવાદાસ્પદ	anger	0.359
aftermath	પ્રત્યાઘાત	anger	0.359
disliked	ગમ્યું	anger	0.359
loudness	અશક્તિ	anger	0.359
restriction	પ્રતિબંધ	anger	0.359
cad	કેડ	anger	0.359
sectarian	સાંપ્રદાયિક	anger	0.359
incompetence	અક્ષમતા	anger	0.359
interrupting	અટકાવ્યા	anger	0.358
fussy	મિથ્યાડંબરયુક્ત	anger	0.357
