word	Hindi-hi	emotion	emotion-intensity-score
anathema	अभिशाप	anger	0.485
fricking	fricking	anger	0.485
complaint	शिकायत	anger	0.485
disservice	अपकार	anger	0.485
smuggler	तस्कर	anger	0.485
revoke	वापस लेना	anger	0.485
infraction	अतिक्रमण	anger	0.485
claw	पंजा	anger	0.485
dissident	मतभेद करनेवाला	anger	0.485
pervert	स्वमतत्यागी	anger	0.485
incest	कौटुम्बिक व्यभिचार	anger	0.485
stayaway	NO TRANSLATION	anger	0.485
disobedient	हठी	anger	0.485
usurp	हड़पना	anger	0.485
alienate	हटाना	anger	0.485
avenger	बदला लेनेवाला	anger	0.485
annoyed	नाराज हो	anger	0.485
cutting	काट रहा है	anger	0.485
disgrace	अपमान	anger	0.484
deceit	छल	anger	0.484
suspicious	संदेहजनक	anger	0.484
thresh	ताड़ना	anger	0.484
sucker	चूसने वाला	anger	0.484
strained	तनावपूर्ण	anger	0.484
blame	दोष	anger	0.484
upheaval	उथल-पुथल	anger	0.484
renounce	छोड़ना	anger	0.484
obnoxious	अप्रिय	anger	0.484
restrain	नियंत्रित करना	anger	0.484
oust	बाहर निकालना	anger	0.484
litigious	विवादी	anger	0.484
rivalry	विरोध	anger	0.484
penalty	दंड	anger	0.484
imprisoned	बन्दी	anger	0.484
mocking	मजाक	anger	0.484
opposed	विरोधी	anger	0.484
turbulence	अशांति	anger	0.483
pound	पौंड	anger	0.481
coldness	शीतलता	anger	0.477
ungrateful	एहसान फरामोश	anger	0.472
battalion	बटालियन	anger	0.471
stoopid	stoopid	anger	0.471
hostage	बंधक	anger	0.470
infidel	बेवफ़ा	anger	0.470
ram	राम	anger	0.470
accuser	अभियोक्ता	anger	0.470
gall	पित्त	anger	0.470
subversion	विनाश	anger	0.470
annoying	कष्टप्रद	anger	0.470
adversity	विपत्ति	anger	0.470
dispossessed	बेदख़ल	anger	0.470
friction	टकराव	anger	0.470
jealous	ईर्ष्या	anger	0.470
feudalism	सामंतवाद	anger	0.470
armament	अस्र-शस्र	anger	0.470
thump	प्रहार	anger	0.469
complain	शिकायत	anger	0.469
incite	उत्तेजित करना	anger	0.469
steal	चुराना	anger	0.469
angermanagement	NO TRANSLATION	anger	0.469
disobey	अवज्ञा करना	anger	0.469
injury	चोट	anger	0.469
simmer	उबाल	anger	0.469
distress	संकट	anger	0.469
insanity	पागलपन	anger	0.469
selfish	स्वार्थी	anger	0.469
huff	आवेश	anger	0.469
selfishness	स्वार्थपरता	anger	0.469
backoff	पीछे हटना	anger	0.469
plunder	लूट	anger	0.469
stifled	दबाया	anger	0.469
subversive	विनाशक	anger	0.469
exile	निर्वासन	anger	0.469
offense	अपमान	anger	0.469
objection	आपत्ति	anger	0.469
recidivism	जुर्म	anger	0.469
smother	गला घोंटना	anger	0.469
perpetrator	अपराधी	anger	0.469
dislike	नापसन्द	anger	0.469
disruption	विघटन	anger	0.469
intolerance	असहिष्णुता	anger	0.469
opposition	विरोध	anger	0.469
areyoukidding	NO TRANSLATION	anger	0.468
mug	मग	anger	0.467
agony	व्यथा	anger	0.465
arrogant	अभिमानी	anger	0.461
sux	NO TRANSLATION	anger	0.456
vent	बाहर निकलने देना	anger	0.456
elimination	निकाल देना	anger	0.456
picketing	धरना	anger	0.456
haughty	घमंडी	anger	0.456
troublesome	परेशानी	anger	0.455
clamor	कोलाहल	anger	0.455
busted	भंडाफोड़	anger	0.455
constraint	बाधा	anger	0.455
crabby	चिड़चिड़ा	anger	0.455
veto	वीटो	anger	0.455
stubbed	टोंटदार	anger	0.455
mislead	गुमराह	anger	0.455
illicit	अवैध	anger	0.455
dying	मौत	anger	0.455
grated	कसा हुआ	anger	0.455
idiocy	मूर्खता	anger	0.455
illegality	अवैधता	anger	0.455
flagrant	खुला	anger	0.455
impermeable	अभेद्य	anger	0.455
bad	खराब	anger	0.453
despotism	तानाशाही	anger	0.453
usurped	छीन ली	anger	0.453
godless	नास्तिक	anger	0.453
disagreeing	असहमति	anger	0.453
intense	तीव्र	anger	0.453
struggle	संघर्ष	anger	0.453
suppress	दबाना	anger	0.453
disapproving	अनुमोदन	anger	0.453
desist	रोकना	anger	0.453
bayonet	संगीन	anger	0.453
displeased	अप्रसन्न	anger	0.453
hysterical	उन्माद	anger	0.453
unlawful	ग़ैरक़ानूनी	anger	0.451
wrongly	गलत तरीके से	anger	0.448
repellent	विकर्षक	anger	0.442
wasted	बर्बाद	anger	0.441
foe	शत्रु	anger	0.441
dishonor	अपमान	anger	0.441
wrongful	गलत तरीके से	anger	0.441
psychosis	मनोविकृति	anger	0.441
aversion	घृणा	anger	0.440
punitive	दंडात्मक	anger	0.439
gahhh	NO TRANSLATION	anger	0.439
knuckles	पोर	anger	0.439
effigy	पुतला	anger	0.439
schism	फूट	anger	0.439
ultimatum	अंतिमेत्थम	anger	0.439
upset	परेशान	anger	0.439
worthless	बेकार	anger	0.438
deny	मना	anger	0.438
ransom	फिरौती	anger	0.438
fugitive	भगोड़ा	anger	0.438
deleterious	हानिकारक	anger	0.438
stupidity	मूर्खता	anger	0.438
abandonment	संन्यास	anger	0.438
mucked	mucked	anger	0.438
separatist	संप्रदायवादी	anger	0.438
irritation	जलन	anger	0.438
oblivion	विस्मरण	anger	0.437
segregate	अलग	anger	0.437
payback	कर्ज उतारने	anger	0.436
incongruous	बेमेल	anger	0.435
eviction	निष्कासन	anger	0.435
collusion	मिलीभगत	anger	0.432
rob	लूटना	anger	0.431
infidelity	बेवफ़ाई	anger	0.429
ravenous	हिंसक	anger	0.429
overrun	लंघन	anger	0.429
stupidrain	NO TRANSLATION	anger	0.426
harbinger	अग्र-दूत	anger	0.426
martial	सामरिक	anger	0.426
painful	दर्दनाक	anger	0.426
getoverit	NO TRANSLATION	anger	0.426
incredulous	बदगुमान	anger	0.426
rejection	अस्वीकार	anger	0.426
defense	रक्षा	anger	0.425
powerful	शक्तिशाली	anger	0.424
censor	सेंसर	anger	0.424
indecency	अभद्रता	anger	0.424
fraudulent	धोखाधड़ी	anger	0.424
gonorrhea	सूजाक	anger	0.424
fallacious	ग़लत	anger	0.424
concealment	आड़	anger	0.424
greed	लालच	anger	0.424
disobedience	आज्ञा का उल्लंघन	anger	0.424
fuss	गड़बड़	anger	0.424
enforce	लागू करना	anger	0.424
banger	बैंगर	anger	0.424
commotion	हल्ला गुल्ला	anger	0.424
defraud	छलना	anger	0.424
discontent	असंतोष	anger	0.424
unsympathetic	कुरूप	anger	0.424
exasperation	खीज	anger	0.424
barb	कंटिया	anger	0.422
banishment	निर्वासन	anger	0.422
sedition	राज - द्रोह	anger	0.422
misrepresented	गलत तरीके से	anger	0.422
snubbed	लटकाया	anger	0.422
penetration	प्रवेश	anger	0.422
cracked	फटा	anger	0.422
annoyance	चिढ़	anger	0.422
duel	द्वंद्वयुद्ध	anger	0.422
penitentiary	जेल	anger	0.422
sarcasm	ताना	anger	0.422
deportation	निर्वासन	anger	0.422
nettle	बिच्छू बूटी	anger	0.422
scar	चोट का निसान	anger	0.422
bang	धमाके	anger	0.422
cur	CUR	anger	0.422
blatant	ज़बरदस्त	anger	0.420
force	बल	anger	0.418
perverse	विकृत	anger	0.415
wring	मरोड़	anger	0.415
bastion	बुर्ज	anger	0.413
grim	विकट	anger	0.413
sordid	घिनौना	anger	0.412
nothappy	NO TRANSLATION	anger	0.412
surly	असभ्य	anger	0.412
tiff	मनमुटाव	anger	0.412
moody	उदासीन	anger	0.412
hunting	शिकार करना	anger	0.411
indenture	ठीका	anger	0.410
sham	दिखावा	anger	0.409
squelch	झंखाड़	anger	0.409
awful	भयंकर	anger	0.409
areyoukiddingme	NO TRANSLATION	anger	0.409
implicate	फंसाना	anger	0.409
contradict	खंडन	anger	0.409
supremacy	प्रभुत्व	anger	0.409
sneak	उचक्का	anger	0.409
cantwin	cantwin	anger	0.409
reproach	तिरस्कार	anger	0.409
compulsion	विवशता	anger	0.409
inept	अयोग्य	anger	0.409
blockade	नाकाबंदी	anger	0.409
detainee	रोकनेवाला	anger	0.409
forfeit	अर्थदंड	anger	0.409
disappoint	निराश	anger	0.409
lying	झूठ बोलना	anger	0.408
epidemic	महामारी	anger	0.406
tremor	भूकंप के झटके	anger	0.406
rail	रेल	anger	0.406
onerous	कष्टदायक	anger	0.406
cacophony	कोलाहल	anger	0.406
unthinkable	असंभव	anger	0.406
forsaken	छोड़े	anger	0.406
delusion	माया	anger	0.406
wrongdoing	अधर्म	anger	0.406
badger	बिज्जू	anger	0.406
antipathy	घृणा	anger	0.406
inequality	असमानता	anger	0.406
nuisance	बाधा	anger	0.406
scrapie	स्क्रैपी	anger	0.406
wop	wop	anger	0.406
arguments	बहस	anger	0.404
affront	अपमान	anger	0.403
traumatic	दर्दनाक	anger	0.402
libel	परिवाद	anger	0.400
sodding	sodding	anger	0.400
annoys	गुस्सा दिलाती	anger	0.400
watchout	ध्यान रहे	anger	0.398
soslow	बहुत धीरे	anger	0.398
frenetic	उन्मत्त	anger	0.397
remiss	बेपरवाह	anger	0.397
barge	बजरा	anger	0.396
howl	चीख़	anger	0.394
whatsthepoint	NO TRANSLATION	anger	0.394
boxing	मुक्केबाज़ी	anger	0.394
untoward	अभागा	anger	0.394
extinguish	बुझाना	anger	0.394
keyed	बंद	anger	0.394
dangit	NO TRANSLATION	anger	0.394
disrespect	अनादर	anger	0.394
illegal	अवैध	anger	0.394
rabble	भीड़	anger	0.394
actionable	कार्रवाई योग्य	anger	0.394
nag	NO TRANSLATION	anger	0.394
fraud	धोखा	anger	0.394
sue	मुक़दमा चलाना	anger	0.394
unfriendly	अमित्र	anger	0.394
confiscate	ज़ब्त करना	anger	0.394
brimstone	गंधक	anger	0.392
argh	अरे	anger	0.391
pique	मनमुटाव	anger	0.391
recklessness	लापरवाही	anger	0.391
earthquake	भूकंप	anger	0.391
grrrrr	grrrrr	anger	0.391
dissolution	विघटन	anger	0.391
rigged	धांधली	anger	0.391
disagree	असहमत	anger	0.389
lawsuit	मुकदमा	anger	0.386
disused	अनुपयोगी	anger	0.382
immorality	अनैतिकता	anger	0.382
despair	निराशा	anger	0.382
difficulty	कठिनाई	anger	0.379
incurable	लाइलाज	anger	0.379
touchy	चिड़चिड़ा	anger	0.379
coerce	मजबूर करना	anger	0.379
sizzle	कड़ाके की धूप	anger	0.379
rifle	राइफल	anger	0.379
falsification	असत्यकरण	anger	0.379
pokes	pokes	anger	0.379
firstworldprobs	NO TRANSLATION	anger	0.379
sore	पीड़ादायक	anger	0.379
picket	पहरे पर तैनात करना	anger	0.378
concussion	हिलाना	anger	0.377
pessimism	निराशावाद	anger	0.375
pitfall	ख़तरा	anger	0.375
infantile	शिशु-संबंधी	anger	0.375
disillusionment	मोहभंग	anger	0.375
stuckup	NO TRANSLATION	anger	0.375
militia	मिलिशिया	anger	0.375
remand	जेल वापसी	anger	0.375
faulty	दोषपूर्ण	anger	0.375
cannon	तोप	anger	0.375
rawr	rawr	anger	0.375
sly	धूर्त	anger	0.375
petpeeve	NO TRANSLATION	anger	0.375
nepotism	भाई-भतीजावाद	anger	0.371
distressing	विक्षुब्ध	anger	0.371
inhibit	रोकना	anger	0.371
vindicate	साबित कर देना	anger	0.371
schizophrenia	एक प्रकार का पागलपन	anger	0.369
skewed	विषम	anger	0.368
disreputable	जर्जर	anger	0.368
forbidding	अनिष्ट	anger	0.368
conquest	विजय	anger	0.367
bark	छाल	anger	0.365
leukemia	लेकिमिया	anger	0.365
barks	छाल	anger	0.364
burke	मना करना	anger	0.364
challenge	चुनौती	anger	0.364
disapprove	अस्वीकार करना	anger	0.364
unhappy	अप्रसन्न	anger	0.364
retarded	मंद	anger	0.364
warrior	योद्धा	anger	0.364
belt	बेल्ट	anger	0.364
controversial	विवादास्पद	anger	0.359
